Date,GSS
2016-01-01,39.45
2016-01-04,39.65
2016-01-05,39.05
2016-01-06,39.35
2016-01-07,38.1
2016-01-08,38.3
2016-01-11,38.5
2016-01-12,39.0
2016-01-13,36.65
2016-01-14,35.65
2016-01-15,32.9
2016-01-18,29.85
2016-01-19,31.25
2016-01-20,30.05
2016-01-21,31.5
2016-01-22,32.25
2016-01-25,32.6
2016-01-27,33.35
2016-01-28,34.25
2016-01-29,34.3
2016-02-01,33.8
2016-02-02,33.6
2016-02-03,32.15
2016-02-04,30.8
2016-02-05,30.25
2016-02-08,30.6
2016-02-09,30.5
2016-02-10,30.05
2016-02-11,28.6
2016-02-12,27.4
2016-02-15,29.75
2016-02-16,27.5
2016-02-17,24.8
2016-02-18,24.55
2016-02-19,25.25
2016-02-22,26.35
2016-02-23,24.5
2016-02-24,24.6
2016-02-25,23.25
2016-02-26,23.0
2016-02-29,24.0
2016-03-01,23.45
2016-03-02,23.8
2016-03-03,24.95
2016-03-04,26.15
2016-03-08,24.9
2016-03-09,24.75
2016-03-10,23.55
2016-03-11,24.7
2016-03-14,25.8
2016-03-15,25.45
2016-03-16,26.65
2016-03-17,27.1
2016-03-18,25.95
2016-03-21,25.15
2016-03-22,24.9
2016-03-23,24.55
2016-03-28,24.1
2016-03-29,23.4
2016-03-30,24.2
2016-03-31,25.2
2016-04-01,25.55
2016-04-04,26.85
2016-04-05,26.35
2016-04-06,26.5
2016-04-07,27.0
2016-04-08,28.65
2016-04-11,26.0
2016-04-12,26.55
2016-04-13,25.2
2016-04-18,25.1
2016-04-20,25.65
2016-04-21,25.5
2016-04-22,25.0
2016-04-25,25.3
2016-04-26,26.0
2016-04-27,27.1
2016-04-28,25.55
2016-04-29,24.5
2016-05-02,24.3
2016-05-03,24.0
2016-05-04,23.6
2016-05-05,24.65
2016-05-06,24.15
2016-05-09,24.3
2016-05-10,24.5
2016-05-11,25.6
2016-05-12,24.15
2016-05-13,23.95
2016-05-16,24.65
2016-05-17,24.1
2016-05-18,24.45
2016-05-19,24.45
2016-05-20,23.6
2016-05-23,24.0
2016-05-24,23.6
2016-05-25,24.45
2016-05-26,23.7
2016-05-27,23.9
2016-05-30,23.65
2016-05-31,23.4
2016-06-01,23.25
2016-06-02,23.5
2016-06-03,22.7
2016-06-06,23.5
2016-06-07,23.0
2016-06-08,21.95
2016-06-09,20.95
2016-06-10,22.6
2016-06-13,23.0
2016-06-14,23.3
2016-06-15,23.0
2016-06-16,22.75
2016-06-17,22.9
2016-06-20,22.9
2016-06-21,22.5
2016-06-22,22.65
2016-06-23,22.25
2016-06-24,21.7
2016-06-27,22.0
2016-06-28,22.6
2016-06-29,22.6
2016-06-30,22.55
2016-07-01,22.9
2016-07-04,23.5
2016-07-05,23.55
2016-07-07,22.85
2016-07-08,22.55
2016-07-11,23.25
2016-07-12,22.75
2016-07-13,22.8
2016-07-14,22.65
2016-07-15,23.3
2016-07-18,23.0
2016-07-19,23.2
2016-07-20,23.7
2016-07-21,23.15
2016-07-22,25.0
2016-07-25,24.1
2016-07-26,23.5
2016-07-27,24.1
2016-07-28,24.0
2016-07-29,23.5
2016-08-01,23.9
2016-08-02,24.3
2016-08-03,23.7
2016-08-04,23.85
2016-08-05,23.5
2016-08-08,23.2
2016-08-09,23.25
2016-08-10,22.95
2016-08-11,22.9
2016-08-12,23.7
2016-08-16,23.0
2016-08-17,23.35
2016-08-18,23.0
2016-08-19,22.9
2016-08-22,24.0
2016-08-23,23.95
2016-08-24,24.1
2016-08-25,23.6
2016-08-26,23.5
2016-08-29,22.9
2016-08-30,23.5
2016-08-31,22.9
2016-09-01,23.25
2016-09-02,22.8
2016-09-06,22.55
2016-09-07,22.65
2016-09-08,22.7
2016-09-09,22.6
2016-09-12,26.95
2016-09-14,32.2
2016-09-15,29.45
2016-09-16,28.95
2016-09-19,29.15
2016-09-20,28.7
2016-09-21,29.0
2016-09-22,29.2
2016-09-23,28.45
2016-09-26,28.7
2016-09-27,27.95
2016-09-28,27.5
2016-09-29,26.65
2016-09-30,26.2
2016-10-03,26.75
2016-10-04,28.85
2016-10-05,28.0
2016-10-06,27.5
2016-10-07,28.05
2016-10-10,29.95
2016-10-13,28.35
2016-10-14,28.3
2016-10-17,27.6
2016-10-18,27.65
2016-10-19,29.55
2016-10-20,32.2
2016-10-21,33.1
2016-10-24,35.65
2016-10-25,37.35
2016-10-26,36.05
2016-10-27,35.8
2016-10-28,34.4
2016-10-30,35.25
2016-11-01,34.9
2016-11-02,34.2
2016-11-03,34.2
2016-11-04,32.95
2016-11-07,33.65
2016-11-08,33.3
2016-11-09,31.1
2016-11-10,32.3
2016-11-11,31.05
2016-11-15,25.95
2016-11-16,26.3
2016-11-17,26.7
2016-11-18,26.35
2016-11-21,25.2
2016-11-22,25.05
2016-11-23,25.9
2016-11-24,27.05
2016-11-25,27.05
2016-11-28,27.2
2016-11-29,27.3
2016-11-30,27.95
2016-12-01,28.15
2016-12-02,27.15
2016-12-05,27.2
2016-12-06,27.45
2016-12-07,26.85
2016-12-08,28.15
2016-12-09,28.15
2016-12-12,28.9
2016-12-13,28.5
2016-12-14,27.65
2016-12-15,28.35
2016-12-16,28.25
2016-12-19,28.3
2016-12-20,27.75
2016-12-21,28.1
2016-12-22,27.4
2016-12-23,27.55
2016-12-26,26.65
2016-12-27,26.65
2016-12-28,27.4
2016-12-29,28.05
2016-12-30,28.05
