Date,LOKESHMACH
2016-01-01,88.6
2016-01-04,84.25
2016-01-05,86.6
2016-01-06,84.5
2016-01-07,81.45
2016-01-08,82.45
2016-01-11,81.15
2016-01-12,80.1
2016-01-13,79.45
2016-01-14,77.15
2016-01-15,72.25
2016-01-18,66.3
2016-01-19,70.15
2016-01-20,68.5
2016-01-21,70.3
2016-01-22,74.5
2016-01-25,75.95
2016-01-27,73.4
2016-01-28,80.75
2016-01-29,77.9
2016-02-01,76.35
2016-02-02,75.4
2016-02-03,72.25
2016-02-04,69.35
2016-02-05,69.85
2016-02-08,69.9
2016-02-09,66.3
2016-02-10,65.05
2016-02-11,61.65
2016-02-12,62.1
2016-02-15,66.5
2016-02-16,63.25
2016-02-17,62.95
2016-02-18,62.2
2016-02-19,62.9
2016-02-22,62.0
2016-02-23,60.4
2016-02-24,61.1
2016-02-25,60.5
2016-02-26,60.15
2016-02-29,60.15
2016-03-01,63.05
2016-03-02,64.75
2016-03-03,73.8
2016-03-04,75.0
2016-03-08,71.4
2016-03-09,71.45
2016-03-10,70.25
2016-03-11,69.5
2016-03-14,68.3
2016-03-15,68.65
2016-03-16,69.8
2016-03-17,68.55
2016-03-18,71.35
2016-03-21,71.85
2016-03-22,72.0
2016-03-23,73.0
2016-03-28,72.05
2016-03-29,70.1
2016-03-30,72.95
2016-03-31,75.0
2016-04-01,82.5
2016-04-04,80.45
2016-04-05,79.85
2016-04-06,85.75
2016-04-07,81.9
2016-04-08,81.8
2016-04-11,81.25
2016-04-12,80.35
2016-04-13,81.75
2016-04-18,81.9
2016-04-20,80.3
2016-04-21,76.95
2016-04-22,77.75
2016-04-25,75.8
2016-04-26,75.15
2016-04-27,76.15
2016-04-28,75.8
2016-04-29,74.65
2016-05-02,80.9
2016-05-03,79.0
2016-05-04,78.65
2016-05-05,79.0
2016-05-06,78.4
2016-05-09,81.95
2016-05-10,79.7
2016-05-11,78.6
2016-05-12,77.85
2016-05-13,76.9
2016-05-16,78.65
2016-05-17,77.45
2016-05-18,79.05
2016-05-19,79.0
2016-05-20,78.0
2016-05-23,78.05
2016-05-24,77.4
2016-05-25,77.5
2016-05-26,77.65
2016-05-27,78.35
2016-05-30,79.95
2016-05-31,78.75
2016-06-01,78.25
2016-06-02,79.65
2016-06-03,78.2
2016-06-06,77.6
2016-06-07,77.25
2016-06-08,78.65
2016-06-09,78.0
2016-06-10,79.1
2016-06-13,82.7
2016-06-14,83.65
2016-06-15,84.25
2016-06-16,82.7
2016-06-17,84.95
2016-06-20,85.8
2016-06-21,83.55
2016-06-22,79.7
2016-06-23,81.95
2016-06-24,79.0
2016-06-27,80.4
2016-06-28,84.5
2016-06-29,87.0
2016-06-30,86.35
2016-07-01,84.2
2016-07-04,87.95
2016-07-05,85.9
2016-07-07,84.55
2016-07-08,82.65
2016-07-11,80.95
2016-07-12,80.7
2016-07-13,79.5
2016-07-14,82.15
2016-07-15,81.15
2016-07-18,79.75
2016-07-19,78.4
2016-07-20,79.8
2016-07-21,83.75
2016-07-22,89.75
2016-07-25,85.45
2016-07-26,84.75
2016-07-27,84.45
2016-07-28,85.95
2016-07-29,84.05
2016-08-01,85.2
2016-08-02,81.4
2016-08-03,82.25
2016-08-04,81.35
2016-08-05,83.35
2016-08-08,82.75
2016-08-09,82.7
2016-08-10,80.5
2016-08-11,80.8
2016-08-12,80.0
2016-08-16,79.8
2016-08-17,80.2
2016-08-18,82.3
2016-08-19,80.9
2016-08-22,80.4
2016-08-23,78.9
2016-08-24,78.3
2016-08-25,76.75
2016-08-26,75.95
2016-08-29,78.6
2016-08-30,81.0
2016-08-31,78.95
2016-09-01,78.45
2016-09-02,80.0
2016-09-06,80.3
2016-09-07,78.5
2016-09-08,79.25
2016-09-09,78.35
2016-09-12,76.15
2016-09-14,78.75
2016-09-15,77.35
2016-09-16,76.7
2016-09-19,76.95
2016-09-20,79.2
2016-09-21,80.45
2016-09-22,80.9
2016-09-23,81.5
2016-09-26,79.55
2016-09-27,79.6
2016-09-28,79.5
2016-09-29,74.75
2016-09-30,75.7
2016-10-03,77.0
2016-10-04,76.25
2016-10-05,77.1
2016-10-06,78.0
2016-10-07,77.6
2016-10-10,77.7
2016-10-13,75.45
2016-10-14,77.1
2016-10-17,77.4
2016-10-18,76.75
2016-10-19,76.55
2016-10-20,77.5
2016-10-21,77.9
2016-10-24,77.2
2016-10-25,85.95
2016-10-26,84.1
2016-10-27,82.8
2016-10-28,82.95
2016-10-30,83.35
2016-11-01,82.6
2016-11-02,80.9
2016-11-03,80.5
2016-11-04,76.85
2016-11-07,76.35
2016-11-08,77.0
2016-11-09,74.2
2016-11-10,75.7
2016-11-11,72.95
2016-11-15,68.4
2016-11-16,66.15
2016-11-17,68.2
2016-11-18,64.9
2016-11-21,62.65
2016-11-22,64.4
2016-11-23,66.9
2016-11-24,66.2
2016-11-25,70.0
2016-11-28,70.85
2016-11-29,71.4
2016-11-30,70.75
2016-12-01,69.6
2016-12-02,69.1
2016-12-05,69.35
2016-12-06,68.4
2016-12-07,66.7
2016-12-08,67.85
2016-12-09,67.85
2016-12-12,67.7
2016-12-13,68.2
2016-12-14,66.9
2016-12-15,66.9
2016-12-16,67.2
2016-12-19,66.85
2016-12-20,66.6
2016-12-21,65.1
2016-12-22,65.2
2016-12-23,66.6
2016-12-26,65.4
2016-12-27,66.75
2016-12-28,65.55
2016-12-29,66.25
2016-12-30,65.7
