Date,IFBIND
2016-01-01,482.95
2016-01-04,474.95
2016-01-05,476.2
2016-01-06,476.05
2016-01-07,465.05
2016-01-08,465.05
2016-01-11,461.8
2016-01-12,450.25
2016-01-13,442.45
2016-01-14,441.2
2016-01-15,432.5
2016-01-18,416.65
2016-01-19,425.75
2016-01-20,410.55
2016-01-21,403.3
2016-01-22,410.3
2016-01-25,413.7
2016-01-27,411.15
2016-01-28,410.6
2016-01-29,411.05
2016-02-01,380.45
2016-02-02,377.6
2016-02-03,370.9
2016-02-04,347.2
2016-02-05,359.7
2016-02-08,367.8
2016-02-09,362.7
2016-02-10,345.05
2016-02-11,316.45
2016-02-12,309.95
2016-02-15,315.6
2016-02-16,307.55
2016-02-17,305.35
2016-02-18,308.45
2016-02-19,307.1
2016-02-22,312.55
2016-02-23,297.85
2016-02-24,291.75
2016-02-25,285.05
2016-02-26,288.3
2016-02-29,288.95
2016-03-01,298.75
2016-03-02,298.35
2016-03-03,299.45
2016-03-04,319.6
2016-03-08,314.55
2016-03-09,312.7
2016-03-10,309.9
2016-03-11,307.9
2016-03-14,314.15
2016-03-15,334.75
2016-03-16,335.7
2016-03-17,326.15
2016-03-18,332.9
2016-03-21,329.95
2016-03-22,324.55
2016-03-23,322.15
2016-03-28,305.8
2016-03-29,311.6
2016-03-30,317.9
2016-03-31,317.9
2016-04-01,324.4
2016-04-04,328.1
2016-04-05,322.15
2016-04-06,327.15
2016-04-07,321.5
2016-04-08,329.1
2016-04-11,367.5
2016-04-12,367.85
2016-04-13,364.7
2016-04-18,387.2
2016-04-20,394.8
2016-04-21,383.95
2016-04-22,377.7
2016-04-25,366.05
2016-04-26,366.1
2016-04-27,360.15
2016-04-28,351.5
2016-04-29,347.8
2016-05-02,343.3
2016-05-03,355.3
2016-05-04,352.55
2016-05-05,368.45
2016-05-06,362.0
2016-05-09,383.2
2016-05-10,373.5
2016-05-11,365.7
2016-05-12,369.0
2016-05-13,375.4
2016-05-16,387.9
2016-05-17,387.2
2016-05-18,405.9
2016-05-19,379.4
2016-05-20,370.0
2016-05-23,354.3
2016-05-24,341.7
2016-05-25,346.55
2016-05-26,338.15
2016-05-27,335.9
2016-05-30,339.55
2016-05-31,341.7
2016-06-01,338.6
2016-06-02,338.7
2016-06-03,339.45
2016-06-06,337.45
2016-06-07,331.1
2016-06-08,339.4
2016-06-09,338.15
2016-06-10,335.45
2016-06-13,334.5
2016-06-14,331.15
2016-06-15,340.45
2016-06-16,336.3
2016-06-17,335.65
2016-06-20,336.55
2016-06-21,335.1
2016-06-22,333.45
2016-06-23,334.4
2016-06-24,327.5
2016-06-27,329.05
2016-06-28,330.85
2016-06-29,328.6
2016-06-30,331.65
2016-07-01,349.25
2016-07-04,349.95
2016-07-05,347.4
2016-07-07,343.6
2016-07-08,347.5
2016-07-11,363.1
2016-07-12,370.8
2016-07-13,367.35
2016-07-14,365.45
2016-07-15,372.6
2016-07-18,371.8
2016-07-19,373.7
2016-07-20,382.75
2016-07-21,377.95
2016-07-22,379.95
2016-07-25,379.75
2016-07-26,369.25
2016-07-27,363.25
2016-07-28,377.2
2016-07-29,384.3
2016-08-01,388.15
2016-08-02,378.25
2016-08-03,380.25
2016-08-04,379.75
2016-08-05,384.1
2016-08-08,388.85
2016-08-09,386.6
2016-08-10,386.05
2016-08-11,386.3
2016-08-12,386.15
2016-08-16,387.75
2016-08-17,390.0
2016-08-18,387.5
2016-08-19,387.0
2016-08-22,389.5
2016-08-23,390.85
2016-08-24,387.05
2016-08-25,391.15
2016-08-26,391.3
2016-08-29,390.3
2016-08-30,388.2
2016-08-31,392.05
2016-09-01,392.45
2016-09-02,387.7
2016-09-06,392.7
2016-09-07,389.55
2016-09-08,395.05
2016-09-09,395.95
2016-09-12,385.7
2016-09-14,394.8
2016-09-15,439.65
2016-09-16,429.9
2016-09-19,444.5
2016-09-20,438.5
2016-09-21,439.8
2016-09-22,434.3
2016-09-23,441.4
2016-09-26,439.05
2016-09-27,437.0
2016-09-28,436.5
2016-09-29,397.9
2016-09-30,414.25
2016-10-03,435.4
2016-10-04,440.3
2016-10-05,440.35
2016-10-06,437.55
2016-10-07,440.35
2016-10-10,445.95
2016-10-13,437.75
2016-10-14,469.25
2016-10-17,469.55
2016-10-18,478.9
2016-10-19,484.3
2016-10-20,486.05
2016-10-21,478.45
2016-10-24,505.55
2016-10-25,506.6
2016-10-26,526.45
2016-10-27,522.1
2016-10-28,540.65
2016-10-30,542.25
2016-11-01,522.8
2016-11-02,507.55
2016-11-03,493.0
2016-11-04,479.35
2016-11-07,477.25
2016-11-08,486.6
2016-11-09,464.75
2016-11-10,450.7
2016-11-11,409.25
2016-11-15,381.95
2016-11-16,376.85
2016-11-17,387.05
2016-11-18,406.3
2016-11-21,401.6
2016-11-22,432.3
2016-11-23,439.65
2016-11-24,431.35
2016-11-25,435.25
2016-11-28,432.9
2016-11-29,426.85
2016-11-30,428.6
2016-12-01,428.35
2016-12-02,421.9
2016-12-05,458.45
2016-12-06,448.65
2016-12-07,441.55
2016-12-08,445.75
2016-12-09,448.9
2016-12-12,431.1
2016-12-13,442.35
2016-12-14,431.45
2016-12-15,449.65
2016-12-16,439.2
2016-12-19,438.25
2016-12-20,428.05
2016-12-21,425.7
2016-12-22,431.4
2016-12-23,425.6
2016-12-26,429.4
2016-12-27,442.5
2016-12-28,456.6
2016-12-29,455.3
2016-12-30,456.7
