Date,PRSMJOHNSN
2016-01-01,82.85
2016-01-04,81.0
2016-01-05,80.65
2016-01-06,80.15
2016-01-07,76.2
2016-01-08,78.4
2016-01-11,78.35
2016-01-12,78.3
2016-01-13,82.35
2016-01-14,80.5
2016-01-15,76.95
2016-01-18,71.7
2016-01-19,73.1
2016-01-20,71.45
2016-01-21,70.1
2016-01-22,71.75
2016-01-25,73.15
2016-01-27,74.85
2016-01-28,73.6
2016-01-29,75.8
2016-02-01,76.9
2016-02-02,77.65
2016-02-03,73.75
2016-02-04,71.9
2016-02-05,71.85
2016-02-08,71.05
2016-02-09,69.7
2016-02-10,69.15
2016-02-11,59.9
2016-02-12,60.45
2016-02-15,65.3
2016-02-16,64.95
2016-02-17,65.4
2016-02-18,66.65
2016-02-19,64.35
2016-02-22,64.5
2016-02-23,63.3
2016-02-24,61.6
2016-02-25,61.2
2016-02-26,61.4
2016-02-29,61.85
2016-03-01,62.7
2016-03-02,64.2
2016-03-03,66.8
2016-03-04,67.65
2016-03-08,74.05
2016-03-09,74.55
2016-03-10,74.85
2016-03-11,72.3
2016-03-14,77.75
2016-03-15,77.3
2016-03-16,75.95
2016-03-17,76.95
2016-03-18,79.95
2016-03-21,81.85
2016-03-22,81.5
2016-03-23,81.1
2016-03-28,79.6
2016-03-29,79.8
2016-03-30,81.3
2016-03-31,80.5
2016-04-01,82.35
2016-04-04,82.1
2016-04-05,80.65
2016-04-06,82.95
2016-04-07,81.9
2016-04-08,85.05
2016-04-11,85.3
2016-04-12,84.55
2016-04-13,86.3
2016-04-18,86.2
2016-04-20,88.15
2016-04-21,86.85
2016-04-22,87.15
2016-04-25,86.85
2016-04-26,87.5
2016-04-27,87.0
2016-04-28,86.45
2016-04-29,85.95
2016-05-02,84.7
2016-05-03,84.35
2016-05-04,82.75
2016-05-05,82.8
2016-05-06,82.1
2016-05-09,85.95
2016-05-10,88.1
2016-05-11,90.35
2016-05-12,91.5
2016-05-13,92.45
2016-05-16,92.65
2016-05-17,90.05
2016-05-18,90.95
2016-05-19,88.45
2016-05-20,89.5
2016-05-23,90.5
2016-05-24,92.15
2016-05-25,93.3
2016-05-26,94.6
2016-05-27,93.0
2016-05-30,93.7
2016-05-31,90.65
2016-06-01,92.55
2016-06-02,93.05
2016-06-03,92.6
2016-06-06,92.85
2016-06-07,93.95
2016-06-08,94.4
2016-06-09,93.95
2016-06-10,92.75
2016-06-13,93.4
2016-06-14,93.45
2016-06-15,94.0
2016-06-16,93.3
2016-06-17,94.0
2016-06-20,93.45
2016-06-21,93.8
2016-06-22,93.9
2016-06-23,95.0
2016-06-24,92.5
2016-06-27,95.65
2016-06-28,98.25
2016-06-29,112.45
2016-06-30,109.2
2016-07-01,107.5
2016-07-04,110.8
2016-07-05,110.15
2016-07-07,109.15
2016-07-08,107.25
2016-07-11,107.2
2016-07-12,108.3
2016-07-13,104.75
2016-07-14,104.3
2016-07-15,103.2
2016-07-18,105.85
2016-07-19,104.65
2016-07-20,107.1
2016-07-21,103.65
2016-07-22,104.25
2016-07-25,104.3
2016-07-26,106.25
2016-07-27,108.1
2016-07-28,110.55
2016-07-29,108.2
2016-08-01,105.65
2016-08-02,106.6
2016-08-03,103.15
2016-08-04,103.85
2016-08-05,109.05
2016-08-08,110.95
2016-08-09,110.25
2016-08-10,107.3
2016-08-11,105.7
2016-08-12,103.85
2016-08-16,103.3
2016-08-17,106.75
2016-08-18,106.8
2016-08-19,110.6
2016-08-22,109.0
2016-08-23,115.15
2016-08-24,114.45
2016-08-25,114.8
2016-08-26,114.05
2016-08-29,113.7
2016-08-30,114.25
2016-08-31,115.25
2016-09-01,113.2
2016-09-02,112.5
2016-09-06,113.9
2016-09-07,112.7
2016-09-08,112.8
2016-09-09,110.65
2016-09-12,107.0
2016-09-14,108.2
2016-09-15,108.4
2016-09-16,108.15
2016-09-19,108.2
2016-09-20,106.8
2016-09-21,106.25
2016-09-22,106.95
2016-09-23,109.9
2016-09-26,106.6
2016-09-27,105.75
2016-09-28,106.3
2016-09-29,100.35
2016-09-30,103.3
2016-10-03,105.95
2016-10-04,106.6
2016-10-05,109.9
2016-10-06,108.8
2016-10-07,110.1
2016-10-10,110.7
2016-10-13,109.8
2016-10-14,109.3
2016-10-17,107.45
2016-10-18,109.9
2016-10-19,108.7
2016-10-20,109.6
2016-10-21,107.25
2016-10-24,107.6
2016-10-25,106.3
2016-10-26,105.5
2016-10-27,103.5
2016-10-28,106.0
2016-10-30,106.4
2016-11-01,106.35
2016-11-02,104.9
2016-11-03,104.95
2016-11-04,102.25
2016-11-07,103.0
2016-11-08,101.7
2016-11-09,97.1
2016-11-10,98.25
2016-11-11,92.1
2016-11-15,79.3
2016-11-16,82.45
2016-11-17,83.5
2016-11-18,85.75
2016-11-21,87.75
2016-11-22,88.5
2016-11-23,90.75
2016-11-24,88.4
2016-11-25,90.0
2016-11-28,91.55
2016-11-29,91.75
2016-11-30,93.4
2016-12-01,90.3
2016-12-02,88.45
2016-12-05,89.45
2016-12-06,89.05
2016-12-07,89.8
2016-12-08,86.9
2016-12-09,87.3
2016-12-12,87.1
2016-12-13,88.5
2016-12-14,85.0
2016-12-15,85.25
2016-12-16,84.55
2016-12-19,82.5
2016-12-20,81.55
2016-12-21,82.25
2016-12-22,82.8
2016-12-23,80.85
2016-12-26,77.25
2016-12-27,77.25
2016-12-28,77.45
2016-12-29,77.95
2016-12-30,77.4
