Date,LICHSGFIN
2016-01-01,508.35
2016-01-04,489.7
2016-01-05,501.1
2016-01-06,499.6
2016-01-07,486.0
2016-01-08,505.1
2016-01-11,500.15
2016-01-12,491.95
2016-01-13,489.35
2016-01-14,484.95
2016-01-15,466.45
2016-01-18,463.65
2016-01-19,469.8
2016-01-20,460.2
2016-01-21,467.45
2016-01-22,483.95
2016-01-25,482.25
2016-01-27,480.15
2016-01-28,474.55
2016-01-29,475.9
2016-02-01,468.25
2016-02-02,450.95
2016-02-03,442.8
2016-02-04,437.55
2016-02-05,447.5
2016-02-08,444.2
2016-02-09,424.3
2016-02-10,430.05
2016-02-11,406.6
2016-02-12,408.8
2016-02-15,427.95
2016-02-16,411.75
2016-02-17,406.05
2016-02-18,408.7
2016-02-19,419.55
2016-02-22,424.0
2016-02-23,415.9
2016-02-24,397.35
2016-02-25,391.35
2016-02-26,408.35
2016-02-29,421.85
2016-03-01,439.2
2016-03-02,452.5
2016-03-03,446.15
2016-03-04,448.2
2016-03-08,448.8
2016-03-09,460.95
2016-03-10,458.3
2016-03-11,462.2
2016-03-14,456.2
2016-03-15,453.95
2016-03-16,445.75
2016-03-17,450.6
2016-03-18,463.6
2016-03-21,470.95
2016-03-22,477.95
2016-03-23,477.75
2016-03-28,471.3
2016-03-29,476.85
2016-03-30,488.15
2016-03-31,493.15
2016-04-01,485.6
2016-04-04,486.7
2016-04-05,467.6
2016-04-06,467.65
2016-04-07,464.75
2016-04-08,476.8
2016-04-11,476.9
2016-04-12,478.4
2016-04-13,480.75
2016-04-18,485.45
2016-04-20,466.9
2016-04-21,464.85
2016-04-22,460.5
2016-04-25,456.85
2016-04-26,461.0
2016-04-27,462.55
2016-04-28,456.75
2016-04-29,462.3
2016-05-02,460.35
2016-05-03,454.85
2016-05-04,451.35
2016-05-05,449.4
2016-05-06,450.2
2016-05-09,462.7
2016-05-10,460.35
2016-05-11,452.1
2016-05-12,469.2
2016-05-13,458.7
2016-05-16,463.0
2016-05-17,462.1
2016-05-18,461.5
2016-05-19,454.7
2016-05-20,444.45
2016-05-23,435.2
2016-05-24,434.4
2016-05-25,443.35
2016-05-26,457.4
2016-05-27,461.95
2016-05-30,468.35
2016-05-31,470.75
2016-06-01,467.7
2016-06-02,473.95
2016-06-03,476.0
2016-06-06,467.15
2016-06-07,474.45
2016-06-08,480.2
2016-06-09,475.6
2016-06-10,473.3
2016-06-13,470.6
2016-06-14,469.4
2016-06-15,477.45
2016-06-16,469.6
2016-06-17,474.65
2016-06-20,480.5
2016-06-21,485.05
2016-06-22,483.95
2016-06-23,488.95
2016-06-24,478.0
2016-06-27,482.35
2016-06-28,497.65
2016-06-29,490.4
2016-06-30,495.0
2016-07-01,498.75
2016-07-04,500.85
2016-07-05,498.75
2016-07-07,498.05
2016-07-08,511.15
2016-07-11,523.7
2016-07-12,520.7
2016-07-13,511.6
2016-07-14,506.75
2016-07-15,525.45
2016-07-18,520.2
2016-07-19,507.95
2016-07-20,504.15
2016-07-21,502.8
2016-07-22,510.9
2016-07-25,518.55
2016-07-26,512.7
2016-07-27,518.45
2016-07-28,514.1
2016-07-29,520.0
2016-08-01,521.9
2016-08-02,513.45
2016-08-03,500.4
2016-08-04,511.7
2016-08-05,518.65
2016-08-08,526.0
2016-08-09,520.75
2016-08-10,517.2
2016-08-11,522.7
2016-08-12,554.95
2016-08-16,548.35
2016-08-17,547.8
2016-08-18,555.25
2016-08-19,553.9
2016-08-22,550.6
2016-08-23,551.9
2016-08-24,555.1
2016-08-25,557.4
2016-08-26,577.85
2016-08-29,571.75
2016-08-30,572.75
2016-08-31,573.05
2016-09-01,572.55
2016-09-02,574.95
2016-09-06,593.25
2016-09-07,588.45
2016-09-08,583.35
2016-09-09,583.15
2016-09-12,560.35
2016-09-14,571.85
2016-09-15,564.5
2016-09-16,571.05
2016-09-19,574.35
2016-09-20,567.35
2016-09-21,570.65
2016-09-22,583.45
2016-09-23,573.15
2016-09-26,568.3
2016-09-27,571.0
2016-09-28,588.35
2016-09-29,563.6
2016-09-30,578.8
2016-10-03,593.1
2016-10-04,597.75
2016-10-05,591.85
2016-10-06,587.9
2016-10-07,601.9
2016-10-10,592.85
2016-10-13,584.25
2016-10-14,585.65
2016-10-17,577.6
2016-10-18,612.95
2016-10-19,615.65
2016-10-20,608.95
2016-10-21,599.5
2016-10-24,602.8
2016-10-25,597.85
2016-10-26,586.0
2016-10-27,585.75
2016-10-28,582.75
2016-10-30,588.4
2016-11-01,589.05
2016-11-02,573.2
2016-11-03,550.25
2016-11-04,532.6
2016-11-07,542.55
2016-11-08,549.0
2016-11-09,525.7
2016-11-10,552.1
2016-11-11,520.3
2016-11-15,479.75
2016-11-16,512.5
2016-11-17,506.45
2016-11-18,518.4
2016-11-21,500.9
2016-11-22,518.3
2016-11-23,525.85
2016-11-24,520.05
2016-11-25,535.3
2016-11-28,540.25
2016-11-29,544.55
2016-11-30,564.4
2016-12-01,571.05
2016-12-02,555.8
2016-12-05,564.95
2016-12-06,561.4
2016-12-07,553.3
2016-12-08,568.3
2016-12-09,570.2
2016-12-12,565.95
2016-12-13,552.0
2016-12-14,548.25
2016-12-15,556.45
2016-12-16,551.6
2016-12-19,548.25
2016-12-20,546.0
2016-12-21,543.25
2016-12-22,539.7
2016-12-23,541.8
2016-12-26,536.35
2016-12-27,538.85
2016-12-28,548.1
2016-12-29,556.6
2016-12-30,559.7
