Date,REVATHI
2016-01-01,750.0
2016-01-04,726.05
2016-01-05,736.7
2016-01-06,722.2
2016-01-07,706.0
2016-01-08,706.15
2016-01-11,695.0
2016-01-12,675.7
2016-01-13,667.05
2016-01-14,689.65
2016-01-15,675.0
2016-01-18,626.75
2016-01-19,618.6
2016-01-20,600.9
2016-01-21,626.4
2016-01-22,626.2
2016-01-25,635.75
2016-01-27,610.25
2016-01-28,633.0
2016-01-29,630.0
2016-02-01,633.0
2016-02-02,621.55
2016-02-03,614.25
2016-02-04,640.0
2016-02-05,626.9
2016-02-08,621.0
2016-02-09,611.0
2016-02-10,600.35
2016-02-11,576.0
2016-02-12,568.3
2016-02-15,588.95
2016-02-16,589.0
2016-02-17,561.2
2016-02-18,550.3
2016-02-19,556.8
2016-02-22,550.3
2016-02-23,524.7
2016-02-24,521.5
2016-02-25,538.75
2016-02-26,533.1
2016-02-29,539.45
2016-03-01,526.6
2016-03-02,542.75
2016-03-03,544.2
2016-03-04,568.15
2016-03-08,590.25
2016-03-09,602.8
2016-03-10,614.6
2016-03-11,601.5
2016-03-14,591.25
2016-03-15,591.0
2016-03-16,604.0
2016-03-17,607.0
2016-03-18,589.0
2016-03-21,584.15
2016-03-22,598.0
2016-03-23,616.35
2016-03-28,595.0
2016-03-29,593.55
2016-03-30,603.75
2016-04-01,625.0
2016-04-04,613.0
2016-04-05,632.65
2016-04-06,646.45
2016-04-07,654.45
2016-04-08,676.0
2016-04-11,676.4
2016-04-12,692.0
2016-04-13,670.05
2016-04-18,697.4
2016-04-20,690.9
2016-04-21,689.9
2016-04-22,701.95
2016-04-25,692.05
2016-04-26,694.95
2016-04-27,720.0
2016-04-28,706.1
2016-04-29,702.25
2016-05-02,698.95
2016-05-03,692.75
2016-05-04,703.9
2016-05-05,700.1
2016-05-06,702.55
2016-05-09,702.15
2016-05-10,718.35
2016-05-11,710.0
2016-05-12,698.65
2016-05-13,683.1
2016-05-16,686.05
2016-05-18,690.0
2016-05-19,690.0
2016-05-23,682.0
2016-05-25,668.4
2016-05-27,672.7
2016-05-30,701.7
2016-05-31,762.05
2016-06-01,831.45
2016-06-02,833.5
2016-06-03,814.6
2016-06-06,783.3
2016-06-07,778.5
2016-06-08,794.4
2016-06-09,774.9
2016-06-10,769.5
2016-06-13,758.65
2016-06-14,785.05
2016-06-15,779.85
2016-06-16,777.95
2016-06-17,767.1
2016-06-20,766.25
2016-06-21,768.0
2016-06-22,754.75
2016-06-23,749.05
2016-06-24,732.0
2016-06-27,746.3
2016-06-28,760.0
2016-06-29,775.65
2016-06-30,787.1
2016-07-01,779.1
2016-07-04,776.0
2016-07-05,770.05
2016-07-07,784.6
2016-07-08,783.55
2016-07-11,770.1
2016-07-12,780.0
2016-07-13,778.9
2016-07-14,809.6
2016-07-15,808.6
2016-07-18,791.85
2016-07-19,790.0
2016-07-20,799.0
2016-07-21,790.3
2016-07-22,859.1
2016-07-25,855.0
2016-07-26,851.05
2016-07-27,860.35
2016-07-28,865.0
2016-07-29,850.0
2016-08-01,840.0
2016-08-02,840.0
2016-08-03,844.95
2016-08-04,832.15
2016-08-05,741.65
2016-08-08,726.0
2016-08-09,699.65
2016-08-10,691.2
2016-08-11,677.0
2016-08-12,682.35
2016-08-16,688.4
2016-08-17,690.6
2016-08-18,662.1
2016-08-19,669.95
2016-08-22,670.0
2016-08-23,670.9
2016-08-24,683.05
2016-08-25,670.0
2016-08-26,674.7
2016-08-29,690.95
2016-08-30,701.7
2016-08-31,697.35
2016-09-01,697.3
2016-09-02,700.0
2016-09-06,689.7
2016-09-07,683.2
2016-09-08,687.85
2016-09-09,695.0
2016-09-12,674.65
2016-09-14,688.0
2016-09-15,699.85
2016-09-16,700.0
2016-09-19,716.95
2016-09-20,719.2
2016-09-21,705.0
2016-09-22,721.65
2016-09-23,715.0
2016-09-26,715.0
2016-09-27,724.6
2016-09-28,709.95
2016-09-29,708.65
2016-09-30,695.6
2016-10-03,701.1
2016-10-04,710.0
2016-10-05,725.85
2016-10-06,735.0
2016-10-07,745.9
2016-10-10,735.0
2016-10-13,725.0
2016-10-18,727.5
2016-10-19,740.0
2016-10-20,739.15
2016-10-21,734.5
2016-10-24,736.65
2016-10-25,740.0
2016-10-26,726.7
2016-10-28,696.95
2016-10-30,725.45
2016-11-01,735.0
2016-11-02,726.4
2016-11-03,730.1
2016-11-04,716.0
2016-11-07,736.4
2016-11-08,674.35
2016-11-09,625.35
2016-11-10,644.1
2016-11-11,605.35
2016-11-15,559.75
2016-11-16,580.0
2016-11-17,606.0
2016-11-18,566.25
2016-11-21,565.5
2016-11-22,583.0
2016-11-23,568.35
2016-11-24,563.0
2016-11-25,580.0
2016-11-28,580.0
2016-11-29,579.15
2016-11-30,585.1
2016-12-01,604.0
2016-12-02,593.65
2016-12-05,567.9
2016-12-06,559.45
2016-12-07,571.25
2016-12-08,559.75
2016-12-09,574.95
2016-12-12,594.7
2016-12-13,589.0
2016-12-14,575.0
2016-12-15,578.45
2016-12-16,578.0
2016-12-19,570.0
2016-12-20,562.05
2016-12-21,560.0
2016-12-22,555.05
2016-12-23,569.9
2016-12-26,555.05
2016-12-27,565.0
2016-12-28,565.3
2016-12-29,582.0
2016-12-30,582.0
