Date,YESBANK
2016-01-01,732.45
2016-01-04,705.75
2016-01-05,707.7
2016-01-06,703.85
2016-01-07,678.85
2016-01-08,693.7
2016-01-11,694.5
2016-01-12,672.95
2016-01-13,682.7
2016-01-14,674.2
2016-01-15,663.7
2016-01-18,656.0
2016-01-19,681.25
2016-01-20,646.25
2016-01-21,654.3
2016-01-22,684.0
2016-01-25,677.5
2016-01-27,678.05
2016-01-28,671.55
2016-01-29,746.8
2016-02-01,772.4
2016-02-02,764.3
2016-02-03,777.7
2016-02-04,759.35
2016-02-05,777.05
2016-02-08,768.35
2016-02-09,746.85
2016-02-10,735.35
2016-02-11,714.45
2016-02-12,728.45
2016-02-15,753.4
2016-02-16,733.85
2016-02-17,720.35
2016-02-18,714.25
2016-02-19,712.55
2016-02-22,712.75
2016-02-23,686.35
2016-02-24,690.65
2016-02-25,670.5
2016-02-26,686.55
2016-02-29,689.0
2016-03-01,719.4
2016-03-02,755.25
2016-03-03,757.65
2016-03-04,759.05
2016-03-08,759.55
2016-03-09,790.6
2016-03-10,791.4
2016-03-11,800.6
2016-03-14,802.0
2016-03-15,810.95
2016-03-16,804.4
2016-03-17,799.55
2016-03-18,814.25
2016-03-21,831.85
2016-03-22,832.2
2016-03-23,849.25
2016-03-28,842.25
2016-03-29,846.35
2016-03-30,866.3
2016-03-31,865.05
2016-04-01,855.6
2016-04-04,867.95
2016-04-05,829.2
2016-04-06,834.05
2016-04-07,835.5
2016-04-08,849.4
2016-04-11,859.65
2016-04-12,859.3
2016-04-13,870.15
2016-04-18,893.55
2016-04-20,881.9
2016-04-21,881.35
2016-04-22,875.75
2016-04-25,878.65
2016-04-26,910.7
2016-04-27,915.5
2016-04-28,945.55
2016-04-29,942.95
2016-05-02,944.95
2016-05-03,931.2
2016-05-04,917.6
2016-05-05,912.15
2016-05-06,910.2
2016-05-09,946.2
2016-05-10,949.75
2016-05-11,956.35
2016-05-12,955.05
2016-05-13,950.55
2016-05-16,980.3
2016-05-17,969.95
2016-05-18,971.25
2016-05-19,966.9
2016-05-20,977.7
2016-05-23,978.1
2016-05-24,977.0
2016-05-25,996.0
2016-05-26,1021.05
2016-05-27,1025.5
2016-05-30,1026.95
2016-05-31,1033.0
2016-06-01,1017.9
2016-06-02,1049.05
2016-06-03,1049.4
2016-06-06,1064.7
2016-06-07,1066.2
2016-06-08,1053.8
2016-06-09,1040.05
2016-06-10,1063.3
2016-06-13,1065.15
2016-06-14,1064.6
2016-06-15,1070.9
2016-06-16,1060.55
2016-06-17,1070.85
2016-06-20,1075.25
2016-06-21,1071.4
2016-06-22,1078.85
2016-06-23,1110.8
2016-06-24,1080.5
2016-06-27,1075.75
2016-06-28,1069.9
2016-06-29,1072.7
2016-06-30,1107.1
2016-07-01,1129.7
2016-07-04,1117.6
2016-07-05,1126.4
2016-07-07,1112.1
2016-07-08,1120.25
2016-07-11,1143.5
2016-07-12,1153.65
2016-07-13,1146.7
2016-07-14,1171.45
2016-07-15,1179.2
2016-07-18,1174.5
2016-07-19,1153.35
2016-07-20,1162.8
2016-07-21,1154.65
2016-07-22,1156.7
2016-07-25,1182.75
2016-07-26,1200.15
2016-07-27,1200.45
2016-07-28,1223.5
2016-07-29,1216.95
2016-08-01,1221.4
2016-08-02,1228.4
2016-08-03,1235.55
2016-08-04,1231.55
2016-08-05,1258.45
2016-08-08,1265.25
2016-08-09,1259.85
2016-08-10,1267.4
2016-08-11,1252.5
2016-08-12,1290.7
2016-08-16,1294.95
2016-08-17,1308.35
2016-08-18,1320.65
2016-08-19,1335.95
2016-08-22,1343.3
2016-08-23,1341.25
2016-08-24,1337.85
2016-08-25,1343.55
2016-08-26,1326.5
2016-08-29,1338.65
2016-08-30,1355.2
2016-08-31,1366.1
2016-09-01,1364.85
2016-09-02,1388.35
2016-09-06,1440.8
2016-09-07,1401.55
2016-09-08,1328.25
2016-09-09,1276.25
2016-09-12,1205.1
2016-09-14,1253.5
2016-09-15,1221.8
2016-09-16,1169.8
2016-09-19,1177.35
2016-09-20,1207.05
2016-09-21,1220.25
2016-09-22,1246.55
2016-09-23,1233.15
2016-09-26,1235.35
2016-09-27,1246.9
2016-09-28,1271.2
2016-09-29,1230.8
2016-09-30,1254.7
2016-10-03,1270.25
2016-10-04,1284.05
2016-10-05,1279.15
2016-10-06,1280.05
