Date,SPECIALITY
2016-01-01,140.0
2016-01-04,142.3
2016-01-05,140.55
2016-01-06,140.2
2016-01-07,132.35
2016-01-08,132.05
2016-01-11,128.8
2016-01-12,124.2
2016-01-13,118.3
2016-01-14,119.65
2016-01-15,118.25
2016-01-18,114.6
2016-01-19,116.1
2016-01-20,96.95
2016-01-21,100.7
2016-01-22,103.35
2016-01-25,105.25
2016-01-27,107.0
2016-01-28,106.1
2016-01-29,108.1
2016-02-01,107.3
2016-02-02,105.7
2016-02-03,100.7
2016-02-04,102.3
2016-02-05,101.45
2016-02-08,97.85
2016-02-09,94.7
2016-02-10,93.95
2016-02-11,89.8
2016-02-12,89.15
2016-02-15,90.0
2016-02-16,85.25
2016-02-17,85.45
2016-02-18,84.4
2016-02-19,83.55
2016-02-22,83.4
2016-02-23,83.8
2016-02-24,82.45
2016-02-25,83.5
2016-02-26,85.1
2016-02-29,83.2
2016-03-01,84.3
2016-03-02,86.55
2016-03-03,85.8
2016-03-04,86.9
2016-03-08,86.0
2016-03-09,85.1
2016-03-10,85.1
2016-03-11,81.8
2016-03-14,80.8
2016-03-15,81.6
2016-03-16,80.75
2016-03-17,81.1
2016-03-18,80.7
2016-03-21,81.3
2016-03-22,83.0
2016-03-23,85.15
2016-03-28,83.25
2016-03-29,81.4
2016-03-30,83.95
2016-03-31,85.0
2016-04-01,86.35
2016-04-04,86.6
2016-04-05,84.4
2016-04-06,86.9
2016-04-07,86.0
2016-04-08,86.15
2016-04-11,85.9
2016-04-12,90.85
2016-04-13,95.2
2016-04-18,96.85
2016-04-20,96.15
2016-04-21,95.55
2016-04-22,97.3
2016-04-25,95.45
2016-04-26,96.75
2016-04-27,95.55
2016-04-28,95.5
2016-04-29,94.5
2016-05-02,94.35
2016-05-03,94.25
2016-05-04,89.85
2016-05-05,89.9
2016-05-06,88.85
2016-05-09,88.9
2016-05-10,89.0
2016-05-11,89.15
2016-05-12,88.95
2016-05-13,89.25
2016-05-16,89.55
2016-05-17,90.5
2016-05-18,90.25
2016-05-19,89.9
2016-05-20,89.45
2016-05-23,88.45
2016-05-24,89.2
2016-05-25,98.95
2016-05-26,95.8
2016-05-27,95.25
2016-05-30,88.3
2016-05-31,87.8
2016-06-01,85.55
2016-06-02,87.05
2016-06-03,86.4
2016-06-06,85.95
2016-06-07,86.0
2016-06-08,86.45
2016-06-09,88.9
2016-06-10,96.55
2016-06-13,93.1
2016-06-14,91.6
2016-06-15,96.85
2016-06-16,95.25
2016-06-17,94.4
2016-06-20,94.5
2016-06-21,94.25
2016-06-22,93.3
2016-06-23,92.65
2016-06-24,90.55
2016-06-27,91.65
2016-06-28,93.7
2016-06-29,98.15
2016-06-30,98.65
2016-07-01,99.1
2016-07-04,98.4
2016-07-05,97.25
2016-07-07,99.4
2016-07-08,96.65
2016-07-11,96.0
2016-07-12,96.5
2016-07-13,93.35
2016-07-14,94.75
2016-07-15,94.15
2016-07-18,94.4
2016-07-19,93.15
2016-07-20,94.0
2016-07-21,93.25
2016-07-22,94.15
2016-07-25,92.05
2016-07-26,90.9
2016-07-27,92.15
2016-07-28,92.9
2016-07-29,94.6
2016-08-01,93.0
2016-08-02,92.7
2016-08-03,91.85
2016-08-04,91.05
2016-08-05,90.7
2016-08-08,89.85
2016-08-09,89.8
2016-08-10,88.55
2016-08-11,89.95
2016-08-12,87.05
2016-08-16,85.1
2016-08-17,82.7
2016-08-18,83.4
2016-08-19,85.15
2016-08-22,84.75
2016-08-23,84.05
2016-08-24,83.9
2016-08-25,84.95
2016-08-26,84.75
2016-08-29,87.75
2016-08-30,89.2
2016-08-31,89.9
2016-09-01,89.3
2016-09-02,88.25
2016-09-06,88.7
2016-09-07,88.7
2016-09-08,87.75
2016-09-09,86.6
2016-09-12,84.15
2016-09-14,86.55
2016-09-15,87.45
2016-09-16,87.45
2016-09-19,87.55
2016-09-20,87.1
2016-09-21,87.55
2016-09-22,88.35
2016-09-23,88.8
2016-09-26,88.15
2016-09-27,87.7
2016-09-28,89.7
2016-09-29,85.2
2016-09-30,86.8
2016-10-03,88.85
2016-10-04,88.45
2016-10-05,86.85
2016-10-06,86.45
2016-10-07,86.5
2016-10-10,87.95
2016-10-13,84.95
2016-10-14,85.35
2016-10-17,87.8
2016-10-18,89.05
2016-10-19,90.15
2016-10-20,90.0
2016-10-21,89.85
2016-10-24,87.8
2016-10-25,89.4
2016-10-26,89.15
2016-10-27,89.8
2016-10-28,89.85
2016-10-30,90.85
2016-11-01,89.9
2016-11-02,89.7
2016-11-03,88.35
2016-11-04,86.25
2016-11-07,86.55
2016-11-08,87.1
2016-11-09,83.9
2016-11-10,84.7
2016-11-11,80.9
2016-11-15,77.6
2016-11-16,76.7
2016-11-17,75.7
2016-11-18,75.5
2016-11-21,73.55
2016-11-22,72.6
2016-11-23,73.55
2016-11-24,73.1
2016-11-25,73.25
2016-11-28,75.2
2016-11-29,76.85
2016-11-30,76.4
2016-12-01,75.45
2016-12-02,75.8
2016-12-05,74.5
2016-12-06,74.0
2016-12-07,74.95
2016-12-08,73.5
2016-12-09,73.05
2016-12-12,76.95
2016-12-13,76.55
2016-12-14,75.0
2016-12-15,74.15
2016-12-16,76.35
2016-12-19,73.45
2016-12-20,73.1
2016-12-21,73.9
2016-12-22,72.95
2016-12-23,73.5
2016-12-26,73.1
2016-12-27,72.75
2016-12-28,72.35
2016-12-29,73.4
2016-12-30,72.1
