Date,VENUSREM
2016-01-01,125.85
2016-01-04,125.75
2016-01-05,127.25
2016-01-06,126.2
2016-01-07,122.15
2016-01-08,121.8
2016-01-11,119.95
2016-01-12,119.35
2016-01-13,113.3
2016-01-14,110.2
2016-01-15,103.25
2016-01-18,97.0
2016-01-19,97.8
2016-01-20,94.8
2016-01-21,94.95
2016-01-22,113.9
2016-01-25,114.7
2016-01-27,116.7
2016-01-28,113.25
2016-01-29,113.05
2016-02-01,125.35
2016-02-02,118.5
2016-02-03,112.25
2016-02-04,108.9
2016-02-05,107.95
2016-02-08,108.3
2016-02-09,105.45
2016-02-10,104.9
2016-02-11,95.4
2016-02-12,91.35
2016-02-15,95.8
2016-02-16,92.35
2016-02-17,90.8
2016-02-18,92.1
2016-02-19,91.45
2016-02-22,90.25
2016-02-23,90.65
2016-02-24,87.45
2016-02-25,86.9
2016-02-26,84.95
2016-02-29,83.7
2016-03-01,87.5
2016-03-02,91.45
2016-03-03,92.3
2016-03-04,93.6
2016-03-08,94.4
2016-03-09,94.5
2016-03-10,94.0
2016-03-11,93.0
2016-03-14,92.15
2016-03-15,90.35
2016-03-16,100.2
2016-03-17,95.95
2016-03-18,93.5
2016-03-21,92.9
2016-03-22,93.6
2016-03-23,91.8
2016-03-28,89.4
2016-03-29,89.05
2016-03-30,89.5
2016-03-31,88.15
2016-04-01,89.65
2016-04-04,90.05
2016-04-05,87.05
2016-04-06,88.45
2016-04-07,90.55
2016-04-08,90.2
2016-04-11,90.4
2016-04-12,90.5
2016-04-13,89.9
2016-04-18,89.2
2016-04-20,90.3
2016-04-21,91.0
2016-04-22,90.9
2016-04-25,89.85
2016-04-26,90.95
2016-04-27,91.0
2016-04-28,89.4
2016-04-29,89.5
2016-05-02,88.7
2016-05-03,89.25
2016-05-04,87.65
2016-05-05,87.8
2016-05-06,87.35
2016-05-09,87.25
2016-05-10,86.9
2016-05-11,85.45
2016-05-12,85.3
2016-05-13,84.15
2016-05-16,84.55
2016-05-17,83.6
2016-05-18,83.2
2016-05-19,82.85
2016-05-20,77.05
2016-05-23,75.15
2016-05-24,69.65
2016-05-25,71.05
2016-05-26,69.25
2016-05-27,71.7
2016-05-30,70.2
2016-05-31,65.95
2016-06-01,79.1
2016-06-02,88.85
2016-06-03,84.8
2016-06-06,86.9
2016-06-07,84.35
2016-06-08,83.6
2016-06-09,83.85
2016-06-10,82.7
2016-06-13,85.1
2016-06-14,84.15
2016-06-15,84.05
2016-06-16,82.7
2016-06-17,81.7
2016-06-20,81.7
2016-06-21,81.7
2016-06-22,80.2
2016-06-23,79.3
2016-06-24,76.15
2016-06-27,80.65
2016-06-28,81.5
2016-06-29,82.2
2016-06-30,81.9
2016-07-01,83.9
2016-07-04,84.6
2016-07-05,84.55
2016-07-07,88.8
2016-07-08,87.75
2016-07-11,98.3
2016-07-12,93.5
2016-07-13,89.3
2016-07-14,89.5
2016-07-15,87.2
2016-07-18,85.95
2016-07-19,86.9
2016-07-20,87.7
2016-07-21,86.35
2016-07-22,86.2
2016-07-25,85.65
2016-07-26,86.0
2016-07-27,86.05
2016-07-28,86.65
2016-07-29,85.65
2016-08-01,85.85
2016-08-02,84.7
2016-08-03,82.9
2016-08-04,83.35
2016-08-05,84.0
2016-08-08,91.55
2016-08-09,87.2
2016-08-10,85.5
2016-08-11,84.45
2016-08-12,85.9
2016-08-16,83.35
2016-08-17,84.05
2016-08-18,85.6
2016-08-19,84.7
2016-08-22,88.15
2016-08-23,89.6
2016-08-24,92.05
2016-08-25,93.0
2016-08-26,90.85
2016-08-29,91.4
2016-08-30,95.9
2016-08-31,94.3
2016-09-01,91.8
2016-09-02,99.7
2016-09-06,106.55
2016-09-07,102.1
2016-09-08,103.4
2016-09-09,100.5
2016-09-12,96.35
2016-09-14,99.55
2016-09-15,99.85
2016-09-16,98.6
2016-09-19,99.55
2016-09-20,101.35
2016-09-21,103.85
2016-09-22,105.6
2016-09-23,102.2
2016-09-26,101.45
2016-09-27,100.55
2016-09-28,120.65
2016-09-29,106.2
2016-09-30,111.95
2016-10-03,133.85
2016-10-04,129.7
2016-10-05,137.3
2016-10-06,130.7
2016-10-07,132.75
2016-10-10,130.35
2016-10-13,128.35
2016-10-14,129.1
2016-10-17,126.7
2016-10-18,126.1
2016-10-19,130.5
2016-10-20,127.3
2016-10-21,126.25
2016-10-24,125.3
2016-10-25,124.5
2016-10-26,120.75
2016-10-27,117.95
2016-10-28,119.9
2016-10-30,121.65
2016-11-01,119.0
2016-11-02,116.1
2016-11-03,116.2
2016-11-04,108.95
2016-11-07,111.55
2016-11-08,108.75
2016-11-09,105.9
2016-11-10,105.05
2016-11-11,100.0
2016-11-15,92.9
2016-11-16,90.4
2016-11-17,87.5
2016-11-18,86.25
2016-11-21,82.15
2016-11-22,81.4
2016-11-23,82.95
2016-11-24,85.15
2016-11-25,86.2
2016-11-28,96.7
2016-11-29,94.2
2016-11-30,96.35
2016-12-01,94.55
2016-12-02,92.25
2016-12-05,93.0
2016-12-06,92.7
2016-12-07,91.65
2016-12-08,91.75
2016-12-09,93.05
2016-12-12,92.1
2016-12-13,92.05
2016-12-14,98.6
2016-12-15,102.95
2016-12-16,99.25
2016-12-19,106.95
2016-12-20,105.85
2016-12-21,105.5
2016-12-22,100.15
2016-12-23,96.1
2016-12-26,92.95
2016-12-27,93.5
2016-12-28,94.25
2016-12-29,95.4
2016-12-30,96.55
