Date,SHRIRAMCIT
2016-01-01,1613.4
2016-01-04,1599.5
2016-01-05,1578.65
2016-01-06,1552.7
2016-01-07,1526.1
2016-01-08,1527.75
2016-01-11,1481.3
2016-01-12,1555.75
2016-01-13,1504.1
2016-01-14,1457.1
2016-01-15,1442.45
2016-01-18,1400.7
2016-01-19,1417.2
2016-01-20,1419.4
2016-01-21,1387.4
2016-01-22,1446.85
2016-01-25,1472.05
2016-01-27,1500.95
2016-01-28,1449.1
2016-01-29,1414.65
2016-02-01,1453.1
2016-02-02,1540.7
2016-02-03,1473.95
2016-02-04,1519.9
2016-02-05,1499.85
2016-02-08,1499.55
2016-02-09,1439.25
2016-02-10,1430.0
2016-02-11,1403.4
2016-02-12,1438.85
2016-02-15,1475.95
2016-02-16,1426.2
2016-02-17,1424.2
2016-02-18,1451.35
2016-02-19,1441.25
2016-02-22,1460.7
2016-02-23,1451.85
2016-02-24,1454.0
2016-02-25,1450.05
2016-02-26,1452.45
2016-02-29,1460.6
2016-03-01,1461.7
2016-03-02,1499.15
2016-03-03,1502.2
2016-03-04,1495.25
2016-03-08,1495.7
2016-03-09,1506.85
2016-03-10,1505.9
2016-03-11,1501.1
2016-03-14,1521.3
2016-03-15,1521.05
2016-03-16,1501.9
2016-03-17,1511.1
2016-03-18,1521.8
2016-03-21,1524.0
2016-03-22,1523.25
2016-03-23,1504.5
2016-03-28,1501.7
2016-03-29,1502.65
2016-03-30,1506.5
2016-03-31,1502.25
2016-04-01,1509.9
2016-04-04,1510.0
2016-04-05,1481.8
2016-04-06,1517.0
2016-04-07,1497.5
2016-04-08,1501.95
2016-04-11,1503.25
2016-04-12,1514.25
2016-04-13,1550.05
2016-04-18,1585.3
2016-04-20,1676.6
2016-04-21,1655.8
2016-04-22,1643.65
2016-04-25,1605.35
2016-04-26,1693.15
2016-04-27,1654.15
2016-04-28,1659.35
2016-04-29,1646.95
2016-05-02,1663.9
2016-05-03,1653.1
2016-05-04,1642.25
2016-05-05,1647.15
2016-05-06,1689.55
2016-05-09,1675.05
2016-05-10,1674.05
2016-05-11,1641.85
2016-05-12,1643.6
2016-05-13,1583.9
2016-05-16,1593.75
2016-05-17,1616.2
2016-05-18,1586.1
2016-05-19,1575.4
2016-05-20,1531.55
2016-05-23,1525.05
2016-05-24,1539.25
2016-05-25,1530.35
2016-05-26,1542.4
2016-05-27,1543.1
2016-05-30,1630.25
2016-05-31,1661.45
2016-06-01,1641.35
2016-06-02,1625.45
2016-06-03,1632.0
2016-06-06,1610.65
2016-06-07,1677.2
2016-06-08,1700.85
2016-06-09,1702.25
2016-06-10,1699.05
2016-06-13,1690.15
2016-06-14,1707.75
2016-06-15,1699.75
2016-06-16,1665.7
2016-06-17,1679.15
2016-06-20,1625.4
2016-06-21,1633.45
2016-06-22,1635.5
2016-06-23,1632.1
2016-06-24,1591.6
2016-06-27,1604.9
2016-06-28,1604.0
2016-06-29,1601.45
2016-06-30,1650.25
2016-07-01,1717.6
2016-07-04,1731.2
2016-07-05,1747.5
2016-07-07,1749.75
2016-07-08,1753.55
2016-07-11,1766.05
2016-07-12,1780.05
2016-07-13,1750.85
2016-07-14,1749.95
2016-07-15,1799.25
2016-07-18,1797.85
2016-07-19,1844.4
2016-07-20,1908.3
2016-07-21,1900.7
2016-07-22,1899.6
2016-07-25,1900.65
2016-07-26,1884.7
2016-07-27,1878.15
2016-07-28,1904.85
2016-07-29,1970.4
2016-08-01,1951.4
2016-08-02,1929.85
2016-08-03,1955.0
2016-08-04,1971.1
2016-08-05,1999.5
2016-08-08,2001.7
2016-08-09,1992.05
2016-08-10,2049.5
2016-08-11,2102.2
2016-08-12,2166.95
2016-08-16,2223.05
2016-08-17,2252.9
2016-08-18,2268.55
2016-08-19,2299.95
2016-08-22,2304.6
2016-08-23,2228.65
2016-08-24,2175.45
2016-08-25,2093.4
2016-08-26,2160.9
2016-08-29,2103.95
2016-08-30,2142.8
2016-08-31,2150.55
2016-09-01,2104.55
2016-09-02,2131.15
2016-09-06,2247.35
2016-09-07,2231.35
2016-09-08,2210.0
2016-09-09,2243.0
2016-09-12,2215.05
2016-09-14,2271.9
2016-09-15,2262.95
2016-09-16,2209.85
2016-09-19,2150.05
2016-09-20,2161.9
2016-09-21,2182.35
2016-09-22,2156.65
2016-09-23,2151.0
2016-09-26,2120.2
2016-09-27,2231.25
2016-09-28,2180.65
2016-09-29,2112.7
2016-09-30,2124.55
2016-10-03,2187.7
2016-10-04,2194.15
2016-10-05,2217.05
2016-10-06,2226.95
2016-10-07,2236.1
2016-10-10,2303.3
2016-10-13,2291.05
2016-10-14,2283.4
2016-10-17,2271.6
2016-10-18,2265.5
2016-10-19,2286.8
2016-10-20,2298.9
2016-10-21,2299.95
2016-10-24,2308.8
2016-10-25,2334.05
2016-10-26,2325.1
2016-10-27,2319.05
2016-10-28,2497.3
2016-10-30,2590.65
2016-11-01,2591.8
2016-11-02,2523.6
2016-11-03,2469.25
2016-11-04,2414.0
2016-11-07,2439.95
2016-11-08,2419.05
2016-11-09,2280.75
2016-11-10,2261.8
2016-11-11,2055.8
2016-11-15,1783.7
2016-11-16,1886.45
2016-11-17,1802.3
2016-11-18,1812.5
2016-11-21,1848.2
2016-11-22,1829.25
2016-11-23,1875.95
2016-11-24,1837.05
2016-11-25,1858.2
2016-11-28,1871.45
2016-11-29,1914.65
2016-11-30,1899.9
2016-12-01,1875.9
2016-12-02,1868.75
2016-12-05,1875.9
2016-12-06,1874.3
2016-12-07,1861.35
2016-12-08,1854.25
2016-12-09,1866.25
2016-12-12,1822.7
2016-12-13,1794.85
