Date,NBVENTURES
2016-01-01,172.55
2016-01-04,167.85
2016-01-05,169.65
2016-01-06,166.8
2016-01-07,164.45
2016-01-08,169.55
2016-01-11,168.45
2016-01-12,166.05
2016-01-13,165.6
2016-01-14,163.7
2016-01-15,152.15
2016-01-18,155.35
2016-01-19,156.05
2016-01-20,149.65
2016-01-21,150.85
2016-01-22,153.05
2016-01-25,153.15
2016-01-27,157.4
2016-01-28,156.9
2016-01-29,156.55
2016-02-01,156.35
2016-02-02,151.4
2016-02-03,149.25
2016-02-04,149.9
2016-02-05,149.6
2016-02-08,149.5
2016-02-09,148.95
2016-02-10,148.4
2016-02-11,142.3
2016-02-12,141.9
2016-02-15,150.85
2016-02-16,146.9
2016-02-17,141.8
2016-02-18,144.1
2016-02-19,148.35
2016-02-22,145.4
2016-02-23,142.1
2016-02-24,142.0
2016-02-25,141.15
2016-02-26,139.9
2016-02-29,135.65
2016-03-01,130.1
2016-03-02,138.2
2016-03-03,140.0
2016-03-04,156.95
2016-03-08,159.0
2016-03-09,163.9
2016-03-10,160.3
2016-03-11,156.9
2016-03-14,155.85
2016-03-15,153.85
2016-03-16,154.8
2016-03-17,153.3
2016-03-18,162.9
2016-03-21,164.9
2016-03-22,164.85
2016-03-23,163.3
2016-03-28,160.6
2016-03-29,160.1
2016-03-30,162.25
2016-03-31,161.3
2016-04-01,161.15
2016-04-04,160.85
2016-04-05,161.0
2016-04-06,162.0
2016-04-07,164.3
2016-04-08,164.85
2016-04-11,164.7
2016-04-12,164.85
2016-04-13,163.95
2016-04-18,162.45
2016-04-20,164.0
2016-04-21,163.0
2016-04-22,162.95
2016-04-25,163.45
2016-04-26,163.0
2016-04-27,164.0
2016-04-28,162.45
2016-04-29,159.1
2016-05-02,159.75
2016-05-03,158.45
2016-05-04,158.65
2016-05-05,158.45
2016-05-06,157.7
2016-05-09,158.2
2016-05-10,157.8
2016-05-11,156.75
2016-05-12,159.9
2016-05-13,158.05
2016-05-16,156.1
2016-05-17,158.15
2016-05-18,156.55
2016-05-19,157.6
2016-05-20,157.25
2016-05-23,157.35
2016-05-24,155.75
2016-05-25,155.95
2016-05-26,160.4
2016-05-27,169.3
2016-05-30,165.85
2016-05-31,180.85
2016-06-01,177.35
2016-06-02,176.95
2016-06-03,177.7
2016-06-06,187.7
2016-06-07,194.2
2016-06-08,190.15
2016-06-09,189.2
2016-06-10,185.45
2016-06-13,187.0
2016-06-14,186.15
2016-06-15,217.65
2016-06-16,212.75
2016-06-17,204.45
2016-06-20,212.95
2016-06-21,211.85
2016-06-22,211.9
2016-06-23,213.35
2016-06-24,204.75
2016-06-27,216.75
2016-06-28,217.1
2016-06-29,221.0
2016-06-30,239.6
2016-07-01,235.4
2016-07-04,239.3
2016-07-05,234.8
2016-07-07,243.8
2016-07-08,241.05
2016-07-11,244.05
2016-07-12,236.75
2016-07-13,233.65
2016-07-14,232.75
2016-07-15,242.15
2016-07-18,242.35
2016-07-19,247.95
2016-07-20,257.85
2016-07-21,262.2
2016-07-22,247.7
2016-07-25,251.9
2016-07-26,245.85
2016-07-27,236.1
2016-07-28,237.75
2016-07-29,234.55
2016-08-01,235.5
2016-08-02,238.85
2016-08-03,232.65
2016-08-04,234.35
2016-08-05,241.7
2016-08-08,234.75
2016-08-09,228.2
2016-08-10,227.25
2016-08-11,229.65
2016-08-12,227.65
2016-08-16,230.15
2016-08-17,240.8
2016-08-18,248.3
2016-08-19,250.65
2016-08-22,260.0
2016-08-23,254.65
2016-08-24,238.95
2016-08-25,245.65
2016-08-26,241.2
2016-08-29,239.0
2016-08-30,238.75
2016-08-31,238.7
2016-09-01,114.2
2016-09-02,113.95
2016-09-06,112.4
2016-09-07,114.9
2016-09-08,113.5
2016-09-09,112.2
2016-09-12,107.85
2016-09-14,113.8
2016-09-15,112.6
2016-09-16,119.1
2016-09-19,116.55
2016-09-20,120.1
2016-09-21,118.3
2016-09-22,121.0
2016-09-23,119.0
2016-09-26,118.25
2016-09-27,120.75
2016-09-28,127.4
2016-09-29,120.5
2016-09-30,132.3
2016-10-03,142.45
2016-10-04,144.35
2016-10-05,141.95
2016-10-06,136.5
2016-10-07,137.6
2016-10-10,137.9
2016-10-13,131.0
2016-10-14,134.75
2016-10-17,130.95
2016-10-18,132.95
2016-10-19,133.75
2016-10-20,133.7
2016-10-21,133.45
2016-10-24,137.5
2016-10-25,141.75
2016-10-26,138.65
2016-10-27,133.8
2016-10-28,136.2
2016-10-30,140.95
2016-11-01,148.85
2016-11-02,144.45
2016-11-03,139.95
2016-11-04,137.4
2016-11-07,136.2
2016-11-08,135.95
2016-11-09,139.3
2016-11-10,144.8
2016-11-11,137.2
2016-11-15,122.55
2016-11-16,118.6
2016-11-17,110.05
2016-11-18,115.15
2016-11-21,107.25
2016-11-22,107.2
2016-11-23,113.0
2016-11-24,113.3
2016-11-25,116.65
2016-11-28,115.15
2016-11-29,120.4
2016-11-30,125.2
2016-12-01,123.75
2016-12-02,118.65
2016-12-05,118.8
2016-12-06,119.75
2016-12-07,117.75
2016-12-08,120.8
2016-12-09,122.95
2016-12-12,119.25
2016-12-13,120.15
2016-12-14,116.3
2016-12-15,116.45
2016-12-16,116.1
2016-12-19,114.95
2016-12-20,115.15
2016-12-21,115.5
2016-12-22,112.0
2016-12-23,111.95
2016-12-26,108.55
2016-12-27,112.2
2016-12-28,110.2
2016-12-29,109.3
2016-12-30,110.55
