Date,SARDAEN
2016-01-01,108.4
2016-01-04,105.45
2016-01-05,116.5
2016-01-06,114.6
2016-01-07,106.4
2016-01-08,110.75
2016-01-11,109.15
2016-01-12,107.1
2016-01-13,104.9
2016-01-14,100.65
2016-01-15,97.05
2016-01-18,92.9
2016-01-19,94.6
2016-01-20,88.4
2016-01-21,90.35
2016-01-22,92.25
2016-01-25,91.7
2016-01-27,91.9
2016-01-28,93.2
2016-01-29,97.1
2016-02-01,92.85
2016-02-02,91.45
2016-02-03,87.85
2016-02-04,87.3
2016-02-05,91.55
2016-02-08,92.2
2016-02-09,88.6
2016-02-10,85.5
2016-02-11,78.9
2016-02-12,78.3
2016-02-15,81.75
2016-02-16,79.55
2016-02-17,77.3
2016-02-18,80.75
2016-02-19,83.4
2016-02-22,82.9
2016-02-23,80.05
2016-02-24,79.85
2016-02-25,76.5
2016-02-26,76.0
2016-02-29,78.25
2016-03-01,80.65
2016-03-02,81.95
2016-03-03,89.0
2016-03-04,94.3
2016-03-08,96.15
2016-03-09,92.35
2016-03-10,94.25
2016-03-11,92.95
2016-03-14,94.25
2016-03-15,94.15
2016-03-16,92.2
2016-03-17,92.65
2016-03-18,94.35
2016-03-21,94.25
2016-03-22,93.05
2016-03-23,95.35
2016-03-28,91.9
2016-03-29,92.0
2016-03-30,92.55
2016-03-31,93.75
2016-04-01,93.95
2016-04-04,96.15
2016-04-05,98.95
2016-04-06,102.25
2016-04-07,102.2
2016-04-08,109.55
2016-04-11,104.2
2016-04-12,103.15
2016-04-13,106.25
2016-04-18,108.9
2016-04-20,111.9
2016-04-21,108.9
2016-04-22,120.25
2016-04-25,118.0
2016-04-26,119.6
2016-04-27,117.0
2016-04-28,114.05
2016-04-29,112.25
2016-05-02,111.5
2016-05-03,110.6
2016-05-04,108.45
2016-05-05,107.05
2016-05-06,105.25
2016-05-09,107.15
2016-05-10,104.6
2016-05-11,102.85
2016-05-12,104.5
2016-05-13,101.9
2016-05-16,100.8
2016-05-17,103.35
2016-05-18,102.85
2016-05-19,101.15
2016-05-20,99.2
2016-05-23,100.55
2016-05-24,99.6
2016-05-25,99.25
2016-05-26,99.95
2016-05-27,103.7
2016-05-30,109.4
2016-05-31,108.65
2016-06-01,107.3
2016-06-02,106.35
2016-06-03,108.55
2016-06-06,106.55
2016-06-07,106.05
2016-06-08,106.6
2016-06-09,117.2
2016-06-10,115.35
2016-06-13,114.0
2016-06-14,116.3
2016-06-15,118.15
2016-06-16,114.15
2016-06-17,114.25
2016-06-20,119.1
2016-06-21,118.75
2016-06-22,116.45
2016-06-23,113.85
2016-06-24,111.75
2016-06-27,116.7
2016-06-28,117.0
2016-06-29,128.0
2016-06-30,126.45
2016-07-01,126.55
2016-07-04,126.15
2016-07-05,129.25
2016-07-07,127.6
2016-07-08,124.05
2016-07-11,132.4
2016-07-12,132.05
2016-07-13,131.95
2016-07-14,129.85
2016-07-15,144.55
2016-07-18,145.5
2016-07-19,144.55
2016-07-20,152.55
2016-07-21,151.2
2016-07-22,149.15
2016-07-25,149.7
2016-07-26,146.2
2016-07-27,148.1
2016-07-28,146.85
2016-07-29,145.6
2016-08-01,138.55
2016-08-02,132.55
2016-08-03,130.1
2016-08-04,129.8
2016-08-05,137.35
2016-08-08,137.0
2016-08-09,132.35
2016-08-10,133.1
2016-08-11,131.05
2016-08-12,130.35
2016-08-16,129.35
2016-08-17,133.15
2016-08-18,135.0
2016-08-19,142.95
2016-08-22,145.35
2016-08-23,141.8
2016-08-24,141.55
2016-08-25,161.9
2016-08-26,162.65
2016-08-29,164.1
2016-08-30,179.95
2016-08-31,172.8
2016-09-01,169.15
2016-09-02,167.9
2016-09-06,172.8
2016-09-07,169.95
2016-09-08,171.15
2016-09-09,169.7
2016-09-12,170.15
2016-09-14,175.2
2016-09-15,174.7
2016-09-16,178.05
2016-09-19,181.1
2016-09-20,190.15
2016-09-21,194.85
2016-09-22,204.4
2016-09-23,213.75
2016-09-26,218.3
2016-09-27,221.1
2016-09-28,217.2
2016-09-29,185.15
2016-09-30,198.9
2016-10-03,209.05
2016-10-04,206.85
2016-10-05,208.6
2016-10-06,205.3
2016-10-07,204.85
2016-10-10,213.85
2016-10-13,216.65
2016-10-14,223.85
2016-10-17,228.85
2016-10-18,234.4
2016-10-19,242.85
2016-10-20,244.7
2016-10-21,242.85
2016-10-24,239.75
2016-10-25,241.05
2016-10-26,243.55
2016-10-27,249.05
2016-10-28,257.85
2016-10-30,273.2
2016-11-01,287.65
2016-11-02,270.95
2016-11-03,260.65
2016-11-04,249.7
2016-11-07,262.3
2016-11-08,260.8
2016-11-09,247.25
2016-11-10,257.7
2016-11-11,248.45
2016-11-15,222.15
2016-11-16,223.8
2016-11-17,210.8
2016-11-18,216.65
2016-11-21,194.65
2016-11-22,189.7
2016-11-23,202.2
2016-11-24,221.1
2016-11-25,231.4
2016-11-28,236.35
2016-11-29,230.1
2016-11-30,243.45
2016-12-01,239.15
2016-12-02,231.3
2016-12-05,233.4
2016-12-06,239.5
2016-12-07,233.7
2016-12-08,240.4
2016-12-09,236.35
2016-12-12,233.4
2016-12-13,233.75
2016-12-14,228.75
2016-12-15,228.3
2016-12-16,228.2
2016-12-19,223.65
2016-12-20,218.1
2016-12-21,214.9
2016-12-22,226.45
2016-12-23,224.5
2016-12-26,211.8
2016-12-27,215.35
2016-12-28,215.3
2016-12-29,216.9
2016-12-30,220.2
