Date,GULFPETRO
2016-01-01,79.55
2016-01-04,81.3
2016-01-05,87.0
2016-01-06,85.75
2016-01-07,80.5
2016-01-08,81.5
2016-01-11,80.55
2016-01-12,81.65
2016-01-13,73.85
2016-01-14,70.55
2016-01-15,67.25
2016-01-18,60.65
2016-01-19,63.05
2016-01-20,59.1
2016-01-21,59.1
2016-01-22,60.05
2016-01-25,64.7
2016-01-27,64.25
2016-01-28,65.55
2016-01-29,65.6
2016-02-01,66.65
2016-02-02,63.75
2016-02-03,60.35
2016-02-04,59.5
2016-02-05,59.8
2016-02-08,61.05
2016-02-09,60.95
2016-02-10,59.45
2016-02-11,53.05
2016-02-12,50.95
2016-02-15,53.55
2016-02-16,52.6
2016-02-17,52.75
2016-02-18,52.75
2016-02-19,52.5
2016-02-22,50.85
2016-02-23,49.4
2016-02-24,48.6
2016-02-25,47.2
2016-02-26,46.5
2016-02-29,45.0
2016-03-01,48.0
2016-03-02,51.15
2016-03-03,52.6
2016-03-04,54.4
2016-03-08,55.05
2016-03-09,57.3
2016-03-10,57.75
2016-03-11,62.05
2016-03-14,62.75
2016-03-15,61.7
2016-03-16,58.65
2016-03-17,59.65
2016-03-18,60.45
2016-03-21,59.3
2016-03-22,58.9
2016-03-23,60.3
2016-03-28,56.4
2016-03-29,57.05
2016-03-30,59.75
2016-03-31,58.95
2016-04-01,59.15
2016-04-04,59.55
2016-04-05,59.0
2016-04-06,59.3
2016-04-07,57.85
2016-04-08,58.75
2016-04-11,59.2
2016-04-12,59.05
2016-04-13,60.55
2016-04-18,61.0
2016-04-20,62.5
2016-04-21,60.9
2016-04-22,60.9
2016-04-25,59.65
2016-04-26,59.55
2016-04-27,58.75
2016-04-28,57.75
2016-04-29,56.2
2016-05-02,58.15
2016-05-03,58.85
2016-05-04,57.75
2016-05-05,59.3
2016-05-06,58.65
2016-05-09,58.55
2016-05-10,57.65
2016-05-11,57.1
2016-05-12,61.45
2016-05-13,62.65
2016-05-16,64.65
2016-05-17,65.3
2016-05-18,65.5
2016-05-19,62.95
2016-05-20,63.55
2016-05-23,65.05
2016-05-24,61.35
2016-05-25,59.45
2016-05-26,59.1
2016-05-27,58.8
2016-05-30,58.75
2016-05-31,58.4
2016-06-01,58.3
2016-06-02,57.85
2016-06-03,57.3
2016-06-06,59.75
2016-06-07,59.85
2016-06-08,60.85
2016-06-09,64.2
2016-06-10,64.1
2016-06-13,61.9
2016-06-14,62.8
2016-06-15,62.5
2016-06-16,60.95
2016-06-17,60.6
2016-06-20,60.55
2016-06-21,60.95
2016-06-22,60.4
2016-06-23,59.95
2016-06-24,58.9
2016-06-27,59.0
2016-06-28,60.0
2016-06-29,61.0
2016-06-30,59.9
2016-07-01,58.75
2016-07-04,60.95
2016-07-05,59.45
2016-07-07,59.25
2016-07-08,59.2
2016-07-11,59.55
2016-07-12,59.55
2016-07-13,58.85
2016-07-14,58.5
2016-07-15,58.45
2016-07-18,58.0
2016-07-19,58.15
2016-07-20,58.15
2016-07-21,59.3
2016-07-22,59.25
2016-07-25,59.95
2016-07-26,59.3
2016-07-27,60.4
2016-07-28,58.85
2016-07-29,58.8
2016-08-01,58.05
2016-08-02,56.05
2016-08-03,56.75
2016-08-04,58.85
2016-08-05,60.8
2016-08-08,57.9
2016-08-09,58.6
2016-08-10,57.5
2016-08-11,57.3
2016-08-12,57.2
2016-08-16,57.5
2016-08-17,56.7
2016-08-18,57.6
2016-08-19,57.15
2016-08-22,57.75
2016-08-23,58.1
2016-08-24,59.6
2016-08-25,58.6
2016-08-26,58.15
2016-08-29,58.45
2016-08-30,59.15
2016-08-31,57.75
2016-09-01,57.7
2016-09-02,63.9
2016-09-06,71.7
2016-09-07,68.6
2016-09-08,69.9
2016-09-09,73.75
2016-09-12,70.85
2016-09-14,72.95
2016-09-15,82.15
2016-09-16,80.15
2016-09-19,81.65
2016-09-20,79.85
2016-09-21,81.5
2016-09-22,82.3
2016-09-23,80.4
2016-09-26,78.25
2016-09-27,79.2
2016-09-28,88.25
2016-09-29,77.7
2016-09-30,83.8
2016-10-03,87.3
2016-10-04,85.8
2016-10-05,83.5
2016-10-06,82.95
2016-10-07,82.3
2016-10-10,81.05
2016-10-13,77.1
2016-10-14,80.05
2016-10-17,79.05
2016-10-18,79.35
2016-10-19,79.95
2016-10-20,78.8
2016-10-21,81.05
2016-10-24,81.55
2016-10-25,80.8
2016-10-26,80.4
2016-10-27,80.2
2016-10-28,87.05
2016-10-30,87.05
2016-11-01,95.45
2016-11-02,93.1
2016-11-03,89.8
2016-11-04,85.9
2016-11-07,90.3
2016-11-08,88.8
2016-11-09,85.55
2016-11-10,83.95
2016-11-11,78.9
2016-11-15,70.2
2016-11-16,69.6
2016-11-17,69.45
2016-11-18,70.4
2016-11-21,68.15
2016-11-22,69.2
2016-11-23,73.55
2016-11-24,72.65
2016-11-25,75.9
2016-11-28,75.55
2016-11-29,77.45
2016-11-30,78.65
2016-12-01,77.15
2016-12-02,76.4
2016-12-05,78.15
2016-12-06,78.7
2016-12-07,80.35
2016-12-08,81.2
2016-12-09,84.55
2016-12-12,84.15
2016-12-13,82.65
2016-12-14,81.7
2016-12-15,82.95
2016-12-16,82.25
2016-12-19,84.75
2016-12-20,83.55
2016-12-21,84.35
2016-12-22,80.75
2016-12-23,80.7
2016-12-26,80.1
2016-12-27,81.3
2016-12-28,82.6
2016-12-29,82.8
2016-12-30,81.85
