Date,MAITHANALL
2016-01-01,105.35
2016-01-04,102.75
2016-01-05,103.05
2016-01-06,101.45
2016-01-07,100.0
2016-01-08,107.1
2016-01-11,106.05
2016-01-12,101.2
2016-01-13,100.0
2016-01-14,96.45
2016-01-15,97.2
2016-01-18,89.55
2016-01-19,88.0
2016-01-20,86.75
2016-01-21,87.85
2016-01-22,90.05
2016-01-25,96.0
2016-01-27,95.0
2016-01-28,100.6
2016-01-29,99.35
2016-02-01,99.0
2016-02-02,100.05
2016-02-03,97.35
2016-02-04,100.2
2016-02-05,98.1
2016-02-08,100.25
2016-02-09,100.3
2016-02-10,95.0
2016-02-11,86.9
2016-02-12,94.8
2016-02-15,92.0
2016-02-16,90.6
2016-02-17,87.4
2016-02-18,89.95
2016-02-19,86.75
2016-02-22,99.15
2016-02-23,101.65
2016-02-24,102.7
2016-02-25,100.35
2016-02-26,103.35
2016-02-29,101.7
2016-03-01,100.6
2016-03-02,102.9
2016-03-03,103.0
2016-03-04,99.9
2016-03-08,105.2
2016-03-09,108.05
2016-03-10,105.9
2016-03-11,106.1
2016-03-14,107.15
2016-03-15,108.0
2016-03-16,108.45
2016-03-17,107.55
2016-03-18,114.65
2016-03-21,109.75
2016-03-22,111.05
2016-03-23,111.1
2016-03-28,110.0
2016-03-29,110.05
2016-03-30,114.0
2016-03-31,114.95
2016-04-01,115.0
2016-04-04,115.1
2016-04-05,118.6
2016-04-06,118.55
2016-04-07,119.9
2016-04-08,121.8
2016-04-11,129.9
2016-04-12,141.75
2016-04-13,152.35
2016-04-18,163.9
2016-04-20,187.85
2016-04-21,187.0
2016-04-22,176.65
2016-04-25,186.6
2016-04-26,187.85
2016-04-27,189.5
2016-04-28,200.15
2016-04-29,199.6
2016-05-02,202.3
2016-05-03,201.2
2016-05-04,196.75
2016-05-05,210.75
2016-05-06,209.15
2016-05-09,210.75
2016-05-10,212.1
2016-05-11,208.3
2016-05-12,213.9
2016-05-13,206.9
2016-05-16,248.25
2016-05-17,276.05
2016-05-18,281.7
2016-05-19,283.85
2016-05-20,271.45
2016-05-23,253.3
2016-05-24,250.75
2016-05-25,252.95
2016-05-26,245.0
2016-05-27,253.35
2016-05-30,266.4
2016-05-31,258.95
2016-06-01,256.25
2016-06-02,252.8
2016-06-03,249.35
2016-06-06,248.9
2016-06-07,253.25
2016-06-08,266.8
2016-06-09,264.1
2016-06-10,284.95
2016-06-13,279.4
2016-06-14,277.55
2016-06-15,276.1
2016-06-16,266.65
2016-06-17,265.25
2016-06-20,261.1
2016-06-21,261.7
2016-06-22,262.9
2016-06-23,262.6
2016-06-24,257.75
2016-06-27,258.9
2016-06-28,258.2
2016-06-29,262.35
2016-06-30,258.0
2016-07-01,269.6
2016-07-04,280.25
2016-07-05,278.8
2016-07-07,283.35
2016-07-08,283.4
2016-07-11,282.95
2016-07-12,301.55
2016-07-13,296.2
2016-07-14,303.5
2016-07-15,314.9
2016-07-18,314.65
2016-07-19,335.6
2016-07-20,371.75
2016-07-21,372.85
2016-07-22,414.1
2016-07-25,409.6
2016-07-26,393.65
2016-07-27,388.9
2016-07-28,388.2
2016-07-29,398.35
2016-08-01,405.4
2016-08-02,376.15
2016-08-03,377.2
2016-08-04,404.55
2016-08-05,406.45
2016-08-08,333.65
2016-08-09,347.2
2016-08-10,336.85
2016-08-11,320.8
2016-08-12,295.9
2016-08-16,275.7
2016-08-17,270.65
2016-08-18,289.8
2016-08-19,291.5
2016-08-22,293.95
2016-08-23,293.0
2016-08-24,292.9
2016-08-25,290.2
2016-08-26,285.9
2016-08-29,287.8
2016-08-30,281.05
2016-08-31,283.15
2016-09-01,282.1
2016-09-02,283.05
2016-09-06,279.5
2016-09-07,276.4
2016-09-08,286.2
2016-09-09,283.85
2016-09-12,271.4
2016-09-14,267.5
2016-09-15,267.3
2016-09-16,266.2
2016-09-19,262.4
2016-09-20,256.35
2016-09-21,255.45
2016-09-22,253.2
2016-09-23,255.1
2016-09-26,251.35
2016-09-27,238.35
2016-09-28,227.8
2016-09-29,221.5
2016-09-30,265.7
2016-10-03,272.5
2016-10-04,270.0
2016-10-05,263.45
2016-10-06,263.35
2016-10-07,258.3
2016-10-10,269.25
2016-10-13,260.4
2016-10-14,251.75
2016-10-17,254.85
2016-10-18,254.45
2016-10-19,262.9
2016-10-20,271.6
2016-10-21,266.15
2016-10-24,271.05
2016-10-25,266.55
2016-10-26,256.7
2016-10-27,273.55
2016-10-28,275.3
2016-10-30,283.9
2016-11-01,322.7
2016-11-02,281.2
2016-11-03,275.45
2016-11-04,263.75
2016-11-07,266.9
2016-11-08,263.3
2016-11-09,258.05
2016-11-10,258.05
2016-11-11,242.0
2016-11-15,228.4
2016-11-16,230.55
2016-11-17,229.35
2016-11-18,229.0
2016-11-21,212.6
2016-11-22,210.0
2016-11-23,214.85
2016-11-24,237.25
2016-11-25,245.65
2016-11-28,254.15
2016-11-29,249.1
2016-11-30,250.7
2016-12-01,244.75
2016-12-02,239.1
2016-12-05,242.7
2016-12-06,241.3
2016-12-07,243.75
2016-12-08,251.35
2016-12-09,248.2
2016-12-12,260.75
2016-12-13,263.4
2016-12-14,258.4
2016-12-15,260.1
2016-12-16,263.2
2016-12-19,270.45
2016-12-20,282.25
2016-12-21,300.65
2016-12-22,281.8
2016-12-23,289.0
2016-12-26,276.6
2016-12-27,274.05
2016-12-28,277.65
2016-12-29,282.3
2016-12-30,290.45
