Date,TALBROAUTO
2016-01-01,123.95
2016-01-04,124.5
2016-01-05,127.8
2016-01-06,127.95
2016-01-07,121.95
2016-01-08,123.0
2016-01-11,121.4
2016-01-12,119.8
2016-01-13,109.5
2016-01-14,104.8
2016-01-15,102.1
2016-01-18,97.3
2016-01-19,97.95
2016-01-20,94.25
2016-01-21,92.65
2016-01-22,96.5
2016-01-25,101.0
2016-01-27,104.8
2016-01-28,106.0
2016-01-29,104.8
2016-02-01,109.4
2016-02-02,107.2
2016-02-03,103.4
2016-02-04,104.0
2016-02-05,100.05
2016-02-08,101.2
2016-02-09,98.3
2016-02-10,99.3
2016-02-11,93.9
2016-02-12,91.95
2016-02-15,94.05
2016-02-16,88.35
2016-02-17,89.7
2016-02-18,89.75
2016-02-19,89.35
2016-02-22,91.0
2016-02-23,88.1
2016-02-24,89.0
2016-02-25,86.85
2016-02-26,87.0
2016-02-29,83.85
2016-03-01,87.75
2016-03-02,90.7
2016-03-03,92.9
2016-03-04,93.05
2016-03-08,93.1
2016-03-09,93.1
2016-03-10,90.25
2016-03-11,89.35
2016-03-14,90.3
2016-03-15,89.1
2016-03-16,89.45
2016-03-17,88.7
2016-03-18,87.25
2016-03-21,88.85
2016-03-22,89.05
2016-03-23,88.5
2016-03-28,87.0
2016-03-29,90.15
2016-03-30,91.1
2016-03-31,89.0
2016-04-01,95.8
2016-04-04,102.45
2016-04-05,99.3
2016-04-06,101.3
2016-04-07,98.9
2016-04-08,97.4
2016-04-11,98.35
2016-04-12,103.0
2016-04-13,102.75
2016-04-18,103.25
2016-04-20,104.15
2016-04-21,104.1
2016-04-22,102.85
2016-04-25,103.65
2016-04-26,104.9
2016-04-27,109.0
2016-04-28,111.55
2016-04-29,110.85
2016-05-02,120.1
2016-05-03,119.05
2016-05-04,114.25
2016-05-05,114.85
2016-05-06,114.85
2016-05-09,114.25
2016-05-10,112.7
2016-05-11,115.0
2016-05-12,121.95
2016-05-13,121.75
2016-05-16,120.75
2016-05-17,121.45
2016-05-18,118.15
2016-05-19,117.7
2016-05-20,118.45
2016-05-23,105.95
2016-05-24,102.35
2016-05-25,103.6
2016-05-26,103.7
2016-05-27,104.55
2016-05-30,107.3
2016-05-31,105.45
2016-06-01,109.45
2016-06-02,110.55
2016-06-03,105.1
2016-06-06,107.9
2016-06-07,109.65
2016-06-08,110.15
2016-06-09,109.35
2016-06-10,108.85
2016-06-13,106.85
2016-06-14,107.4
2016-06-15,112.85
2016-06-16,111.05
2016-06-17,110.4
2016-06-20,108.55
2016-06-21,109.65
2016-06-22,109.2
2016-06-23,109.5
2016-06-24,106.85
2016-06-27,108.4
2016-06-28,107.95
2016-06-29,114.45
2016-06-30,119.25
2016-07-01,118.25
2016-07-04,115.8
2016-07-05,115.7
2016-07-07,115.75
2016-07-08,113.65
2016-07-11,114.6
2016-07-12,114.3
2016-07-13,115.3
2016-07-14,115.0
2016-07-15,113.85
2016-07-18,112.6
2016-07-19,112.7
2016-07-20,113.8
2016-07-21,113.1
2016-07-22,114.0
2016-07-25,114.95
2016-07-26,113.45
2016-07-27,114.55
2016-07-28,116.75
2016-07-29,116.45
2016-08-01,115.15
2016-08-02,114.6
2016-08-03,113.8
2016-08-04,115.05
2016-08-05,116.15
2016-08-08,117.05
2016-08-09,117.8
2016-08-10,116.85
2016-08-11,113.4
2016-08-12,113.9
2016-08-16,117.9
2016-08-17,122.75
2016-08-18,125.45
2016-08-19,124.05
2016-08-22,123.3
2016-08-23,119.75
2016-08-24,121.7
2016-08-25,121.4
2016-08-26,118.95
2016-08-29,117.95
2016-08-30,120.0
2016-08-31,121.25
2016-09-01,120.1
2016-09-02,121.4
2016-09-06,123.55
2016-09-07,128.55
2016-09-08,137.65
2016-09-09,139.0
2016-09-12,132.0
2016-09-14,133.55
2016-09-15,135.25
2016-09-16,154.45
2016-09-19,149.1
2016-09-20,147.05
2016-09-21,148.35
2016-09-22,155.95
2016-09-23,154.1
2016-09-26,150.1
2016-09-27,149.85
2016-09-28,149.15
2016-09-29,136.3
2016-09-30,140.65
2016-10-03,142.25
2016-10-04,142.85
2016-10-05,143.25
2016-10-06,149.9
2016-10-07,147.5
2016-10-10,152.4
2016-10-13,146.6
2016-10-14,147.4
2016-10-17,142.25
2016-10-18,144.2
2016-10-19,146.3
2016-10-20,147.65
2016-10-21,155.6
2016-10-24,161.65
2016-10-25,159.5
2016-10-26,161.15
2016-10-27,156.9
2016-10-28,155.55
2016-10-30,157.6
2016-11-01,157.35
2016-11-02,155.3
2016-11-03,151.85
2016-11-04,145.75
2016-11-07,149.5
2016-11-08,148.4
2016-11-09,139.3
2016-11-10,146.8
2016-11-11,141.05
2016-11-15,127.5
2016-11-16,129.4
2016-11-17,130.0
2016-11-18,124.35
2016-11-21,118.55
2016-11-22,121.75
2016-11-23,126.0
2016-11-24,127.55
2016-11-25,131.9
2016-11-28,131.95
2016-11-29,133.05
2016-11-30,129.85
2016-12-01,128.75
2016-12-02,126.6
2016-12-05,127.9
2016-12-06,130.3
2016-12-07,130.2
2016-12-08,131.85
2016-12-09,131.05
2016-12-12,130.65
2016-12-13,130.4
2016-12-14,129.05
2016-12-15,129.55
2016-12-16,127.65
2016-12-19,126.6
2016-12-20,123.15
2016-12-21,123.1
2016-12-22,121.55
2016-12-23,123.4
2016-12-26,121.55
2016-12-27,121.95
2016-12-28,123.15
2016-12-29,122.05
2016-12-30,123.45
