Date,INDORAMA
2016-01-01,34.05
2016-01-04,34.25
2016-01-05,34.85
2016-01-06,36.4
2016-01-07,34.25
2016-01-08,34.1
2016-01-11,34.2
2016-01-12,32.95
2016-01-13,31.45
2016-01-14,29.85
2016-01-15,28.9
2016-01-18,26.55
2016-01-19,26.3
2016-01-20,25.05
2016-01-21,25.05
2016-01-22,26.3
2016-01-25,27.6
2016-01-27,28.15
2016-01-28,28.6
2016-01-29,28.95
2016-02-01,30.35
2016-02-02,29.6
2016-02-03,29.0
2016-02-04,28.85
2016-02-05,30.35
2016-02-08,30.15
2016-02-09,29.5
2016-02-10,30.4
2016-02-11,27.4
2016-02-12,27.4
2016-02-15,28.1
2016-02-16,26.75
2016-02-17,25.85
2016-02-18,25.7
2016-02-19,25.95
2016-02-22,26.5
2016-02-23,25.85
2016-02-24,25.65
2016-02-25,25.2
2016-02-26,24.8
2016-02-29,24.95
2016-03-01,25.9
2016-03-02,27.2
2016-03-03,27.45
2016-03-04,28.25
2016-03-08,27.1
2016-03-09,32.45
2016-03-10,30.25
2016-03-11,28.75
2016-03-14,28.05
2016-03-15,27.95
2016-03-16,28.15
2016-03-17,28.95
2016-03-18,29.25
2016-03-21,29.7
2016-03-22,30.4
2016-03-23,29.45
2016-03-28,30.1
2016-03-29,31.7
2016-03-30,32.1
2016-03-31,31.8
2016-04-01,30.95
2016-04-04,30.8
2016-04-05,30.25
2016-04-06,30.35
2016-04-07,29.7
2016-04-08,29.85
2016-04-11,29.9
2016-04-12,29.9
2016-04-13,29.75
2016-04-18,29.9
2016-04-20,29.75
2016-04-21,30.8
2016-04-22,32.45
2016-04-25,34.7
2016-04-26,33.65
2016-04-27,32.4
2016-04-28,31.55
2016-04-29,31.4
2016-05-02,32.15
2016-05-03,31.95
2016-05-04,32.05
2016-05-05,32.05
2016-05-06,32.25
2016-05-09,32.95
2016-05-10,32.75
2016-05-11,32.15
2016-05-12,33.45
2016-05-13,33.55
2016-05-16,33.45
2016-05-17,32.6
2016-05-18,33.0
2016-05-19,32.05
2016-05-20,31.2
2016-05-23,30.2
2016-05-24,29.85
2016-05-25,29.85
2016-05-26,30.85
2016-05-27,30.7
2016-05-30,30.7
2016-05-31,29.95
2016-06-01,29.85
2016-06-02,30.1
2016-06-03,29.65
2016-06-06,30.1
2016-06-07,30.05
2016-06-08,30.45
2016-06-09,31.7
2016-06-10,31.75
2016-06-13,31.45
2016-06-14,32.75
2016-06-15,32.5
2016-06-16,31.75
2016-06-17,30.9
2016-06-20,31.1
2016-06-21,33.75
2016-06-22,32.4
2016-06-23,31.55
2016-06-24,30.6
2016-06-27,31.85
2016-06-28,32.1
2016-06-29,33.55
2016-06-30,34.7
2016-07-01,32.8
2016-07-04,34.75
2016-07-05,35.7
2016-07-07,35.45
2016-07-08,35.0
2016-07-11,34.75
2016-07-12,37.0
2016-07-13,36.25
2016-07-14,36.25
2016-07-15,34.8
2016-07-18,36.1
2016-07-19,35.0
2016-07-20,36.15
2016-07-21,36.1
2016-07-22,36.8
2016-07-25,36.4
2016-07-26,35.55
2016-07-27,35.2
2016-07-28,35.35
2016-07-29,36.05
2016-08-01,35.8
2016-08-02,35.0
2016-08-03,33.8
2016-08-04,33.75
2016-08-05,34.45
2016-08-08,35.0
2016-08-09,35.5
2016-08-10,34.45
2016-08-11,34.2
2016-08-12,34.2
2016-08-16,34.7
2016-08-17,34.45
2016-08-18,34.45
2016-08-19,34.85
2016-08-22,37.6
2016-08-23,39.8
2016-08-24,41.35
2016-08-25,39.9
2016-08-26,38.6
2016-08-29,38.5
2016-08-30,39.25
2016-08-31,38.9
2016-09-01,33.2
2016-09-02,33.95
2016-09-06,34.2
2016-09-07,33.45
2016-09-08,33.25
2016-09-09,32.45
2016-09-12,32.05
2016-09-14,32.8
2016-09-15,33.25
2016-09-16,33.9
2016-09-19,33.5
2016-09-20,33.85
2016-09-21,32.5
2016-09-22,32.6
2016-09-23,31.75
2016-09-26,31.85
2016-09-27,31.7
2016-09-28,31.75
2016-09-29,29.55
2016-09-30,29.8
2016-10-03,31.45
2016-10-04,31.45
2016-10-05,32.05
2016-10-06,31.8
2016-10-07,31.7
2016-10-10,32.45
2016-10-13,31.65
2016-10-14,31.95
2016-10-17,32.65
2016-10-18,33.25
2016-10-19,34.0
2016-10-20,38.65
2016-10-21,38.4
2016-10-24,38.6
2016-10-25,38.45
2016-10-26,37.4
2016-10-27,36.35
2016-10-28,36.75
2016-10-30,36.6
2016-11-01,37.95
2016-11-02,36.95
2016-11-03,36.45
2016-11-04,34.5
2016-11-07,35.2
2016-11-08,35.2
2016-11-09,32.8
2016-11-10,33.75
2016-11-11,32.7
2016-11-15,29.7
2016-11-16,29.05
2016-11-17,29.15
2016-11-18,28.4
2016-11-21,27.1
2016-11-22,27.25
2016-11-23,28.2
2016-11-24,28.65
2016-11-25,29.85
2016-11-28,29.65
2016-11-29,29.8
2016-11-30,30.0
2016-12-01,29.95
2016-12-02,29.05
2016-12-05,29.05
2016-12-06,29.3
2016-12-07,29.0
2016-12-08,29.25
2016-12-09,29.65
2016-12-12,30.3
2016-12-13,32.0
2016-12-14,31.7
2016-12-15,30.65
2016-12-16,30.45
2016-12-19,30.5
2016-12-20,29.95
2016-12-21,29.4
2016-12-22,28.6
2016-12-23,28.85
2016-12-26,28.2
2016-12-27,29.0
2016-12-28,29.45
2016-12-29,29.8
2016-12-30,29.85
