Date,SPARC
2016-01-01,336.55
2016-01-04,336.2
2016-01-05,333.75
2016-01-06,332.15
2016-01-07,328.85
2016-01-08,324.5
2016-01-11,313.5
2016-01-12,308.15
2016-01-13,303.95
2016-01-14,300.5
2016-01-15,297.0
2016-01-18,280.0
2016-01-19,278.1
2016-01-20,264.25
2016-01-21,270.5
2016-01-22,275.3
2016-01-25,279.15
2016-01-27,311.1
2016-01-28,312.05
2016-01-29,312.7
2016-02-01,310.65
2016-02-02,295.25
2016-02-03,287.85
2016-02-04,275.05
2016-02-05,279.2
2016-02-08,277.5
2016-02-09,267.95
2016-02-10,274.75
2016-02-11,273.05
2016-02-12,258.85
2016-02-15,260.65
2016-02-16,260.7
2016-02-17,266.8
2016-02-18,266.9
2016-02-19,265.1
2016-02-22,264.3
2016-02-23,258.85
2016-02-24,247.5
2016-02-25,254.5
2016-02-26,260.65
2016-02-29,258.15
2016-03-01,263.85
2016-03-02,279.35
2016-03-03,291.5
2016-03-04,292.85
2016-03-08,295.7
2016-03-09,293.05
2016-03-10,292.0
2016-03-11,287.2
2016-03-14,293.85
2016-03-15,292.9
2016-03-16,290.7
2016-03-17,290.05
2016-03-18,294.6
2016-03-21,299.1
2016-03-22,297.3
2016-03-23,295.75
2016-03-28,293.1
2016-03-29,290.6
2016-03-30,291.2
2016-03-31,287.0
2016-04-01,289.8
2016-04-04,288.4
2016-04-05,281.4
2016-04-06,280.4
2016-04-07,279.55
2016-04-08,281.8
2016-04-11,285.6
2016-04-12,288.35
2016-04-13,290.5
2016-04-18,291.65
2016-04-20,291.0
2016-04-21,289.4
2016-04-22,285.1
2016-04-25,290.8
2016-04-26,304.15
2016-04-27,308.05
2016-04-28,299.45
2016-04-29,299.95
2016-05-02,299.3
2016-05-03,294.35
2016-05-04,286.95
2016-05-05,289.85
2016-05-06,291.65
2016-05-09,291.1
2016-05-10,290.25
2016-05-11,290.55
2016-05-12,297.15
2016-05-13,290.4
2016-05-16,291.95
2016-05-17,295.1
2016-05-18,290.3
2016-05-19,286.5
2016-05-20,289.6
2016-05-23,289.5
2016-05-24,290.3
2016-05-25,287.25
2016-05-26,286.5
2016-05-27,291.15
2016-05-30,291.0
2016-05-31,281.95
2016-06-01,280.8
2016-06-02,278.9
2016-06-03,275.55
2016-06-06,271.5
2016-06-07,274.2
2016-06-08,273.4
2016-06-09,274.65
2016-06-10,274.5
2016-06-13,280.3
2016-06-14,284.45
2016-06-15,284.9
2016-06-16,280.75
2016-06-17,281.35
2016-06-20,287.5
2016-06-21,291.3
2016-06-22,285.0
2016-06-23,295.65
2016-06-24,304.15
2016-06-27,346.5
2016-06-28,344.1
2016-06-29,342.6
2016-06-30,332.9
2016-07-01,351.3
2016-07-04,353.7
2016-07-05,356.4
2016-07-07,356.45
2016-07-08,355.6
2016-07-11,359.4
2016-07-12,354.15
2016-07-13,355.45
2016-07-14,353.25
2016-07-15,349.0
2016-07-18,354.5
2016-07-19,354.0
2016-07-20,364.55
2016-07-21,356.3
2016-07-22,355.55
2016-07-25,357.85
2016-07-26,357.5
2016-07-27,371.3
2016-07-28,376.55
2016-07-29,356.95
2016-08-01,357.55
2016-08-02,361.5
2016-08-03,362.2
2016-08-04,388.95
2016-08-05,397.2
2016-08-08,385.75
2016-08-09,378.1
2016-08-10,367.95
2016-08-11,369.65
2016-08-12,365.75
2016-08-16,369.5
2016-08-17,370.85
2016-08-18,371.3
2016-08-19,369.6
2016-08-22,363.65
2016-08-23,364.35
2016-08-24,366.1
2016-08-25,362.8
2016-08-26,363.75
2016-08-29,363.75
2016-08-30,376.6
2016-08-31,380.15
2016-09-01,374.75
2016-09-02,381.0
2016-09-06,378.3
2016-09-07,370.65
2016-09-08,379.5
2016-09-09,376.4
2016-09-12,360.15
2016-09-14,349.35
2016-09-15,348.55
2016-09-16,355.7
2016-09-19,350.05
2016-09-20,344.7
2016-09-21,342.85
2016-09-22,343.75
2016-09-23,336.5
2016-09-26,330.15
2016-09-27,327.9
2016-09-28,329.6
2016-09-29,305.55
2016-09-30,315.4
2016-10-03,323.6
2016-10-04,329.7
2016-10-05,328.55
2016-10-06,324.45
2016-10-07,318.6
2016-10-10,321.5
2016-10-13,315.15
2016-10-14,315.55
2016-10-17,311.55
2016-10-18,331.1
2016-10-19,326.2
2016-10-20,328.15
2016-10-21,329.1
2016-10-24,332.75
2016-10-25,335.35
2016-10-26,334.25
2016-10-27,337.45
2016-10-28,350.6
2016-10-30,350.7
2016-11-01,346.4
2016-11-02,332.65
2016-11-03,324.8
2016-11-04,310.85
2016-11-07,313.45
2016-11-08,310.75
2016-11-09,321.9
2016-11-10,323.2
2016-11-11,320.7
2016-11-15,309.65
2016-11-16,306.0
2016-11-17,311.75
2016-11-18,313.95
2016-11-21,305.4
2016-11-22,311.65
2016-11-23,311.1
2016-11-24,308.65
2016-11-25,315.25
2016-11-28,312.5
2016-11-29,313.1
2016-11-30,319.8
2016-12-01,325.15
2016-12-02,327.2
2016-12-05,331.65
2016-12-06,332.45
2016-12-07,316.7
2016-12-08,322.95
2016-12-09,315.0
2016-12-12,312.4
2016-12-13,315.65
2016-12-14,312.1
2016-12-15,310.8
2016-12-16,308.75
2016-12-19,306.45
2016-12-20,307.95
2016-12-21,308.45
2016-12-22,312.45
2016-12-23,310.15
2016-12-26,300.35
2016-12-27,301.65
2016-12-28,297.5
2016-12-29,300.45
2016-12-30,304.8
