Date,JSWHL
2016-01-01,999.35
2016-01-04,995.0
2016-01-05,1011.2
2016-01-06,1001.15
2016-01-07,997.35
2016-01-08,997.75
2016-01-11,995.15
2016-01-12,996.95
2016-01-13,998.4
2016-01-14,986.2
2016-01-15,995.5
2016-01-18,975.85
2016-01-19,984.0
2016-01-20,961.8
2016-01-21,985.35
2016-01-22,982.55
2016-01-25,1005.0
2016-01-27,998.35
2016-01-28,1000.05
2016-01-29,1018.85
2016-02-01,1002.0
2016-02-02,995.2
2016-02-03,998.25
2016-02-04,1000.75
2016-02-05,998.25
2016-02-08,988.85
2016-02-09,995.65
2016-02-10,1000.7
2016-02-11,970.65
2016-02-12,977.85
2016-02-15,991.35
2016-02-16,1011.95
2016-02-17,991.95
2016-02-18,992.8
2016-02-19,989.25
2016-02-22,997.25
2016-02-23,998.7
2016-02-24,999.8
2016-02-25,996.0
2016-02-26,1001.2
2016-02-29,993.55
2016-03-01,999.0
2016-03-02,1006.15
2016-03-03,1019.9
2016-03-04,1024.4
2016-03-08,1016.6
2016-03-09,1011.2
2016-03-10,1014.1
2016-03-11,1021.1
2016-03-14,1017.35
2016-03-15,1016.85
2016-03-16,1021.7
2016-03-17,1021.55
2016-03-18,1023.85
2016-03-21,1023.1
2016-03-22,1021.45
2016-03-23,1046.2
2016-03-28,1019.9
2016-03-29,1021.55
2016-03-30,1021.25
2016-03-31,1018.5
2016-04-01,1019.9
2016-04-04,1023.9
2016-04-05,1020.75
2016-04-06,1027.7
2016-04-07,1044.8
2016-04-08,1040.25
2016-04-11,1050.35
2016-04-12,1078.0
2016-04-13,1060.5
2016-04-18,1044.75
2016-04-20,1050.4
2016-04-21,1037.0
2016-04-22,1026.3
2016-04-25,1023.05
2016-04-26,1016.35
2016-04-27,1012.75
2016-04-28,997.9
2016-04-29,1030.25
2016-05-02,1016.75
2016-05-03,1018.0
2016-05-04,1014.35
2016-05-05,999.05
2016-05-06,1009.5
2016-05-09,989.3
2016-05-10,991.05
2016-05-11,1000.2
2016-05-12,993.85
2016-05-13,995.7
2016-05-16,995.4
2016-05-17,998.3
2016-05-18,1003.35
2016-05-19,1000.0
2016-05-20,1009.8
2016-05-23,1018.85
2016-05-24,1030.6
2016-05-25,1031.55
2016-05-26,1034.8
2016-05-27,1035.65
2016-05-30,1040.15
2016-05-31,1026.3
2016-06-01,1031.1
2016-06-02,1030.2
2016-06-03,1049.5
2016-06-06,1056.85
2016-06-07,1052.7
2016-06-08,1054.55
2016-06-09,1056.05
2016-06-10,1052.2
2016-06-13,1050.1
2016-06-14,1068.25
2016-06-15,1069.75
2016-06-16,1061.85
2016-06-17,1068.9
2016-06-20,1067.85
2016-06-21,1055.0
2016-06-22,1113.65
2016-06-23,1292.95
2016-06-24,1217.2
2016-06-27,1254.8
2016-06-28,1275.35
2016-06-29,1286.25
2016-06-30,1291.4
2016-07-01,1265.35
2016-07-04,1257.2
2016-07-05,1247.25
2016-07-07,1306.8
2016-07-08,1274.9
2016-07-11,1296.85
2016-07-12,1289.7
2016-07-13,1266.7
2016-07-14,1291.7
2016-07-15,1328.2
2016-07-18,1314.85
2016-07-19,1320.4
2016-07-20,1325.4
2016-07-21,1325.75
2016-07-22,1311.5
2016-07-25,1293.95
2016-07-26,1331.3
2016-07-27,1357.5
2016-07-28,1348.75
2016-07-29,1348.95
2016-08-01,1313.2
2016-08-02,1295.85
2016-08-03,1283.05
2016-08-04,1277.55
2016-08-05,1299.35
2016-08-08,1282.35
2016-08-09,1272.0
2016-08-10,1238.85
2016-08-11,1214.6
2016-08-12,1241.95
2016-08-16,1247.05
2016-08-17,1270.85
2016-08-18,1270.75
2016-08-19,1287.0
2016-08-22,1295.95
2016-08-23,1272.5
2016-08-24,1309.9
2016-08-25,1293.25
2016-08-26,1276.7
2016-08-29,1272.35
2016-08-30,1292.0
2016-08-31,1278.05
2016-09-01,1275.25
2016-09-02,1271.05
2016-09-06,1327.65
2016-09-07,1317.35
2016-09-08,1332.85
2016-09-09,1314.35
2016-09-12,1270.0
2016-09-14,1279.55
2016-09-15,1278.5
2016-09-16,1280.75
2016-09-19,1286.15
2016-09-20,1276.65
2016-09-21,1288.55
2016-09-22,1284.6
2016-09-23,1270.0
2016-09-26,1278.9
2016-09-27,1254.0
2016-09-28,1244.4
2016-09-29,1178.4
2016-09-30,1191.7
2016-10-03,1214.75
2016-10-04,1259.4
2016-10-05,1300.0
2016-10-06,1282.1
2016-10-07,1285.95
2016-10-10,1307.95
2016-10-13,1273.95
2016-10-14,1272.9
2016-10-17,1262.05
2016-10-18,1288.05
2016-10-19,1269.2
2016-10-20,1283.55
2016-10-21,1279.25
2016-10-24,1267.55
2016-10-25,1260.5
2016-10-26,1261.35
2016-10-27,1233.15
2016-10-28,1221.2
2016-10-30,1236.2
2016-11-01,1224.8
2016-11-02,1173.2
2016-11-03,1213.0
2016-11-04,1248.9
2016-11-07,1299.8
2016-11-08,1299.35
2016-11-09,1284.95
2016-11-10,1319.35
2016-11-11,1288.25
2016-11-15,1298.05
2016-11-16,1284.45
2016-11-17,1296.5
2016-11-18,1278.25
2016-11-21,1256.0
2016-11-22,1245.1
2016-11-23,1273.45
2016-11-24,1270.4
2016-11-25,1295.4
2016-11-28,1311.45
2016-11-29,1292.25
2016-11-30,1306.95
2016-12-01,1287.05
2016-12-02,1281.15
2016-12-05,1287.35
2016-12-06,1325.0
2016-12-07,1305.3
2016-12-08,1314.2
2016-12-09,1321.0
2016-12-12,1327.7
2016-12-13,1425.1
2016-12-14,1407.7
2016-12-15,1389.35
2016-12-16,1356.5
2016-12-19,1366.45
2016-12-20,1342.25
2016-12-21,1349.85
2016-12-22,1349.8
2016-12-23,1336.7
2016-12-26,1337.25
2016-12-27,1350.75
2016-12-28,1325.4
2016-12-29,1355.6
2016-12-30,1345.15
