Date,SUNDRMFAST
2016-01-01,167.6
2016-01-04,164.8
2016-01-05,164.65
2016-01-06,163.65
2016-01-07,163.0
2016-01-08,166.15
2016-01-11,166.75
2016-01-12,167.05
2016-01-13,161.5
2016-01-14,157.85
2016-01-15,154.05
2016-01-18,150.7
2016-01-19,151.15
2016-01-20,147.3
2016-01-21,147.65
2016-01-22,147.2
2016-01-25,150.1
2016-01-27,153.0
2016-01-28,153.85
2016-01-29,155.7
2016-02-01,147.55
2016-02-02,147.5
2016-02-03,144.4
2016-02-04,148.2
2016-02-05,150.65
2016-02-08,153.3
2016-02-09,152.8
2016-02-10,151.8
2016-02-11,146.25
2016-02-12,141.25
2016-02-15,145.2
2016-02-16,141.1
2016-02-17,139.1
2016-02-18,142.55
2016-02-19,142.95
2016-02-22,142.0
2016-02-23,140.7
2016-02-24,140.5
2016-02-25,139.3
2016-02-26,137.2
2016-02-29,139.3
2016-03-01,140.95
2016-03-02,143.45
2016-03-03,145.3
2016-03-04,149.75
2016-03-08,147.95
2016-03-09,147.5
2016-03-10,145.1
2016-03-11,145.5
2016-03-14,146.2
2016-03-15,143.4
2016-03-16,143.55
2016-03-17,144.0
2016-03-18,143.85
2016-03-21,143.0
2016-03-22,144.35
2016-03-23,152.85
2016-03-28,164.1
2016-03-29,169.7
2016-03-30,176.7
2016-03-31,170.8
2016-04-01,170.7
2016-04-04,171.75
2016-04-05,167.15
2016-04-06,165.7
2016-04-07,166.4
2016-04-08,166.95
2016-04-11,169.05
2016-04-12,169.3
2016-04-13,169.55
2016-04-18,168.2
2016-04-20,168.7
2016-04-21,168.3
2016-04-22,168.5
2016-04-25,168.15
2016-04-26,163.75
2016-04-27,167.35
2016-04-28,164.7
2016-04-29,163.35
2016-05-02,162.85
2016-05-03,161.4
2016-05-04,164.1
2016-05-05,162.3
2016-05-06,160.25
2016-05-09,162.65
2016-05-10,161.1
2016-05-11,161.7
2016-05-12,161.75
2016-05-13,162.85
2016-05-16,162.5
2016-05-17,161.9
2016-05-18,162.25
2016-05-19,160.8
2016-05-20,160.5
2016-05-23,162.45
2016-05-24,162.0
2016-05-25,162.7
2016-05-26,162.4
2016-05-27,162.75
2016-05-30,158.3
2016-05-31,158.35
2016-06-01,163.55
2016-06-02,166.55
2016-06-03,165.2
2016-06-06,167.85
2016-06-07,168.45
2016-06-08,169.9
2016-06-09,167.8
2016-06-10,167.45
2016-06-13,171.25
2016-06-14,172.0
2016-06-15,186.35
2016-06-16,184.4
2016-06-17,183.65
2016-06-20,185.55
2016-06-21,181.6
2016-06-22,178.25
2016-06-23,177.45
2016-06-24,171.85
2016-06-27,174.05
2016-06-28,177.4
2016-06-29,184.55
2016-06-30,185.9
2016-07-01,187.7
2016-07-04,198.1
2016-07-05,196.7
2016-07-07,193.65
2016-07-08,191.65
2016-07-11,196.05
2016-07-12,190.15
2016-07-13,189.4
2016-07-14,190.75
2016-07-15,188.95
2016-07-18,194.0
2016-07-19,189.9
2016-07-20,189.45
2016-07-21,185.1
2016-07-22,185.65
2016-07-25,196.0
2016-07-26,196.55
2016-07-27,196.95
2016-07-28,198.1
2016-07-29,197.25
2016-08-01,193.25
2016-08-02,189.9
2016-08-03,187.65
2016-08-04,187.55
2016-08-05,191.85
2016-08-08,191.85
2016-08-09,214.0
2016-08-10,227.65
2016-08-11,222.05
2016-08-12,234.4
2016-08-16,252.7
2016-08-17,279.65
2016-08-18,281.6
2016-08-19,281.2
2016-08-22,281.9
2016-08-23,277.1
2016-08-24,279.4
2016-08-25,280.3
2016-08-26,275.45
2016-08-29,278.3
2016-08-30,294.85
2016-08-31,291.6
2016-09-01,287.25
2016-09-02,282.35
2016-09-06,294.15
2016-09-07,294.85
2016-09-08,292.0
2016-09-09,292.7
2016-09-12,284.3
2016-09-14,286.9
2016-09-15,313.1
2016-09-16,313.2
2016-09-19,305.5
2016-09-20,302.8
2016-09-21,308.75
2016-09-22,309.75
2016-09-23,304.95
2016-09-26,301.25
2016-09-27,308.95
2016-09-28,307.15
2016-09-29,289.3
2016-09-30,291.75
2016-10-03,301.7
2016-10-04,299.7
2016-10-05,298.05
2016-10-06,294.7
2016-10-07,290.35
2016-10-10,291.45
2016-10-13,280.45
2016-10-14,287.6
2016-10-17,283.9
2016-10-18,281.45
2016-10-19,298.8
2016-10-20,304.9
2016-10-21,326.6
2016-10-24,326.7
2016-10-25,328.1
2016-10-26,319.1
2016-10-27,320.55
2016-10-28,318.8
2016-10-30,319.45
2016-11-01,322.1
2016-11-02,336.8
2016-11-03,333.4
2016-11-04,318.1
2016-11-07,324.45
2016-11-08,324.5
2016-11-09,321.55
2016-11-10,324.1
2016-11-11,310.35
2016-11-15,290.1
2016-11-16,307.6
2016-11-17,299.0
2016-11-18,292.25
2016-11-21,281.35
2016-11-22,277.35
2016-11-23,279.35
2016-11-24,280.5
2016-11-25,284.05
2016-11-28,293.25
2016-11-29,297.9
2016-11-30,297.15
2016-12-01,295.8
2016-12-02,291.65
2016-12-05,284.75
2016-12-06,290.5
2016-12-07,286.05
2016-12-08,290.15
2016-12-09,293.0
2016-12-12,285.85
2016-12-13,284.05
2016-12-14,279.0
2016-12-15,279.05
2016-12-16,280.35
2016-12-19,276.4
2016-12-20,280.2
2016-12-21,276.55
2016-12-22,275.05
2016-12-23,278.25
2016-12-26,266.25
2016-12-27,282.1
2016-12-28,287.2
2016-12-29,290.25
2016-12-30,290.5
