Date,KTKBANK
2016-01-01,124.8
2016-01-04,120.9
2016-01-05,119.5
2016-01-06,118.65
2016-01-07,112.95
2016-01-08,113.65
2016-01-11,113.1
2016-01-12,108.35
2016-01-13,106.65
2016-01-14,98.75
2016-01-15,94.7
2016-01-18,99.3
2016-01-19,99.05
2016-01-20,96.2
2016-01-21,96.85
2016-01-22,100.0
2016-01-25,99.2
2016-01-27,99.9
2016-01-28,98.6
2016-01-29,98.7
2016-02-01,98.0
2016-02-02,98.25
2016-02-03,94.8
2016-02-04,93.5
2016-02-05,95.85
2016-02-08,96.2
2016-02-09,93.6
2016-02-10,90.75
2016-02-11,88.55
2016-02-12,89.95
2016-02-15,93.5
2016-02-16,92.75
2016-02-17,92.4
2016-02-18,93.15
2016-02-19,94.45
2016-02-22,92.9
2016-02-23,90.05
2016-02-24,87.85
2016-02-25,86.25
2016-02-26,86.7
2016-02-29,85.95
2016-03-01,90.45
2016-03-02,93.85
2016-03-03,95.9
2016-03-04,96.9
2016-03-08,95.9
2016-03-09,95.55
2016-03-10,94.85
2016-03-11,95.15
2016-03-14,95.15
2016-03-15,96.95
2016-03-16,96.5
2016-03-17,100.65
2016-03-18,101.5
2016-03-21,102.0
2016-03-22,100.2
2016-03-23,100.35
2016-03-28,101.9
2016-03-29,99.8
2016-03-30,102.0
2016-03-31,102.65
2016-04-01,104.65
2016-04-04,104.15
2016-04-05,99.2
2016-04-06,102.7
2016-04-07,101.45
2016-04-08,103.15
2016-04-11,104.55
2016-04-12,104.85
2016-04-13,106.05
2016-04-18,108.95
2016-04-20,109.1
2016-04-21,110.5
2016-04-22,112.9
2016-04-25,112.6
2016-04-26,113.15
2016-04-27,114.25
2016-04-28,112.8
2016-04-29,111.85
2016-05-02,110.1
2016-05-03,109.75
2016-05-04,107.35
2016-05-05,107.35
2016-05-06,113.85
2016-05-09,116.15
2016-05-10,114.45
2016-05-11,114.95
2016-05-12,116.95
2016-05-13,116.85
2016-05-16,116.7
2016-05-17,115.05
2016-05-18,114.3
2016-05-19,112.1
2016-05-20,119.95
2016-05-23,120.95
2016-05-24,119.75
2016-05-25,122.25
2016-05-26,127.45
2016-05-27,127.35
2016-05-30,126.95
2016-05-31,128.45
2016-06-01,124.65
2016-06-02,126.4
2016-06-03,125.55
2016-06-06,134.9
2016-06-07,133.65
2016-06-08,134.1
2016-06-09,135.05
2016-06-10,132.75
2016-06-13,133.35
2016-06-14,134.95
2016-06-15,136.0
2016-06-16,135.2
2016-06-17,137.4
2016-06-20,137.3
2016-06-21,137.5
2016-06-22,135.25
2016-06-23,137.45
2016-06-24,134.5
2016-06-27,136.8
2016-06-28,137.7
2016-06-29,140.05
2016-06-30,140.8
2016-07-01,143.05
2016-07-04,147.0
2016-07-05,146.6
2016-07-07,147.45
2016-07-08,148.8
2016-07-11,151.3
2016-07-12,152.25
2016-07-13,150.1
2016-07-14,152.45
2016-07-15,156.05
2016-07-18,154.8
2016-07-19,153.1
2016-07-20,147.45
2016-07-21,147.15
2016-07-22,148.25
2016-07-25,151.95
2016-07-26,149.65
2016-07-27,150.9
2016-07-28,152.55
2016-07-29,146.6
2016-08-01,149.55
2016-08-02,147.95
2016-08-03,148.7
2016-08-04,149.75
2016-08-05,143.4
2016-08-08,141.05
2016-08-09,142.65
2016-08-10,139.6
2016-08-11,139.4
2016-08-12,142.25
2016-08-16,143.7
2016-08-17,141.25
2016-08-18,142.1
2016-08-19,153.1
2016-08-22,156.9
2016-08-23,155.6
2016-08-24,154.3
2016-08-25,152.2
2016-08-26,148.5
2016-08-29,149.6
2016-08-30,153.45
2016-08-31,151.5
2016-09-01,150.35
2016-09-02,151.45
2016-09-06,156.0
2016-09-07,157.9
2016-09-08,159.1
2016-09-09,158.5
2016-09-12,151.7
2016-09-14,154.85
2016-09-15,152.75
2016-09-16,152.6
2016-09-19,154.9
2016-09-20,154.15
2016-09-21,153.55
2016-09-22,155.65
2016-09-23,155.35
2016-09-26,153.45
2016-09-27,151.35
2016-09-28,153.45
2016-09-29,143.5
2016-09-30,146.95
2016-10-03,151.4
2016-10-04,152.6
2016-10-05,152.6
2016-10-06,151.6
2016-10-07,151.3
2016-10-10,150.95
2016-10-13,144.6
2016-10-14,149.5
2016-10-17,148.5
2016-10-18,151.1
2016-10-19,151.75
2016-10-20,155.6
2016-10-21,157.8
2016-10-24,128.3
2016-10-25,127.35
2016-10-26,125.45
2016-10-27,120.45
2016-10-28,121.9
2016-10-30,122.3
2016-11-01,122.05
2016-11-02,117.75
2016-11-03,116.65
2016-11-04,113.65
2016-11-07,116.45
2016-11-08,116.7
2016-11-09,122.5
2016-11-10,127.05
2016-11-11,121.3
2016-11-15,115.05
2016-11-16,111.45
2016-11-17,112.65
2016-11-18,112.3
2016-11-21,103.9
2016-11-22,103.4
2016-11-23,103.8
2016-11-24,101.45
2016-11-25,104.35
2016-11-28,103.0
2016-11-29,103.85
2016-11-30,108.45
2016-12-01,107.0
2016-12-02,105.55
2016-12-05,106.85
2016-12-06,107.75
2016-12-07,106.2
2016-12-08,104.5
2016-12-09,106.6
2016-12-12,107.25
2016-12-13,112.55
2016-12-14,110.3
2016-12-15,112.95
2016-12-16,113.15
2016-12-19,113.45
2016-12-20,111.0
2016-12-21,112.35
2016-12-22,109.35
2016-12-23,108.45
2016-12-26,105.2
2016-12-27,108.25
2016-12-28,107.85
2016-12-29,112.75
2016-12-30,112.05
