Date,GOLDBEES
2016-01-01,2280.2
2016-01-04,2304.7
2016-01-05,2319.65
2016-01-06,2333.1
2016-01-07,2366.8
2016-01-08,2360.7
2016-01-11,2368.05
2016-01-12,2363.25
2016-01-13,2331.15
2016-01-14,2367.15
2016-01-15,2370.5
2016-01-18,2385.1
2016-01-19,2376.5
2016-01-20,2394.4
2016-01-21,2398.4
2016-01-22,2386.25
2016-01-25,2400.0
2016-01-27,2427.45
2016-01-28,2430.0
2016-01-29,2423.35
2016-02-01,2433.0
2016-02-02,2448.55
2016-02-03,2453.0
2016-02-04,2471.85
2016-02-05,2485.1
2016-02-08,2520.25
2016-02-09,2566.4
2016-02-10,2539.85
2016-02-11,2595.45
2016-02-12,2629.7
2016-02-15,2587.45
2016-02-16,2602.45
2016-02-17,2585.35
2016-02-18,2583.85
2016-02-19,2612.5
2016-02-22,2588.2
2016-02-23,2616.2
2016-02-24,2624.3
2016-02-25,2639.9
2016-02-26,2635.65
2016-02-29,2648.95
2016-03-01,2651.55
2016-03-02,2611.15
2016-03-03,2626.95
2016-03-04,2667.65
2016-03-08,2675.65
2016-03-09,2648.3
2016-03-10,2631.25
2016-03-11,2668.05
2016-03-14,2660.1
2016-03-15,2613.05
2016-03-16,2606.05
2016-03-17,2645.55
2016-03-18,2618.9
2016-03-21,2604.45
2016-03-22,2604.75
2016-03-23,2574.3
2016-03-28,2533.75
2016-03-29,2543.1
2016-03-30,2569.45
2016-03-31,2563.75
2016-04-01,2578.85
2016-04-04,2547.55
2016-04-05,2590.4
2016-04-06,2590.6
2016-04-07,2615.55
2016-04-08,2625.8
2016-04-11,2628.25
2016-04-12,2655.0
2016-04-13,2634.6
2016-04-18,2649.25
2016-04-20,2656.1
2016-04-21,2684.3
2016-04-22,2669.8
2016-04-25,2644.05
2016-04-26,2645.6
2016-04-27,2661.7
2016-04-28,2687.5
2016-04-29,2717.1
2016-05-02,2747.6
2016-05-03,2748.0
2016-05-04,2720.25
2016-05-05,2712.65
2016-05-06,2728.25
2016-05-09,2713.3
2016-05-10,2717.2
2016-05-11,2716.65
2016-05-12,2701.65
2016-05-13,2719.3
2016-05-16,2732.25
2016-05-17,2727.45
2016-05-18,2731.3
2016-05-19,2728.55
2016-05-20,2722.55
2016-05-23,2718.7
2016-05-24,2702.1
2016-05-25,2670.95
2016-05-26,2686.55
2016-05-27,2681.1
2016-05-30,2641.9
2016-05-31,2645.6
2016-06-01,2650.15
