Date,ITDCEM
2016-01-01,112.75
2016-01-04,107.5
2016-01-05,110.25
2016-01-06,108.05
2016-01-07,101.25
2016-01-08,99.3
2016-01-11,97.7
2016-01-12,99.9
2016-01-13,100.05
2016-01-14,100.2
2016-01-15,103.25
2016-01-18,99.9
2016-01-19,99.6
2016-01-20,99.5
2016-01-21,98.3
2016-01-22,99.15
2016-01-25,103.75
2016-01-27,104.75
2016-01-28,103.1
2016-01-29,99.85
2016-02-01,100.45
2016-02-02,100.15
2016-02-03,97.85
2016-02-04,96.55
2016-02-05,100.15
2016-02-08,99.3
2016-02-09,99.35
2016-02-10,98.45
2016-02-11,92.0
2016-02-12,90.4
2016-02-15,94.65
2016-02-16,95.65
2016-02-17,96.75
2016-02-18,94.05
2016-02-19,92.0
2016-02-22,93.1
2016-02-23,91.9
2016-02-24,89.8
2016-02-25,88.3
2016-02-26,88.1
2016-02-29,90.0
2016-03-01,94.35
2016-03-02,97.4
2016-03-03,100.15
2016-03-04,99.45
2016-03-08,103.95
2016-03-09,103.35
2016-03-10,105.55
2016-03-11,106.9
2016-03-14,106.55
2016-03-15,102.15
2016-03-16,102.0
2016-03-17,101.3
2016-03-18,103.45
2016-03-21,109.95
2016-03-22,109.65
2016-03-23,111.25
2016-03-28,106.75
2016-03-29,104.55
2016-03-30,108.65
2016-03-31,109.2
2016-04-01,111.05
2016-04-04,114.05
2016-04-05,111.4
2016-04-06,112.55
2016-04-07,110.15
2016-04-08,111.15
2016-04-11,111.75
2016-04-12,118.7
2016-04-13,121.95
2016-04-18,123.15
2016-04-20,120.9
2016-04-21,126.15
2016-04-22,124.6
2016-04-25,121.15
2016-04-26,127.05
2016-04-27,125.25
2016-04-28,122.6
2016-04-29,123.1
2016-05-02,122.7
2016-05-03,123.1
2016-05-04,123.4
2016-05-05,123.55
2016-05-06,123.1
2016-05-09,125.0
2016-05-10,130.9
2016-05-11,129.75
2016-05-12,132.55
2016-05-13,132.1
2016-05-16,129.65
2016-05-17,127.4
2016-05-18,126.75
2016-05-19,125.8
2016-05-20,122.0
2016-05-23,123.05
2016-05-24,120.2
2016-05-25,123.8
2016-05-26,129.8
2016-05-27,127.0
2016-05-30,129.0
2016-05-31,130.65
2016-06-01,129.45
2016-06-02,129.45
2016-06-03,126.95
2016-06-06,127.05
2016-06-07,130.65
2016-06-08,132.0
2016-06-09,128.65
2016-06-10,128.25
2016-06-13,125.6
2016-06-14,124.8
2016-06-15,127.95
2016-06-16,126.65
2016-06-17,125.3
2016-06-20,125.9
2016-06-21,125.5
2016-06-22,124.35
2016-06-23,124.85
2016-06-24,124.75
2016-06-27,127.65
2016-06-28,128.55
2016-06-29,131.95
2016-06-30,135.1
2016-07-01,144.5
2016-07-04,142.7
2016-07-05,143.65
2016-07-07,149.05
2016-07-08,148.35
2016-07-11,148.2
2016-07-12,143.75
2016-07-13,142.6
2016-07-14,140.85
2016-07-15,139.85
2016-07-18,143.1
2016-07-19,139.9
2016-07-20,146.9
2016-07-21,145.7
2016-07-22,153.95
2016-07-25,151.05
2016-07-26,149.15
2016-07-27,144.6
2016-07-28,146.9
2016-07-29,147.5
2016-08-01,145.2
2016-08-02,144.95
2016-08-03,141.85
2016-08-04,142.65
2016-08-05,147.85
2016-08-08,152.2
2016-08-09,158.85
2016-08-10,142.5
2016-08-11,138.95
2016-08-12,143.1
2016-08-16,138.4
2016-08-17,141.75
2016-08-18,139.6
2016-08-19,142.6
2016-08-22,146.5
2016-08-23,143.25
2016-08-24,145.9
2016-08-25,146.05
2016-08-26,144.75
2016-08-29,143.75
2016-08-30,141.85
2016-08-31,143.7
2016-09-01,140.95
2016-09-02,141.65
2016-09-06,143.55
2016-09-07,142.65
2016-09-08,142.85
2016-09-09,142.15
2016-09-12,139.85
2016-09-14,141.3
2016-09-15,141.3
2016-09-16,140.6
2016-09-19,139.85
2016-09-20,138.35
2016-09-21,144.9
2016-09-22,145.15
2016-09-23,144.6
2016-09-26,143.4
2016-09-27,144.4
2016-09-28,144.3
2016-09-29,139.9
2016-09-30,141.0
2016-10-03,144.55
2016-10-04,143.05
2016-10-05,143.2
2016-10-06,140.8
2016-10-07,140.45
2016-10-10,143.65
2016-10-13,140.1
2016-10-14,139.95
2016-10-17,140.0
2016-10-18,141.3
2016-10-19,138.6
2016-10-20,138.35
2016-10-21,141.05
2016-10-24,144.6
2016-10-25,143.7
2016-10-26,142.15
2016-10-27,145.5
2016-10-28,148.85
2016-10-30,149.55
2016-11-01,148.15
2016-11-02,145.0
2016-11-03,142.6
2016-11-04,140.1
2016-11-07,146.65
2016-11-08,148.0
2016-11-09,142.95
2016-11-10,144.7
2016-11-11,142.15
2016-11-15,134.85
2016-11-16,139.55
2016-11-17,139.1
2016-11-18,143.65
2016-11-21,135.55
2016-11-22,137.65
2016-11-23,138.9
2016-11-24,138.25
2016-11-25,139.05
2016-11-28,141.45
2016-11-29,142.95
2016-11-30,144.65
2016-12-01,150.45
2016-12-02,146.0
2016-12-05,146.6
2016-12-06,147.85
2016-12-07,144.25
2016-12-08,146.65
2016-12-09,149.1
2016-12-12,147.6
2016-12-13,148.1
2016-12-14,147.85
2016-12-15,149.25
2016-12-16,148.45
2016-12-19,148.85
2016-12-20,146.1
2016-12-21,143.9
2016-12-22,144.5
2016-12-23,142.75
2016-12-26,144.05
2016-12-27,144.1
2016-12-28,145.05
2016-12-29,147.0
2016-12-30,149.2
