Date,KOTAKPSUBK
2016-01-01,295.85
2016-01-04,285.05
2016-01-05,282.51
2016-01-06,281.34
2016-01-07,270.95
2016-01-08,271.72
2016-01-11,264.34
2016-01-12,261.0
2016-01-13,253.9
2016-01-14,250.89
2016-01-15,239.84
2016-01-18,232.59
2016-01-19,235.58
2016-01-20,224.93
2016-01-21,230.81
2016-01-22,239.08
2016-01-25,239.29
2016-01-27,236.53
2016-01-28,237.11
2016-01-29,235.0
2016-02-01,226.11
2016-02-02,223.34
2016-02-03,217.38
2016-02-04,218.62
2016-02-05,223.1
2016-02-08,230.93
2016-02-09,223.34
2016-02-10,209.17
2016-02-11,205.81
2016-02-12,197.72
2016-02-15,218.46
2016-02-16,207.28
2016-02-17,210.14
2016-02-18,215.95
2016-02-19,217.9
2016-02-22,214.5
2016-02-23,208.9
2016-02-24,208.0
2016-02-25,205.02
2016-02-26,206.98
2016-02-29,206.84
2016-03-01,213.0
2016-03-02,235.05
2016-03-03,234.88
2016-03-04,241.49
2016-03-08,236.57
2016-03-09,237.31
2016-03-10,237.36
2016-03-11,235.48
2016-03-14,234.96
2016-03-15,238.46
2016-03-16,237.38
2016-03-17,238.04
2016-03-18,242.97
2016-03-21,251.05
2016-03-22,254.51
2016-03-23,254.34
2016-03-28,242.49
2016-03-29,240.75
2016-03-30,247.96
2016-03-31,256.31
2016-04-01,256.01
2016-04-04,254.0
2016-04-05,249.48
2016-04-06,243.43
2016-04-07,236.26
2016-04-08,237.6
2016-04-11,243.1
2016-04-12,242.0
2016-04-13,249.0
2016-04-18,244.52
2016-04-20,244.99
2016-04-21,252.57
2016-04-22,258.99
2016-04-25,255.49
2016-04-26,261.0
2016-04-27,255.96
2016-04-28,252.0
2016-04-29,251.52
2016-05-02,249.57
2016-05-03,243.0
2016-05-04,236.72
2016-05-05,234.3
2016-05-06,241.39
2016-05-09,246.37
2016-05-10,248.07
2016-05-11,241.94
2016-05-12,245.61
2016-05-13,241.32
2016-05-16,230.72
2016-05-17,229.87
2016-05-18,231.05
2016-05-19,225.66
2016-05-20,223.13
2016-05-23,220.47
2016-05-24,216.98
2016-05-25,223.64
2016-05-26,233.31
2016-05-27,246.47
2016-05-30,244.01
2016-05-31,253.83
2016-06-01,246.96
2016-06-02,252.07
2016-06-03,248.91
2016-06-06,248.1
2016-06-07,258.59
2016-06-08,263.67
2016-06-09,261.78
2016-06-10,257.1
2016-06-13,254.39
2016-06-14,261.3
2016-06-15,269.92
2016-06-16,271.51
2016-06-17,267.53
2016-06-20,272.08
2016-06-21,269.71
2016-06-22,269.13
2016-06-23,273.13
2016-06-24,274.15
2016-06-27,275.34
2016-06-28,274.5
2016-06-29,278.31
2016-06-30,278.15
2016-07-01,280.74
2016-07-04,288.11
2016-07-05,287.87
2016-07-07,287.96
2016-07-08,283.67
2016-07-11,293.82
2016-07-12,296.87
2016-07-13,293.8
2016-07-14,305.13
2016-07-15,300.46
2016-07-18,297.1
2016-07-19,296.96
2016-07-20,296.1
2016-07-21,294.48
2016-07-22,285.95
2016-07-25,294.51
2016-07-26,294.09
2016-07-27,296.06
2016-07-28,296.51
2016-07-29,294.99
2016-08-01,290.21
2016-08-02,291.5
2016-08-03,290.05
2016-08-04,290.66
2016-08-05,299.0
2016-08-08,292.84
2016-08-09,297.46
2016-08-10,294.06
2016-08-11,287.93
2016-08-12,307.74
2016-08-16,304.74
2016-08-17,305.5
2016-08-18,311.99
2016-08-19,322.61
2016-08-22,319.12
2016-08-23,316.73
2016-08-24,320.0
2016-08-25,315.88
2016-08-26,311.52
2016-08-29,310.62
2016-08-30,317.38
2016-08-31,316.93
2016-09-01,315.86
2016-09-02,318.13
2016-09-06,326.55
2016-09-07,341.52
2016-09-08,339.69
2016-09-09,337.94
2016-09-12,322.12
2016-09-14,329.43
2016-09-15,325.93
2016-09-16,325.43
2016-09-19,324.09
2016-09-20,325.33
2016-09-21,322.99
2016-09-22,327.92
2016-09-23,325.33
2016-09-26,322.24
2016-09-27,318.41
2016-09-28,325.92
2016-09-29,316.99
2016-09-30,318.73
2016-10-03,327.48
2016-10-04,331.61
2016-10-05,334.17
2016-10-06,328.48
2016-10-07,328.95
2016-10-10,326.14
2016-10-13,317.43
2016-10-14,318.99
2016-10-17,315.75
2016-10-18,322.96
2016-10-19,322.05
2016-10-20,328.98
2016-10-21,327.99
2016-10-24,333.01
2016-10-25,330.0
2016-10-26,329.68
2016-10-27,325.0
2016-10-28,330.64
2016-10-30,324.96
2016-11-01,325.0
2016-11-02,315.27
2016-11-03,311.05
2016-11-04,302.98
2016-11-07,314.0
2016-11-08,314.41
2016-11-09,322.95
2016-11-10,345.51
2016-11-11,343.43
2016-11-15,348.61
2016-11-16,347.06
2016-11-17,344.9
2016-11-18,347.2
2016-11-21,324.04
2016-11-22,321.84
2016-11-23,323.76
2016-11-24,327.0
2016-11-25,327.97
2016-11-28,320.99
2016-11-29,320.14
2016-11-30,324.36
2016-12-01,322.56
2016-12-02,318.36
2016-12-05,322.27
2016-12-06,323.0
2016-12-07,318.97
2016-12-08,323.0
2016-12-09,329.0
2016-12-12,325.79
2016-12-13,324.16
2016-12-14,322.23
2016-12-15,327.99
2016-12-16,324.0
2016-12-19,321.2
2016-12-20,312.9
2016-12-21,311.65
2016-12-22,307.23
2016-12-23,306.08
2016-12-26,298.99
2016-12-27,300.88
2016-12-28,301.02
2016-12-29,302.09
2016-12-30,305.35
