Date,GAYAPROJ
2016-01-01,747.45
2016-01-04,737.65
2016-01-05,737.0
2016-01-06,733.95
2016-01-07,718.65
2016-01-08,739.9
2016-01-11,730.8
2016-01-12,723.1
2016-01-13,706.85
2016-01-14,695.25
2016-01-15,676.9
2016-01-18,572.2
2016-01-19,604.7
2016-01-20,568.45
2016-01-21,591.1
2016-01-22,601.0
2016-01-25,594.5
2016-01-27,598.75
2016-01-28,590.8
2016-01-29,603.4
2016-02-01,632.15
2016-02-02,639.45
2016-02-03,621.85
2016-02-04,627.3
2016-02-05,651.5
2016-02-08,638.3
2016-02-09,612.15
2016-02-10,588.05
2016-02-11,529.55
2016-02-12,504.0
2016-02-15,537.7
2016-02-16,531.4
2016-02-17,523.1
2016-02-18,543.55
2016-02-19,575.8
2016-02-22,609.65
2016-02-23,601.7
2016-02-24,588.75
2016-02-25,577.9
2016-02-26,579.9
2016-02-29,567.95
2016-03-01,596.95
2016-03-02,586.6
2016-03-03,579.65
2016-03-04,577.4
2016-03-08,566.55
2016-03-09,566.5
2016-03-10,560.85
2016-03-11,550.2
2016-03-14,544.3
2016-03-15,529.45
2016-03-16,525.9
2016-03-17,520.7
2016-03-18,513.25
2016-03-21,512.55
2016-03-22,508.2
2016-03-23,510.05
2016-03-28,502.1
2016-03-29,506.95
2016-03-30,532.2
2016-03-31,524.55
2016-04-01,529.85
2016-04-04,519.7
2016-04-05,541.05
2016-04-06,569.55
2016-04-07,566.9
2016-04-08,586.6
2016-04-11,579.0
2016-04-12,586.95
2016-04-13,592.1
2016-04-18,585.15
2016-04-20,580.6
2016-04-21,571.1
2016-04-22,561.75
2016-04-25,582.05
2016-04-26,588.9
2016-04-27,583.15
2016-04-28,577.25
2016-04-29,566.85
2016-05-02,554.05
2016-05-03,554.4
2016-05-04,539.35
2016-05-05,535.95
2016-05-06,531.15
2016-05-09,536.25
2016-05-10,545.65
2016-05-11,537.0
2016-05-12,555.7
2016-05-13,551.0
2016-05-16,536.5
2016-05-17,534.1
2016-05-18,534.25
2016-05-19,529.7
2016-05-20,525.0
2016-05-23,519.05
2016-05-24,516.6
2016-05-25,522.25
2016-05-26,527.35
2016-05-27,562.1
2016-05-30,571.5
2016-05-31,569.4
2016-06-01,556.55
2016-06-02,577.0
2016-06-03,577.6
2016-06-06,571.95
2016-06-07,583.35
2016-06-08,582.6
2016-06-09,583.55
2016-06-10,592.15
2016-06-13,591.3
2016-06-14,626.8
2016-06-15,634.6
2016-06-16,626.95
2016-06-17,654.45
2016-06-20,648.9
2016-06-21,647.8
2016-06-22,630.45
2016-06-23,628.45
2016-06-24,615.75
2016-06-27,627.4
2016-06-28,629.1
2016-06-29,623.1
2016-06-30,634.35
2016-07-01,630.05
2016-07-04,655.9
2016-07-05,649.25
2016-07-07,648.95
2016-07-08,643.25
2016-07-11,645.45
2016-07-12,639.75
2016-07-13,629.35
2016-07-14,629.55
2016-07-15,620.85
2016-07-18,620.7
2016-07-19,622.35
2016-07-20,623.6
2016-07-21,621.5
2016-07-22,622.45
2016-07-25,626.9
2016-07-26,626.3
2016-07-27,630.85
2016-07-28,650.45
2016-07-29,655.35
2016-08-01,679.8
2016-08-02,668.85
2016-08-03,661.9
2016-08-04,695.9
2016-08-05,695.8
2016-08-08,696.15
2016-08-09,698.7
2016-08-10,695.2
2016-08-11,694.8
2016-08-12,686.0
2016-08-16,684.9
2016-08-17,683.7
2016-08-18,709.2
2016-08-19,700.25
2016-08-22,708.1
2016-08-23,712.3
2016-08-24,719.9
2016-08-25,699.65
2016-08-26,700.05
2016-08-29,689.65
2016-08-30,679.55
2016-08-31,682.5
2016-09-01,673.4
2016-09-02,662.0
2016-09-06,666.15
2016-09-07,670.8
2016-09-08,669.15
2016-09-09,654.05
2016-09-12,639.65
2016-09-14,637.45
2016-09-15,636.1
2016-09-16,643.9
2016-09-19,662.8
2016-09-20,661.95
2016-09-21,678.75
2016-09-22,667.15
2016-09-23,688.75
2016-09-26,687.7
2016-09-27,669.65
2016-09-28,670.65
2016-09-29,643.0
2016-09-30,632.05
2016-10-03,684.85
2016-10-04,693.6
2016-10-05,679.7
2016-10-06,687.75
2016-10-07,675.95
2016-10-10,676.2
2016-10-13,657.9
2016-10-14,660.9
2016-10-17,660.65
2016-10-18,669.8
2016-10-19,657.75
2016-10-20,658.75
2016-10-21,662.7
2016-10-24,665.15
2016-10-25,659.25
2016-10-26,652.3
2016-10-27,665.75
2016-10-28,659.85
2016-10-30,686.8
2016-11-01,670.95
2016-11-02,662.2
2016-11-03,657.55
2016-11-04,645.7
2016-11-07,680.25
2016-11-08,667.35
2016-11-09,652.05
2016-11-10,664.0
2016-11-11,641.75
2016-11-15,599.55
2016-11-16,615.6
2016-11-17,607.95
2016-11-18,624.65
2016-11-21,604.05
2016-11-22,602.65
2016-11-23,615.45
2016-11-24,616.9
2016-11-25,614.75
2016-11-28,610.65
2016-11-29,627.0
2016-11-30,640.3
2016-12-01,629.75
2016-12-02,621.7
2016-12-05,615.95
2016-12-06,621.55
2016-12-07,622.15
2016-12-08,628.55
2016-12-09,627.75
2016-12-12,613.4
2016-12-13,609.0
2016-12-14,598.8
2016-12-15,598.85
2016-12-16,600.25
2016-12-19,625.1
2016-12-20,642.8
2016-12-21,645.7
2016-12-22,635.25
2016-12-23,628.7
2016-12-26,607.55
2016-12-27,615.7
2016-12-28,627.25
2016-12-29,659.55
2016-12-30,671.45
