Date,FIEMIND
2016-01-01,789.45
2016-01-04,760.75
2016-01-05,782.2
2016-01-06,767.45
2016-01-07,730.4
2016-01-08,801.35
2016-01-11,784.0
2016-01-12,763.95
2016-01-13,749.75
2016-01-14,741.2
2016-01-15,728.35
2016-01-18,681.6
2016-01-19,700.65
2016-01-20,691.5
2016-01-21,683.05
2016-01-22,694.45
2016-01-25,694.25
2016-01-27,716.55
2016-01-28,709.75
2016-01-29,739.1
2016-02-01,744.65
2016-02-02,762.4
2016-02-03,736.7
2016-02-04,738.2
2016-02-05,743.3
2016-02-08,751.15
2016-02-09,746.2
2016-02-10,722.2
2016-02-11,667.4
2016-02-12,673.0
2016-02-15,725.1
2016-02-16,704.7
2016-02-17,713.5
2016-02-18,717.05
2016-02-19,709.05
2016-02-22,716.3
2016-02-23,726.9
2016-02-24,699.25
2016-02-25,680.3
2016-02-26,693.0
2016-02-29,726.2
2016-03-01,742.6
2016-03-02,757.65
2016-03-03,746.2
2016-03-04,754.0
2016-03-08,746.5
2016-03-09,743.0
2016-03-10,741.45
2016-03-11,749.0
2016-03-14,757.0
2016-03-15,789.4
2016-03-16,789.85
2016-03-17,792.2
2016-03-18,797.1
2016-03-21,795.2
2016-03-22,778.2
2016-03-23,823.0
2016-03-28,807.25
2016-03-29,873.45
2016-03-30,914.25
2016-03-31,916.8
2016-04-01,896.55
2016-04-04,891.15
2016-04-05,866.0
2016-04-06,870.8
2016-04-07,859.05
2016-04-08,847.0
2016-04-11,845.55
2016-04-12,861.5
2016-04-13,846.65
2016-04-18,849.8
2016-04-20,857.7
2016-04-21,851.5
2016-04-22,845.3
2016-04-25,828.4
2016-04-26,835.1
2016-04-27,823.2
2016-04-28,806.9
2016-04-29,817.3
2016-05-02,829.8
2016-05-03,833.55
2016-05-04,818.6
2016-05-05,816.2
2016-05-06,816.1
2016-05-09,829.6
2016-05-10,826.7
2016-05-11,821.1
2016-05-12,844.75
2016-05-13,828.2
2016-05-16,824.3
2016-05-17,811.85
2016-05-18,811.6
2016-05-19,813.6
2016-05-20,803.85
2016-05-23,770.7
2016-05-24,750.25
2016-05-25,751.05
2016-05-26,776.5
2016-05-27,786.55
2016-05-30,787.7
2016-05-31,828.45
2016-06-01,805.8
2016-06-02,830.0
2016-06-03,824.95
2016-06-06,841.35
2016-06-07,833.35
2016-06-08,839.9
2016-06-09,825.9
2016-06-10,827.8
2016-06-13,820.35
2016-06-14,835.5
2016-06-15,848.3
2016-06-16,835.0
2016-06-17,846.0
2016-06-20,838.3
2016-06-21,826.35
2016-06-22,835.65
2016-06-23,838.35
2016-06-24,826.55
2016-06-27,837.6
2016-06-28,845.8
2016-06-29,928.2
2016-06-30,961.85
2016-07-01,958.9
2016-07-04,959.45
2016-07-05,983.0
2016-07-07,979.6
2016-07-08,990.0
2016-07-11,1036.45
2016-07-12,1048.1
2016-07-13,1013.85
2016-07-14,1017.25
2016-07-15,1010.25
2016-07-18,1007.3
2016-07-19,994.45
2016-07-20,996.0
2016-07-21,995.3
2016-07-22,989.65
2016-07-25,991.75
2016-07-26,985.85
2016-07-27,997.8
2016-07-28,1026.5
2016-07-29,1016.0
2016-08-01,997.1
2016-08-02,987.4
2016-08-03,991.5
2016-08-04,982.15
2016-08-05,985.9
2016-08-08,1018.75
2016-08-09,997.0
2016-08-10,993.8
2016-08-11,989.8
2016-08-12,992.1
2016-08-16,1001.35
2016-08-17,996.5
2016-08-18,1020.0
2016-08-19,1053.5
2016-08-22,1046.0
2016-08-23,1036.75
2016-08-24,1035.15
2016-08-25,1025.7
2016-08-26,1001.15
2016-08-29,1003.55
2016-08-30,1042.65
2016-08-31,1051.35
2016-09-01,1021.1
2016-09-02,1036.8
2016-09-06,1059.75
2016-09-07,1067.2
2016-09-08,1064.2
2016-09-09,1104.15
2016-09-12,1120.25
2016-09-14,1096.8
2016-09-15,1081.0
2016-09-16,1053.7
2016-09-19,1043.45
2016-09-20,1063.5
2016-09-21,1066.35
2016-09-22,1048.95
2016-09-23,1054.85
2016-09-26,1052.9
2016-09-27,1076.65
2016-09-28,1130.75
2016-09-29,1116.85
2016-09-30,1105.7
2016-10-03,1128.4
2016-10-04,1160.3
2016-10-05,1163.85
2016-10-06,1211.6
2016-10-07,1231.55
2016-10-10,1231.45
2016-10-13,1216.55
2016-10-14,1219.5
2016-10-17,1430.3
2016-10-18,1472.95
2016-10-19,1463.05
2016-10-20,1443.4
2016-10-21,1420.0
2016-10-24,1385.85
2016-10-25,1414.4
2016-10-26,1418.6
2016-10-27,1429.55
2016-10-28,1357.7
2016-10-30,1383.35
2016-11-01,1362.2
2016-11-02,1344.3
2016-11-03,1345.25
2016-11-04,1289.8
2016-11-07,1266.75
2016-11-08,1246.6
2016-11-09,1273.65
2016-11-10,1373.55
2016-11-11,1260.4
2016-11-15,1205.4
2016-11-16,1139.75
2016-11-17,1139.6
2016-11-18,1104.6
2016-11-21,1036.95
2016-11-22,1064.85
2016-11-23,1095.55
2016-11-24,1097.1
2016-11-25,1110.85
2016-11-28,1149.0
2016-11-29,1146.7
2016-11-30,1176.4
2016-12-01,1128.6
2016-12-02,1122.75
2016-12-05,1086.3
2016-12-06,1084.95
2016-12-07,1044.85
2016-12-08,1076.3
2016-12-09,1065.45
2016-12-12,1050.95
2016-12-13,1051.55
2016-12-14,1044.9
2016-12-15,1049.7
2016-12-16,1031.65
2016-12-19,1051.3
2016-12-20,1075.15
2016-12-21,1065.35
2016-12-22,1048.8
2016-12-23,1093.5
2016-12-26,1089.2
2016-12-27,1095.0
2016-12-28,1109.0
2016-12-29,1126.05
2016-12-30,1128.3
