Date,LYKALABS
2016-01-01,130.05
2016-01-04,126.15
2016-01-05,125.65
2016-01-06,123.0
2016-01-07,113.15
2016-01-08,114.0
2016-01-11,114.35
2016-01-12,111.85
2016-01-13,102.35
2016-01-14,102.05
2016-01-15,92.95
2016-01-18,84.9
2016-01-19,88.25
2016-01-20,82.9
2016-01-21,81.3
2016-01-22,92.25
2016-01-25,96.4
2016-01-27,93.75
2016-01-28,95.75
2016-01-29,95.0
2016-02-01,93.2
2016-02-02,89.25
2016-02-03,86.7
2016-02-04,82.35
2016-02-05,85.35
2016-02-08,84.35
2016-02-09,84.3
2016-02-10,81.7
2016-02-11,73.3
2016-02-12,68.95
2016-02-15,71.8
2016-02-16,66.4
2016-02-17,67.1
2016-02-18,66.4
2016-02-19,67.0
2016-02-22,70.6
2016-02-23,67.85
2016-02-24,68.75
2016-02-25,66.8
2016-02-26,64.7
2016-02-29,64.25
2016-03-01,65.85
2016-03-02,66.65
2016-03-03,69.85
2016-03-04,76.15
2016-03-08,82.65
2016-03-09,82.1
2016-03-10,81.55
2016-03-11,77.85
2016-03-14,77.6
2016-03-15,77.35
2016-03-16,74.45
2016-03-17,77.2
2016-03-18,77.4
2016-03-21,78.2
2016-03-22,79.55
2016-03-23,82.1
2016-03-28,76.2
2016-03-29,76.95
2016-03-30,79.3
2016-03-31,78.85
2016-04-01,80.3
2016-04-04,81.75
2016-04-05,79.2
2016-04-06,83.6
2016-04-07,82.1
2016-04-08,83.05
2016-04-11,85.0
2016-04-12,88.25
2016-04-13,87.85
2016-04-18,88.5
2016-04-20,86.85
2016-04-21,83.85
2016-04-22,82.45
2016-04-25,83.1
2016-04-26,83.45
2016-04-27,80.75
2016-04-28,78.5
2016-04-29,79.4
2016-05-02,78.1
2016-05-03,75.3
2016-05-04,75.2
2016-05-05,73.8
2016-05-06,75.0
2016-05-09,74.85
2016-05-10,76.3
2016-05-11,74.25
2016-05-12,73.45
2016-05-13,73.3
2016-05-16,73.25
2016-05-17,74.1
2016-05-18,73.65
2016-05-19,73.0
2016-05-20,72.15
2016-05-23,71.45
2016-05-24,68.55
2016-05-25,71.8
2016-05-26,70.85
2016-05-27,72.1
2016-05-30,75.75
2016-05-31,74.65
2016-06-01,72.9
2016-06-02,71.5
2016-06-03,71.1
2016-06-06,68.65
2016-06-07,69.45
2016-06-08,72.25
2016-06-09,74.5
2016-06-10,70.75
2016-06-13,69.5
2016-06-14,67.85
2016-06-15,71.45
2016-06-16,69.25
2016-06-17,68.25
2016-06-20,68.65
2016-06-21,70.6
2016-06-22,68.5
2016-06-23,68.15
2016-06-24,65.9
2016-06-27,67.05
2016-06-28,68.75
2016-06-29,69.2
2016-06-30,68.75
2016-07-01,73.15
2016-07-04,74.5
2016-07-05,72.65
2016-07-07,70.85
2016-07-08,71.75
2016-07-11,74.5
2016-07-12,71.05
2016-07-13,71.1
2016-07-14,71.5
2016-07-15,71.65
2016-07-18,71.9
2016-07-19,71.55
2016-07-20,76.4
2016-07-21,73.25
2016-07-22,72.2
2016-07-25,73.5
2016-07-26,71.8
2016-07-27,71.4
2016-07-28,71.5
2016-07-29,71.3
2016-08-01,67.35
2016-08-02,66.7
2016-08-03,66.8
2016-08-04,66.05
2016-08-05,66.2
2016-08-08,67.8
2016-08-09,66.25
2016-08-10,66.95
2016-08-11,66.7
2016-08-12,68.85
2016-08-16,67.1
2016-08-17,69.0
2016-08-18,69.0
2016-08-19,71.45
2016-08-22,68.55
2016-08-23,67.55
2016-08-24,67.1
2016-08-25,66.85
2016-08-26,67.25
2016-08-29,66.4
2016-08-30,66.7
2016-08-31,67.05
2016-09-01,66.9
2016-09-02,68.25
2016-09-06,67.55
2016-09-07,68.05
2016-09-08,68.9
2016-09-09,71.6
2016-09-12,67.7
2016-09-14,68.9
2016-09-15,72.4
2016-09-16,72.35
2016-09-19,70.9
2016-09-20,69.0
2016-09-21,67.75
2016-09-22,68.3
2016-09-23,67.5
2016-09-26,67.7
2016-09-27,68.6
2016-09-28,71.2
2016-09-29,64.7
2016-09-30,66.5
2016-10-03,67.45
2016-10-04,67.1
2016-10-05,67.65
2016-10-06,68.85
2016-10-07,68.65
2016-10-10,68.15
2016-10-13,66.8
2016-10-14,66.95
2016-10-17,66.55
2016-10-18,68.8
2016-10-19,69.3
2016-10-20,68.6
2016-10-21,69.15
2016-10-24,68.6
2016-10-25,67.55
2016-10-26,67.65
2016-10-27,67.65
2016-10-28,67.6
2016-10-30,67.9
2016-11-01,66.85
2016-11-02,66.15
2016-11-03,65.8
2016-11-04,63.2
2016-11-07,63.4
2016-11-08,60.9
2016-11-09,58.25
2016-11-10,60.3
2016-11-11,56.9
2016-11-15,53.15
2016-11-16,55.0
2016-11-17,53.2
2016-11-18,52.65
2016-11-21,49.25
2016-11-22,49.3
2016-11-23,51.1
2016-11-24,51.3
2016-11-25,61.55
2016-11-28,61.35
2016-11-29,60.8
2016-11-30,61.55
2016-12-01,58.95
2016-12-02,58.35
2016-12-05,58.7
2016-12-06,58.45
2016-12-07,57.7
2016-12-08,58.6
2016-12-09,58.6
2016-12-12,57.85
2016-12-13,58.1
2016-12-14,58.6
2016-12-15,57.4
2016-12-16,57.4
2016-12-19,56.95
2016-12-20,56.25
2016-12-21,55.9
2016-12-22,53.55
2016-12-23,53.55
2016-12-26,51.1
2016-12-27,52.45
2016-12-28,53.05
2016-12-29,52.25
2016-12-30,53.3
