Date,NAGREEKEXP
2016-01-01,36.3
2016-01-04,36.95
2016-01-05,40.45
2016-01-06,41.1
2016-01-07,37.55
2016-01-08,40.35
2016-01-11,40.75
2016-01-12,38.25
2016-01-13,37.3
2016-01-14,36.2
2016-01-15,34.55
2016-01-18,32.75
2016-01-19,33.3
2016-01-20,30.7
2016-01-21,28.5
2016-01-22,32.9
2016-01-25,32.05
2016-01-27,32.7
2016-01-28,32.85
2016-01-29,33.25
2016-02-01,34.0
2016-02-02,32.3
2016-02-03,31.0
2016-02-04,32.05
2016-02-05,32.45
2016-02-08,32.75
2016-02-09,30.75
2016-02-10,29.55
2016-02-11,25.75
2016-02-12,25.9
2016-02-15,24.95
2016-02-16,23.95
2016-02-17,23.2
2016-02-18,23.6
2016-02-19,25.0
2016-02-22,25.0
2016-02-23,23.05
2016-02-24,24.9
2016-02-25,24.8
2016-02-26,22.05
2016-02-29,23.65
2016-03-01,23.25
2016-03-02,23.95
2016-03-03,24.6
2016-03-04,24.65
2016-03-08,24.6
2016-03-09,25.65
2016-03-10,23.65
2016-03-11,23.95
2016-03-14,24.5
2016-03-15,25.3
2016-03-16,24.95
2016-03-17,25.4
2016-03-18,25.2
2016-03-21,24.55
2016-03-22,23.75
2016-03-23,24.3
2016-03-29,24.85
2016-03-30,24.25
2016-03-31,25.45
2016-04-01,25.9
2016-04-04,25.05
2016-04-05,24.6
2016-04-07,26.0
2016-04-08,26.0
2016-04-11,27.0
2016-04-12,26.1
2016-04-13,25.7
2016-04-18,25.75
2016-04-20,26.25
2016-04-21,26.65
2016-04-22,25.55
2016-04-25,25.95
2016-04-26,26.0
2016-04-27,27.2
2016-04-28,28.05
2016-04-29,27.0
2016-05-02,27.65
2016-05-03,28.2
2016-05-04,27.0
2016-05-05,28.0
2016-05-06,27.1
2016-05-09,29.1
2016-05-10,27.7
2016-05-11,31.35
2016-05-12,31.5
2016-05-13,28.8
2016-05-16,28.65
2016-05-17,28.25
2016-05-18,28.95
2016-05-19,28.7
2016-05-20,27.05
2016-05-23,28.65
2016-05-24,26.25
2016-05-25,27.1
2016-05-26,27.15
2016-05-27,27.3
2016-05-30,26.3
2016-05-31,26.3
2016-06-01,26.75
2016-06-02,25.75
2016-06-03,25.1
2016-06-06,25.95
2016-06-07,25.8
2016-06-08,25.1
2016-06-09,25.0
2016-06-10,25.05
2016-06-13,25.5
2016-06-14,26.0
2016-06-15,26.15
2016-06-16,26.3
2016-06-17,26.5
2016-06-20,26.2
2016-06-21,27.4
2016-06-22,32.45
2016-06-23,29.55
2016-06-24,29.0
2016-06-27,29.9
2016-06-28,30.35
2016-06-29,31.7
2016-06-30,33.85
2016-07-01,34.85
2016-07-04,35.0
2016-07-05,35.6
2016-07-07,36.45
2016-07-08,36.15
2016-07-11,39.75
2016-07-12,38.25
2016-07-13,37.85
2016-07-14,36.9
2016-07-15,35.4
2016-07-18,35.0
2016-07-19,35.95
2016-07-20,35.2
2016-07-21,35.45
2016-07-22,35.0
2016-07-25,34.5
2016-07-26,37.75
2016-07-27,36.25
2016-07-28,37.75
2016-07-29,38.1
2016-08-01,37.1
2016-08-02,35.75
2016-08-03,35.45
2016-08-04,36.95
2016-08-05,38.0
2016-08-08,36.4
2016-08-09,36.2
2016-08-10,36.5
2016-08-11,37.0
2016-08-12,36.15
2016-08-16,36.0
2016-08-17,35.4
2016-08-18,34.95
2016-08-19,35.3
2016-08-22,35.5
2016-08-23,36.95
2016-08-24,35.7
2016-08-25,35.7
2016-08-26,35.2
2016-08-29,34.3
2016-08-30,33.25
2016-08-31,35.85
2016-09-01,36.9
2016-09-02,36.9
2016-09-06,35.8
2016-09-07,37.7
2016-09-08,36.85
2016-09-09,37.9
2016-09-12,37.0
2016-09-14,37.15
2016-09-15,38.0
2016-09-16,37.0
2016-09-19,37.25
2016-09-20,36.65
2016-09-21,38.7
2016-09-22,38.75
2016-09-23,37.1
2016-09-26,36.15
2016-09-27,36.3
2016-09-28,36.5
2016-09-29,34.8
2016-09-30,36.4
2016-10-03,36.1
2016-10-04,36.1
2016-10-05,37.3
2016-10-06,38.7
2016-10-07,38.0
2016-10-10,37.5
2016-10-13,36.1
2016-10-14,36.2
2016-10-17,36.3
2016-10-18,36.1
2016-10-19,37.55
2016-10-20,41.2
2016-10-21,41.45
2016-10-24,41.5
2016-10-25,39.55
2016-10-26,37.85
2016-10-27,36.35
2016-10-28,37.55
2016-10-30,37.95
2016-11-01,40.6
2016-11-02,41.1
2016-11-03,40.4
2016-11-04,38.8
2016-11-07,38.85
2016-11-08,37.6
2016-11-09,36.4
2016-11-10,38.0
2016-11-11,35.1
2016-11-15,31.25
2016-11-16,33.25
2016-11-17,33.6
2016-11-18,31.75
2016-11-21,28.8
2016-11-22,30.45
2016-11-23,31.15
2016-11-24,33.95
2016-11-25,34.2
2016-11-28,33.7
2016-11-29,34.35
2016-11-30,34.65
2016-12-01,34.0
2016-12-02,34.4
2016-12-05,33.1
2016-12-06,34.0
2016-12-07,34.35
2016-12-08,33.95
2016-12-09,33.7
2016-12-12,34.0
2016-12-13,34.1
2016-12-14,34.25
2016-12-15,34.35
2016-12-16,33.5
2016-12-19,33.75
2016-12-20,33.05
2016-12-21,33.0
2016-12-22,32.2
2016-12-23,32.25
2016-12-26,30.9
2016-12-27,31.65
2016-12-28,32.85
2016-12-29,32.4
2016-12-30,33.25
