Date,IDEA
2016-01-01,143.2
2016-01-04,135.6
2016-01-05,135.35
2016-01-06,134.5
2016-01-07,133.4
2016-01-08,133.1
2016-01-11,129.8
2016-01-12,125.85
2016-01-13,121.1
2016-01-14,119.3
2016-01-15,112.75
2016-01-18,111.45
2016-01-19,116.7
2016-01-20,117.55
2016-01-21,113.95
2016-01-22,106.85
2016-01-25,106.95
2016-01-27,109.5
2016-01-28,104.6
2016-01-29,103.15
2016-02-01,105.1
2016-02-02,104.05
2016-02-03,103.5
2016-02-04,100.0
2016-02-05,101.4
2016-02-08,102.05
2016-02-09,102.2
2016-02-10,100.05
2016-02-11,101.15
2016-02-12,109.65
2016-02-15,109.2
2016-02-16,105.15
2016-02-17,108.0
2016-02-18,107.7
2016-02-19,108.4
2016-02-22,109.5
2016-02-23,106.75
2016-02-24,104.7
2016-02-25,106.25
2016-02-26,105.65
2016-02-29,104.3
2016-03-01,105.45
2016-03-02,106.75
2016-03-03,108.35
2016-03-04,105.65
2016-03-08,105.9
2016-03-09,106.1
2016-03-10,104.65
2016-03-11,102.2
2016-03-14,101.3
2016-03-15,99.1
2016-03-16,98.4
2016-03-17,100.5
2016-03-18,102.05
2016-03-21,102.05
2016-03-22,102.05
2016-03-23,104.95
2016-03-28,105.35
2016-03-29,107.35
2016-03-30,109.2
2016-03-31,110.2
2016-04-01,107.1
2016-04-04,113.45
2016-04-05,109.4
2016-04-06,111.1
2016-04-07,109.35
2016-04-08,109.05
2016-04-11,115.2
2016-04-12,113.05
2016-04-13,114.65
2016-04-18,120.7
2016-04-20,116.9
2016-04-21,117.0
2016-04-22,117.65
2016-04-25,118.15
2016-04-26,123.75
2016-04-27,125.0
2016-04-28,126.5
2016-04-29,118.55
2016-05-02,117.7
2016-05-03,119.9
2016-05-04,119.85
2016-05-05,113.5
2016-05-06,114.2
2016-05-09,113.45
2016-05-10,112.75
2016-05-11,110.8
2016-05-12,111.95
2016-05-13,113.55
2016-05-16,112.1
2016-05-17,111.2
2016-05-18,110.5
2016-05-19,107.55
2016-05-20,109.15
2016-05-23,110.2
2016-05-24,107.4
2016-05-25,109.55
2016-05-26,113.8
2016-05-27,113.0
2016-05-30,113.45
2016-05-31,114.95
2016-06-01,117.75
2016-06-02,118.55
2016-06-03,105.45
2016-06-06,106.0
2016-06-07,105.35
2016-06-08,105.1
2016-06-09,104.9
2016-06-10,103.5
2016-06-13,99.85
2016-06-14,99.75
2016-06-15,100.5
2016-06-16,100.0
2016-06-17,101.2
2016-06-20,103.0
2016-06-21,102.2
2016-06-22,101.5
2016-06-23,101.6
2016-06-24,99.55
2016-06-27,100.35
2016-06-28,104.35
2016-06-29,105.0
2016-06-30,106.6
2016-07-01,106.05
2016-07-04,106.3
2016-07-05,105.3
2016-07-07,104.75
2016-07-08,102.0
2016-07-11,103.3
2016-07-12,104.3
2016-07-13,106.6
2016-07-14,107.6
2016-07-15,111.1
2016-07-18,103.85
2016-07-19,106.3
2016-07-20,105.35
2016-07-21,105.45
2016-07-22,106.7
2016-07-25,107.4
2016-07-26,107.95
2016-07-27,106.3
2016-07-28,105.05
2016-07-29,104.7
2016-08-01,103.9
2016-08-02,103.95
2016-08-03,104.6
2016-08-04,105.5
2016-08-05,106.2
2016-08-08,103.1
2016-08-09,97.15
2016-08-10,92.95
2016-08-11,95.45
2016-08-12,93.95
2016-08-16,94.75
2016-08-17,93.25
2016-08-18,93.65
2016-08-19,93.6
2016-08-22,94.5
2016-08-23,101.0
2016-08-24,98.35
2016-08-25,95.65
2016-08-26,93.95
2016-08-29,94.45
2016-08-30,93.8
2016-08-31,93.45
2016-09-01,83.65
2016-09-02,84.45
2016-09-06,84.85
2016-09-07,83.7
2016-09-08,84.5
2016-09-09,83.6
2016-09-12,82.8
2016-09-14,83.75
2016-09-15,84.5
2016-09-16,85.15
2016-09-19,84.85
2016-09-20,83.9
2016-09-21,84.45
2016-09-22,83.35
2016-09-23,82.5
2016-09-26,80.3
2016-09-27,79.55
2016-09-28,82.5
2016-09-29,79.8
2016-09-30,79.1
2016-10-03,81.1
2016-10-04,81.2
2016-10-05,79.95
2016-10-06,79.95
2016-10-07,80.0
2016-10-10,79.85
2016-10-13,76.05
2016-10-14,74.7
2016-10-17,72.25
2016-10-18,72.8
2016-10-19,76.3
2016-10-20,78.3
2016-10-21,80.0
2016-10-24,76.8
2016-10-25,75.3
2016-10-26,78.7
2016-10-27,77.5
2016-10-28,76.2
2016-10-30,76.8
2016-11-01,76.6
2016-11-02,74.3
2016-11-03,73.55
2016-11-04,72.15
2016-11-07,73.2
2016-11-08,73.0
2016-11-09,72.3
2016-11-10,73.05
2016-11-11,69.95
2016-11-15,71.35
2016-11-16,70.55
2016-11-17,69.95
2016-11-18,71.1
2016-11-21,71.1
2016-11-22,70.95
2016-11-23,72.9
2016-11-24,71.45
2016-11-25,73.65
2016-11-28,75.8
2016-11-29,79.25
2016-11-30,77.45
2016-12-01,72.8
2016-12-02,73.45
2016-12-05,72.65
2016-12-06,74.4
2016-12-07,75.45
2016-12-08,76.65
2016-12-09,76.8
2016-12-12,75.6
2016-12-13,77.05
2016-12-14,77.15
2016-12-15,76.95
2016-12-16,76.2
2016-12-19,76.4
2016-12-20,73.25
2016-12-21,72.75
2016-12-22,71.5
2016-12-23,70.8
2016-12-26,69.4
2016-12-27,70.0
2016-12-28,71.4
2016-12-29,72.75
2016-12-30,74.15
