Date,PPAP
2016-01-01,167.25
2016-01-04,163.15
2016-01-05,165.0
2016-01-06,162.65
2016-01-07,157.55
2016-01-08,168.15
2016-01-11,164.35
2016-01-12,162.8
2016-01-13,158.15
2016-01-14,151.4
2016-01-15,145.75
2016-01-18,135.55
2016-01-19,140.25
2016-01-20,139.2
2016-01-21,144.4
2016-01-22,149.8
2016-01-25,157.9
2016-01-27,155.15
2016-01-28,155.95
2016-01-29,156.9
2016-02-01,153.65
2016-02-02,152.35
2016-02-03,143.95
2016-02-04,142.05
2016-02-05,141.4
2016-02-08,140.7
2016-02-09,137.9
2016-02-10,133.9
2016-02-11,126.2
2016-02-12,116.35
2016-02-15,123.3
2016-02-16,114.1
2016-02-17,112.45
2016-02-18,114.05
2016-02-19,115.1
2016-02-22,118.25
2016-02-23,113.55
2016-02-24,112.75
2016-02-25,112.0
2016-02-26,111.65
2016-02-29,109.55
2016-03-01,119.0
2016-03-02,125.4
2016-03-03,125.25
2016-03-04,128.95
2016-03-08,134.3
2016-03-09,137.75
2016-03-10,141.0
2016-03-11,141.85
2016-03-14,138.95
2016-03-15,140.5
2016-03-16,140.6
2016-03-17,140.9
2016-03-18,140.0
2016-03-21,137.95
2016-03-22,138.4
2016-03-23,143.05
2016-03-28,140.2
2016-03-29,148.95
2016-03-30,148.85
2016-03-31,157.25
2016-04-01,157.65
2016-04-04,156.15
2016-04-05,156.45
2016-04-06,154.1
2016-04-07,141.65
2016-04-08,143.8
2016-04-11,148.15
2016-04-12,147.35
2016-04-13,144.0
2016-04-18,144.55
2016-04-20,143.45
2016-04-21,143.55
2016-04-22,139.2
2016-04-25,139.6
2016-04-26,138.35
2016-04-27,146.35
2016-04-28,145.6
2016-04-29,142.7
2016-05-02,139.4
2016-05-03,138.9
2016-05-04,137.45
2016-05-05,139.0
2016-05-06,150.35
2016-05-09,150.55
2016-05-10,151.5
2016-05-11,150.85
2016-05-12,153.0
2016-05-13,149.45
2016-05-16,150.55
2016-05-17,149.0
2016-05-18,143.6
2016-05-19,139.65
2016-05-20,136.9
2016-05-23,132.8
2016-05-24,145.15
2016-05-25,139.05
2016-05-26,140.6
2016-05-27,136.7
2016-05-30,139.25
2016-05-31,139.45
2016-06-01,140.65
2016-06-02,140.0
2016-06-03,140.0
2016-06-06,137.35
2016-06-07,136.05
2016-06-08,135.85
2016-06-09,137.1
2016-06-10,136.45
2016-06-13,137.95
2016-06-14,137.05
2016-06-15,148.65
2016-06-16,143.75
2016-06-17,144.5
2016-06-20,142.95
2016-06-21,140.0
2016-06-22,139.05
2016-06-23,139.0
2016-06-24,137.1
2016-06-27,138.35
2016-06-28,138.0
2016-06-29,139.9
2016-06-30,138.75
2016-07-01,139.95
2016-07-04,139.6
2016-07-05,140.15
2016-07-07,139.4
2016-07-08,138.6
2016-07-11,139.4
2016-07-12,138.85
2016-07-13,138.25
2016-07-14,138.85
2016-07-15,140.65
2016-07-18,139.05
2016-07-19,144.65
2016-07-20,153.15
2016-07-21,152.95
2016-07-22,152.8
2016-07-25,153.8
2016-07-26,150.3
2016-07-27,152.15
2016-07-28,158.45
2016-07-29,155.35
2016-08-01,151.0
2016-08-02,152.0
2016-08-03,150.2
2016-08-04,153.55
2016-08-05,153.25
2016-08-08,150.5
2016-08-09,150.0
2016-08-10,147.1
2016-08-11,145.1
2016-08-12,154.4
2016-08-16,161.4
2016-08-17,159.05
2016-08-18,157.7
2016-08-19,156.35
2016-08-22,155.85
2016-08-23,155.0
2016-08-24,154.65
2016-08-25,153.05
2016-08-26,148.4
2016-08-29,155.3
2016-08-30,154.9
2016-08-31,154.85
2016-09-01,154.1
2016-09-02,157.1
2016-09-06,158.9
2016-09-07,159.45
2016-09-08,159.2
2016-09-09,155.75
2016-09-12,154.0
2016-09-14,152.85
2016-09-15,154.95
2016-09-16,162.25
2016-09-19,170.9
2016-09-20,167.8
2016-09-21,170.0
2016-09-22,169.8
2016-09-23,169.7
2016-09-26,167.65
2016-09-27,168.45
2016-09-28,173.4
2016-09-29,162.05
2016-09-30,163.65
2016-10-03,179.5
2016-10-04,179.2
2016-10-05,194.8
2016-10-06,190.1
2016-10-07,182.7
2016-10-10,189.2
2016-10-13,182.8
2016-10-14,183.8
2016-10-17,182.95
2016-10-18,183.05
2016-10-19,188.3
2016-10-20,194.95
2016-10-21,193.15
2016-10-24,189.95
2016-10-25,196.05
2016-10-26,196.9
2016-10-27,197.65
2016-10-28,196.4
2016-10-30,193.75
2016-11-01,191.9
2016-11-02,183.55
2016-11-03,178.05
2016-11-04,172.35
2016-11-07,174.55
2016-11-08,173.3
2016-11-09,162.6
2016-11-10,173.3
2016-11-11,163.7
2016-11-15,150.55
2016-11-16,151.35
2016-11-17,151.3
2016-11-18,156.1
2016-11-21,154.35
2016-11-22,154.45
2016-11-23,154.2
2016-11-24,154.05
2016-11-25,157.0
2016-11-28,156.0
2016-11-29,156.05
2016-11-30,157.45
2016-12-01,156.8
2016-12-02,155.65
2016-12-05,157.65
2016-12-06,160.85
2016-12-07,158.05
2016-12-08,160.7
2016-12-09,161.95
2016-12-12,156.95
2016-12-13,156.9
2016-12-14,156.95
2016-12-15,164.75
2016-12-16,163.85
2016-12-19,164.85
2016-12-20,159.95
2016-12-21,160.5
2016-12-22,157.6
2016-12-23,156.6
2016-12-26,150.85
2016-12-27,152.45
2016-12-28,157.1
2016-12-29,158.35
2016-12-30,157.85
