Date,NOIDATOLL
2016-01-01,25.2
2016-01-04,25.0
2016-01-05,24.55
2016-01-06,24.8
2016-01-07,24.65
2016-01-08,24.65
2016-01-11,24.65
2016-01-12,24.65
2016-01-13,24.35
2016-01-14,24.0
2016-01-15,23.75
2016-01-18,22.75
2016-01-19,23.0
2016-01-20,22.7
2016-01-21,22.8
2016-01-22,23.45
2016-01-25,23.2
2016-01-27,23.35
2016-01-28,23.8
2016-01-29,23.6
2016-02-01,23.4
2016-02-02,23.15
2016-02-03,22.75
2016-02-04,22.95
2016-02-05,23.0
2016-02-08,22.9
2016-02-09,22.8
2016-02-10,22.55
2016-02-11,22.0
2016-02-12,21.95
2016-02-15,23.05
2016-02-16,22.5
2016-02-17,22.3
2016-02-18,22.25
2016-02-19,22.05
2016-02-22,22.75
2016-02-23,22.5
2016-02-24,22.35
2016-02-25,22.25
2016-02-26,22.2
2016-02-29,22.25
2016-03-01,23.25
2016-03-02,23.3
2016-03-03,23.1
2016-03-04,24.35
2016-03-08,24.25
2016-03-09,24.55
2016-03-10,24.5
2016-03-11,24.55
2016-03-14,24.65
2016-03-15,24.85
2016-03-16,24.55
2016-03-17,23.05
2016-03-18,22.9
2016-03-21,22.8
2016-03-22,22.8
2016-03-23,22.5
2016-03-28,22.35
2016-03-29,22.05
2016-03-30,22.4
2016-03-31,22.4
2016-04-01,22.45
2016-04-04,22.55
2016-04-05,22.45
2016-04-06,22.55
2016-04-07,22.6
2016-04-08,22.8
2016-04-11,22.65
2016-04-12,22.5
2016-04-13,22.6
2016-04-18,22.4
2016-04-20,22.55
2016-04-21,22.5
2016-04-22,22.6
2016-04-25,22.55
2016-04-26,22.65
2016-04-27,22.5
2016-04-28,22.55
2016-04-29,22.6
2016-05-02,22.55
2016-05-03,22.7
2016-05-04,22.8
2016-05-05,22.8
2016-05-06,22.7
2016-05-09,22.9
2016-05-10,23.15
2016-05-11,23.4
2016-05-12,23.5
2016-05-13,23.4
2016-05-16,23.45
2016-05-17,23.2
2016-05-18,23.35
2016-05-19,23.15
2016-05-20,22.95
2016-05-23,22.9
2016-05-24,22.75
2016-05-25,22.65
2016-05-26,23.0
2016-05-27,22.85
2016-05-30,23.15
2016-05-31,23.0
2016-06-01,22.95
2016-06-02,22.95
2016-06-03,23.15
2016-06-06,23.1
2016-06-07,23.45
2016-06-08,23.25
2016-06-09,23.55
2016-06-10,23.4
2016-06-13,23.15
2016-06-14,23.55
2016-06-15,23.8
2016-06-16,23.85
2016-06-17,23.9
2016-06-20,23.65
2016-06-21,23.8
2016-06-22,23.55
2016-06-23,23.25
2016-06-24,23.45
2016-06-27,23.1
2016-06-28,23.0
2016-06-29,23.35
2016-06-30,23.5
2016-07-01,23.7
2016-07-04,23.9
2016-07-05,23.95
2016-07-07,23.95
2016-07-08,23.8
2016-07-11,23.9
2016-07-12,23.85
2016-07-13,23.85
2016-07-14,24.1
2016-07-15,24.05
2016-07-18,23.95
2016-07-19,24.0
2016-07-20,23.9
2016-07-21,23.75
2016-07-22,23.7
2016-07-25,23.6
2016-07-26,23.5
2016-07-27,23.35
2016-07-28,23.4
2016-07-29,23.55
2016-08-01,23.6
2016-08-02,23.5
2016-08-03,23.6
2016-08-04,23.55
2016-08-05,23.6
2016-08-08,23.5
2016-08-09,23.1
2016-08-10,23.1
2016-08-11,22.95
2016-08-12,22.75
2016-08-16,22.6
2016-08-17,22.5
2016-08-18,22.65
2016-08-19,22.5
2016-08-22,22.55
2016-08-23,22.6
2016-08-24,22.9
2016-08-25,22.85
2016-08-26,23.1
2016-08-29,23.05
2016-08-30,23.05
2016-08-31,22.7
2016-09-01,23.0
2016-09-02,23.2
2016-09-06,22.95
2016-09-07,23.0
2016-09-08,23.15
2016-09-09,23.0
2016-09-12,23.1
2016-09-14,23.85
2016-09-15,24.0
2016-09-16,23.85
2016-09-19,23.95
2016-09-20,23.95
2016-09-21,22.2
2016-09-22,22.0
2016-09-23,22.2
2016-09-26,22.0
2016-09-27,21.95
2016-09-28,22.15
2016-09-29,21.7
2016-09-30,21.8
2016-10-03,21.85
2016-10-04,21.85
2016-10-05,22.15
2016-10-06,21.95
2016-10-07,22.0
2016-10-10,22.0
2016-10-13,21.85
2016-10-14,21.9
2016-10-17,21.95
2016-10-18,22.0
2016-10-19,22.05
2016-10-20,21.95
2016-10-21,22.2
2016-10-24,22.4
2016-10-25,22.25
2016-10-26,22.15
2016-10-27,17.75
2016-10-28,14.75
2016-10-30,14.0
2016-11-01,15.1
2016-11-02,15.4
2016-11-03,14.65
2016-11-04,14.0
2016-11-07,14.25
2016-11-08,14.3
2016-11-09,13.6
2016-11-10,13.85
2016-11-11,12.8
2016-11-15,12.05
2016-11-16,11.85
2016-11-17,11.85
2016-11-18,13.0
2016-11-21,13.35
2016-11-22,13.55
2016-11-23,13.95
2016-11-24,13.45
2016-11-25,13.5
2016-11-28,13.6
2016-11-29,13.55
2016-11-30,13.6
2016-12-01,13.8
2016-12-02,14.35
2016-12-05,14.7
2016-12-06,14.65
2016-12-07,14.65
2016-12-08,14.6
2016-12-09,14.65
2016-12-12,14.7
2016-12-13,14.55
2016-12-14,14.05
2016-12-15,13.95
2016-12-16,13.65
2016-12-19,14.0
2016-12-20,13.9
2016-12-21,13.6
2016-12-22,13.05
2016-12-23,12.9
2016-12-26,13.25
2016-12-27,13.05
2016-12-28,13.3
2016-12-29,13.2
2016-12-30,13.2
