Date,GDL
2016-01-01,321.8
2016-01-04,313.5
2016-01-05,318.1
2016-01-06,323.15
2016-01-07,317.15
2016-01-08,319.9
2016-01-11,319.75
2016-01-12,320.25
2016-01-13,335.0
2016-01-14,340.4
2016-01-15,343.15
2016-01-18,320.3
2016-01-19,313.65
2016-01-20,308.0
2016-01-21,310.65
2016-01-22,308.4
2016-01-25,309.15
2016-01-27,307.05
2016-01-28,305.45
2016-01-29,302.35
2016-02-01,293.6
2016-02-02,281.15
2016-02-03,271.65
2016-02-04,284.0
2016-02-05,278.0
2016-02-08,275.5
2016-02-09,275.85
2016-02-10,272.35
2016-02-11,258.5
2016-02-12,243.35
2016-02-15,248.75
2016-02-16,229.3
2016-02-17,216.8
2016-02-18,213.05
2016-02-19,210.7
2016-02-22,208.8
2016-02-23,208.05
2016-02-24,213.75
2016-02-25,219.15
2016-02-26,226.15
2016-02-29,237.65
2016-03-01,248.65
2016-03-02,257.65
2016-03-03,273.7
2016-03-04,264.05
2016-03-08,272.2
2016-03-09,271.35
2016-03-10,265.8
2016-03-11,256.5
2016-03-14,258.35
2016-03-15,254.1
2016-03-16,251.3
2016-03-17,253.1
2016-03-18,252.5
2016-03-21,264.7
2016-03-22,261.55
2016-03-23,269.2
2016-03-28,275.0
2016-03-29,275.05
2016-03-30,280.25
2016-03-31,280.1
2016-04-01,278.55
2016-04-04,277.1
2016-04-05,274.7
2016-04-06,274.05
2016-04-07,267.0
2016-04-08,268.65
2016-04-11,268.8
2016-04-12,271.95
2016-04-13,277.3
2016-04-18,291.95
2016-04-20,299.1
2016-04-21,312.0
2016-04-22,296.9
2016-04-25,289.95
2016-04-26,285.85
2016-04-27,299.8
2016-04-28,281.6
2016-04-29,278.55
2016-05-02,274.45
2016-05-03,286.35
2016-05-04,282.8
2016-05-05,276.45
2016-05-06,281.1
2016-05-09,281.35
2016-05-10,283.6
2016-05-11,284.55
2016-05-12,286.6
2016-05-13,289.1
2016-05-16,298.95
2016-05-17,305.1
2016-05-18,303.2
2016-05-19,301.2
2016-05-20,294.75
2016-05-23,285.3
2016-05-24,275.55
2016-05-25,281.25
2016-05-26,279.05
2016-05-27,283.7
2016-05-30,279.1
2016-05-31,294.55
2016-06-01,289.95
2016-06-02,308.2
2016-06-03,300.7
2016-06-06,298.95
2016-06-07,305.1
2016-06-08,315.85
2016-06-09,317.55
2016-06-10,316.9
2016-06-13,314.3
2016-06-14,314.3
2016-06-15,320.3
2016-06-16,313.65
2016-06-17,322.8
2016-06-20,313.95
2016-06-21,313.95
2016-06-22,313.95
2016-06-23,314.0
2016-06-24,309.25
2016-06-27,307.55
2016-06-28,305.1
2016-06-29,313.05
2016-06-30,309.4
2016-07-01,311.25
2016-07-04,312.35
2016-07-05,313.9
2016-07-07,311.5
2016-07-08,309.6
2016-07-11,307.7
2016-07-12,309.4
2016-07-13,302.7
2016-07-14,300.45
2016-07-15,290.45
2016-07-18,290.6
2016-07-19,289.5
2016-07-20,289.1
2016-07-21,281.75
2016-07-22,274.4
2016-07-25,268.25
2016-07-26,266.3
2016-07-27,269.6
2016-07-28,266.45
2016-07-29,263.3
2016-08-01,265.5
2016-08-02,273.2
2016-08-03,267.1
2016-08-04,272.45
2016-08-05,272.9
2016-08-08,268.0
2016-08-09,263.6
2016-08-10,257.05
2016-08-11,260.95
2016-08-12,267.55
2016-08-16,266.7
2016-08-17,275.5
2016-08-18,283.6
2016-08-19,284.1
2016-08-22,275.55
2016-08-23,270.0
2016-08-24,283.2
2016-08-25,279.1
2016-08-26,271.95
2016-08-29,280.0
2016-08-30,275.65
2016-08-31,280.7
2016-09-01,276.8
2016-09-02,271.55
2016-09-06,279.05
2016-09-07,272.85
2016-09-08,278.4
2016-09-09,284.55
2016-09-12,274.95
2016-09-14,272.7
2016-09-15,273.1
2016-09-16,257.65
2016-09-19,263.25
2016-09-20,261.35
2016-09-21,260.3
2016-09-22,263.25
2016-09-23,258.3
2016-09-26,254.8
2016-09-27,260.25
2016-09-28,258.7
2016-09-29,255.6
2016-09-30,251.7
2016-10-03,255.0
2016-10-04,249.8
2016-10-05,264.0
2016-10-06,264.0
2016-10-07,257.0
2016-10-10,258.4
2016-10-13,252.0
2016-10-14,257.7
2016-10-17,253.2
2016-10-18,256.35
2016-10-19,252.9
2016-10-20,252.0
2016-10-21,251.9
2016-10-24,253.85
2016-10-25,253.0
2016-10-26,247.3
2016-10-27,250.25
2016-10-28,247.05
2016-10-30,250.15
2016-11-01,245.75
2016-11-02,243.25
2016-11-03,238.75
2016-11-04,231.0
2016-11-07,233.3
2016-11-08,250.35
2016-11-09,249.35
2016-11-10,247.4
2016-11-11,244.05
2016-11-15,235.2
2016-11-16,237.4
2016-11-17,234.9
2016-11-18,237.6
2016-11-21,228.6
2016-11-22,228.35
2016-11-23,224.2
2016-11-24,222.8
2016-11-25,220.15
2016-11-28,220.55
2016-11-29,232.55
2016-11-30,236.25
2016-12-01,228.75
2016-12-02,233.85
2016-12-05,232.35
2016-12-06,229.7
2016-12-07,230.6
2016-12-08,234.65
2016-12-09,234.9
2016-12-12,234.6
2016-12-13,234.75
2016-12-14,233.7
2016-12-15,232.75
2016-12-16,233.85
2016-12-19,234.55
2016-12-20,223.55
2016-12-21,222.55
2016-12-22,227.7
2016-12-23,223.25
2016-12-26,230.1
2016-12-27,233.2
2016-12-28,238.35
2016-12-29,238.9
2016-12-30,244.95
