Date,ASHOKLEY
2016-01-01,88.8
2016-01-04,92.0
2016-01-05,93.1
2016-01-06,92.7
2016-01-07,91.35
2016-01-08,90.75
2016-01-11,92.4
2016-01-12,92.1
2016-01-13,90.2
2016-01-14,88.6
2016-01-15,85.1
2016-01-18,83.1
2016-01-19,86.8
2016-01-20,83.45
2016-01-21,83.6
2016-01-22,85.7
2016-01-25,86.75
2016-01-27,88.3
2016-01-28,88.15
2016-01-29,89.6
2016-02-01,91.5
2016-02-02,90.5
2016-02-03,86.85
2016-02-04,87.6
2016-02-05,90.6
2016-02-08,89.2
2016-02-09,88.25
2016-02-10,87.35
2016-02-11,80.9
2016-02-12,83.2
2016-02-15,89.65
2016-02-16,87.25
2016-02-17,90.0
2016-02-18,89.8
2016-02-19,91.2
2016-02-22,92.2
2016-02-23,89.2
2016-02-24,87.5
2016-02-25,85.95
2016-02-26,85.55
2016-02-29,87.65
2016-03-01,91.05
2016-03-02,93.45
2016-03-03,94.25
2016-03-04,93.55
2016-03-08,91.95
2016-03-09,97.15
2016-03-10,96.55
2016-03-11,97.1
2016-03-14,97.2
2016-03-15,95.95
2016-03-16,96.25
2016-03-17,95.25
2016-03-18,97.3
2016-03-21,103.05
2016-03-22,103.5
2016-03-23,106.0
2016-03-28,104.75
2016-03-29,106.65
2016-03-30,108.05
2016-03-31,108.6
2016-04-01,110.25
2016-04-04,110.1
2016-04-05,108.75
2016-04-06,107.55
2016-04-07,106.95
2016-04-08,107.05
2016-04-11,109.75
2016-04-12,111.35
2016-04-13,110.35
2016-04-18,109.3
2016-04-20,108.15
2016-04-21,106.55
2016-04-22,105.35
2016-04-25,105.95
2016-04-26,106.8
2016-04-27,107.95
2016-04-28,105.4
2016-04-29,106.8
2016-05-02,105.95
2016-05-03,105.05
2016-05-04,102.0
2016-05-05,102.8
2016-05-06,104.15
2016-05-09,104.8
2016-05-10,105.25
2016-05-11,104.2
2016-05-12,104.15
2016-05-13,102.85
2016-05-16,103.5
2016-05-17,102.9
2016-05-18,102.2
2016-05-19,101.95
2016-05-20,99.45
2016-05-23,100.0
2016-05-24,101.6
2016-05-25,97.25
2016-05-26,104.2
2016-05-27,106.8
2016-05-30,106.05
2016-05-31,108.95
2016-06-01,104.45
2016-06-02,105.55
2016-06-03,106.45
2016-06-06,105.3
2016-06-07,106.2
2016-06-08,105.75
2016-06-09,107.1
2016-06-10,105.25
2016-06-13,105.25
2016-06-14,105.0
2016-06-15,103.0
2016-06-16,99.4
2016-06-17,98.75
2016-06-20,99.7
2016-06-21,102.3
2016-06-22,99.9
2016-06-23,99.2
2016-06-24,96.25
2016-06-27,97.35
2016-06-28,98.95
2016-06-29,99.0
2016-06-30,98.35
2016-07-01,99.4
2016-07-04,97.8
2016-07-05,92.3
2016-07-07,93.05
2016-07-08,93.8
2016-07-11,93.35
2016-07-12,93.6
2016-07-13,90.95
2016-07-14,91.5
2016-07-15,91.7
2016-07-18,93.0
2016-07-19,93.45
2016-07-20,93.45
2016-07-21,96.85
2016-07-22,96.7
2016-07-25,96.15
2016-07-26,94.4
2016-07-27,94.7
2016-07-28,94.1
2016-07-29,95.25
2016-08-01,91.6
2016-08-02,88.15
2016-08-03,85.5
2016-08-04,86.3
2016-08-05,88.1
2016-08-08,89.15
2016-08-09,89.5
2016-08-10,87.95
2016-08-11,87.2
2016-08-12,86.65
2016-08-16,86.65
2016-08-17,86.7
2016-08-18,87.55
2016-08-19,87.0
2016-08-22,87.1
2016-08-23,87.85
2016-08-24,88.55
2016-08-25,86.55
2016-08-26,87.7
2016-08-29,87.9
2016-08-30,88.4
2016-08-31,87.55
2016-09-01,83.8
2016-09-02,83.0
2016-09-06,85.75
2016-09-07,88.5
2016-09-08,87.75
2016-09-09,87.25
2016-09-12,83.45
2016-09-14,84.4
2016-09-15,81.6
2016-09-16,81.1
2016-09-19,84.6
2016-09-20,84.05
2016-09-21,82.7
2016-09-22,83.95
2016-09-23,82.65
2016-09-26,81.8
2016-09-27,81.45
2016-09-28,81.85
2016-09-29,76.45
2016-09-30,79.6
2016-10-03,83.1
2016-10-04,81.35
2016-10-05,81.65
2016-10-06,80.8
2016-10-07,81.2
2016-10-10,80.75
2016-10-13,79.4
2016-10-14,80.65
2016-10-17,81.6
2016-10-18,83.85
2016-10-19,84.35
2016-10-20,85.7
2016-10-21,87.05
2016-10-24,88.05
2016-10-25,87.65
2016-10-26,87.2
2016-10-27,84.9
2016-10-28,90.25
2016-10-30,91.35
2016-11-01,90.1
2016-11-02,89.85
2016-11-03,91.3
2016-11-04,90.9
2016-11-07,89.45
2016-11-08,91.75
2016-11-09,91.4
2016-11-10,89.4
2016-11-11,87.35
2016-11-15,82.65
2016-11-16,79.0
2016-11-17,78.8
2016-11-18,79.65
2016-11-21,75.85
2016-11-22,75.6
2016-11-23,77.2
2016-11-24,75.65
2016-11-25,77.0
2016-11-28,78.15
2016-11-29,79.9
2016-11-30,79.5
2016-12-01,77.55
2016-12-02,74.7
2016-12-05,77.2
2016-12-06,78.05
2016-12-07,76.7
2016-12-08,77.9
2016-12-09,79.55
2016-12-12,79.5
2016-12-13,77.9
2016-12-14,77.2
2016-12-15,77.8
2016-12-16,77.65
2016-12-19,78.7
2016-12-20,76.9
2016-12-21,77.55
2016-12-22,77.45
2016-12-23,77.7
2016-12-26,76.5
2016-12-27,78.05
2016-12-28,78.25
2016-12-29,79.0
2016-12-30,80.1
