Date,NITESHEST
2016-01-01,14.4
2016-01-04,14.35
2016-01-05,14.95
2016-01-06,15.35
2016-01-07,14.6
2016-01-08,14.85
2016-01-11,14.6
2016-01-12,14.35
2016-01-13,13.8
2016-01-14,13.4
2016-01-15,13.3
2016-01-18,12.5
2016-01-19,12.9
2016-01-20,12.55
2016-01-21,12.3
2016-01-22,13.35
2016-01-25,13.3
2016-01-27,13.5
2016-01-28,13.45
2016-01-29,13.65
2016-02-01,13.45
2016-02-02,12.7
2016-02-03,12.35
2016-02-04,12.25
2016-02-05,12.7
2016-02-08,12.7
2016-02-09,12.65
2016-02-10,12.05
2016-02-11,11.95
2016-02-12,11.95
2016-02-15,12.15
2016-02-16,12.1
2016-02-17,12.1
2016-02-18,12.2
2016-02-19,12.1
2016-02-22,12.3
2016-02-23,12.0
2016-02-24,11.65
2016-02-25,11.6
2016-02-26,11.75
2016-02-29,11.3
2016-03-01,11.85
2016-03-02,11.9
2016-03-03,11.85
2016-03-04,12.0
2016-03-08,12.0
2016-03-09,12.7
2016-03-10,12.75
2016-03-11,12.7
2016-03-14,12.25
2016-03-15,12.2
2016-03-16,11.9
2016-03-17,11.9
2016-03-18,11.9
2016-03-21,11.75
2016-03-22,11.85
2016-03-23,11.9
2016-03-28,11.7
2016-03-29,11.55
2016-03-30,11.85
2016-03-31,11.7
2016-04-01,12.4
2016-04-04,12.35
2016-04-05,11.95
2016-04-06,12.25
2016-04-07,12.2
2016-04-08,12.0
2016-04-11,11.95
2016-04-12,12.05
2016-04-13,12.25
2016-04-18,12.6
2016-04-20,12.7
2016-04-21,12.75
2016-04-22,12.6
2016-04-25,12.8
2016-04-26,12.9
2016-04-27,14.2
2016-04-28,13.6
2016-04-29,13.55
2016-05-02,13.35
2016-05-03,13.0
2016-05-04,12.9
2016-05-05,13.1
2016-05-06,12.9
2016-05-09,13.2
2016-05-10,13.15
2016-05-11,12.95
2016-05-12,13.5
2016-05-13,13.2
2016-05-16,12.95
2016-05-17,13.15
2016-05-18,13.1
2016-05-19,13.05
2016-05-20,12.9
2016-05-23,12.6
2016-05-24,12.65
2016-05-25,12.85
2016-05-26,12.8
2016-05-27,12.75
2016-05-30,12.0
2016-05-31,12.15
2016-06-01,12.1
2016-06-02,11.8
2016-06-03,11.85
2016-06-06,11.85
2016-06-07,11.95
2016-06-08,11.75
2016-06-09,12.0
2016-06-10,12.0
2016-06-13,11.7
2016-06-14,12.65
2016-06-15,12.85
2016-06-16,12.75
2016-06-17,13.4
2016-06-20,13.5
2016-06-21,13.45
2016-06-22,13.5
2016-06-23,13.25
2016-06-24,12.25
2016-06-27,12.45
2016-06-28,12.8
2016-06-29,13.35
2016-06-30,13.3
2016-07-01,13.45
2016-07-04,14.0
2016-07-05,13.8
2016-07-07,13.6
2016-07-08,13.45
2016-07-11,13.55
2016-07-12,14.05
2016-07-13,13.55
2016-07-14,13.6
2016-07-15,13.35
2016-07-18,13.35
2016-07-19,13.15
2016-07-20,13.15
2016-07-21,14.15
2016-07-22,13.95
2016-07-25,13.9
2016-07-26,13.35
2016-07-27,13.2
2016-07-28,13.1
2016-07-29,13.0
2016-08-01,12.75
2016-08-02,12.65
2016-08-03,12.4
2016-08-04,12.45
2016-08-05,12.55
2016-08-08,12.55
2016-08-09,12.7
2016-08-10,13.45
2016-08-11,13.1
2016-08-12,13.05
2016-08-16,12.9
2016-08-17,13.5
2016-08-18,13.05
2016-08-19,13.2
2016-08-22,12.95
2016-08-23,13.8
2016-08-24,13.65
2016-08-25,13.45
2016-08-26,13.15
2016-08-29,13.0
2016-08-30,12.95
2016-08-31,12.95
2016-09-01,12.95
2016-09-02,13.05
2016-09-06,13.1
2016-09-07,13.1
2016-09-08,13.4
2016-09-09,13.15
2016-09-12,12.95
2016-09-14,13.15
2016-09-15,13.45
2016-09-16,13.05
2016-09-19,13.5
2016-09-20,14.1
2016-09-21,13.7
2016-09-22,13.65
2016-09-23,13.55
2016-09-26,13.45
2016-09-27,13.5
2016-09-28,13.35
2016-09-29,12.95
2016-09-30,12.85
2016-10-03,13.45
2016-10-04,13.35
2016-10-05,13.6
2016-10-06,13.3
2016-10-07,13.2
2016-10-10,13.2
2016-10-13,13.05
2016-10-14,13.05
2016-10-17,13.0
2016-10-18,12.95
2016-10-19,12.8
2016-10-20,13.15
2016-10-21,12.95
2016-10-24,13.05
2016-10-25,13.0
2016-10-26,12.95
2016-10-27,12.9
2016-10-28,12.9
2016-10-30,12.9
2016-11-01,12.95
2016-11-02,12.9
2016-11-03,13.05
2016-11-04,12.75
2016-11-07,12.95
2016-11-08,12.8
2016-11-09,11.5
2016-11-10,11.85
2016-11-11,11.35
2016-11-15,10.6
2016-11-16,10.45
2016-11-17,10.35
2016-11-18,10.6
2016-11-21,10.15
2016-11-22,9.85
2016-11-23,9.9
2016-11-24,10.05
2016-11-25,10.05
2016-11-28,9.9
2016-11-29,10.15
2016-11-30,10.6
2016-12-01,10.4
2016-12-02,10.2
2016-12-05,10.3
2016-12-06,10.25
2016-12-07,10.1
2016-12-08,10.2
2016-12-09,10.1
2016-12-12,10.2
2016-12-13,9.85
2016-12-14,10.0
2016-12-15,9.95
2016-12-16,9.95
2016-12-19,9.8
2016-12-20,9.75
2016-12-21,9.75
2016-12-22,9.6
2016-12-23,9.35
2016-12-26,9.15
2016-12-27,9.4
2016-12-28,9.75
2016-12-29,10.05
2016-12-30,9.9
