Date,BSLNIFTY
2016-01-01,94.14
2016-01-04,89.44
2016-01-05,90.55
2016-01-06,90.0
2016-01-07,88.0
2016-01-08,88.13
2016-01-11,85.83
2016-01-12,86.1
2016-01-13,86.0
2016-01-14,81.73
2016-01-15,82.95
2016-01-18,81.62
2016-01-19,86.0
2016-01-20,85.0
2016-01-21,87.0
2016-01-25,90.0
2016-01-27,89.5
2016-01-29,90.74
2016-02-01,87.1
2016-02-02,88.0
2016-02-03,91.8
2016-02-04,91.8
2016-02-05,91.8
2016-02-08,86.17
2016-02-09,90.76
2016-02-10,89.0
2016-02-11,91.0
2016-02-17,88.75
2016-02-18,88.37
2016-02-19,89.1
2016-02-22,87.85
2016-02-23,82.02
2016-02-24,85.0
2016-02-26,88.0
2016-02-29,87.0
2016-03-01,87.9
2016-03-03,87.7
2016-03-04,82.47
2016-03-08,84.4
2016-03-09,85.0
2016-03-10,81.0
2016-03-11,82.84
2016-03-14,84.0
2016-03-15,90.6
2016-03-16,88.49
2016-03-17,90.0
2016-03-18,89.75
2016-03-21,89.99
2016-03-22,89.94
2016-03-23,89.98
2016-03-28,89.0
2016-03-29,89.0
2016-03-30,89.3
2016-03-31,89.0
2016-04-05,90.0
2016-04-06,84.5
2016-04-07,88.8
2016-04-08,88.0
2016-04-11,88.85
2016-04-12,88.85
2016-04-13,89.9
2016-04-18,91.0
2016-04-20,90.95
2016-04-21,88.5
2016-04-22,89.0
2016-04-25,91.39
2016-04-26,90.0
2016-04-27,88.61
2016-04-28,90.0
2016-04-29,90.0
2016-05-02,90.0
2016-05-03,90.99
2016-05-04,91.35
2016-05-05,91.65
2016-05-06,91.65
2016-05-09,86.3
2016-05-10,87.12
2016-05-11,98.67
2016-05-12,93.74
2016-05-13,94.99
2016-05-16,93.5
2016-05-17,90.01
2016-05-18,92.45
2016-05-19,94.5
2016-05-20,93.0
2016-05-23,88.34
2016-05-24,90.0
2016-05-25,87.6
2016-05-26,90.0
2016-05-27,90.0
2016-05-30,90.85
2016-05-31,90.85
2016-06-01,92.7
2016-06-02,88.13
2016-06-03,90.0
2016-06-06,90.0
2016-06-07,90.99
2016-06-08,88.05
2016-06-09,87.51
2016-06-10,89.77
2016-06-13,89.59
2016-06-14,90.93
2016-06-15,91.8
2016-06-16,91.8
2016-06-17,88.01
2016-06-20,90.0
2016-06-21,87.44
2016-06-22,89.8
2016-06-23,89.95
2016-06-24,93.25
2016-06-27,93.25
2016-06-28,93.0
2016-06-29,90.0
2016-06-30,90.9
2016-07-01,92.45
2016-07-04,90.0
2016-07-05,88.65
2016-07-07,90.8
2016-07-08,88.0
2016-07-11,89.7
2016-07-12,87.61
2016-07-13,89.85
2016-07-14,88.99
2016-07-15,89.2
2016-07-18,89.49
2016-07-19,88.5
2016-07-20,87.3
2016-07-21,89.0
2016-07-22,89.82
2016-07-25,89.95
2016-07-26,88.51
2016-07-27,89.99
2016-07-28,89.95
2016-07-29,90.0
2016-08-01,87.51
2016-08-02,91.74
2016-08-03,90.99
2016-08-04,91.0
2016-08-05,90.6
2016-08-08,91.0
2016-08-09,91.76
2016-08-10,91.0
2016-08-11,88.25
2016-08-12,88.87
2016-08-16,90.94
2016-08-17,90.85
2016-08-18,90.81
2016-08-19,90.01
2016-08-22,90.31
2016-08-23,87.94
2016-08-24,91.26
2016-08-25,89.8
2016-08-26,91.24
2016-08-29,89.2
2016-08-30,90.89
2016-08-31,92.45
2016-09-01,93.06
2016-09-02,91.7
2016-09-06,93.19
2016-09-07,91.9
2016-09-08,91.5
2016-09-09,92.88
2016-09-12,89.2
2016-09-14,88.3
2016-09-15,92.0
2016-09-16,92.5
2016-09-19,92.5
2016-09-20,92.0
2016-09-21,93.0
2016-09-22,93.0
2016-09-23,90.99
2016-09-26,92.5
2016-09-27,90.26
2016-09-28,90.03
2016-09-29,90.0
2016-09-30,93.45
2016-10-03,93.94
2016-10-04,90.42
2016-10-05,93.45
2016-10-06,93.45
2016-10-10,94.0
2016-10-13,90.1
2016-10-14,90.57
2016-10-17,92.99
2016-10-18,90.51
2016-10-19,91.0
2016-10-20,90.65
2016-10-21,92.0
2016-10-24,91.0
2016-10-25,92.99
2016-10-26,90.6
2016-10-27,92.9
2016-11-01,93.0
2016-11-03,92.13
2016-11-04,86.5
2016-11-07,91.85
2016-11-08,91.8
2016-11-09,92.15
2016-11-10,98.8
2016-11-11,96.0
2016-11-15,100.0
2016-11-16,105.0
2016-11-17,95.1
2016-11-21,95.1
2016-11-24,95.5
2016-11-28,95.1
2016-11-29,90.5
2016-12-01,91.51
2016-12-02,92.0
2016-12-05,95.0
2016-12-06,91.1
2016-12-07,95.0
2016-12-08,95.0
2016-12-09,99.5
2016-12-12,99.5
2016-12-14,101.45
2016-12-16,101.4
2016-12-19,101.0
2016-12-21,92.7
2016-12-22,94.0
2016-12-26,99.85
2016-12-27,96.93
2016-12-29,93.9
2016-12-30,93.9
