Date,UNIENTER
2016-01-01,40.55
2016-01-04,39.5
2016-01-05,42.65
2016-01-06,42.0
2016-01-07,39.85
2016-01-08,40.05
2016-01-11,39.75
2016-01-12,38.0
2016-01-13,36.35
2016-01-14,36.1
2016-01-15,34.9
2016-01-18,34.6
2016-01-19,33.45
2016-01-20,33.5
2016-01-21,33.4
2016-01-22,35.25
2016-01-25,35.25
2016-01-27,35.25
2016-01-28,36.0
2016-01-29,36.95
2016-02-01,36.0
2016-02-02,34.8
2016-02-03,34.15
2016-02-04,34.4
2016-02-05,34.65
2016-02-08,33.8
2016-02-09,33.25
2016-02-10,34.1
2016-02-11,31.15
2016-02-12,31.6
2016-02-15,32.5
2016-02-16,32.1
2016-02-17,31.25
2016-02-18,31.65
2016-02-19,31.6
2016-02-22,33.3
2016-02-23,33.75
2016-02-24,31.9
2016-02-25,31.7
2016-02-26,31.85
2016-02-29,31.8
2016-03-01,32.6
2016-03-02,33.3
2016-03-03,34.0
2016-03-04,33.05
2016-03-08,33.3
2016-03-09,33.0
2016-03-10,33.3
2016-03-11,32.55
2016-03-14,32.5
2016-03-15,32.9
2016-03-16,33.05
2016-03-17,32.05
2016-03-18,32.55
2016-03-21,32.5
2016-03-22,32.05
2016-03-23,33.45
2016-03-28,31.6
2016-03-29,33.4
2016-03-30,32.45
2016-03-31,34.25
2016-04-01,33.55
2016-04-04,34.0
2016-04-05,33.45
2016-04-06,33.9
2016-04-07,33.3
2016-04-08,33.5
2016-04-11,34.4
2016-04-12,36.55
2016-04-13,37.0
2016-04-18,36.0
2016-04-20,35.9
2016-04-21,36.55
2016-04-22,36.0
2016-04-25,36.95
2016-04-26,37.0
2016-04-27,37.2
2016-04-28,37.5
2016-04-29,36.45
2016-05-02,43.7
2016-05-03,47.45
2016-05-04,44.8
2016-05-05,45.85
2016-05-06,46.5
2016-05-09,45.75
2016-05-10,45.4
2016-05-11,44.55
2016-05-12,45.4
2016-05-13,45.35
2016-05-16,44.7
2016-05-17,46.1
2016-05-18,45.25
2016-05-19,45.35
2016-05-20,44.5
2016-05-23,44.65
2016-05-24,45.05
2016-05-25,44.8
2016-05-26,46.0
2016-05-27,52.25
2016-05-30,51.85
2016-05-31,50.7
2016-06-01,50.85
2016-06-02,53.3
2016-06-03,52.35
2016-06-06,53.05
2016-06-07,54.05
2016-06-08,53.75
2016-06-09,53.8
2016-06-10,53.15
2016-06-13,52.15
2016-06-14,52.9
2016-06-15,52.25
2016-06-16,51.25
2016-06-17,51.6
2016-06-20,51.4
2016-06-21,52.15
2016-06-22,50.55
2016-06-23,50.4
2016-06-24,49.4
2016-06-27,50.7
2016-06-28,52.0
2016-06-29,53.4
2016-06-30,53.9
2016-07-01,54.05
2016-07-04,53.55
2016-07-05,54.25
2016-07-07,54.3
2016-07-08,53.85
2016-07-11,52.95
2016-07-12,52.1
2016-07-13,51.7
2016-07-14,52.05
2016-07-15,51.25
2016-07-18,50.55
2016-07-19,50.35
2016-07-20,50.35
2016-07-21,50.25
2016-07-22,51.9
2016-07-25,50.65
2016-07-26,51.4
2016-07-27,52.75
2016-07-28,53.0
2016-07-29,55.7
2016-08-01,57.45
2016-08-02,55.6
2016-08-03,53.8
2016-08-04,54.55
2016-08-05,55.2
2016-08-08,55.0
2016-08-09,54.05
2016-08-10,53.5
2016-08-11,53.95
2016-08-12,53.85
2016-08-16,53.0
2016-08-17,54.3
2016-08-18,55.9
2016-08-19,54.3
2016-08-22,56.95
2016-08-23,60.3
2016-08-24,68.2
2016-08-25,65.1
2016-08-26,61.45
2016-08-29,62.5
2016-08-30,61.45
2016-08-31,60.85
2016-09-01,60.6
2016-09-02,62.1
2016-09-06,62.8
2016-09-07,64.95
2016-09-08,64.9
2016-09-09,64.9
2016-09-12,64.05
2016-09-14,71.75
2016-09-15,72.45
2016-09-16,71.65
2016-09-19,72.3
2016-09-20,67.9
2016-09-21,68.35
2016-09-22,69.45
2016-09-23,68.25
2016-09-26,68.65
2016-09-27,71.95
2016-09-28,71.85
2016-09-29,65.05
2016-09-30,68.1
2016-10-03,69.0
2016-10-04,67.65
2016-10-05,66.6
2016-10-06,66.55
2016-10-07,66.05
2016-10-10,66.3
2016-10-13,64.0
2016-10-14,64.35
2016-10-17,65.9
2016-10-18,66.8
2016-10-19,70.25
2016-10-20,72.6
2016-10-21,73.8
2016-10-24,73.2
2016-10-25,72.3
2016-10-26,72.0
2016-10-27,69.75
2016-10-28,68.3
2016-10-30,68.05
2016-11-01,68.1
2016-11-02,67.65
2016-11-03,65.25
2016-11-04,63.65
2016-11-07,64.9
2016-11-08,65.2
2016-11-09,61.95
2016-11-10,65.95
2016-11-11,60.25
2016-11-15,56.45
2016-11-16,57.65
2016-11-17,55.0
2016-11-18,55.65
2016-11-21,55.05
2016-11-22,53.05
2016-11-23,54.15
2016-11-24,55.25
2016-11-25,56.15
2016-11-28,56.35
2016-11-29,57.2
2016-11-30,64.7
2016-12-01,67.75
2016-12-02,65.3
2016-12-05,66.5
2016-12-06,65.55
2016-12-07,65.25
2016-12-08,67.95
2016-12-09,68.9
2016-12-12,68.8
2016-12-13,68.8
2016-12-14,66.55
2016-12-15,66.4
2016-12-16,67.6
2016-12-19,65.9
2016-12-20,63.15
2016-12-21,64.25
2016-12-22,62.0
2016-12-23,61.2
2016-12-26,61.95
2016-12-27,61.15
2016-12-28,60.05
2016-12-29,60.55
2016-12-30,62.0
