Date,UNITEDBNK
2016-01-01,21.95
2016-01-04,21.9
2016-01-05,21.9
2016-01-06,21.9
2016-01-07,21.35
2016-01-08,21.3
2016-01-11,21.3
2016-01-12,21.05
2016-01-13,20.4
2016-01-14,19.95
2016-01-15,19.8
2016-01-18,18.8
2016-01-19,19.0
2016-01-20,18.55
2016-01-21,18.35
2016-01-22,18.75
2016-01-25,19.05
2016-01-27,19.15
2016-01-28,19.35
2016-01-29,19.25
2016-02-01,19.25
2016-02-02,19.0
2016-02-03,18.75
2016-02-04,18.3
2016-02-05,18.8
2016-02-08,19.3
2016-02-09,19.25
2016-02-10,18.35
2016-02-11,17.05
2016-02-12,17.3
2016-02-15,18.25
2016-02-16,18.0
2016-02-17,18.05
2016-02-18,17.15
2016-02-19,17.7
2016-02-22,17.85
2016-02-23,18.05
2016-02-24,17.9
2016-02-25,17.75
2016-02-26,17.7
2016-02-29,17.95
2016-03-01,18.2
2016-03-02,19.0
2016-03-03,18.9
2016-03-04,19.65
2016-03-08,19.95
2016-03-09,19.8
2016-03-10,19.95
2016-03-11,19.7
2016-03-14,19.35
2016-03-15,19.35
2016-03-16,19.15
2016-03-17,19.3
2016-03-18,19.25
2016-03-21,19.35
2016-03-22,19.2
2016-03-23,19.25
2016-03-28,19.05
2016-03-29,18.9
2016-03-30,19.25
2016-03-31,19.05
2016-04-01,19.65
2016-04-04,20.4
2016-04-05,19.65
2016-04-06,20.05
2016-04-07,19.75
2016-04-08,19.4
2016-04-11,19.5
2016-04-12,19.55
2016-04-13,19.7
2016-04-18,19.35
2016-04-20,19.5
2016-04-21,19.95
2016-04-22,20.0
2016-04-25,20.05
2016-04-26,20.1
2016-04-27,19.95
2016-04-28,19.85
2016-04-29,19.55
2016-05-02,19.35
2016-05-03,19.35
2016-05-04,19.05
2016-05-05,18.95
2016-05-06,18.8
2016-05-09,19.05
2016-05-10,18.95
2016-05-11,18.9
2016-05-12,18.85
2016-05-13,18.85
2016-05-16,18.5
2016-05-17,19.1
2016-05-18,18.6
2016-05-19,17.8
2016-05-20,17.85
2016-05-23,16.95
2016-05-24,16.95
2016-05-25,17.15
2016-05-26,17.65
2016-05-27,17.9
2016-05-30,17.5
2016-05-31,17.5
2016-06-01,17.25
2016-06-02,17.35
2016-06-03,17.35
2016-06-06,17.55
2016-06-07,17.75
2016-06-08,18.1
2016-06-09,18.3
2016-06-10,18.4
2016-06-13,18.1
2016-06-14,18.6
2016-06-15,19.2
2016-06-16,20.55
2016-06-17,21.75
2016-06-20,22.6
2016-06-21,22.45
2016-06-22,22.45
2016-06-23,22.35
2016-06-24,21.3
2016-06-27,22.3
2016-06-28,22.5
2016-06-29,22.4
2016-06-30,22.3
2016-07-01,22.45
2016-07-04,22.9
2016-07-05,23.25
2016-07-07,24.15
2016-07-08,24.3
2016-07-11,24.8
2016-07-12,24.45
2016-07-13,24.15
2016-07-14,24.6
2016-07-15,24.25
2016-07-18,23.4
2016-07-19,23.35
2016-07-20,23.7
2016-07-21,23.25
2016-07-22,22.85
2016-07-25,23.3
2016-07-26,23.35
2016-07-27,23.15
2016-07-28,22.8
2016-07-29,22.75
2016-08-01,22.4
2016-08-02,22.15
2016-08-03,21.8
2016-08-04,21.95
2016-08-05,22.2
2016-08-08,22.0
2016-08-09,22.15
2016-08-10,22.0
2016-08-11,21.55
2016-08-12,21.85
2016-08-16,21.55
2016-08-17,21.55
2016-08-18,21.75
2016-08-19,21.9
2016-08-22,22.15
2016-08-23,22.2
2016-08-24,22.1
2016-08-25,22.0
2016-08-26,21.75
2016-08-29,21.5
2016-08-30,21.85
2016-08-31,21.95
2016-09-01,21.55
2016-09-02,21.35
2016-09-06,21.7
2016-09-07,22.2
2016-09-08,22.95
2016-09-09,22.75
2016-09-12,21.85
2016-09-14,22.1
2016-09-15,22.05
2016-09-16,21.75
2016-09-19,21.9
2016-09-20,21.7
2016-09-21,21.5
2016-09-22,21.7
2016-09-23,21.55
2016-09-26,21.35
2016-09-27,21.15
2016-09-28,21.35
2016-09-29,20.15
2016-09-30,20.85
2016-10-03,21.35
2016-10-04,21.3
2016-10-05,21.45
2016-10-06,21.55
2016-10-07,21.35
2016-10-10,21.25
2016-10-13,21.15
2016-10-14,21.15
2016-10-17,21.1
2016-10-18,21.2
2016-10-19,21.15
2016-10-20,21.9
2016-10-21,21.7
2016-10-24,21.6
2016-10-25,21.5
2016-10-26,21.25
2016-10-27,21.2
2016-10-28,21.3
2016-10-30,21.45
2016-11-01,21.3
2016-11-02,20.9
2016-11-03,20.95
2016-11-04,20.75
2016-11-07,21.25
2016-11-08,20.85
2016-11-09,20.35
2016-11-10,22.45
2016-11-11,22.7
2016-11-15,23.7
2016-11-16,22.9
2016-11-17,22.55
2016-11-18,22.4
2016-11-21,21.55
2016-11-22,21.2
2016-11-23,20.8
2016-11-24,20.75
2016-11-25,21.2
2016-11-28,20.9
2016-11-29,21.05
2016-11-30,21.25
2016-12-01,21.2
2016-12-02,21.1
2016-12-05,20.95
2016-12-06,21.05
2016-12-07,21.0
2016-12-08,21.05
2016-12-09,21.25
2016-12-12,21.1
2016-12-13,21.0
2016-12-14,20.9
2016-12-15,20.85
2016-12-16,20.6
2016-12-19,20.7
2016-12-20,20.45
2016-12-21,20.5
2016-12-22,20.35
2016-12-23,20.05
2016-12-26,19.5
2016-12-27,19.6
2016-12-28,19.75
2016-12-29,19.7
2016-12-30,19.95
