Date,POLYPLEX
2016-01-01,249.25
2016-01-04,247.3
2016-01-05,248.2
2016-01-06,250.1
2016-01-07,241.7
2016-01-08,243.15
2016-01-11,240.6
2016-01-12,236.55
2016-01-13,233.05
2016-01-14,228.9
2016-01-15,221.65
2016-01-18,211.2
2016-01-19,217.65
2016-01-20,214.25
2016-01-21,214.9
2016-01-22,237.6
2016-01-25,237.15
2016-01-27,240.25
2016-01-28,238.05
2016-01-29,241.8
2016-02-01,244.85
2016-02-02,243.7
2016-02-03,234.6
2016-02-04,230.8
2016-02-05,236.25
2016-02-08,235.8
2016-02-09,234.6
2016-02-10,229.7
2016-02-11,216.75
2016-02-12,213.2
2016-02-15,223.2
2016-02-16,223.25
2016-02-17,219.7
2016-02-18,225.1
2016-02-19,225.65
2016-02-22,234.6
2016-02-23,224.9
2016-02-24,222.9
2016-02-25,217.7
2016-02-26,214.55
2016-02-29,211.4
2016-03-01,219.4
2016-03-02,222.75
2016-03-03,221.35
2016-03-04,219.6
2016-03-08,221.55
2016-03-09,219.25
2016-03-10,217.7
2016-03-11,221.7
2016-03-14,223.95
2016-03-15,219.55
2016-03-16,218.8
2016-03-17,220.3
2016-03-18,217.4
2016-03-21,214.0
2016-03-22,212.45
2016-03-23,212.85
2016-03-28,207.6
2016-03-29,206.65
2016-03-30,217.7
2016-03-31,209.15
2016-04-01,208.75
2016-04-04,210.4
2016-04-05,203.15
2016-04-06,204.6
2016-04-07,210.45
2016-04-08,207.15
2016-04-11,207.1
2016-04-12,214.8
2016-04-13,216.85
2016-04-18,221.0
2016-04-20,225.9
2016-04-21,224.75
2016-04-22,219.8
2016-04-25,219.2
2016-04-26,220.45
2016-04-27,223.0
2016-04-28,221.95
2016-04-29,222.05
2016-05-02,220.1
2016-05-03,219.55
2016-05-04,212.65
2016-05-05,212.8
2016-05-06,215.75
2016-05-09,213.2
2016-05-10,221.4
2016-05-11,224.5
2016-05-12,234.65
2016-05-13,238.7
2016-05-16,236.0
2016-05-17,234.25
2016-05-18,233.8
2016-05-19,233.0
2016-05-20,230.5
2016-05-23,230.05
2016-05-24,230.35
2016-05-25,230.8
2016-05-26,228.2
2016-05-27,227.65
2016-05-30,244.6
2016-05-31,251.65
2016-06-01,262.8
2016-06-02,263.7
2016-06-03,267.2
2016-06-06,275.3
2016-06-07,274.85
2016-06-08,272.0
2016-06-09,274.45
2016-06-10,277.0
2016-06-13,281.65
2016-06-14,284.5
2016-06-15,278.85
2016-06-16,278.1
2016-06-17,277.65
2016-06-20,278.15
2016-06-21,277.85
2016-06-22,276.5
2016-06-23,276.0
2016-06-24,267.4
2016-06-27,274.05
2016-06-28,281.0
2016-06-29,289.3
2016-06-30,290.25
2016-07-01,286.05
2016-07-04,295.4
2016-07-05,289.3
2016-07-07,289.15
2016-07-08,286.85
2016-07-11,288.75
2016-07-12,289.4
2016-07-13,286.6
2016-07-14,289.0
2016-07-15,285.7
2016-07-18,284.35
2016-07-19,275.65
2016-07-20,284.65
2016-07-21,282.05
2016-07-22,283.45
2016-07-25,290.8
2016-07-26,288.8
2016-07-27,290.45
2016-07-28,289.9
2016-07-29,285.45
2016-08-01,285.05
2016-08-02,284.65
2016-08-03,279.55
2016-08-04,283.55
2016-08-05,284.2
2016-08-08,282.7
2016-08-09,279.0
2016-08-10,274.6
2016-08-11,271.65
2016-08-12,293.3
2016-08-16,283.55
2016-08-17,283.0
2016-08-18,286.55
2016-08-19,284.6
2016-08-22,286.0
2016-08-23,285.7
2016-08-24,288.95
2016-08-25,293.7
2016-08-26,288.2
2016-08-29,287.35
2016-08-30,287.1
2016-08-31,286.35
2016-09-01,283.75
2016-09-02,287.15
2016-09-06,289.65
2016-09-07,288.6
2016-09-08,288.65
2016-09-09,287.15
2016-09-12,280.5
2016-09-14,286.5
2016-09-15,288.75
2016-09-16,294.7
2016-09-19,341.65
2016-09-20,333.9
2016-09-21,330.75
2016-09-22,331.4
2016-09-23,329.65
2016-09-26,335.35
2016-09-27,330.5
2016-09-28,332.15
2016-09-29,304.6
2016-09-30,313.25
2016-10-03,326.45
2016-10-04,333.6
2016-10-05,335.05
2016-10-06,339.75
2016-10-07,334.0
2016-10-10,337.25
2016-10-13,328.6
2016-10-14,337.1
2016-10-17,342.4
2016-10-18,342.65
2016-10-19,360.5
2016-10-20,367.9
2016-10-21,369.8
2016-10-24,369.65
2016-10-25,368.4
2016-10-26,365.65
2016-10-27,359.95
2016-10-28,362.2
2016-10-30,362.65
2016-11-01,365.05
2016-11-02,351.15
2016-11-03,340.3
2016-11-04,326.6
2016-11-07,342.85
2016-11-08,341.4
2016-11-09,334.4
2016-11-10,351.9
2016-11-11,346.2
2016-11-15,350.6
2016-11-16,350.5
2016-11-17,349.4
2016-11-18,334.35
2016-11-21,315.65
2016-11-22,319.2
2016-11-23,327.1
2016-11-24,326.7
2016-11-25,327.7
2016-11-28,337.2
2016-11-29,350.05
2016-11-30,359.25
2016-12-01,355.9
2016-12-02,349.2
2016-12-05,348.55
2016-12-06,357.85
2016-12-07,351.2
2016-12-08,360.35
2016-12-09,357.0
2016-12-12,360.35
2016-12-13,370.6
2016-12-14,367.45
2016-12-15,369.0
2016-12-16,365.85
2016-12-19,365.15
2016-12-20,356.85
2016-12-21,358.8
2016-12-22,359.35
2016-12-23,351.3
2016-12-26,343.15
2016-12-27,356.4
2016-12-28,355.45
2016-12-29,357.1
2016-12-30,368.3
