Date,MANINFRA
2016-01-01,46.5
2016-01-04,44.95
2016-01-05,46.0
2016-01-06,45.2
2016-01-07,42.35
2016-01-08,43.7
2016-01-11,43.95
2016-01-12,42.4
2016-01-13,41.45
2016-01-14,40.05
2016-01-15,38.75
2016-01-18,34.9
2016-01-19,34.55
2016-01-20,33.25
2016-01-21,33.45
2016-01-22,37.1
2016-01-25,36.7
2016-01-27,35.95
2016-01-28,35.55
2016-01-29,35.6
2016-02-01,36.85
2016-02-02,36.4
2016-02-03,35.5
2016-02-04,35.4
2016-02-05,36.7
2016-02-08,36.0
2016-02-09,35.2
2016-02-10,34.1
2016-02-11,30.65
2016-02-12,29.8
2016-02-15,31.9
2016-02-16,30.2
2016-02-17,30.55
2016-02-18,30.5
2016-02-19,30.4
2016-02-22,31.0
2016-02-23,30.45
2016-02-24,30.05
2016-02-25,29.95
2016-02-26,30.15
2016-02-29,29.3
2016-03-01,32.4
2016-03-02,31.3
2016-03-03,32.45
2016-03-04,33.35
2016-03-08,32.45
2016-03-09,33.0
2016-03-10,33.3
2016-03-11,33.2
2016-03-14,32.65
2016-03-15,32.5
2016-03-16,32.75
2016-03-17,32.0
2016-03-18,31.75
2016-03-21,31.95
2016-03-22,33.55
2016-03-23,34.9
2016-03-28,35.3
2016-03-29,34.8
2016-03-30,38.65
2016-03-31,39.85
2016-04-01,38.35
2016-04-04,37.85
2016-04-05,36.75
2016-04-06,37.85
2016-04-07,36.8
2016-04-08,37.45
2016-04-11,38.35
2016-04-12,38.8
2016-04-13,38.45
2016-04-18,39.3
2016-04-20,38.55
2016-04-21,37.55
2016-04-22,37.6
2016-04-25,36.85
2016-04-26,37.05
2016-04-27,37.3
2016-04-28,37.1
2016-04-29,39.1
2016-05-02,38.6
2016-05-03,38.85
2016-05-04,37.25
2016-05-05,37.5
2016-05-06,37.4
2016-05-09,39.25
2016-05-10,40.75
2016-05-11,40.1
2016-05-12,39.35
2016-05-13,38.75
2016-05-16,39.6
2016-05-17,39.9
2016-05-18,40.9
2016-05-19,39.25
2016-05-20,36.6
2016-05-23,35.25
2016-05-24,35.4
2016-05-25,35.95
2016-05-26,35.75
2016-05-27,36.05
2016-05-30,36.6
2016-05-31,36.35
2016-06-01,37.85
2016-06-02,38.4
2016-06-03,39.2
2016-06-06,41.0
2016-06-07,40.5
2016-06-08,41.15
2016-06-09,40.05
2016-06-10,40.9
2016-06-13,41.95
2016-06-14,40.95
2016-06-15,41.0
2016-06-16,42.95
2016-06-17,44.8
2016-06-20,45.95
2016-06-21,44.15
2016-06-22,41.6
2016-06-23,41.15
2016-06-24,43.25
2016-06-27,44.2
2016-06-28,44.55
2016-06-29,45.6
2016-06-30,44.8
2016-07-01,44.7
2016-07-04,44.25
2016-07-05,45.2
2016-07-07,45.75
2016-07-08,45.7
2016-07-11,46.1
2016-07-12,45.8
2016-07-13,44.7
2016-07-14,44.5
2016-07-15,43.9
2016-07-18,43.4
2016-07-19,43.25
2016-07-20,43.8
2016-07-21,43.15
2016-07-22,43.8
2016-07-25,43.5
2016-07-26,43.1
2016-07-27,43.45
2016-07-28,43.8
2016-07-29,43.65
2016-08-01,43.55
2016-08-02,42.8
2016-08-03,41.7
2016-08-04,42.15
2016-08-05,42.55
2016-08-08,43.7
2016-08-09,43.8
2016-08-10,42.75
2016-08-11,43.65
2016-08-12,44.8
2016-08-16,44.9
2016-08-17,45.6
2016-08-18,47.0
2016-08-19,49.45
2016-08-22,50.05
2016-08-23,50.8
2016-08-24,51.2
2016-08-25,49.1
2016-08-26,48.3
2016-08-29,49.95
2016-08-30,49.4
2016-08-31,48.8
2016-09-01,48.0
2016-09-02,48.05
2016-09-06,48.65
2016-09-07,48.15
2016-09-08,48.65
2016-09-09,47.85
2016-09-12,46.2
2016-09-14,46.6
2016-09-15,46.8
2016-09-16,46.2
2016-09-19,48.5
2016-09-20,47.85
2016-09-21,46.4
2016-09-22,46.85
2016-09-23,46.5
2016-09-26,46.2
2016-09-27,46.15
2016-09-28,46.85
2016-09-29,44.8
2016-09-30,45.15
2016-10-03,46.7
2016-10-04,48.25
2016-10-05,47.45
2016-10-06,49.1
2016-10-07,47.85
2016-10-10,47.65
2016-10-13,49.4
2016-10-14,48.2
2016-10-17,48.15
2016-10-18,49.9
2016-10-19,49.35
2016-10-20,51.35
2016-10-21,51.7
2016-10-24,53.2
2016-10-25,53.6
2016-10-26,52.55
2016-10-27,52.95
2016-10-28,52.5
2016-10-30,52.7
2016-11-01,52.9
2016-11-02,51.0
2016-11-03,49.25
2016-11-04,48.15
2016-11-07,49.15
2016-11-08,49.05
2016-11-09,44.3
2016-11-10,44.65
2016-11-11,42.15
2016-11-15,38.75
2016-11-16,39.15
2016-11-17,36.4
2016-11-18,36.5
2016-11-21,35.15
2016-11-22,36.35
2016-11-23,37.75
2016-11-24,37.6
2016-11-25,38.7
2016-11-28,40.65
2016-11-29,40.7
2016-11-30,40.85
2016-12-01,41.0
2016-12-02,39.6
2016-12-05,39.35
2016-12-06,39.2
2016-12-07,38.4
2016-12-08,39.45
2016-12-09,40.15
2016-12-12,38.9
2016-12-13,39.2
2016-12-14,38.1
2016-12-15,38.55
2016-12-16,38.5
2016-12-19,38.05
2016-12-20,38.05
2016-12-21,38.65
2016-12-22,36.45
2016-12-23,37.05
2016-12-26,36.95
2016-12-27,36.7
2016-12-28,36.75
2016-12-29,37.5
2016-12-30,38.5
