Date,PSUBNKBEES
2016-01-01,319.0
2016-01-04,312.21
2016-01-05,308.24
2016-01-06,306.8
2016-01-07,295.38
2016-01-08,294.86
2016-01-11,289.26
2016-01-12,281.46
2016-01-13,277.34
2016-01-14,271.28
2016-01-15,257.37
2016-01-18,253.44
2016-01-19,256.44
2016-01-20,244.42
2016-01-21,245.62
2016-01-22,260.47
2016-01-25,256.14
2016-01-27,260.35
2016-01-28,258.1
2016-01-29,254.63
2016-02-01,244.39
2016-02-02,242.47
2016-02-03,235.08
2016-02-04,235.45
2016-02-05,243.51
2016-02-08,249.45
2016-02-09,240.84
2016-02-10,228.43
2016-02-11,220.81
2016-02-12,217.56
2016-02-15,238.59
2016-02-16,225.26
2016-02-17,229.07
2016-02-18,235.27
2016-02-19,236.83
2016-02-22,235.01
2016-02-23,227.11
2016-02-24,226.34
2016-02-25,222.53
2016-02-26,225.0
2016-02-29,226.09
2016-03-01,232.81
2016-03-02,256.39
2016-03-03,254.86
2016-03-04,263.12
2016-03-08,257.21
2016-03-09,257.3
2016-03-10,253.92
2016-03-11,254.13
2016-03-14,254.5
2016-03-15,258.96
2016-03-16,261.13
2016-03-17,261.18
2016-03-18,265.79
2016-03-21,272.63
2016-03-22,272.22
2016-03-23,270.34
2016-03-28,266.22
2016-03-29,263.65
2016-03-30,272.45
2016-03-31,270.12
2016-04-01,275.75
2016-04-04,271.93
2016-04-05,261.87
2016-04-06,260.39
2016-04-07,258.12
2016-04-08,258.05
2016-04-11,265.4
2016-04-12,264.52
2016-04-13,271.94
2016-04-18,265.61
2016-04-20,268.75
2016-04-21,276.26
2016-04-22,282.27
2016-04-25,280.01
2016-04-26,283.42
2016-04-27,281.03
2016-04-28,273.34
2016-04-29,272.89
2016-05-02,268.08
2016-05-03,263.63
2016-05-04,257.26
2016-05-05,258.0
2016-05-06,259.33
2016-05-09,265.72
2016-05-10,268.0
2016-05-11,263.37
2016-05-12,265.2
2016-05-13,261.8
2016-05-16,248.58
2016-05-17,247.96
2016-05-18,252.65
2016-05-19,244.32
2016-05-20,242.8
2016-05-23,238.25
2016-05-24,237.15
2016-05-25,244.6
2016-05-26,252.45
2016-05-27,266.94
2016-05-30,265.57
2016-05-31,275.42
2016-06-01,266.08
2016-06-02,271.56
2016-06-03,267.7
2016-06-06,271.14
2016-06-07,280.49
2016-06-08,284.39
2016-06-09,285.99
2016-06-10,282.15
2016-06-13,276.02
2016-06-14,286.78
2016-06-15,291.83
2016-06-16,294.89
2016-06-17,294.5
2016-06-20,297.38
2016-06-21,295.52
2016-06-22,292.19
2016-06-23,297.38
2016-06-24,291.78
2016-06-27,299.67
2016-06-28,298.62
2016-06-29,300.39
2016-06-30,304.92
2016-07-01,305.8
2016-07-04,313.29
2016-07-05,314.96
2016-07-07,312.77
2016-07-08,307.52
2016-07-11,319.63
2016-07-12,320.7
2016-07-13,319.2
2016-07-14,328.3
2016-07-15,329.58
2016-07-18,323.61
2016-07-19,322.03
2016-07-20,322.98
2016-07-21,316.9
2016-07-22,313.0
2016-07-25,321.98
2016-07-26,320.63
2016-07-27,322.0
2016-07-28,323.0
2016-07-29,319.75
2016-08-01,313.46
2016-08-02,315.17
2016-08-03,314.92
2016-08-04,317.37
2016-08-05,323.86
2016-08-08,322.35
2016-08-09,325.52
2016-08-10,321.52
2016-08-11,312.07
2016-08-12,328.75
2016-08-16,332.83
2016-08-17,334.6
2016-08-18,337.29
2016-08-19,349.11
2016-08-22,344.19
2016-08-23,344.97
2016-08-24,346.3
2016-08-25,341.09
2016-08-26,336.61
2016-08-29,340.45
2016-08-30,343.96
2016-08-31,346.06
2016-09-01,343.1
2016-09-02,346.99
2016-09-06,353.92
2016-09-07,367.54
2016-09-08,368.84
2016-09-09,366.52
2016-09-12,350.53
2016-09-14,357.17
2016-09-15,352.42
2016-09-16,352.95
2016-09-19,352.83
2016-09-20,353.72
2016-09-21,348.24
2016-09-22,355.84
2016-09-23,356.59
2016-09-26,350.83
2016-09-27,346.34
2016-09-28,354.52
2016-09-29,340.23
2016-09-30,348.8
2016-10-03,356.89
2016-10-04,362.78
2016-10-05,362.41
2016-10-06,357.03
2016-10-07,356.8
2016-10-10,352.05
2016-10-13,342.37
2016-10-14,346.71
2016-10-17,343.27
2016-10-18,350.0
2016-10-19,349.0
2016-10-20,355.11
2016-10-21,356.62
2016-10-24,361.4
2016-10-25,355.92
2016-10-26,353.2
2016-10-27,351.02
2016-10-28,351.31
2016-10-30,359.0
2016-11-01,354.0
2016-11-02,342.98
2016-11-03,335.77
2016-11-04,329.82
2016-11-07,341.08
2016-11-08,339.53
2016-11-09,349.65
2016-11-10,379.13
2016-11-11,369.98
2016-11-15,377.9
2016-11-16,376.41
2016-11-17,374.25
2016-11-18,376.95
2016-11-21,350.07
2016-11-22,350.93
2016-11-23,350.5
2016-11-24,355.0
2016-11-25,357.19
2016-11-28,348.5
2016-11-29,347.38
2016-11-30,355.0
2016-12-01,348.78
2016-12-02,347.0
2016-12-05,349.37
2016-12-06,352.02
2016-12-07,348.24
2016-12-08,350.02
2016-12-09,358.93
2016-12-12,354.58
2016-12-13,354.72
2016-12-14,350.21
2016-12-15,352.21
2016-12-16,351.19
2016-12-19,349.69
2016-12-20,339.8
2016-12-21,341.0
2016-12-22,332.57
2016-12-23,332.04
2016-12-26,324.77
2016-12-27,327.09
2016-12-28,325.11
2016-12-29,328.45
2016-12-30,330.03
