Date,NATCOPHARM
2016-01-01,576.4
2016-01-04,563.3
2016-01-05,596.15
2016-01-06,614.75
2016-01-07,588.0
2016-01-08,601.6
2016-01-11,587.4
2016-01-12,590.65
2016-01-13,579.55
2016-01-14,546.8
2016-01-15,531.35
2016-01-18,500.75
2016-01-19,510.8
2016-01-20,507.35
2016-01-21,519.25
2016-01-22,528.05
2016-01-25,544.05
2016-01-27,544.8
2016-01-28,533.3
2016-01-29,529.05
2016-02-01,523.45
2016-02-02,516.25
2016-02-03,501.05
2016-02-04,489.9
2016-02-05,497.45
2016-02-08,488.1
2016-02-09,462.45
2016-02-10,440.9
2016-02-11,444.95
2016-02-12,450.65
2016-02-15,461.55
2016-02-16,454.75
2016-02-17,461.7
2016-02-18,461.75
2016-02-19,465.3
2016-02-22,477.55
2016-02-23,467.25
2016-02-24,455.1
2016-02-25,444.1
2016-02-26,421.3
2016-02-29,415.95
2016-03-01,426.3
2016-03-02,437.6
2016-03-03,477.2
2016-03-04,483.5
2016-03-08,489.9
2016-03-09,493.9
2016-03-10,486.9
2016-03-11,499.3
2016-03-14,505.2
2016-03-15,489.65
2016-03-16,477.9
2016-03-17,466.15
2016-03-18,472.4
2016-03-21,475.3
2016-03-22,464.1
2016-03-23,469.45
2016-03-28,408.2
2016-03-29,393.1
2016-03-30,397.65
2016-03-31,412.7
2016-04-01,418.15
2016-04-04,425.5
2016-04-05,424.9
2016-04-06,439.5
2016-04-07,439.95
2016-04-08,438.85
2016-04-11,440.35
2016-04-12,442.65
2016-04-13,445.45
2016-04-18,446.1
2016-04-20,450.1
2016-04-21,470.4
2016-04-22,472.6
2016-04-25,479.2
2016-04-26,489.0
2016-04-27,495.2
2016-04-28,495.85
2016-04-29,489.7
2016-05-02,478.8
2016-05-03,464.75
2016-05-04,455.2
2016-05-05,466.5
2016-05-06,454.9
2016-05-09,460.2
2016-05-10,450.6
2016-05-11,455.15
2016-05-12,456.15
2016-05-13,452.35
2016-05-16,451.6
2016-05-17,450.85
2016-05-18,456.3
2016-05-19,455.65
2016-05-20,453.25
2016-05-23,456.2
2016-05-24,446.35
2016-05-25,451.5
2016-05-26,464.05
2016-05-27,465.05
2016-05-30,484.6
2016-05-31,482.4
2016-06-01,479.5
2016-06-02,476.75
2016-06-03,518.35
2016-06-06,527.5
2016-06-07,524.65
2016-06-08,518.3
2016-06-09,520.15
2016-06-10,523.9
2016-06-13,518.35
2016-06-14,515.4
2016-06-15,512.3
2016-06-16,505.7
2016-06-17,508.6
2016-06-20,500.5
2016-06-21,501.95
2016-06-22,528.95
2016-06-23,551.75
2016-06-24,574.5
2016-06-27,590.95
2016-06-28,573.65
2016-06-29,577.05
2016-06-30,579.95
2016-07-01,568.75
2016-07-04,594.2
2016-07-05,587.25
2016-07-07,590.8
2016-07-08,584.3
2016-07-11,605.25
2016-07-12,593.5
2016-07-13,581.6
2016-07-14,580.0
2016-07-15,581.8
2016-07-18,584.6
2016-07-19,585.1
2016-07-20,594.95
2016-07-21,586.3
2016-07-22,597.65
2016-07-25,601.65
2016-07-26,591.0
2016-07-27,613.5
2016-07-28,626.65
2016-07-29,632.15
2016-08-01,611.3
2016-08-02,602.7
2016-08-03,608.1
2016-08-04,630.2
2016-08-05,628.55
2016-08-08,637.7
2016-08-09,626.85
2016-08-10,633.65
2016-08-11,639.4
2016-08-12,632.85
2016-08-16,640.5
2016-08-17,645.65
2016-08-18,642.8
2016-08-19,642.25
2016-08-22,654.7
2016-08-23,658.15
2016-08-24,654.6
2016-08-25,682.9
2016-08-26,682.2
2016-08-29,677.55
2016-08-30,685.5
2016-08-31,688.9
2016-09-01,675.65
2016-09-02,677.2
2016-09-06,682.0
2016-09-07,677.9
2016-09-08,667.3
2016-09-09,667.25
2016-09-12,638.05
2016-09-14,645.35
2016-09-15,638.5
2016-09-16,656.35
2016-09-19,644.0
2016-09-20,647.1
2016-09-21,636.95
2016-09-22,631.8
2016-09-23,621.45
2016-09-26,622.25
2016-09-27,616.95
2016-09-28,619.75
2016-09-29,598.1
2016-09-30,596.85
2016-10-03,599.35
2016-10-04,607.4
2016-10-05,604.6
2016-10-06,609.9
2016-10-07,604.35
2016-10-10,596.9
2016-10-13,593.7
2016-10-14,611.1
2016-10-17,598.0
2016-10-18,598.55
2016-10-19,597.7
2016-10-20,588.15
2016-10-21,598.9
2016-10-24,597.35
2016-10-25,597.7
2016-10-26,581.15
2016-10-27,573.8
2016-10-28,583.05
2016-10-30,595.8
2016-11-01,594.5
2016-11-02,586.65
2016-11-03,577.15
2016-11-04,564.85
2016-11-07,583.65
2016-11-08,571.55
2016-11-09,591.65
2016-11-10,618.75
2016-11-11,620.0
2016-11-15,653.6
2016-11-16,636.35
2016-11-17,657.9
2016-11-18,639.95
2016-11-21,582.55
2016-11-22,590.75
2016-11-23,588.7
2016-11-24,590.5
2016-11-25,598.8
2016-11-28,614.95
2016-11-29,603.05
2016-11-30,603.8
2016-12-01,601.3
2016-12-02,588.25
2016-12-05,588.55
2016-12-06,596.6
2016-12-07,593.8
2016-12-08,599.35
2016-12-09,599.3
2016-12-12,600.1
2016-12-13,597.75
2016-12-14,588.95
2016-12-15,589.55
2016-12-16,594.95
2016-12-19,592.5
2016-12-20,589.1
2016-12-21,595.5
2016-12-22,595.1
2016-12-23,583.25
2016-12-26,578.4
2016-12-27,585.25
2016-12-28,606.55
2016-12-29,598.75
2016-12-30,579.65
