Date,CONCOR
2016-01-01,1388.0
2016-01-04,1348.75
2016-01-05,1312.25
2016-01-06,1287.95
2016-01-07,1264.65
2016-01-08,1274.45
2016-01-11,1281.25
2016-01-12,1257.6
2016-01-13,1234.15
2016-01-14,1224.05
2016-01-15,1224.8
2016-01-18,1155.05
2016-01-19,1181.2
2016-01-20,1212.5
2016-01-21,1206.85
2016-01-22,1200.0
2016-01-25,1210.6
2016-01-27,1210.85
2016-01-28,1202.45
2016-01-29,1186.85
2016-02-01,1194.5
2016-02-02,1164.0
2016-02-03,1104.9
2016-02-04,1110.25
2016-02-05,1127.45
2016-02-08,1148.6
2016-02-09,1138.5
2016-02-10,1102.9
2016-02-11,1095.25
2016-02-12,1080.6
2016-02-15,1154.15
2016-02-16,1156.55
2016-02-17,1177.7
2016-02-18,1139.0
2016-02-19,1119.7
2016-02-22,1159.4
2016-02-23,1135.1
2016-02-24,1133.35
2016-02-25,1164.0
2016-02-26,1170.3
2016-02-29,1158.4
2016-03-01,1186.3
2016-03-02,1212.45
2016-03-03,1192.0
2016-03-04,1236.85
2016-03-08,1226.5
2016-03-09,1195.0
2016-03-10,1163.4
2016-03-11,1147.55
2016-03-14,1157.35
2016-03-15,1149.1
2016-03-16,1154.1
2016-03-17,1170.0
2016-03-18,1147.85
2016-03-21,1199.5
2016-03-22,1214.05
2016-03-23,1221.25
2016-03-28,1226.45
2016-03-29,1192.2
2016-03-30,1243.6
2016-03-31,1243.35
2016-04-01,1258.4
2016-04-04,1274.2
2016-04-05,1254.9
2016-04-06,1270.0
2016-04-07,1273.95
2016-04-08,1268.15
2016-04-11,1257.15
2016-04-12,1268.05
2016-04-13,1270.45
2016-04-18,1332.3
2016-04-20,1379.35
2016-04-21,1360.5
2016-04-22,1359.35
2016-04-25,1339.65
2016-04-26,1356.75
2016-04-27,1346.7
2016-04-28,1320.85
2016-04-29,1352.85
2016-05-02,1369.7
2016-05-03,1379.65
2016-05-04,1379.5
2016-05-05,1348.75
2016-05-06,1329.4
2016-05-09,1325.7
2016-05-10,1300.05
2016-05-11,1301.25
2016-05-12,1338.5
2016-05-13,1342.1
2016-05-16,1370.05
2016-05-17,1371.8
2016-05-18,1364.8
2016-05-19,1357.1
2016-05-20,1336.4
2016-05-23,1371.55
2016-05-24,1382.35
2016-05-25,1388.75
2016-05-26,1362.1
2016-05-27,1380.25
2016-05-30,1436.55
2016-05-31,1439.05
2016-06-01,1408.25
2016-06-02,1386.2
2016-06-03,1352.3
2016-06-06,1332.45
2016-06-07,1349.65
2016-06-08,1363.45
2016-06-09,1357.0
2016-06-10,1356.0
2016-06-13,1359.55
2016-06-14,1339.9
2016-06-15,1349.5
2016-06-16,1346.3
2016-06-17,1324.65
2016-06-20,1340.75
2016-06-21,1331.55
2016-06-22,1335.6
2016-06-23,1351.8
2016-06-24,1359.05
2016-06-27,1355.3
2016-06-28,1381.25
2016-06-29,1451.1
2016-06-30,1430.55
2016-07-01,1459.35
2016-07-04,1451.65
2016-07-05,1464.5
2016-07-07,1465.95
2016-07-08,1465.9
2016-07-11,1451.95
2016-07-12,1427.7
2016-07-13,1428.2
2016-07-14,1443.45
2016-07-15,1466.1
2016-07-18,1422.5
2016-07-19,1434.3
2016-07-20,1455.45
