Date,IL&FSENGG
2016-01-01,67.05
2016-01-04,65.7
2016-01-05,66.25
2016-01-06,65.85
2016-01-07,63.05
2016-01-08,62.9
2016-01-11,62.7
2016-01-12,61.6
2016-01-13,59.55
2016-01-14,57.85
2016-01-15,57.15
2016-01-18,53.2
2016-01-19,54.6
2016-01-20,53.55
2016-01-21,54.0
2016-01-22,55.8
2016-01-25,57.05
2016-01-27,56.25
2016-01-28,55.5
2016-01-29,55.9
2016-02-01,57.05
2016-02-02,56.1
2016-02-03,54.35
2016-02-04,53.75
2016-02-05,54.3
2016-02-08,54.45
2016-02-09,54.05
2016-02-10,52.05
2016-02-11,46.55
2016-02-12,43.95
2016-02-15,44.95
2016-02-16,42.05
2016-02-17,40.1
2016-02-18,40.6
2016-02-19,41.6
2016-02-22,42.8
2016-02-23,42.15
2016-02-24,40.4
2016-02-25,39.9
2016-02-26,40.15
2016-02-29,39.75
2016-03-01,41.55
2016-03-02,43.45
2016-03-03,45.35
2016-03-04,46.1
2016-03-08,46.1
2016-03-09,46.65
2016-03-10,45.2
2016-03-11,44.8
2016-03-14,44.35
2016-03-15,43.45
2016-03-16,42.75
2016-03-17,43.7
2016-03-18,43.75
2016-03-21,44.7
2016-03-22,44.45
2016-03-23,44.35
2016-03-28,45.55
2016-03-29,44.2
2016-03-30,45.0
2016-03-31,44.2
2016-04-01,45.25
2016-04-04,46.2
2016-04-05,45.05
2016-04-06,46.55
2016-04-07,45.15
2016-04-08,45.65
2016-04-11,45.45
2016-04-12,46.35
2016-04-13,46.8
2016-04-18,47.75
2016-04-20,48.35
2016-04-21,47.65
2016-04-22,47.2
2016-04-25,46.7
2016-04-26,46.9
2016-04-27,46.85
2016-04-28,46.7
2016-04-29,47.05
2016-05-02,47.2
2016-05-03,46.5
2016-05-04,45.4
2016-05-05,43.75
2016-05-06,43.05
2016-05-09,43.55
2016-05-10,43.55
2016-05-11,42.75
2016-05-12,43.05
2016-05-13,43.45
2016-05-16,43.2
2016-05-17,43.05
2016-05-18,42.7
2016-05-19,42.2
2016-05-20,40.65
2016-05-23,40.7
2016-05-24,40.8
2016-05-25,40.45
2016-05-26,42.3
2016-05-27,42.35
2016-05-30,43.2
2016-05-31,42.9
2016-06-01,43.2
2016-06-02,44.4
2016-06-03,43.1
2016-06-06,42.65
2016-06-07,42.45
2016-06-08,42.85
2016-06-09,43.05
2016-06-10,43.05
2016-06-13,43.05
2016-06-14,44.05
2016-06-15,46.4
2016-06-16,45.95
2016-06-17,44.35
2016-06-20,44.65
2016-06-21,44.4
2016-06-22,43.65
2016-06-23,43.8
2016-06-24,41.95
2016-06-27,42.7
2016-06-28,42.85
2016-06-29,43.75
2016-06-30,43.9
2016-07-01,45.9
2016-07-04,46.7
2016-07-05,48.65
2016-07-07,52.75
2016-07-08,50.45
2016-07-11,51.7
2016-07-12,50.6
2016-07-13,51.1
2016-07-14,50.1
2016-07-15,49.2
2016-07-18,48.45
2016-07-19,47.2
2016-07-20,49.2
2016-07-21,47.85
2016-07-22,51.15
2016-07-25,54.55
2016-07-26,52.95
2016-07-27,52.25
2016-07-28,52.7
2016-07-29,51.8
2016-08-01,52.65
2016-08-02,52.9
2016-08-03,50.55
2016-08-04,50.05
2016-08-05,51.2
2016-08-08,52.4
2016-08-09,52.6
2016-08-10,50.8
2016-08-11,50.0
2016-08-12,48.2
2016-08-16,47.1
2016-08-17,46.2
2016-08-18,46.2
2016-08-19,46.05
2016-08-22,49.0
2016-08-23,47.9
2016-08-24,47.9
2016-08-25,47.55
2016-08-26,47.4
2016-08-29,46.75
2016-08-30,47.85
2016-08-31,49.6
2016-09-01,48.1
2016-09-02,57.7
2016-09-06,56.35
2016-09-07,58.5
2016-09-08,57.15
2016-09-09,64.1
2016-09-12,59.5
2016-09-14,61.5
2016-09-15,60.45
2016-09-16,60.3
2016-09-19,62.2
2016-09-20,59.85
2016-09-21,58.9
2016-09-22,58.9
2016-09-23,57.6
2016-09-26,58.8
2016-09-27,57.6
2016-09-28,57.7
2016-09-29,52.1
2016-09-30,53.15
2016-10-03,55.15
2016-10-04,54.3
2016-10-05,55.95
2016-10-06,54.6
2016-10-07,54.2
2016-10-10,54.5
2016-10-13,55.7
2016-10-14,55.35
2016-10-17,53.55
2016-10-18,54.0
2016-10-19,53.5
2016-10-20,53.45
2016-10-21,55.25
2016-10-24,54.3
2016-10-25,54.1
2016-10-26,53.25
2016-10-27,52.65
2016-10-28,53.55
2016-10-30,53.55
2016-11-01,53.4
2016-11-02,52.65
2016-11-03,49.7
2016-11-04,46.95
2016-11-07,46.5
2016-11-08,46.6
2016-11-09,43.75
2016-11-10,45.5
2016-11-11,42.85
2016-11-15,42.95
2016-11-16,42.65
2016-11-17,43.3
2016-11-18,43.55
2016-11-21,41.3
2016-11-22,38.0
2016-11-23,40.1
2016-11-24,40.45
2016-11-25,41.05
2016-11-28,41.6
2016-11-29,42.25
2016-11-30,43.0
2016-12-01,43.85
2016-12-02,42.85
2016-12-05,45.2
2016-12-06,44.65
2016-12-07,43.55
2016-12-08,43.95
2016-12-09,44.9
2016-12-12,44.45
2016-12-13,47.1
2016-12-14,45.8
2016-12-15,45.55
2016-12-16,44.75
2016-12-19,44.25
2016-12-20,43.3
2016-12-21,42.5
2016-12-22,41.7
2016-12-23,41.45
2016-12-26,40.55
2016-12-27,41.15
2016-12-28,41.15
2016-12-29,41.7
2016-12-30,42.25
