Date,ARCOTECH
2016-01-01,346.5
2016-01-04,346.75
2016-01-05,344.7
2016-01-06,342.7
2016-01-07,333.65
2016-01-08,347.05
2016-01-11,342.15
2016-01-12,332.4
2016-01-13,332.25
2016-01-14,328.15
2016-01-15,325.35
2016-01-18,327.2
2016-01-19,325.1
2016-01-20,320.35
2016-01-21,320.35
2016-01-22,324.5
2016-01-25,334.3
2016-01-27,345.35
2016-01-28,351.25
2016-01-29,350.5
2016-02-01,345.65
2016-02-02,346.75
2016-02-03,343.3
2016-02-04,347.6
2016-02-05,348.25
2016-02-08,345.95
2016-02-09,343.35
2016-02-10,342.4
2016-02-11,334.45
2016-02-12,332.3
2016-02-15,334.35
2016-02-16,344.25
2016-02-17,356.15
2016-02-18,351.9
2016-02-19,350.6
2016-02-22,352.25
2016-02-23,348.1
2016-02-24,344.45
2016-02-25,343.75
2016-02-26,351.85
2016-02-29,348.3
2016-03-01,353.45
2016-03-02,369.75
2016-03-03,369.35
2016-03-04,368.05
2016-03-08,367.7
2016-03-09,372.1
2016-03-10,361.25
2016-03-11,359.45
2016-03-14,358.9
2016-03-15,357.55
2016-03-16,358.8
2016-03-17,354.25
2016-03-18,352.35
2016-03-21,353.95
2016-03-22,355.15
2016-03-23,358.85
2016-03-28,373.4
2016-03-29,362.3
2016-03-30,365.65
2016-03-31,393.7
2016-04-01,394.55
2016-04-04,395.05
2016-04-05,385.35
2016-04-06,385.35
2016-04-07,385.5
2016-04-08,381.25
2016-04-11,384.2
2016-04-12,384.2
2016-04-13,380.7
2016-04-18,379.3
2016-04-20,381.6
2016-04-21,375.8
2016-04-22,378.45
2016-04-25,376.7
2016-04-26,376.05
2016-04-27,371.55
2016-04-28,372.25
2016-04-29,369.95
2016-05-02,370.85
2016-05-03,368.1
2016-05-04,366.05
2016-05-05,366.0
2016-05-06,376.55
2016-05-09,371.95
2016-05-10,374.6
2016-05-11,375.0
2016-05-12,368.0
2016-05-13,366.0
2016-05-16,363.95
2016-05-17,357.8
2016-05-18,363.95
2016-05-19,361.9
2016-05-20,361.95
2016-05-23,364.5
2016-05-24,356.85
2016-05-25,358.5
2016-05-26,359.5
2016-05-27,380.9
2016-05-30,369.85
2016-05-31,369.45
2016-06-01,369.2
2016-06-02,370.0
2016-06-03,369.75
2016-06-06,368.9
2016-06-07,369.85
2016-06-08,369.85
2016-06-09,367.3
2016-06-10,370.9
2016-06-13,366.5
2016-06-14,368.35
2016-06-15,371.65
2016-06-16,369.2
2016-06-17,367.75
2016-06-20,370.45
2016-06-21,368.2
2016-06-22,365.2
2016-06-23,367.75
2016-06-24,366.65
2016-06-27,366.5
2016-06-28,365.95
2016-06-29,366.4
2016-06-30,388.4
2016-07-01,385.1
2016-07-04,379.3
2016-07-05,378.85
2016-07-07,373.85
2016-07-08,377.85
2016-07-11,382.55
2016-07-12,384.85
2016-07-13,379.6
2016-07-14,382.6
2016-07-15,381.15
2016-07-18,379.3
2016-07-19,380.1
2016-07-20,378.9
2016-07-21,377.65
2016-07-22,386.25
2016-07-25,384.75
2016-07-26,378.05
2016-07-27,378.05
2016-07-28,380.25
2016-07-29,381.6
2016-08-01,381.1
2016-08-02,380.8
2016-08-03,372.85
2016-08-04,396.4
2016-08-05,395.7
2016-08-08,398.1
2016-08-09,391.85
2016-08-10,394.55
2016-08-11,392.9
2016-08-12,385.35
2016-08-16,386.85
2016-08-17,389.4
2016-08-18,398.8
2016-08-19,399.35
2016-08-22,402.0
2016-08-23,398.6
2016-08-24,398.9
2016-08-25,396.75
2016-08-26,396.35
2016-08-29,396.45
2016-08-30,380.15
2016-08-31,373.5
2016-09-01,351.65
2016-09-02,344.45
2016-09-06,345.5
2016-09-07,344.55
2016-09-08,348.3
2016-09-09,350.35
2016-09-12,350.0
2016-09-14,346.8
2016-09-15,347.45
2016-09-16,351.75
2016-09-19,365.8
2016-09-20,371.9
2016-09-21,366.5
2016-09-22,365.3
2016-09-23,365.9
2016-09-26,361.2
2016-09-27,357.05
2016-09-28,352.5
2016-09-29,345.45
2016-09-30,344.5
2016-10-03,345.85
2016-10-04,344.9
2016-10-05,343.5
2016-10-06,332.7
2016-10-07,317.95
2016-10-10,319.55
2016-10-13,318.6
2016-10-14,326.55
2016-10-17,323.8
2016-10-18,328.7
2016-10-19,362.0
2016-10-20,371.45
2016-10-21,365.55
2016-10-24,366.05
2016-10-25,368.5
2016-10-26,365.05
2016-10-27,365.0
2016-10-28,365.8
2016-10-30,371.35
2016-11-01,366.85
2016-11-02,362.65
2016-11-03,360.1
2016-11-04,360.1
2016-11-07,361.05
2016-11-08,351.2
2016-11-09,352.4
2016-11-10,355.05
2016-11-11,355.95
2016-11-15,349.0
2016-11-16,351.1
2016-11-17,348.35
2016-11-18,348.35
2016-11-21,345.35
2016-11-22,347.45
2016-11-23,345.5
2016-11-24,343.25
2016-11-25,345.75
2016-11-28,345.55
2016-11-29,347.05
2016-11-30,400.25
2016-12-01,400.35
2016-12-02,398.6
2016-12-05,402.35
2016-12-06,401.85
2016-12-07,410.05
2016-12-08,408.3
2016-12-09,409.85
2016-12-12,401.95
2016-12-13,404.95
2016-12-14,404.35
2016-12-15,431.3
2016-12-16,422.9
2016-12-19,418.1
2016-12-20,419.2
2016-12-21,426.6
2016-12-22,428.75
2016-12-23,442.8
2016-12-26,427.05
2016-12-27,456.15
2016-12-28,442.0
2016-12-29,437.0
2016-12-30,524.4
