Date,RANASUG
2016-01-01,4.25
2016-01-04,4.45
2016-01-05,4.45
2016-01-06,5.0
2016-01-07,4.65
2016-01-08,5.1
2016-01-11,5.2
2016-01-12,5.0
2016-01-13,4.9
2016-01-14,4.75
2016-01-15,4.45
2016-01-18,4.2
2016-01-19,4.35
2016-01-20,4.2
2016-01-21,4.15
2016-01-22,4.2
2016-01-25,4.2
2016-01-27,4.2
2016-01-28,4.25
2016-01-29,4.1
2016-02-01,4.2
2016-02-02,4.15
2016-02-03,3.85
2016-02-04,3.8
2016-02-05,4.0
2016-02-08,3.95
2016-02-09,3.9
2016-02-10,3.75
2016-02-11,3.45
2016-02-12,3.45
2016-02-15,4.0
2016-02-16,3.85
2016-02-17,3.95
2016-02-18,3.95
2016-02-19,3.8
2016-02-22,3.8
2016-02-23,3.85
2016-02-24,3.85
2016-02-25,3.9
2016-02-26,3.85
2016-02-29,3.8
2016-03-01,3.85
2016-03-02,3.95
2016-03-03,4.0
2016-03-04,4.5
2016-03-08,4.75
2016-03-09,4.75
2016-03-10,4.6
2016-03-11,4.7
2016-03-14,4.6
2016-03-15,5.05
2016-03-16,4.9
2016-03-17,4.7
2016-03-18,4.75
2016-03-21,4.9
2016-03-22,4.95
2016-03-23,5.0
2016-03-28,4.7
2016-03-29,4.55
2016-03-30,5.0
2016-03-31,4.95
2016-04-01,5.3
2016-04-04,6.2
2016-04-05,5.9
2016-04-06,6.6
2016-04-07,7.75
2016-04-08,7.65
2016-04-11,6.95
2016-04-12,6.95
2016-04-13,6.6
2016-04-18,7.1
2016-04-20,6.75
2016-04-21,6.55
2016-04-22,6.6
2016-04-25,6.55
2016-04-26,6.5
2016-04-27,6.3
2016-04-28,6.0
2016-04-29,6.3
2016-05-02,6.45
2016-05-03,6.35
2016-05-04,6.2
2016-05-05,6.4
2016-05-06,6.5
2016-05-09,6.7
2016-05-10,6.7
2016-05-11,6.85
2016-05-12,7.7
2016-05-13,7.95
2016-05-16,8.05
2016-05-17,7.4
2016-05-18,7.7
2016-05-19,7.4
2016-05-20,6.9
2016-05-23,7.0
2016-05-24,6.8
2016-05-25,7.0
2016-05-26,7.2
2016-05-27,7.1
2016-05-30,7.3
2016-05-31,7.0
2016-06-01,6.7
2016-06-02,6.75
2016-06-03,6.9
2016-06-06,7.05
2016-06-07,7.15
2016-06-08,7.2
2016-06-09,7.0
2016-06-10,7.3
2016-06-13,8.15
2016-06-14,8.3
2016-06-15,9.95
2016-06-16,11.9
2016-06-17,11.75
2016-06-20,12.9
2016-06-21,13.8
2016-06-22,13.5
2016-06-23,13.1
2016-06-24,12.65
2016-06-27,13.9
2016-06-28,15.25
2016-06-29,16.75
2016-06-30,16.4
2016-07-01,16.05
2016-07-04,16.0
2016-07-05,15.2
2016-07-07,15.7
2016-07-08,15.5
2016-07-11,15.35
2016-07-12,14.8
2016-07-13,14.1
2016-07-14,14.5
2016-07-15,14.0
2016-07-18,13.85
2016-07-19,13.4
2016-07-20,14.05
2016-07-21,14.75
2016-07-22,15.45
2016-07-25,16.1
2016-07-26,15.3
2016-07-27,15.1
2016-07-28,15.65
2016-07-29,15.95
2016-08-01,15.35
2016-08-02,14.9
2016-08-03,14.2
2016-08-04,14.9
2016-08-05,15.55
2016-08-08,14.45
2016-08-09,13.3
2016-08-10,13.25
2016-08-11,12.65
2016-08-12,11.85
2016-08-16,11.3
2016-08-17,10.75
2016-08-18,11.25
2016-08-19,11.8
2016-08-22,11.45
2016-08-23,10.9
2016-08-24,10.4
2016-08-25,10.45
2016-08-26,10.0
2016-08-29,9.5
2016-08-30,9.25
2016-08-31,9.7
2016-09-01,9.5
2016-09-02,9.35
2016-09-06,9.4
2016-09-07,9.4
2016-09-08,9.5
2016-09-09,9.95
2016-09-12,9.9
2016-09-14,9.8
2016-09-15,9.8
2016-09-16,10.25
2016-09-19,10.75
2016-09-20,11.25
2016-09-21,11.55
2016-09-22,11.6
2016-09-23,11.25
2016-09-26,11.0
2016-09-27,10.9
2016-09-28,10.9
2016-09-29,10.4
2016-09-30,10.2
2016-10-03,10.7
2016-10-04,11.1
2016-10-05,11.5
2016-10-06,11.45
2016-10-07,11.6
2016-10-10,11.6
2016-10-13,11.15
2016-10-14,10.95
2016-10-17,10.7
2016-10-18,10.55
2016-10-19,10.85
2016-10-20,10.85
2016-10-21,10.9
2016-10-24,10.5
2016-10-25,10.6
2016-10-26,10.3
2016-10-27,10.5
2016-10-28,10.5
2016-10-30,10.8
2016-11-01,10.55
2016-11-02,10.4
2016-11-03,11.4
2016-11-04,12.7
2016-11-07,13.0
2016-11-08,12.05
2016-11-09,11.8
2016-11-10,12.1
2016-11-11,10.5
2016-11-15,8.45
2016-11-16,8.8
2016-11-17,8.5
2016-11-18,9.35
2016-11-21,9.05
2016-11-22,9.0
2016-11-23,9.25
2016-11-24,9.15
2016-11-25,9.25
2016-11-28,9.35
2016-11-29,9.25
2016-11-30,9.1
2016-12-01,9.2
2016-12-02,9.25
2016-12-05,9.05
2016-12-06,9.1
2016-12-07,9.1
2016-12-08,9.1
2016-12-09,9.0
2016-12-12,8.9
2016-12-13,8.85
2016-12-14,8.75
2016-12-15,8.65
2016-12-16,8.55
2016-12-19,8.55
2016-12-20,8.6
2016-12-21,8.3
2016-12-22,8.15
2016-12-23,8.8
2016-12-26,8.9
2016-12-27,8.9
2016-12-28,9.15
2016-12-29,9.45
2016-12-30,10.9
