Date,NDL
2016-01-01,149.5
2016-01-04,147.9
2016-01-05,149.1
2016-01-06,155.15
2016-01-07,147.85
2016-01-08,151.0
2016-01-11,154.8
2016-01-12,150.25
2016-01-13,146.0
2016-01-14,141.85
2016-01-15,134.8
2016-01-18,126.4
2016-01-19,129.15
2016-01-20,123.75
2016-01-21,124.5
2016-01-22,133.75
2016-01-25,135.15
2016-01-27,137.85
2016-01-28,138.1
2016-01-29,137.65
2016-02-01,138.0
2016-02-02,133.75
2016-02-03,131.55
2016-02-04,130.7
2016-02-05,130.7
2016-02-08,133.1
2016-02-09,129.7
2016-02-10,128.45
2016-02-11,121.25
2016-02-12,112.15
2016-02-15,125.95
2016-02-16,119.5
2016-02-17,119.3
2016-02-18,120.9
2016-02-19,119.65
2016-02-22,124.35
2016-02-23,120.1
2016-02-24,116.85
2016-02-25,115.0
2016-02-26,113.1
2016-02-29,114.3
2016-03-01,120.0
2016-03-02,124.7
2016-03-03,124.4
2016-03-04,120.3
2016-03-08,120.7
2016-03-09,120.4
2016-03-10,118.9
2016-03-11,119.05
2016-03-14,119.2
2016-03-15,118.2
2016-03-16,117.55
2016-03-17,115.75
2016-03-18,114.35
2016-03-21,112.15
2016-03-22,114.2
2016-03-23,116.9
2016-03-28,114.0
2016-03-29,116.9
2016-03-30,118.45
2016-03-31,116.65
2016-04-01,118.05
2016-04-04,118.3
2016-04-05,117.3
2016-04-06,131.65
2016-04-07,129.8
2016-04-08,134.35
2016-04-11,135.35
2016-04-12,132.2
2016-04-13,135.0
2016-04-18,135.0
2016-04-20,136.1
2016-04-21,136.3
2016-04-22,136.5
2016-04-25,132.15
2016-04-26,136.35
2016-04-27,136.25
2016-04-28,137.7
2016-04-29,138.15
2016-05-02,136.9
2016-05-03,136.25
2016-05-04,132.2
2016-05-05,133.1
2016-05-06,135.7
2016-05-09,137.5
2016-05-10,134.4
2016-05-11,132.65
2016-05-12,133.1
2016-05-13,155.6
2016-05-16,152.05
2016-05-17,147.75
2016-05-18,160.55
2016-05-19,151.5
2016-05-20,151.0
2016-05-23,153.45
2016-05-24,151.7
2016-05-25,151.45
2016-05-26,152.95
2016-05-27,151.7
2016-05-30,150.95
2016-05-31,147.5
2016-06-01,139.9
2016-06-02,138.7
2016-06-03,137.0
2016-06-06,131.5
2016-06-07,137.9
2016-06-08,140.6
2016-06-09,138.75
2016-06-10,138.25
2016-06-13,135.1
2016-06-14,138.55
2016-06-15,138.8
2016-06-16,139.8
2016-06-17,140.9
2016-06-20,141.45
2016-06-21,149.75
2016-06-22,146.6
2016-06-23,143.35
2016-06-24,141.3
2016-06-27,143.7
2016-06-28,143.85
2016-06-29,144.05
2016-06-30,144.05
2016-07-01,143.05
2016-07-04,143.1
2016-07-05,141.1
2016-07-07,140.9
2016-07-08,139.45
2016-07-11,140.0
2016-07-12,143.3
2016-07-13,140.9
2016-07-14,140.2
2016-07-15,137.5
2016-07-18,138.75
2016-07-19,137.25
2016-07-20,138.05
2016-07-21,137.55
2016-07-22,135.35
2016-07-25,133.35
2016-07-26,137.55
2016-07-27,135.9
2016-07-28,135.8
2016-07-29,135.2
2016-08-01,134.55
2016-08-02,133.55
2016-08-03,134.4
2016-08-04,131.2
2016-08-05,132.5
2016-08-08,130.35
2016-08-09,133.3
2016-08-10,132.35
2016-08-11,129.0
2016-08-12,128.75
2016-08-16,126.7
2016-08-17,124.45
2016-08-18,124.45
2016-08-19,124.75
2016-08-22,123.4
2016-08-23,123.35
2016-08-24,124.7
2016-08-25,124.2
2016-08-26,123.05
2016-08-29,122.75
2016-08-30,122.35
2016-08-31,122.15
2016-09-01,122.25
2016-09-02,121.0
2016-09-06,119.9
2016-09-07,119.8
2016-09-08,124.65
2016-09-09,126.65
2016-09-12,125.05
2016-09-14,129.65
2016-09-15,126.8
2016-09-16,127.8
2016-09-19,126.8
2016-09-20,125.25
2016-09-21,126.75
2016-09-22,127.45
2016-09-23,126.4
2016-09-26,127.45
2016-09-27,127.4
2016-09-28,142.9
2016-09-29,129.5
2016-09-30,132.6
2016-10-03,134.9
2016-10-04,136.05
2016-10-05,134.95
2016-10-06,134.3
2016-10-07,133.5
2016-10-10,135.25
2016-10-13,129.15
2016-10-14,133.75
2016-10-17,140.7
2016-10-18,138.5
2016-10-19,138.05
2016-10-20,137.65
2016-10-21,136.15
2016-10-24,137.1
2016-10-25,139.4
2016-10-26,137.25
2016-10-27,137.6
2016-10-28,138.3
2016-10-30,142.6
2016-11-01,145.65
2016-11-02,141.35
2016-11-03,138.5
2016-11-04,133.25
2016-11-07,136.9
2016-11-08,137.5
2016-11-09,132.65
2016-11-10,134.6
2016-11-11,130.1
2016-11-15,120.9
2016-11-16,116.35
2016-11-17,111.25
2016-11-18,110.15
2016-11-21,108.2
2016-11-22,107.55
2016-11-23,112.25
2016-11-24,112.1
2016-11-25,114.05
2016-11-28,113.55
2016-11-29,117.5
2016-11-30,118.05
2016-12-01,117.85
2016-12-02,116.3
2016-12-05,116.0
2016-12-06,118.35
2016-12-07,115.9
2016-12-08,114.6
2016-12-09,112.9
2016-12-12,113.15
2016-12-13,113.15
2016-12-14,114.35
2016-12-15,114.2
2016-12-16,113.35
2016-12-19,112.7
2016-12-20,109.45
2016-12-21,111.7
2016-12-22,109.05
2016-12-23,108.4
2016-12-26,107.85
2016-12-27,108.35
2016-12-28,108.15
2016-12-29,108.8
2016-12-30,111.2
