Date,OMAXE
2016-01-01,136.15
2016-01-04,135.45
2016-01-05,136.55
2016-01-06,135.55
2016-01-07,134.6
2016-01-08,135.0
2016-01-11,134.8
2016-01-12,134.35
2016-01-13,134.35
2016-01-14,134.25
2016-01-15,133.75
2016-01-18,133.1
2016-01-19,133.8
2016-01-20,133.1
2016-01-21,133.05
2016-01-22,134.5
2016-01-25,134.45
2016-01-27,134.65
2016-01-28,134.65
2016-01-29,135.65
2016-02-01,135.35
2016-02-02,135.3
2016-02-03,134.25
2016-02-04,134.4
2016-02-05,134.8
2016-02-08,134.95
2016-02-09,134.85
2016-02-10,134.05
2016-02-11,133.5
2016-02-12,133.0
2016-02-15,135.35
2016-02-16,134.15
2016-02-17,135.15
2016-02-18,135.6
2016-02-19,135.5
2016-02-22,135.5
2016-02-23,135.1
2016-02-24,134.75
2016-02-25,134.8
2016-02-26,136.1
2016-02-29,136.05
2016-03-01,138.35
2016-03-02,140.4
2016-03-03,140.85
2016-03-04,140.8
2016-03-08,141.15
2016-03-09,141.15
2016-03-10,140.15
2016-03-11,141.1
2016-03-14,140.9
2016-03-15,140.45
2016-03-16,140.85
2016-03-17,141.2
2016-03-18,140.4
2016-03-21,141.2
2016-03-22,143.5
2016-03-23,143.8
2016-03-28,142.1
2016-03-29,142.75
2016-03-30,144.6
2016-03-31,144.6
2016-04-01,145.5
2016-04-04,145.35
2016-04-05,144.25
2016-04-06,144.25
2016-04-07,144.25
2016-04-08,144.95
2016-04-11,145.25
2016-04-12,144.05
2016-04-13,146.4
2016-04-18,146.7
2016-04-20,145.45
2016-04-21,145.3
2016-04-22,145.3
2016-04-25,145.0
2016-04-26,145.9
2016-04-27,146.25
2016-04-28,146.1
2016-04-29,146.8
2016-05-02,146.6
2016-05-03,146.25
2016-05-04,145.55
2016-05-05,146.6
2016-05-06,147.25
2016-05-09,148.05
2016-05-10,147.2
2016-05-11,146.55
2016-05-12,146.75
2016-05-13,146.5
2016-05-16,148.05
2016-05-17,149.85
2016-05-18,152.0
2016-05-19,151.55
2016-05-20,151.3
2016-05-23,150.6
2016-05-24,151.8
2016-05-25,155.3
2016-05-26,155.8
2016-05-27,156.35
2016-05-30,156.25
2016-05-31,155.85
2016-06-01,155.75
2016-06-02,156.85
2016-06-03,155.9
2016-06-06,155.3
2016-06-07,155.85
2016-06-08,155.6
2016-06-09,154.25
2016-06-10,153.65
2016-06-13,152.7
2016-06-14,155.2
2016-06-15,156.25
2016-06-16,154.2
2016-06-17,155.0
2016-06-20,156.55
2016-06-21,155.75
2016-06-22,156.55
2016-06-23,156.5
2016-06-24,154.9
2016-06-27,156.3
2016-06-28,155.95
2016-06-29,158.8
2016-06-30,160.0
2016-07-01,156.1
2016-07-04,158.0
2016-07-05,157.75
2016-07-07,159.05
2016-07-08,157.3
2016-07-11,160.45
2016-07-12,164.1
2016-07-13,159.95
2016-07-14,161.75
2016-07-15,160.8
2016-07-18,158.6
2016-07-19,162.0
2016-07-20,162.25
2016-07-21,161.15
2016-07-22,160.8
2016-07-25,163.9
2016-07-26,161.6
2016-07-27,161.95
2016-07-28,162.55
2016-07-29,162.5
2016-08-01,162.6
2016-08-02,162.4
2016-08-03,159.9
2016-08-04,160.8
2016-08-05,161.35
2016-08-08,162.45
2016-08-09,164.95
2016-08-10,163.8
2016-08-11,162.1
2016-08-12,162.85
2016-08-16,161.8
2016-08-17,161.55
2016-08-18,162.75
2016-08-19,162.7
2016-08-22,160.15
2016-08-23,159.55
2016-08-24,161.8
2016-08-25,161.4
2016-08-26,160.8
2016-08-29,163.6
2016-08-30,164.65
2016-08-31,163.4
2016-09-01,160.75
2016-09-02,161.2
2016-09-06,161.1
2016-09-07,162.65
2016-09-08,169.25
2016-09-09,168.5
2016-09-12,169.15
2016-09-14,169.35
2016-09-15,171.0
2016-09-16,171.65
2016-09-19,173.05
2016-09-20,171.9
2016-09-21,171.6
2016-09-22,172.5
2016-09-23,173.1
2016-09-26,172.1
2016-09-27,172.25
2016-09-28,172.75
2016-09-29,170.35
2016-09-30,171.1
2016-10-03,171.25
2016-10-04,171.15
2016-10-05,175.15
2016-10-06,171.35
2016-10-07,173.1
2016-10-10,172.55
2016-10-13,168.85
2016-10-14,168.45
2016-10-17,167.75
2016-10-18,170.45
2016-10-19,170.45
2016-10-20,170.25
2016-10-21,170.4
2016-10-24,170.2
2016-10-25,169.7
2016-10-26,169.0
2016-10-27,169.1
2016-10-28,169.1
2016-10-30,169.55
2016-11-01,168.3
2016-11-02,167.05
2016-11-03,165.9
2016-11-04,165.1
2016-11-07,165.85
2016-11-08,166.25
2016-11-09,161.25
2016-11-10,163.7
2016-11-11,160.85
2016-11-15,158.2
2016-11-16,158.0
2016-11-17,157.1
2016-11-18,157.2
2016-11-21,156.2
2016-11-22,155.4
2016-11-23,156.8
2016-11-24,157.2
2016-11-25,160.0
2016-11-28,159.4
2016-11-29,159.65
2016-11-30,159.75
2016-12-01,159.6
2016-12-02,158.3
2016-12-05,157.35
2016-12-06,159.7
2016-12-07,159.55
2016-12-08,159.5
2016-12-09,159.75
2016-12-12,157.95
2016-12-13,161.45
2016-12-14,159.4
2016-12-15,158.6
2016-12-16,159.15
2016-12-19,158.6
2016-12-20,158.9
2016-12-21,160.45
2016-12-22,159.0
2016-12-23,158.5
2016-12-26,157.6
2016-12-27,157.5
2016-12-28,157.0
2016-12-29,157.7
2016-12-30,158.4
