Date,DICIND
2016-01-01,692.35
2016-01-04,699.6
2016-01-05,724.75
2016-01-06,731.3
2016-01-07,707.45
2016-01-08,717.65
2016-01-11,709.85
2016-01-12,686.75
2016-01-13,655.95
2016-01-14,657.65
2016-01-15,641.75
2016-01-18,626.6
2016-01-19,632.4
2016-01-20,607.5
2016-01-21,618.8
2016-01-22,643.3
2016-01-25,633.55
2016-01-27,640.85
2016-01-28,650.0
2016-01-29,680.2
2016-02-01,697.75
2016-02-02,676.7
2016-02-03,673.6
2016-02-04,690.65
2016-02-05,715.35
2016-02-08,644.55
2016-02-09,632.15
2016-02-10,621.2
2016-02-11,560.6
2016-02-12,527.6
2016-02-15,549.85
2016-02-16,525.45
2016-02-17,545.25
2016-02-18,540.9
2016-02-19,540.85
2016-02-22,541.75
2016-02-23,530.4
2016-02-24,523.4
2016-02-25,517.2
2016-02-26,516.05
2016-02-29,514.3
2016-03-01,539.0
2016-03-02,560.35
2016-03-03,565.2
2016-03-04,573.65
2016-03-08,565.85
2016-03-09,557.5
2016-03-10,560.05
2016-03-11,546.45
2016-03-14,558.95
2016-03-15,561.2
2016-03-16,563.2
2016-03-17,558.85
2016-03-18,554.6
2016-03-21,555.7
2016-03-22,559.95
2016-03-23,573.75
2016-03-28,550.75
2016-03-29,542.05
2016-03-30,555.75
2016-03-31,554.05
2016-04-01,557.3
2016-04-04,569.95
2016-04-05,571.3
2016-04-06,614.55
2016-04-07,606.35
2016-04-08,625.45
2016-04-11,619.1
2016-04-12,619.7
2016-04-13,636.95
2016-04-18,657.0
2016-04-20,658.35
2016-04-21,659.95
2016-04-22,668.4
2016-04-25,608.85
2016-04-26,602.7
2016-04-27,603.75
2016-04-28,593.4
2016-04-29,581.8
2016-05-02,567.1
2016-05-03,570.4
2016-05-04,562.7
2016-05-05,550.05
2016-05-06,549.95
2016-05-09,554.85
2016-05-10,553.85
2016-05-11,555.3
2016-05-12,562.75
2016-05-13,576.1
2016-05-16,579.7
2016-05-17,576.65
2016-05-18,577.85
2016-05-19,575.35
2016-05-20,564.75
2016-05-23,560.45
2016-05-24,553.75
2016-05-25,566.6
2016-05-26,556.65
2016-05-27,562.8
2016-05-30,557.6
2016-05-31,553.35
2016-06-01,554.65
2016-06-02,553.5
2016-06-03,554.6
2016-06-06,549.0
2016-06-07,557.4
2016-06-08,555.3
2016-06-09,557.2
2016-06-10,558.7
2016-06-13,566.6
2016-06-14,560.1
2016-06-15,579.15
2016-06-16,578.3
2016-06-17,575.7
2016-06-20,570.05
2016-06-21,598.55
2016-06-22,607.2
2016-06-23,603.0
2016-06-24,582.25
2016-06-27,579.85
2016-06-28,582.15
2016-06-29,587.45
2016-06-30,588.6
2016-07-01,593.65
2016-07-04,587.5
2016-07-05,584.3
2016-07-07,597.3
2016-07-08,585.1
2016-07-11,599.1
2016-07-12,597.45
2016-07-13,589.85
2016-07-14,584.35
2016-07-15,585.3
2016-07-18,582.4
2016-07-19,580.85
2016-07-20,588.5
2016-07-21,585.15
2016-07-22,579.55
2016-07-25,585.75
2016-07-26,582.85
2016-07-27,580.15
2016-07-28,586.1
2016-07-29,580.0
2016-08-01,550.55
2016-08-02,542.1
2016-08-03,539.25
2016-08-04,550.0
2016-08-05,551.3
2016-08-08,550.5
2016-08-09,538.4
2016-08-10,546.9
2016-08-11,539.9
2016-08-12,549.95
2016-08-16,547.3
2016-08-17,547.4
2016-08-18,545.4
2016-08-19,555.15
2016-08-22,546.8
2016-08-23,545.5
2016-08-24,554.5
2016-08-25,555.0
2016-08-26,542.3
2016-08-29,557.9
2016-08-30,552.05
2016-08-31,558.05
2016-09-01,556.9
2016-09-02,557.2
2016-09-06,548.9
2016-09-07,557.0
2016-09-08,555.0
2016-09-09,554.95
2016-09-12,545.05
2016-09-14,549.7
2016-09-15,553.7
2016-09-16,550.1
2016-09-19,550.65
2016-09-20,552.0
2016-09-21,550.05
2016-09-22,547.65
2016-09-23,549.6
2016-09-26,542.7
2016-09-27,534.25
2016-09-28,540.8
2016-09-29,517.85
2016-09-30,535.1
2016-10-03,536.4
2016-10-04,539.85
2016-10-05,538.85
2016-10-06,536.5
2016-10-07,540.55
2016-10-10,568.55
2016-10-13,554.05
2016-10-14,562.85
2016-10-17,586.45
2016-10-18,589.3
2016-10-19,578.8
2016-10-20,581.8
2016-10-21,571.8
2016-10-24,570.45
2016-10-25,570.9
2016-10-26,564.05
2016-10-27,555.5
2016-10-28,555.4
2016-10-30,548.2
2016-11-01,557.25
2016-11-02,547.6
2016-11-03,530.7
2016-11-04,526.95
2016-11-07,539.15
2016-11-08,533.65
2016-11-09,513.35
2016-11-10,518.95
2016-11-11,506.55
2016-11-15,477.15
2016-11-16,479.25
2016-11-17,464.95
2016-11-18,467.15
2016-11-21,459.05
2016-11-22,473.1
2016-11-23,473.1
2016-11-24,477.4
2016-11-25,484.0
2016-11-28,479.9
2016-11-29,480.2
2016-11-30,474.45
2016-12-01,480.55
2016-12-02,475.35
2016-12-05,475.1
2016-12-06,468.4
2016-12-07,464.9
2016-12-08,465.1
2016-12-09,467.05
2016-12-12,465.85
2016-12-13,461.35
2016-12-14,464.1
2016-12-15,460.25
2016-12-16,457.65
2016-12-19,455.3
2016-12-20,449.95
2016-12-21,457.65
2016-12-22,454.9
2016-12-23,454.75
2016-12-26,451.4
2016-12-27,448.4
2016-12-28,451.85
2016-12-29,453.1
2016-12-30,452.5
