Date,KRBL
2016-01-01,228.05
2016-01-04,227.65
2016-01-05,227.75
2016-01-06,233.0
2016-01-07,229.65
2016-01-08,230.35
2016-01-11,226.15
2016-01-12,229.1
2016-01-13,227.95
2016-01-14,229.85
2016-01-15,226.75
2016-01-18,225.35
2016-01-19,229.05
2016-01-20,226.45
2016-01-21,227.45
2016-01-22,229.05
2016-01-25,233.25
2016-01-27,236.9
2016-01-28,238.25
2016-01-29,242.05
2016-02-01,236.75
2016-02-02,229.2
2016-02-03,210.9
2016-02-04,207.85
2016-02-05,208.85
2016-02-08,207.3
2016-02-09,201.55
2016-02-10,202.5
2016-02-11,190.35
2016-02-12,177.4
2016-02-15,189.05
2016-02-16,184.05
2016-02-17,184.35
2016-02-18,192.2
2016-02-19,187.95
2016-02-22,188.65
2016-02-23,186.65
2016-02-24,186.7
2016-02-25,189.05
2016-02-26,185.45
2016-02-29,179.6
2016-03-01,187.2
2016-03-02,196.95
2016-03-03,206.1
2016-03-04,207.25
2016-03-08,204.1
2016-03-09,207.25
2016-03-10,214.4
2016-03-11,211.7
2016-03-14,214.45
2016-03-15,214.25
2016-03-16,213.55
2016-03-17,211.8
2016-03-18,213.6
2016-03-21,212.5
2016-03-22,212.5
2016-03-23,213.05
2016-03-28,211.0
2016-03-29,214.0
2016-03-30,220.85
2016-03-31,223.5
2016-04-01,218.1
2016-04-04,204.15
2016-04-05,198.25
2016-04-06,206.7
2016-04-07,207.2
2016-04-08,208.3
2016-04-11,209.05
2016-04-12,206.4
2016-04-13,205.25
2016-04-18,208.9
2016-04-20,217.45
2016-04-21,216.85
2016-04-22,215.85
2016-04-25,215.0
2016-04-26,229.1
2016-04-27,223.95
2016-04-28,224.1
2016-04-29,226.95
2016-05-02,228.0
2016-05-03,236.85
2016-05-04,243.5
2016-05-05,255.8
2016-05-06,255.85
2016-05-09,265.05
2016-05-10,271.35
2016-05-11,277.45
2016-05-12,273.85
2016-05-13,274.45
2016-05-16,282.9
2016-05-17,279.6
2016-05-18,288.0
2016-05-19,277.35
2016-05-20,274.5
2016-05-23,276.35
2016-05-24,269.6
2016-05-25,261.45
2016-05-26,271.0
2016-05-27,272.55
2016-05-30,276.3
2016-05-31,282.05
2016-06-01,272.35
2016-06-02,268.3
2016-06-03,267.9
2016-06-06,267.95
2016-06-07,267.55
2016-06-08,274.35
2016-06-09,270.95
2016-06-10,276.2
2016-06-13,286.25
2016-06-14,288.1
2016-06-15,291.9
2016-06-16,286.15
2016-06-17,299.4
2016-06-20,297.4
2016-06-21,303.4
2016-06-22,299.1
2016-06-23,294.7
2016-06-24,294.9
2016-06-27,292.2
2016-06-28,286.2
2016-06-29,286.25
2016-06-30,290.1
2016-07-01,285.85
2016-07-04,291.5
2016-07-05,288.45
2016-07-07,286.9
2016-07-08,286.05
2016-07-11,287.45
2016-07-12,283.4
2016-07-13,275.4
2016-07-14,279.5
2016-07-15,274.6
2016-07-18,277.25
2016-07-19,268.15
2016-07-20,266.5
2016-07-21,269.15
2016-07-22,268.85
2016-07-25,269.25
2016-07-26,265.05
2016-07-27,266.15
2016-07-28,261.3
2016-07-29,254.6
2016-08-01,263.3
2016-08-02,267.6
2016-08-03,267.5
2016-08-04,262.6
2016-08-05,270.2
2016-08-08,266.1
2016-08-09,275.5
2016-08-10,271.2
2016-08-11,262.6
2016-08-12,247.75
2016-08-16,234.95
2016-08-17,244.6
2016-08-18,246.35
2016-08-19,251.65
2016-08-22,263.55
2016-08-23,266.05
2016-08-24,261.05
2016-08-25,265.8
2016-08-26,268.65
2016-08-29,267.0
2016-08-30,268.35
2016-08-31,270.9
2016-09-01,262.2
2016-09-02,267.15
2016-09-06,264.95
2016-09-07,264.7
2016-09-08,264.0
2016-09-09,261.7
2016-09-12,253.6
2016-09-14,246.7
2016-09-15,245.15
2016-09-16,251.1
2016-09-19,245.8
2016-09-20,251.6
2016-09-21,249.2
2016-09-22,259.6
2016-09-23,253.75
2016-09-26,250.7
2016-09-27,255.5
2016-09-28,257.55
2016-09-29,241.65
2016-09-30,256.3
2016-10-03,260.8
2016-10-04,259.5
2016-10-05,258.4
2016-10-06,254.15
2016-10-07,253.2
2016-10-10,250.35
2016-10-13,249.85
2016-10-14,254.6
2016-10-17,247.5
2016-10-18,246.25
2016-10-19,246.05
2016-10-20,246.5
2016-10-21,245.95
2016-10-24,247.2
2016-10-25,246.75
2016-10-26,245.85
2016-10-27,246.35
2016-10-28,239.2
2016-10-30,244.65
2016-11-01,244.9
2016-11-02,239.45
2016-11-03,237.45
2016-11-04,240.0
2016-11-07,236.6
2016-11-08,240.65
2016-11-09,234.6
2016-11-10,238.4
2016-11-11,238.85
2016-11-15,235.5
2016-11-16,242.0
2016-11-17,241.6
2016-11-18,250.95
2016-11-21,246.05
2016-11-22,252.55
2016-11-23,260.2
2016-11-24,264.3
2016-11-25,266.75
2016-11-28,267.6
2016-11-29,265.5
2016-11-30,271.0
2016-12-01,274.85
2016-12-02,274.25
2016-12-05,275.35
2016-12-06,272.05
2016-12-07,270.55
2016-12-08,276.65
2016-12-09,275.55
2016-12-12,281.75
2016-12-13,286.9
2016-12-14,289.15
2016-12-15,297.75
2016-12-16,297.05
2016-12-19,291.0
2016-12-20,288.9
2016-12-21,286.5
2016-12-22,280.05
2016-12-23,277.7
2016-12-26,276.4
2016-12-27,287.85
2016-12-28,295.65
2016-12-29,298.3
2016-12-30,298.45
