Date,NBCC
2016-01-01,1004.2
2016-01-04,989.1
2016-01-05,985.75
2016-01-06,1009.45
2016-01-07,991.5
2016-01-08,997.15
2016-01-11,990.2
2016-01-12,1000.45
2016-01-13,976.5
2016-01-14,974.2
2016-01-15,942.95
2016-01-18,906.85
2016-01-19,915.8
2016-01-20,879.3
2016-01-21,891.3
2016-01-22,916.0
2016-01-25,932.65
2016-01-27,963.0
2016-01-28,977.5
2016-01-29,962.9
2016-02-01,961.3
2016-02-02,951.25
2016-02-03,920.15
2016-02-04,945.15
2016-02-05,944.15
2016-02-08,951.55
2016-02-09,932.25
2016-02-10,889.9
2016-02-11,838.6
2016-02-12,838.0
2016-02-15,866.7
2016-02-16,854.3
2016-02-17,856.7
2016-02-18,857.5
2016-02-19,860.8
2016-02-22,898.0
2016-02-23,880.05
2016-02-24,871.85
2016-02-25,864.45
2016-02-26,869.85
2016-02-29,863.9
2016-03-01,889.65
2016-03-02,910.75
2016-03-03,924.95
2016-03-04,910.85
2016-03-08,914.25
2016-03-09,931.45
2016-03-10,924.5
2016-03-11,933.6
2016-03-14,928.1
2016-03-15,917.95
2016-03-16,958.05
2016-03-17,945.55
2016-03-18,952.2
2016-03-21,951.35
2016-03-22,943.8
2016-03-23,940.2
2016-03-28,935.25
2016-03-29,952.45
2016-03-30,952.45
2016-03-31,942.95
2016-04-01,947.95
2016-04-04,954.65
2016-04-05,943.45
2016-04-06,949.5
2016-04-07,942.45
2016-04-08,952.5
2016-04-11,974.45
2016-04-12,985.75
2016-04-13,987.9
2016-04-18,1011.3
2016-04-20,999.1
2016-04-21,1002.25
2016-04-22,1003.6
2016-04-25,1002.85
2016-04-26,1015.85
2016-04-27,1008.75
2016-04-28,996.75
2016-04-29,999.3
2016-05-02,986.35
2016-05-03,1008.25
2016-05-04,989.35
2016-05-05,978.8
2016-05-06,949.1
2016-05-09,958.35
2016-05-10,974.15
2016-05-11,974.9
2016-05-12,978.35
2016-05-13,982.5
2016-05-16,978.1
2016-05-17,980.55
2016-05-18,983.7
2016-05-19,977.55
2016-05-20,967.55
2016-05-23,957.95
2016-05-24,939.1
2016-05-25,949.05
2016-05-26,943.1
2016-05-27,951.9
2016-05-30,949.4
2016-05-31,947.95
2016-06-01,970.25
2016-06-02,197.3
2016-06-03,196.2
2016-06-06,191.4
2016-06-07,192.6
2016-06-08,188.95
2016-06-09,188.95
2016-06-10,188.2
2016-06-13,187.25
2016-06-14,184.4
2016-06-15,183.85
2016-06-16,185.5
2016-06-17,185.1
2016-06-20,186.1
2016-06-21,185.35
2016-06-22,186.7
2016-06-23,187.15
2016-06-24,185.85
2016-06-27,187.5
2016-06-28,192.5
2016-06-29,191.25
2016-06-30,190.6
2016-07-01,192.75
2016-07-04,193.4
2016-07-05,194.8
2016-07-07,215.55
2016-07-08,219.9
2016-07-11,229.6
2016-07-12,257.9
2016-07-13,229.75
2016-07-14,241.1
2016-07-15,245.4
2016-07-18,242.35
2016-07-19,246.5
2016-07-20,241.75
2016-07-21,249.1
2016-07-22,250.95
2016-07-25,249.55
2016-07-26,245.85
2016-07-27,246.9
2016-07-28,244.75
2016-07-29,247.2
2016-08-01,244.2
2016-08-02,245.0
2016-08-03,238.7
2016-08-04,241.65
2016-08-05,244.65
2016-08-08,242.95
2016-08-09,241.2
2016-08-10,237.1
2016-08-11,232.95
2016-08-12,230.65
2016-08-16,232.35
2016-08-17,231.05
2016-08-18,241.95
2016-08-19,242.1
2016-08-22,242.85
2016-08-23,240.65
2016-08-24,240.25
2016-08-25,240.15
2016-08-26,240.0
2016-08-29,236.75
2016-08-30,239.65
2016-08-31,241.25
2016-09-01,241.75
2016-09-02,244.6
2016-09-06,247.55
2016-09-07,251.95
2016-09-08,255.8
2016-09-09,252.2
2016-09-12,245.0
2016-09-14,248.65
2016-09-15,253.65
2016-09-16,249.0
2016-09-19,252.0
2016-09-20,253.1
2016-09-21,253.9
2016-09-22,252.7
2016-09-23,253.75
2016-09-26,252.75
2016-09-27,253.05
2016-09-28,258.15
2016-09-29,250.7
2016-09-30,251.75
2016-10-03,259.1
2016-10-04,277.95
2016-10-05,280.85
2016-10-06,272.7
2016-10-07,264.1
2016-10-10,261.85
2016-10-13,257.55
2016-10-14,256.65
2016-10-17,250.2
2016-10-18,252.65
2016-10-19,253.3
2016-10-20,250.95
2016-10-21,241.2
2016-10-24,236.8
2016-10-25,241.85
2016-10-26,237.85
2016-10-27,239.2
2016-10-28,239.9
2016-10-30,241.4
2016-11-01,240.7
2016-11-02,239.55
2016-11-03,235.2
2016-11-04,228.35
2016-11-07,234.4
2016-11-08,234.5
2016-11-09,221.4
2016-11-10,232.35
2016-11-11,226.95
2016-11-15,222.5
2016-11-16,220.05
2016-11-17,216.7
2016-11-18,219.85
2016-11-21,210.05
2016-11-22,211.8
2016-11-23,228.65
2016-11-24,225.4
2016-11-25,226.35
2016-11-28,227.0
2016-11-29,226.95
2016-11-30,228.1
2016-12-01,227.25
2016-12-02,222.25
2016-12-05,226.5
2016-12-06,233.95
2016-12-07,232.45
2016-12-08,235.1
2016-12-09,233.4
2016-12-12,229.75
2016-12-13,227.5
2016-12-14,225.6
2016-12-15,223.3
2016-12-16,224.7
2016-12-19,223.85
2016-12-20,228.7
2016-12-21,226.65
2016-12-22,222.95
2016-12-23,223.25
2016-12-26,219.8
2016-12-27,225.0
2016-12-28,229.15
2016-12-29,236.0
2016-12-30,238.95
