Date,MPHASIS
2016-01-01,496.35
2016-01-04,497.3
2016-01-05,491.65
2016-01-06,477.75
2016-01-07,458.4
2016-01-08,468.95
2016-01-11,467.95
2016-01-12,471.6
2016-01-13,448.0
2016-01-14,465.95
2016-01-15,459.05
2016-01-18,447.75
2016-01-19,450.95
2016-01-20,447.9
2016-01-21,453.1
2016-01-22,454.4
2016-01-25,457.1
2016-01-27,451.05
2016-01-28,451.1
2016-01-29,456.15
2016-02-01,452.6
2016-02-02,451.5
2016-02-03,437.05
2016-02-04,451.3
2016-02-05,439.5
2016-02-08,443.4
2016-02-09,436.85
2016-02-10,430.35
2016-02-11,429.45
2016-02-12,432.55
2016-02-15,439.55
2016-02-16,415.75
2016-02-17,420.6
2016-02-18,443.5
2016-02-19,421.55
2016-02-22,422.5
2016-02-23,434.05
2016-02-24,439.65
2016-02-25,423.15
2016-02-26,423.35
2016-02-29,420.6
2016-03-01,440.55
2016-03-02,433.85
2016-03-03,442.25
2016-03-04,429.25
2016-03-08,443.85
2016-03-09,446.85
2016-03-10,446.8
2016-03-11,448.15
2016-03-14,451.65
2016-03-15,458.7
2016-03-16,468.0
2016-03-17,492.25
2016-03-18,491.5
2016-03-21,459.05
2016-03-22,468.7
2016-03-23,501.0
2016-03-28,496.25
2016-03-29,511.2
2016-03-30,504.85
2016-03-31,491.8
2016-04-01,468.35
2016-04-04,454.7
2016-04-05,457.95
2016-04-06,460.6
2016-04-07,464.3
2016-04-08,472.8
2016-04-11,490.05
2016-04-12,490.15
2016-04-13,490.45
2016-04-18,506.75
2016-04-20,498.9
2016-04-21,493.05
2016-04-22,489.9
2016-04-25,489.45
2016-04-26,490.05
2016-04-27,495.0
2016-04-28,494.75
2016-04-29,489.25
2016-05-02,485.6
2016-05-03,488.4
2016-05-04,480.85
2016-05-05,481.5
2016-05-06,475.35
2016-05-09,476.0
2016-05-10,472.2
2016-05-11,466.25
2016-05-12,468.9
2016-05-13,462.5
2016-05-16,463.75
2016-05-17,462.25
2016-05-18,466.6
2016-05-19,465.1
2016-05-20,466.6
2016-05-23,480.3
2016-05-24,472.05
2016-05-25,476.0
2016-05-26,474.3
2016-05-27,491.85
2016-05-30,506.25
2016-05-31,524.25
2016-06-01,536.95
2016-06-02,550.85
2016-06-03,559.45
2016-06-06,556.7
2016-06-07,556.8
2016-06-08,551.2
2016-06-09,559.3
2016-06-10,535.6
2016-06-13,519.55
2016-06-14,519.65
2016-06-15,522.55
2016-06-16,526.65
2016-06-17,541.5
2016-06-20,536.65
2016-06-21,545.9
2016-06-22,551.75
2016-06-23,549.0
2016-06-24,548.55
2016-06-27,594.85
2016-06-28,571.1
2016-06-29,580.25
2016-06-30,573.45
2016-07-01,569.25
2016-07-04,563.55
2016-07-05,563.05
2016-07-07,565.7
2016-07-08,569.3
2016-07-11,572.0
2016-07-12,562.9
2016-07-13,552.7
2016-07-14,548.8
2016-07-15,535.9
2016-07-18,533.7
2016-07-19,540.1
2016-07-20,542.5
2016-07-21,544.3
2016-07-22,540.85
2016-07-25,538.35
2016-07-26,536.4
2016-07-27,542.2
2016-07-28,538.55
2016-07-29,540.9
2016-08-01,544.4
2016-08-02,531.9
2016-08-03,524.1
2016-08-04,520.1
2016-08-05,541.65
2016-08-08,559.0
2016-08-09,552.8
2016-08-10,537.8
2016-08-11,540.55
2016-08-12,537.85
2016-08-16,525.85
2016-08-17,527.5
2016-08-18,534.1
2016-08-19,536.2
2016-08-22,530.45
2016-08-23,529.9
2016-08-24,530.85
2016-08-25,530.5
2016-08-26,555.9
2016-08-29,551.65
2016-08-30,552.85
2016-08-31,567.4
2016-09-01,566.35
2016-09-02,563.2
2016-09-06,560.15
2016-09-07,550.5
2016-09-08,538.9
2016-09-09,533.2
2016-09-12,524.6
2016-09-14,516.8
2016-09-15,515.95
2016-09-16,518.95
2016-09-19,515.55
2016-09-20,504.4
2016-09-21,513.1
2016-09-22,528.4
2016-09-23,539.7
2016-09-26,533.3
2016-09-27,538.25
2016-09-28,520.9
2016-09-29,517.75
2016-09-30,519.65
2016-10-03,537.8
2016-10-04,545.15
2016-10-05,548.05
2016-10-06,544.2
2016-10-07,546.6
2016-10-10,544.55
2016-10-13,543.05
2016-10-14,546.2
2016-10-17,544.45
2016-10-18,545.8
2016-10-19,516.6
2016-10-20,522.45
2016-10-21,518.35
2016-10-24,510.45
2016-10-25,506.55
2016-10-26,507.5
2016-10-27,505.95
2016-10-28,512.6
2016-10-30,513.15
2016-11-01,518.0
2016-11-02,522.95
2016-11-03,505.2
2016-11-04,509.4
2016-11-07,510.25
2016-11-08,515.6
2016-11-09,517.1
2016-11-10,504.3
2016-11-11,504.0
2016-11-15,499.8
2016-11-16,499.0
2016-11-17,495.95
2016-11-18,513.7
2016-11-21,518.9
2016-11-22,511.25
2016-11-23,509.8
2016-11-24,510.3
2016-11-25,520.25
2016-11-28,512.3
2016-11-29,518.55
2016-11-30,526.75
2016-12-01,529.0
2016-12-02,522.65
2016-12-05,521.1
2016-12-06,517.1
2016-12-07,512.6
2016-12-08,517.6
2016-12-09,518.05
2016-12-12,513.7
2016-12-13,519.15
2016-12-14,534.55
2016-12-15,548.9
2016-12-16,565.45
2016-12-19,565.6
2016-12-20,566.2
2016-12-21,556.2
2016-12-22,545.75
2016-12-23,559.3
2016-12-26,531.5
2016-12-27,548.5
2016-12-28,559.35
2016-12-29,566.6
2016-12-30,565.25
