Date,SNOWMAN
2016-01-01,80.05
2016-01-04,81.8
2016-01-05,82.1
2016-01-06,82.15
2016-01-07,79.9
2016-01-08,81.95
2016-01-11,80.55
2016-01-12,78.9
2016-01-13,75.95
2016-01-14,71.4
2016-01-15,66.2
2016-01-18,64.25
2016-01-19,67.35
2016-01-20,62.95
2016-01-21,61.8
2016-01-22,63.35
2016-01-25,65.3
2016-01-27,66.8
2016-01-28,68.2
2016-01-29,68.3
2016-02-01,67.5
2016-02-02,64.1
2016-02-03,58.3
2016-02-04,56.95
2016-02-05,56.75
2016-02-08,56.75
2016-02-09,55.65
2016-02-10,52.8
2016-02-11,51.0
2016-02-12,51.6
2016-02-15,52.1
2016-02-16,50.2
2016-02-17,49.9
2016-02-18,50.6
2016-02-19,50.45
2016-02-22,51.55
2016-02-23,51.0
2016-02-24,50.7
2016-02-25,48.7
2016-02-26,49.35
2016-02-29,47.95
2016-03-01,50.15
2016-03-02,50.2
2016-03-03,57.55
2016-03-04,56.3
2016-03-08,54.65
2016-03-09,56.55
2016-03-10,55.9
2016-03-11,55.75
2016-03-14,55.9
2016-03-15,54.05
2016-03-16,52.35
2016-03-17,52.7
2016-03-18,52.5
2016-03-21,55.55
2016-03-22,54.8
2016-03-23,53.2
2016-03-28,50.7
2016-03-29,50.95
2016-03-30,52.0
2016-03-31,53.1
2016-04-01,53.9
2016-04-04,54.8
2016-04-05,52.65
2016-04-06,53.8
2016-04-07,57.15
2016-04-08,60.4
2016-04-11,61.6
2016-04-12,62.8
2016-04-13,62.95
2016-04-18,63.1
2016-04-20,62.95
2016-04-21,62.55
2016-04-22,62.0
2016-04-25,62.55
2016-04-26,63.15
2016-04-27,61.1
2016-04-28,57.65
2016-04-29,56.0
2016-05-02,57.4
2016-05-03,56.65
2016-05-04,55.55
2016-05-05,54.5
2016-05-06,53.95
2016-05-09,53.55
2016-05-10,54.4
2016-05-11,53.75
2016-05-12,57.95
2016-05-13,57.9
2016-05-16,58.95
2016-05-17,57.85
2016-05-18,57.4
2016-05-19,59.05
2016-05-20,58.65
2016-05-23,57.6
2016-05-24,55.0
2016-05-25,56.25
2016-05-26,56.95
2016-05-27,56.65
2016-05-30,57.1
2016-05-31,58.7
2016-06-01,58.75
2016-06-02,61.1
2016-06-03,64.25
2016-06-06,65.8
2016-06-07,65.55
2016-06-08,69.05
2016-06-09,70.8
2016-06-10,76.45
2016-06-13,79.05
2016-06-14,72.7
2016-06-15,72.15
2016-06-16,69.8
2016-06-17,69.95
2016-06-20,70.85
2016-06-21,75.25
2016-06-22,73.25
2016-06-23,72.85
2016-06-24,75.15
2016-06-27,78.95
2016-06-28,80.55
2016-06-29,81.05
2016-06-30,80.85
2016-07-01,79.55
2016-07-04,80.5
2016-07-05,80.75
2016-07-07,82.05
2016-07-08,87.45
2016-07-11,86.05
2016-07-12,84.4
2016-07-13,82.0
2016-07-14,88.1
2016-07-15,85.6
2016-07-18,85.15
2016-07-19,85.65
2016-07-20,86.9
2016-07-21,85.8
2016-07-22,88.4
2016-07-25,89.85
2016-07-26,86.25
2016-07-27,84.75
2016-07-28,90.55
2016-07-29,90.9
2016-08-01,90.3
2016-08-02,90.8
2016-08-03,85.75
2016-08-04,78.35
2016-08-05,73.3
2016-08-08,75.05
2016-08-09,72.4
2016-08-10,68.0
2016-08-11,66.4
2016-08-12,66.85
2016-08-16,64.65
2016-08-17,68.35
2016-08-18,69.05
2016-08-19,70.6
2016-08-22,70.35
2016-08-23,70.95
2016-08-24,71.45
2016-08-25,71.9
2016-08-26,70.3
2016-08-29,68.95
2016-08-30,68.7
2016-08-31,68.35
2016-09-01,68.55
2016-09-02,69.9
2016-09-06,69.9
2016-09-07,69.6
2016-09-08,69.6
2016-09-09,71.1
2016-09-12,69.7
2016-09-14,69.9
2016-09-15,69.2
2016-09-16,68.6
2016-09-19,68.15
2016-09-20,67.55
2016-09-21,68.75
2016-09-22,69.55
2016-09-23,68.8
2016-09-26,67.45
2016-09-27,66.6
2016-09-28,67.6
2016-09-29,62.3
2016-09-30,63.85
2016-10-03,65.8
2016-10-04,65.7
2016-10-05,65.7
2016-10-06,64.85
2016-10-07,63.95
2016-10-10,65.35
2016-10-13,64.0
2016-10-14,64.35
2016-10-17,63.1
2016-10-18,66.9
2016-10-19,69.1
2016-10-20,66.7
2016-10-21,66.35
2016-10-24,65.25
2016-10-25,64.8
2016-10-26,64.75
2016-10-27,64.65
2016-10-28,64.1
2016-10-30,64.85
2016-11-01,64.0
2016-11-02,64.1
2016-11-03,64.8
2016-11-04,61.65
2016-11-07,61.6
2016-11-08,61.25
2016-11-09,58.85
2016-11-10,57.75
2016-11-11,56.15
2016-11-15,53.8
2016-11-16,51.7
2016-11-17,51.55
2016-11-18,51.4
2016-11-21,49.6
2016-11-22,49.35
2016-11-23,50.4
2016-11-24,50.25
2016-11-25,51.45
2016-11-28,51.6
2016-11-29,52.15
2016-11-30,53.6
2016-12-01,52.8
2016-12-02,51.65
2016-12-05,51.3
2016-12-06,50.65
2016-12-07,50.0
2016-12-08,50.55
2016-12-09,52.75
2016-12-12,53.2
2016-12-13,52.45
2016-12-14,52.45
2016-12-15,52.7
2016-12-16,51.7
2016-12-19,51.5
2016-12-20,51.05
2016-12-21,51.1
2016-12-22,51.0
2016-12-23,51.15
2016-12-26,49.5
2016-12-27,49.55
2016-12-28,49.6
2016-12-29,49.85
2016-12-30,50.4
