Date,CHENNPETRO
2016-01-01,202.1
2016-01-04,200.55
2016-01-05,198.55
2016-01-06,205.5
2016-01-07,203.5
2016-01-08,205.2
2016-01-11,202.65
2016-01-12,204.55
2016-01-13,196.15
2016-01-14,200.5
2016-01-15,194.75
2016-01-18,180.75
2016-01-19,178.75
2016-01-20,180.85
2016-01-21,186.4
2016-01-22,187.9
2016-01-25,189.25
2016-01-27,187.8
2016-01-28,184.3
2016-01-29,186.2
2016-02-01,184.8
2016-02-02,181.5
2016-02-03,179.85
2016-02-04,174.25
2016-02-05,170.0
2016-02-08,169.4
2016-02-09,169.55
2016-02-10,168.7
2016-02-11,144.65
2016-02-12,157.15
2016-02-15,163.95
2016-02-16,157.95
2016-02-17,179.15
2016-02-18,176.95
2016-02-19,174.3
2016-02-22,179.4
2016-02-23,174.65
2016-02-24,171.2
2016-02-25,178.2
2016-02-26,170.3
2016-02-29,172.3
2016-03-01,178.5
2016-03-02,176.3
2016-03-03,187.3
2016-03-04,202.1
2016-03-08,199.8
2016-03-09,198.15
2016-03-10,190.5
2016-03-11,189.4
2016-03-14,199.4
2016-03-15,197.9
2016-03-16,194.95
2016-03-17,197.9
2016-03-18,195.5
2016-03-21,197.2
2016-03-22,198.8
2016-03-23,206.2
2016-03-28,198.45
2016-03-29,196.8
2016-03-30,199.15
2016-03-31,199.2
2016-04-01,202.85
2016-04-04,201.25
2016-04-05,197.05
2016-04-06,202.9
2016-04-07,200.35
2016-04-08,201.45
2016-04-11,203.95
2016-04-12,203.0
2016-04-13,202.3
2016-04-18,210.05
2016-04-20,212.5
2016-04-21,221.55
2016-04-22,220.15
2016-04-25,223.1
2016-04-26,218.1
2016-04-27,224.85
2016-04-28,218.8
2016-04-29,213.75
2016-05-02,212.25
2016-05-03,210.25
2016-05-04,203.85
2016-05-05,202.55
2016-05-06,205.15
2016-05-09,207.7
2016-05-10,204.35
2016-05-11,198.3
2016-05-12,199.85
2016-05-13,198.7
2016-05-16,197.95
2016-05-17,202.2
2016-05-18,204.05
2016-05-19,204.65
2016-05-20,204.75
2016-05-23,203.4
2016-05-24,196.95
2016-05-25,196.0
2016-05-26,192.05
2016-05-27,200.45
2016-05-30,195.5
2016-05-31,200.4
2016-06-01,198.55
2016-06-02,195.5
2016-06-03,193.65
2016-06-06,197.7
2016-06-07,197.55
2016-06-08,196.9
2016-06-09,200.4
2016-06-10,195.75
2016-06-13,195.8
2016-06-14,195.05
2016-06-15,194.95
2016-06-16,195.2
2016-06-17,195.85
2016-06-20,193.9
2016-06-21,191.25
2016-06-22,189.75
2016-06-23,189.25
2016-06-24,182.5
2016-06-27,190.05
2016-06-28,190.4
2016-06-29,197.05
2016-06-30,197.35
2016-07-01,198.05
2016-07-04,200.4
2016-07-05,203.6
2016-07-07,203.65
2016-07-08,197.85
2016-07-11,201.0
2016-07-12,203.3
2016-07-13,216.7
2016-07-14,222.4
2016-07-15,219.35
2016-07-18,218.55
2016-07-19,234.1
2016-07-20,235.2
2016-07-21,261.65
2016-07-22,254.5
2016-07-25,267.25
2016-07-26,254.8
2016-07-27,262.95
2016-07-28,261.2
2016-07-29,266.85
2016-08-01,275.8
2016-08-02,286.95
2016-08-03,278.8
2016-08-04,288.15
2016-08-05,292.15
2016-08-08,290.75
2016-08-09,274.25
2016-08-10,258.3
2016-08-11,260.45
2016-08-12,257.3
2016-08-16,270.6
2016-08-17,276.3
2016-08-18,278.05
2016-08-19,270.4
2016-08-22,269.05
2016-08-23,264.55
2016-08-24,281.95
2016-08-25,275.8
2016-08-26,281.1
2016-08-29,283.3
2016-08-30,289.05
2016-08-31,294.5
2016-09-01,295.75
2016-09-02,300.5
2016-09-06,305.35
2016-09-07,298.2
2016-09-08,289.0
2016-09-09,285.25
2016-09-12,283.1
2016-09-14,291.8
2016-09-15,287.95
2016-09-16,301.7
2016-09-19,300.05
2016-09-20,303.25
2016-09-21,301.9
2016-09-22,303.75
2016-09-23,302.9
2016-09-26,302.75
2016-09-27,304.0
2016-09-28,299.2
2016-09-29,280.0
2016-09-30,287.25
2016-10-03,297.3
2016-10-04,291.4
2016-10-05,289.5
2016-10-06,293.95
2016-10-07,297.75
2016-10-10,292.9
2016-10-13,289.9
2016-10-14,287.65
2016-10-17,286.85
2016-10-18,290.25
2016-10-19,292.95
2016-10-20,289.8
2016-10-21,287.6
2016-10-24,291.45
2016-10-25,287.2
2016-10-26,286.4
2016-10-27,281.95
2016-10-28,281.15
2016-10-30,283.5
2016-11-01,285.65
2016-11-02,274.85
2016-11-03,259.2
2016-11-04,253.0
2016-11-07,268.0
2016-11-08,270.8
2016-11-09,270.05
2016-11-10,274.35
2016-11-11,261.45
2016-11-15,233.85
2016-11-16,245.4
2016-11-17,263.4
2016-11-18,268.2
2016-11-21,253.8
2016-11-22,254.5
2016-11-23,254.9
2016-11-24,254.3
2016-11-25,258.55
2016-11-28,272.0
2016-11-29,268.0
2016-11-30,278.85
2016-12-01,271.1
2016-12-02,269.85
2016-12-05,267.45
2016-12-06,265.2
2016-12-07,263.1
2016-12-08,271.1
2016-12-09,275.6
2016-12-12,280.75
2016-12-13,276.75
2016-12-14,278.05
2016-12-15,274.55
2016-12-16,275.0
2016-12-19,269.85
2016-12-20,271.35
2016-12-21,269.45
2016-12-22,264.85
2016-12-23,262.7
2016-12-26,256.5
2016-12-27,256.05
2016-12-28,259.35
2016-12-29,274.6
2016-12-30,273.9
