Date,LAOPALA
2016-01-01,632.35
2016-01-04,617.5
2016-01-05,638.75
2016-01-06,629.7
2016-01-07,610.75
2016-01-08,620.25
2016-01-11,612.1
2016-01-12,613.0
2016-01-13,607.25
2016-01-14,609.2
2016-01-15,577.2
2016-01-18,552.6
2016-01-19,553.9
2016-01-20,549.15
2016-01-21,559.55
2016-01-22,586.25
2016-01-25,580.75
2016-01-27,595.3
2016-01-28,598.5
2016-01-29,596.35
2016-02-01,640.7
2016-02-02,628.15
2016-02-03,640.85
2016-02-04,641.1
2016-02-05,636.1
2016-02-08,626.9
2016-02-09,613.45
2016-02-10,598.2
2016-02-11,579.1
2016-02-12,560.7
2016-02-15,576.55
2016-02-16,590.45
2016-02-17,583.95
2016-02-18,590.9
2016-02-19,585.4
2016-02-22,584.4
2016-02-23,576.0
2016-02-24,573.1
2016-02-25,575.65
2016-02-26,573.4
2016-02-29,570.4
2016-03-01,579.35
2016-03-02,583.15
2016-03-03,577.45
2016-03-04,581.85
2016-03-08,569.8
2016-03-09,571.1
2016-03-10,564.75
2016-03-11,577.9
2016-03-14,590.0
2016-03-15,596.7
2016-03-16,587.95
2016-03-17,584.3
2016-03-18,583.3
2016-03-21,591.3
2016-03-22,592.75
2016-03-23,586.75
2016-03-28,583.25
2016-03-29,577.1
2016-03-30,582.45
2016-03-31,596.2
2016-04-01,596.3
2016-04-04,617.5
2016-04-05,599.6
2016-04-06,609.0
2016-04-07,603.45
2016-04-08,602.35
2016-04-11,600.85
2016-04-12,605.05
2016-04-13,604.8
2016-04-18,594.2
2016-04-20,580.75
2016-04-21,583.3
2016-04-22,585.35
2016-04-25,581.15
2016-04-26,577.15
2016-04-27,578.05
2016-04-28,569.6
2016-04-29,574.65
2016-05-02,577.6
2016-05-03,576.8
2016-05-04,570.35
2016-05-05,566.55
2016-05-06,571.3
2016-05-09,577.4
2016-05-10,573.15
2016-05-11,577.25
2016-05-12,574.6
2016-05-13,566.9
2016-05-16,558.15
2016-05-17,545.8
2016-05-18,546.55
2016-05-19,540.25
2016-05-20,523.5
2016-05-23,518.7
2016-05-24,507.7
2016-05-25,508.8
2016-05-26,521.6
2016-05-27,508.9
2016-05-30,520.4
2016-05-31,547.55
2016-06-01,550.15
2016-06-02,548.45
2016-06-03,540.9
2016-06-06,554.95
2016-06-07,546.95
2016-06-08,548.95
2016-06-09,542.3
2016-06-10,532.75
2016-06-13,535.6
2016-06-14,525.9
2016-06-15,530.6
2016-06-16,527.75
2016-06-17,524.3
2016-06-20,531.15
2016-06-21,548.9
2016-06-22,548.5
2016-06-23,549.9
2016-06-24,557.8
2016-06-27,552.0
2016-06-28,554.15
2016-06-29,550.45
2016-06-30,550.8
2016-07-01,555.5
2016-07-04,548.2
2016-07-05,551.0
2016-07-07,550.35
2016-07-08,554.15
2016-07-11,548.25
2016-07-12,547.75
2016-07-13,538.9
2016-07-14,550.75
2016-07-15,546.05
2016-07-18,544.15
2016-07-19,550.2
2016-07-20,550.7
2016-07-21,547.4
2016-07-22,548.9
2016-07-25,559.6
2016-07-26,550.2
2016-07-27,549.6
2016-07-28,551.75
2016-07-29,550.2
2016-08-01,547.0
2016-08-02,541.55
2016-08-03,542.3
2016-08-04,553.5
2016-08-05,550.0
2016-08-08,546.4
2016-08-09,545.9
2016-08-10,545.75
2016-08-11,548.95
2016-08-12,542.4
2016-08-16,531.6
2016-08-17,533.75
2016-08-18,538.15
2016-08-19,577.3
2016-08-22,559.7
2016-08-23,540.25
2016-08-24,550.2
2016-08-25,561.7
2016-08-26,549.2
2016-08-29,554.65
2016-08-30,547.3
2016-08-31,553.55
2016-09-01,545.35
2016-09-02,547.55
2016-09-06,553.65
2016-09-07,548.4
2016-09-08,549.0
2016-09-09,547.25
2016-09-12,538.85
2016-09-14,552.2
2016-09-15,551.0
2016-09-16,545.6
2016-09-19,547.7
2016-09-20,544.05
2016-09-21,541.05
2016-09-22,541.25
2016-09-23,538.85
2016-09-26,538.7
2016-09-27,538.05
2016-09-28,534.1
2016-09-29,525.25
2016-09-30,527.7
2016-10-03,544.6
2016-10-04,538.1
2016-10-05,534.65
2016-10-06,539.15
2016-10-07,538.6
2016-10-10,539.4
2016-10-13,530.7
2016-10-14,531.55
2016-10-17,537.0
2016-10-18,535.55
2016-10-19,538.55
2016-10-20,538.5
2016-10-21,541.9
2016-10-24,558.6
2016-10-25,558.35
2016-10-26,557.05
2016-10-27,553.35
2016-10-28,558.05
2016-10-30,559.05
2016-11-01,555.4
2016-11-02,550.05
2016-11-03,548.55
2016-11-04,539.3
2016-11-07,547.6
2016-11-08,558.9
2016-11-09,541.05
2016-11-10,553.9
2016-11-11,534.6
2016-11-15,521.7
2016-11-16,530.1
2016-11-17,530.2
2016-11-18,534.8
2016-11-21,520.7
2016-11-22,512.9
2016-11-23,525.8
2016-11-24,522.3
2016-11-25,523.4
2016-11-28,533.35
2016-11-29,523.55
2016-11-30,525.95
2016-12-01,527.15
2016-12-02,522.65
2016-12-05,512.25
2016-12-06,506.15
2016-12-07,510.45
2016-12-08,517.7
2016-12-09,513.7
2016-12-12,502.65
2016-12-13,506.65
2016-12-14,502.5
2016-12-15,505.1
2016-12-16,507.0
2016-12-19,501.1
2016-12-20,495.7
2016-12-21,499.05
2016-12-22,500.0
2016-12-23,476.95
2016-12-26,455.95
2016-12-27,452.8
2016-12-28,449.55
2016-12-29,440.25
2016-12-30,447.3
