Date,SYNDIBANK
2016-01-01,89.85
2016-01-04,86.5
2016-01-05,85.45
2016-01-06,85.4
2016-01-07,81.7
2016-01-08,81.9
2016-01-11,81.95
2016-01-12,78.15
2016-01-13,78.3
2016-01-14,75.95
2016-01-15,70.1
2016-01-18,70.25
2016-01-19,72.4
2016-01-20,70.55
2016-01-21,70.25
2016-01-22,74.05
2016-01-25,72.2
2016-01-27,74.05
2016-01-28,70.4
2016-01-29,67.3
2016-02-01,63.55
2016-02-02,62.3
2016-02-03,59.15
2016-02-04,57.8
2016-02-05,59.85
2016-02-08,59.65
2016-02-09,58.2
2016-02-10,54.95
2016-02-11,52.6
2016-02-12,52.15
2016-02-15,55.45
2016-02-16,51.65
2016-02-17,52.15
2016-02-18,51.75
2016-02-19,52.6
2016-02-22,52.1
2016-02-23,53.3
2016-02-24,51.6
2016-02-25,50.0
2016-02-26,51.35
2016-02-29,51.1
2016-03-01,53.0
2016-03-02,56.85
2016-03-03,57.75
2016-03-04,61.85
2016-03-08,60.65
2016-03-09,60.25
2016-03-10,60.4
2016-03-11,60.8
2016-03-14,61.65
2016-03-15,62.35
2016-03-16,62.85
2016-03-17,63.2
2016-03-18,65.9
2016-03-21,66.0
2016-03-22,65.15
2016-03-23,64.6
2016-03-28,63.55
2016-03-29,63.95
2016-03-30,66.1
2016-03-31,67.65
2016-04-01,71.25
2016-04-04,69.6
2016-04-05,67.7
2016-04-06,67.15
2016-04-07,65.95
2016-04-08,66.35
2016-04-11,68.25
2016-04-12,67.8
2016-04-13,67.95
2016-04-18,67.25
2016-04-20,68.75
2016-04-21,70.2
2016-04-22,70.9
2016-04-25,69.9
2016-04-26,70.45
2016-04-27,70.15
2016-04-28,69.45
2016-04-29,69.65
2016-05-02,69.15
2016-05-03,68.3
2016-05-04,66.7
2016-05-05,65.8
2016-05-06,68.3
2016-05-09,70.9
2016-05-10,71.3
2016-05-11,71.0
2016-05-12,68.45
2016-05-13,65.85
2016-05-16,63.45
2016-05-17,66.45
2016-05-18,68.55
2016-05-19,65.8
2016-05-20,63.4
2016-05-23,61.45
2016-05-24,60.1
2016-05-25,60.9
2016-05-26,61.6
2016-05-27,64.2
2016-05-30,65.8
2016-05-31,67.1
2016-06-01,64.35
2016-06-02,65.35
2016-06-03,63.55
2016-06-06,64.25
2016-06-07,65.45
2016-06-08,66.5
2016-06-09,67.45
2016-06-10,66.7
2016-06-13,65.95
2016-06-14,67.6
2016-06-15,67.9
2016-06-16,71.25
2016-06-17,71.8
2016-06-20,72.45
2016-06-21,71.7
2016-06-22,71.5
2016-06-23,72.65
2016-06-24,70.25
2016-06-27,72.15
2016-06-28,72.3
2016-06-29,72.4
2016-06-30,72.8
2016-07-01,73.35
2016-07-04,77.8
2016-07-05,79.6
2016-07-07,79.15
2016-07-08,77.4
2016-07-11,80.35
2016-07-12,79.95
2016-07-13,77.85
2016-07-14,80.6
2016-07-15,80.75
2016-07-18,78.4
2016-07-19,79.15
2016-07-20,78.55
2016-07-21,75.25
2016-07-22,75.2
2016-07-25,78.0
2016-07-26,76.9
2016-07-27,75.65
2016-07-28,76.55
2016-07-29,76.55
2016-08-01,74.85
2016-08-02,74.55
2016-08-03,73.4
2016-08-04,73.95
2016-08-05,75.0
2016-08-08,74.6
2016-08-09,74.65
2016-08-10,72.0
2016-08-11,70.8
2016-08-12,72.6
2016-08-16,72.4
2016-08-17,73.1
2016-08-18,73.45
2016-08-19,75.75
2016-08-22,75.1
2016-08-23,75.75
2016-08-24,75.5
2016-08-25,74.95
2016-08-26,73.2
2016-08-29,73.2
2016-08-30,77.35
2016-08-31,77.1
2016-09-01,73.85
2016-09-02,75.1
2016-09-06,76.55
2016-09-07,79.05
2016-09-08,80.1
2016-09-09,79.8
2016-09-12,75.6
2016-09-14,77.4
2016-09-15,76.45
2016-09-16,74.6
2016-09-19,75.4
2016-09-20,74.8
2016-09-21,74.7
2016-09-22,76.45
2016-09-23,75.85
2016-09-26,75.35
2016-09-27,74.2
2016-09-28,76.5
2016-09-29,73.7
2016-09-30,73.15
2016-10-03,75.3
2016-10-04,76.7
2016-10-05,76.15
2016-10-06,74.35
2016-10-07,74.55
2016-10-10,74.3
2016-10-13,71.45
2016-10-14,71.35
2016-10-17,70.3
2016-10-18,71.8
2016-10-19,71.6
2016-10-20,76.05
2016-10-21,76.15
2016-10-24,77.6
2016-10-25,77.25
2016-10-26,73.9
2016-10-27,73.55
2016-10-28,73.7
2016-10-30,73.5
2016-11-01,73.35
2016-11-02,70.7
2016-11-03,67.65
2016-11-04,65.6
2016-11-07,67.3
2016-11-08,67.0
2016-11-09,65.85
2016-11-10,73.05
2016-11-11,70.9
2016-11-15,70.7
2016-11-16,69.7
2016-11-17,69.3
2016-11-18,69.8
2016-11-21,66.7
2016-11-22,65.65
2016-11-23,66.2
2016-11-24,66.05
2016-11-25,66.7
2016-11-28,65.85
2016-11-29,66.0
2016-11-30,67.25
2016-12-01,66.5
2016-12-02,66.1
2016-12-05,66.4
2016-12-06,66.6
2016-12-07,66.1
2016-12-08,66.5
2016-12-09,67.9
2016-12-12,66.6
2016-12-13,66.55
2016-12-14,65.8
2016-12-15,65.9
2016-12-16,64.75
2016-12-19,64.45
2016-12-20,62.5
2016-12-21,62.1
2016-12-22,61.9
2016-12-23,61.65
2016-12-26,59.8
2016-12-27,60.9
2016-12-28,60.65
2016-12-29,61.25
2016-12-30,61.55
