Date,MARKSANS
2016-01-01,104.6
2016-01-04,100.3
2016-01-05,100.3
2016-01-06,99.6
2016-01-07,95.5
2016-01-08,96.7
2016-01-11,94.75
2016-01-12,94.6
2016-01-13,75.7
2016-01-14,78.0
2016-01-15,62.4
2016-01-18,56.75
2016-01-19,62.4
2016-01-20,60.95
2016-01-21,60.45
2016-01-22,60.85
2016-01-25,60.75
2016-01-27,56.35
2016-01-28,61.95
2016-01-29,64.25
2016-02-01,65.2
2016-02-02,62.05
2016-02-03,60.15
2016-02-04,55.15
2016-02-05,57.95
2016-02-08,56.7
2016-02-09,57.65
2016-02-10,56.2
2016-02-11,50.35
2016-02-12,47.9
2016-02-15,43.55
2016-02-16,40.05
2016-02-17,40.2
2016-02-18,40.85
2016-02-19,39.85
2016-02-22,40.8
2016-02-23,41.05
2016-02-24,42.9
2016-02-25,41.05
2016-02-26,38.7
2016-02-29,34.85
2016-03-01,38.3
2016-03-02,42.1
2016-03-03,44.5
2016-03-04,47.9
2016-03-08,50.05
2016-03-09,48.9
2016-03-10,50.85
2016-03-11,50.6
2016-03-14,51.95
2016-03-15,49.0
2016-03-16,47.25
2016-03-17,53.9
2016-03-18,49.85
2016-03-21,49.6
2016-03-22,49.2
2016-03-23,48.4
2016-03-28,44.35
2016-03-29,44.35
2016-03-30,46.65
2016-03-31,46.3
2016-04-01,45.75
2016-04-04,47.5
2016-04-05,45.45
2016-04-06,46.65
2016-04-07,48.0
2016-04-08,47.85
2016-04-11,46.8
2016-04-12,46.9
2016-04-13,46.7
2016-04-18,46.4
2016-04-20,47.55
2016-04-21,48.1
2016-04-22,47.3
2016-04-25,46.7
2016-04-26,46.75
2016-04-27,47.0
2016-04-28,45.8
2016-04-29,45.85
2016-05-02,50.15
2016-05-03,48.95
2016-05-04,47.15
2016-05-05,47.25
2016-05-06,50.5
2016-05-09,51.35
2016-05-10,50.35
2016-05-11,51.0
2016-05-12,50.7
2016-05-13,49.7
2016-05-16,49.2
2016-05-17,48.75
2016-05-18,48.4
2016-05-19,47.35
2016-05-20,44.8
2016-05-23,45.45
2016-05-24,44.5
2016-05-25,45.75
2016-05-26,46.8
2016-05-27,47.25
2016-05-30,44.25
2016-05-31,44.45
2016-06-01,44.8
2016-06-02,44.4
2016-06-03,43.65
2016-06-06,42.45
2016-06-07,42.95
2016-06-08,43.25
2016-06-09,44.35
2016-06-10,44.35
2016-06-13,43.6
2016-06-14,43.25
2016-06-15,43.65
2016-06-16,43.15
2016-06-17,42.9
2016-06-20,44.4
2016-06-21,44.7
2016-06-22,43.6
2016-06-23,43.3
2016-06-24,43.3
2016-06-27,45.05
2016-06-28,46.3
2016-06-29,47.25
2016-06-30,47.7
2016-07-01,49.1
2016-07-04,48.15
2016-07-05,48.9
2016-07-07,48.05
2016-07-08,48.6
2016-07-11,48.95
2016-07-12,48.0
2016-07-13,46.75
2016-07-14,47.55
2016-07-15,46.65
2016-07-18,46.15
2016-07-19,45.65
2016-07-20,50.7
2016-07-21,48.75
2016-07-22,48.05
2016-07-25,48.3
2016-07-26,47.2
2016-07-27,47.7
2016-07-28,47.75
2016-07-29,47.35
2016-08-01,46.75
2016-08-02,46.05
2016-08-03,46.3
2016-08-04,46.45
2016-08-05,48.35
2016-08-08,48.8
2016-08-09,47.55
2016-08-10,46.45
2016-08-11,46.2
2016-08-12,45.85
2016-08-16,40.15
2016-08-17,41.5
2016-08-18,41.35
2016-08-19,40.95
2016-08-22,40.8
2016-08-23,40.5
2016-08-24,41.1
2016-08-25,40.75
2016-08-26,40.85
2016-08-29,40.65
2016-08-30,41.3
2016-08-31,40.8
2016-09-01,40.35
2016-09-02,43.0
2016-09-06,42.45
2016-09-07,41.7
2016-09-08,45.0
2016-09-09,43.95
2016-09-12,43.55
2016-09-14,44.3
2016-09-15,43.7
2016-09-16,44.3
2016-09-19,46.35
2016-09-20,49.6
2016-09-21,51.3
2016-09-22,50.6
2016-09-23,47.7
2016-09-26,52.75
2016-09-27,53.8
2016-09-28,54.85
2016-09-29,49.2
2016-09-30,52.6
2016-10-03,56.15
2016-10-04,57.1
2016-10-05,56.55
2016-10-06,55.7
2016-10-07,54.1
2016-10-10,54.2
2016-10-13,52.25
2016-10-14,52.0
2016-10-17,53.2
2016-10-18,54.6
2016-10-19,53.95
2016-10-20,53.8
2016-10-21,52.8
2016-10-24,51.7
2016-10-25,50.65
2016-10-26,51.05
2016-10-27,51.9
2016-10-28,52.0
2016-10-30,52.1
2016-11-01,52.15
2016-11-02,50.25
2016-11-03,49.3
2016-11-04,46.6
2016-11-07,47.5
2016-11-08,47.0
2016-11-09,48.45
2016-11-10,49.15
2016-11-11,47.2
2016-11-15,43.0
2016-11-16,43.55
2016-11-17,43.2
2016-11-18,42.8
2016-11-21,41.0
2016-11-22,41.2
2016-11-23,42.05
2016-11-24,42.95
2016-11-25,43.1
2016-11-28,43.8
2016-11-29,43.85
2016-11-30,44.35
2016-12-01,44.95
2016-12-02,43.95
2016-12-05,43.85
2016-12-06,43.85
2016-12-07,43.15
2016-12-08,43.3
2016-12-09,43.1
2016-12-12,42.3
2016-12-13,42.3
2016-12-14,42.65
2016-12-15,42.9
2016-12-16,42.6
2016-12-19,41.9
2016-12-20,40.95
2016-12-21,41.0
2016-12-22,40.75
2016-12-23,40.4
2016-12-26,39.4
2016-12-27,39.45
2016-12-28,39.7
2016-12-29,39.5
2016-12-30,39.85
