Date,ITI
2016-01-01,31.5
2016-01-04,31.1
2016-01-05,31.5
2016-01-06,31.9
2016-01-07,30.05
2016-01-08,30.6
2016-01-11,30.7
2016-01-12,30.15
2016-01-13,28.55
2016-01-14,27.8
2016-01-15,27.0
2016-01-18,25.6
2016-01-19,25.85
2016-01-20,25.0
2016-01-21,25.45
2016-01-22,26.15
2016-01-25,26.5
2016-01-27,26.5
2016-01-28,26.65
2016-01-29,27.15
2016-02-01,26.8
2016-02-02,25.85
2016-02-03,25.15
2016-02-04,25.25
2016-02-05,25.5
2016-02-08,25.8
2016-02-09,25.8
2016-02-10,27.15
2016-02-11,24.5
2016-02-12,23.6
2016-02-15,25.5
2016-02-16,25.0
2016-02-17,24.95
2016-02-18,24.65
2016-02-19,26.0
2016-02-22,25.35
2016-02-23,25.25
2016-02-24,23.75
2016-02-25,23.5
2016-02-26,23.6
2016-02-29,23.35
2016-03-01,23.2
2016-03-02,23.55
2016-03-03,24.7
2016-03-04,25.9
2016-03-08,25.7
2016-03-09,25.4
2016-03-10,24.75
2016-03-11,24.2
2016-03-14,23.7
2016-03-15,23.3
2016-03-16,23.35
2016-03-17,24.8
2016-03-18,24.95
2016-03-21,24.85
2016-03-22,24.65
2016-03-23,24.65
2016-03-28,23.7
2016-03-29,23.6
2016-03-30,24.1
2016-03-31,24.1
2016-04-01,24.3
2016-04-04,24.3
2016-04-05,23.95
2016-04-06,24.55
2016-04-07,25.65
2016-04-08,25.35
2016-04-11,25.35
2016-04-12,25.3
2016-04-13,25.55
2016-04-18,25.25
2016-04-20,25.35
2016-04-21,25.4
2016-04-22,25.3
2016-04-25,25.75
2016-04-26,25.85
2016-04-27,27.2
2016-04-28,25.95
2016-04-29,25.5
2016-05-02,25.5
2016-05-03,25.2
2016-05-04,24.55
2016-05-05,24.65
2016-05-06,26.8
2016-05-09,25.65
2016-05-10,25.85
2016-05-11,25.25
2016-05-12,25.35
2016-05-13,25.35
2016-05-16,25.05
2016-05-17,25.25
2016-05-18,25.05
2016-05-19,24.75
2016-05-20,24.3
2016-05-23,26.05
2016-05-24,26.6
2016-05-25,25.7
2016-05-26,25.35
2016-05-27,25.45
2016-05-30,26.05
2016-05-31,25.45
2016-06-01,30.5
2016-06-02,28.25
2016-06-03,27.6
2016-06-06,27.7
2016-06-07,27.35
2016-06-08,27.2
2016-06-09,28.9
2016-06-10,28.4
2016-06-13,27.9
2016-06-14,29.1
2016-06-15,28.95
2016-06-16,28.35
2016-06-17,27.95
2016-06-20,27.45
2016-06-21,27.45
2016-06-22,27.3
2016-06-23,27.75
2016-06-24,26.75
2016-06-27,27.15
2016-06-28,27.55
2016-06-29,28.45
2016-06-30,29.0
2016-07-01,28.85
2016-07-04,28.9
2016-07-05,28.9
2016-07-07,29.0
2016-07-08,28.6
2016-07-11,28.55
2016-07-12,28.85
2016-07-13,34.15
2016-07-14,32.85
2016-07-15,31.7
2016-07-18,30.7
2016-07-19,29.65
2016-07-20,29.8
2016-07-21,29.65
2016-07-22,29.55
2016-07-25,29.6
2016-07-26,28.95
2016-07-27,28.75
2016-07-28,28.8
2016-07-29,28.0
2016-08-01,27.8
2016-08-02,27.65
2016-08-03,27.15
2016-08-04,27.75
2016-08-05,27.7
2016-08-08,28.8
2016-08-09,29.8
2016-08-10,29.95
2016-08-11,29.15
2016-08-12,27.55
2016-08-16,28.5
2016-08-17,31.05
2016-08-18,30.3
2016-08-19,30.2
2016-08-22,30.2
2016-08-23,29.6
2016-08-24,30.15
2016-08-25,29.5
2016-08-26,29.25
2016-08-29,28.9
2016-08-30,29.45
2016-08-31,29.35
2016-09-01,29.05
2016-09-02,29.6
2016-09-06,29.4
2016-09-07,29.6
2016-09-08,29.8
2016-09-09,29.6
2016-09-12,28.7
2016-09-14,28.9
2016-09-15,28.8
2016-09-16,28.6
2016-09-19,28.55
2016-09-20,28.35
2016-09-21,28.5
2016-09-22,28.8
2016-09-23,28.5
2016-09-26,28.2
2016-09-27,29.3
2016-09-28,28.95
2016-09-29,26.5
2016-09-30,27.15
2016-10-03,27.45
2016-10-04,27.6
2016-10-05,27.75
2016-10-06,26.9
2016-10-07,27.1
2016-10-10,26.9
2016-10-13,26.6
2016-10-14,27.7
2016-10-17,27.0
2016-10-18,28.3
2016-10-19,29.7
2016-10-20,29.35
2016-10-21,30.1
2016-10-24,30.7
2016-10-25,30.2
2016-10-26,29.6
2016-10-27,31.0
2016-10-28,30.2
2016-10-30,30.7
2016-11-01,33.7
2016-11-02,33.15
2016-11-03,32.15
2016-11-04,30.65
2016-11-07,31.35
2016-11-08,31.2
2016-11-09,30.05
2016-11-10,34.1
2016-11-11,32.7
2016-11-15,30.05
2016-11-16,29.9
2016-11-17,29.2
2016-11-18,29.1
2016-11-21,29.1
2016-11-22,28.95
2016-11-23,29.2
2016-11-24,29.6
2016-11-25,30.4
2016-11-28,31.5
2016-11-29,33.5
2016-11-30,34.05
2016-12-01,36.6
2016-12-02,36.1
2016-12-05,37.15
2016-12-06,36.8
2016-12-07,39.25
2016-12-08,41.5
2016-12-09,49.0
2016-12-12,52.8
2016-12-13,49.55
2016-12-14,45.85
2016-12-15,46.1
2016-12-16,44.75
2016-12-19,45.45
2016-12-20,44.3
2016-12-21,43.85
2016-12-22,42.1
2016-12-23,43.0
2016-12-26,43.45
2016-12-27,44.5
2016-12-28,43.7
2016-12-29,45.6
2016-12-30,44.95
