Date,ZUARIGLOB
2016-01-01,107.5
2016-01-04,113.35
2016-01-05,133.85
2016-01-06,125.15
2016-01-07,120.9
2016-01-08,122.25
2016-01-11,117.7
2016-01-12,116.4
2016-01-13,112.75
2016-01-14,108.3
2016-01-15,104.0
2016-01-18,98.4
2016-01-19,101.65
2016-01-20,98.7
2016-01-21,98.35
2016-01-22,100.8
2016-01-25,100.45
2016-01-27,103.05
2016-01-28,100.7
2016-01-29,100.25
2016-02-01,101.95
2016-02-02,98.5
2016-02-03,97.05
2016-02-04,98.0
2016-02-05,97.7
2016-02-08,96.95
2016-02-09,95.0
2016-02-10,95.4
2016-02-11,85.85
2016-02-12,87.8
2016-02-15,90.95
2016-02-16,89.05
2016-02-17,91.4
2016-02-18,91.15
2016-02-19,91.2
2016-02-22,94.7
2016-02-23,92.55
2016-02-24,90.5
2016-02-25,87.9
2016-02-26,87.7
2016-02-29,88.1
2016-03-01,87.95
2016-03-02,89.65
2016-03-03,90.6
2016-03-04,90.0
2016-03-08,90.7
2016-03-09,95.25
2016-03-10,96.45
2016-03-11,91.35
2016-03-14,93.2
2016-03-15,91.55
2016-03-16,93.75
2016-03-17,92.75
2016-03-18,92.0
2016-03-21,93.2
2016-03-22,94.35
2016-03-23,94.8
2016-03-28,93.25
2016-03-29,89.9
2016-03-30,90.8
2016-03-31,89.0
2016-04-01,90.6
2016-04-04,92.45
2016-04-05,90.1
2016-04-06,92.4
2016-04-07,92.2
2016-04-08,91.65
2016-04-11,92.75
2016-04-12,93.1
2016-04-13,94.8
2016-04-18,97.5
2016-04-20,101.5
2016-04-21,100.95
2016-04-22,100.15
2016-04-25,100.95
2016-04-26,100.2
2016-04-27,97.6
2016-04-28,98.45
2016-04-29,97.75
2016-05-02,100.05
2016-05-03,100.05
2016-05-04,97.75
2016-05-05,96.65
2016-05-06,96.8
2016-05-09,96.0
2016-05-10,97.7
2016-05-11,97.4
2016-05-12,105.6
2016-05-13,106.6
2016-05-16,99.6
2016-05-17,99.15
2016-05-18,98.15
2016-05-19,98.2
2016-05-20,100.0
2016-05-23,99.35
2016-05-24,99.7
2016-05-25,100.25
2016-05-26,100.35
2016-05-27,100.3
2016-05-30,97.95
2016-05-31,97.0
2016-06-01,99.4
2016-06-02,101.45
2016-06-03,101.05
2016-06-06,99.75
2016-06-07,99.4
2016-06-08,100.45
2016-06-09,103.65
2016-06-10,102.0
2016-06-13,102.15
2016-06-14,101.55
2016-06-15,103.4
2016-06-16,101.85
2016-06-17,105.05
2016-06-20,105.3
2016-06-21,103.85
2016-06-22,99.85
2016-06-23,99.85
2016-06-24,98.75
2016-06-27,101.2
2016-06-28,100.0
2016-06-29,102.55
2016-06-30,105.25
2016-07-01,106.0
2016-07-04,108.85
2016-07-05,109.35
2016-07-07,109.65
2016-07-08,109.8
2016-07-11,110.1
2016-07-12,108.8
2016-07-13,106.9
2016-07-14,103.6
2016-07-15,100.1
2016-07-18,99.65
2016-07-19,98.75
2016-07-20,98.6
2016-07-21,98.75
2016-07-22,98.95
2016-07-25,102.0
2016-07-26,100.5
2016-07-27,97.95
2016-07-28,99.05
2016-07-29,98.45
2016-08-01,97.0
2016-08-02,97.15
2016-08-03,94.55
2016-08-04,95.5
2016-08-05,95.65
2016-08-08,94.6
2016-08-09,93.25
2016-08-10,92.35
2016-08-11,91.9
2016-08-12,90.9
2016-08-16,91.1
2016-08-17,91.45
2016-08-18,94.35
2016-08-19,93.8
2016-08-22,94.15
2016-08-23,95.3
2016-08-24,96.05
2016-08-25,96.45
2016-08-26,96.6
2016-08-29,97.45
2016-08-30,95.4
2016-08-31,95.2
2016-09-01,94.15
2016-09-02,95.25
2016-09-06,94.55
2016-09-07,96.2
2016-09-08,97.3
2016-09-09,96.2
2016-09-12,94.95
2016-09-14,96.75
2016-09-15,95.05
2016-09-16,93.8
2016-09-19,95.0
2016-09-20,94.15
2016-09-21,96.05
2016-09-22,95.05
2016-09-23,94.5
2016-09-26,96.55
2016-09-27,95.0
2016-09-28,98.45
2016-09-29,95.2
2016-09-30,94.2
2016-10-03,98.0
2016-10-04,96.7
2016-10-05,96.85
2016-10-06,97.0
2016-10-07,97.35
2016-10-10,97.3
2016-10-13,96.0
2016-10-14,96.0
2016-10-17,95.2
2016-10-18,114.2
2016-10-19,124.5
2016-10-20,117.65
2016-10-21,115.05
2016-10-24,114.05
2016-10-25,112.25
2016-10-26,109.8
2016-10-27,104.9
2016-10-28,102.85
2016-10-30,102.35
2016-11-01,104.45
2016-11-02,101.55
2016-11-03,101.35
2016-11-04,97.4
2016-11-07,101.05
2016-11-08,100.3
2016-11-09,95.35
2016-11-10,98.55
2016-11-11,93.3
2016-11-15,90.9
2016-11-16,90.85
2016-11-17,88.2
2016-11-18,91.05
2016-11-21,88.35
2016-11-22,88.35
2016-11-23,90.0
2016-11-24,91.45
2016-11-25,90.65
2016-11-28,91.0
2016-11-29,94.7
2016-11-30,95.95
2016-12-01,94.2
2016-12-02,94.65
2016-12-05,95.65
2016-12-06,94.5
2016-12-07,95.5
2016-12-08,95.35
2016-12-09,95.45
2016-12-12,94.85
2016-12-13,94.95
2016-12-14,94.1
2016-12-15,94.3
2016-12-16,94.25
2016-12-19,94.2
2016-12-20,94.6
2016-12-21,94.0
2016-12-22,94.65
2016-12-23,95.2
2016-12-26,94.15
2016-12-27,94.95
2016-12-28,95.4
2016-12-29,94.5
2016-12-30,94.65
