Date,NAVINFLUOR
2016-01-01,1949.2
2016-01-04,1931.05
2016-01-05,1881.95
2016-01-06,1896.75
2016-01-07,1841.95
2016-01-08,1888.1
2016-01-11,1875.35
2016-01-12,1835.9
2016-01-13,1832.65
2016-01-14,1844.85
2016-01-15,1796.25
2016-01-18,1669.45
2016-01-19,1697.95
2016-01-20,1702.35
2016-01-21,1670.8
2016-01-22,1660.5
2016-01-25,1668.2
2016-01-27,1718.4
2016-01-28,1786.15
2016-01-29,1758.2
2016-02-01,1541.55
2016-02-02,1553.25
2016-02-03,1572.9
2016-02-04,1591.7
2016-02-05,1594.75
2016-02-08,1601.6
2016-02-09,1606.35
2016-02-10,1529.2
2016-02-11,1539.5
2016-02-12,1495.1
2016-02-15,1606.15
2016-02-16,1538.4
2016-02-17,1525.05
2016-02-18,1528.25
2016-02-19,1521.75
2016-02-22,1498.4
2016-02-23,1452.4
2016-02-24,1362.25
2016-02-25,1333.25
2016-02-26,1348.8
2016-02-29,1287.5
2016-03-01,1358.45
2016-03-02,1430.4
2016-03-03,1431.15
2016-03-04,1401.55
2016-03-08,1378.6
2016-03-09,1447.55
2016-03-10,1401.55
2016-03-11,1414.75
2016-03-14,1433.0
2016-03-15,1410.3
2016-03-16,1408.05
2016-03-17,1409.3
2016-03-18,1411.9
2016-03-21,1413.3
2016-03-22,1414.8
2016-03-23,1697.75
2016-03-28,1754.05
2016-03-29,1756.05
2016-03-30,1722.5
2016-03-31,1688.7
2016-04-01,1704.45
2016-04-04,1693.3
2016-04-05,1657.55
2016-04-06,1650.4
2016-04-07,1625.25
2016-04-08,1606.6
2016-04-11,1600.0
2016-04-12,1616.0
2016-04-13,1690.5
2016-04-18,1681.2
2016-04-20,1719.05
2016-04-21,1684.45
2016-04-22,1673.2
2016-04-25,1684.85
2016-04-26,1700.2
2016-04-27,1750.45
2016-04-28,1747.75
2016-04-29,1742.85
2016-05-02,2010.35
2016-05-03,2021.8
2016-05-04,2004.75
