Date,JUSTDIAL
2016-01-01,847.4
2016-01-04,837.85
2016-01-05,851.95
2016-01-06,845.85
2016-01-07,842.8
2016-01-08,835.15
2016-01-11,832.05
2016-01-12,826.7
2016-01-13,819.4
2016-01-14,806.45
2016-01-15,795.45
2016-01-18,800.25
2016-01-19,803.4
2016-01-20,790.35
2016-01-21,791.4
2016-01-22,796.05
2016-01-25,792.1
2016-01-27,784.95
2016-01-28,731.1
2016-01-29,608.2
2016-02-01,567.45
2016-02-02,591.0
2016-02-03,568.5
2016-02-04,580.1
2016-02-05,568.65
2016-02-08,541.4
2016-02-09,501.75
2016-02-10,516.05
2016-02-11,474.9
2016-02-12,415.35
2016-02-15,465.65
2016-02-16,443.3
2016-02-17,525.75
2016-02-18,551.8
2016-02-19,531.5
2016-02-22,556.55
2016-02-23,550.4
2016-02-24,550.35
2016-02-25,535.05
2016-02-26,550.25
2016-02-29,534.4
2016-03-01,548.5
2016-03-02,560.15
2016-03-03,662.85
2016-03-04,758.2
2016-03-08,650.0
2016-03-09,655.8
2016-03-10,678.15
2016-03-11,673.85
2016-03-14,674.65
2016-03-15,659.6
2016-03-16,648.2
2016-03-17,647.35
2016-03-18,641.85
2016-03-21,645.1
2016-03-22,703.05
2016-03-23,741.6
2016-03-28,754.3
2016-03-29,729.2
2016-03-30,748.75
2016-03-31,766.4
2016-04-01,761.9
2016-04-04,744.55
2016-04-05,732.2
2016-04-06,731.05
2016-04-07,729.3
2016-04-08,760.7
2016-04-11,817.55
2016-04-12,855.05
2016-04-13,859.9
2016-04-18,886.2
2016-04-20,886.65
2016-04-21,887.45
2016-04-22,873.3
2016-04-25,882.45
2016-04-26,860.65
2016-04-27,849.65
2016-04-28,860.85
2016-04-29,846.45
2016-05-02,851.75
2016-05-03,836.95
2016-05-04,799.5
2016-05-05,806.45
2016-05-06,788.05
2016-05-09,769.65
2016-05-10,730.5
2016-05-11,721.95
2016-05-12,719.05
2016-05-13,731.35
2016-05-16,731.55
2016-05-17,736.3
2016-05-18,738.75
2016-05-19,723.15
2016-05-20,750.8
2016-05-23,697.55
2016-05-24,640.75
2016-05-25,640.7
2016-05-26,665.7
2016-05-27,654.25
2016-05-30,643.45
2016-05-31,680.0
2016-06-01,695.5
2016-06-02,676.65
2016-06-03,669.7
2016-06-06,663.75
2016-06-07,653.85
2016-06-08,650.9
2016-06-09,661.7
2016-06-10,652.6
2016-06-13,634.9
2016-06-14,641.5
2016-06-15,644.0
2016-06-16,643.8
2016-06-17,662.45
2016-06-20,661.95
2016-06-21,665.2
2016-06-22,656.25
2016-06-23,648.4
2016-06-24,625.55
2016-06-27,622.05
2016-06-28,598.9
2016-06-29,601.45
2016-06-30,610.45
2016-07-01,615.6
2016-07-04,618.85
2016-07-05,615.05
2016-07-07,605.1
2016-07-08,592.85
2016-07-11,590.45
2016-07-12,578.45
2016-07-13,579.05
2016-07-14,572.9
2016-07-15,553.4
2016-07-18,560.9
2016-07-19,553.85
2016-07-20,549.95
2016-07-21,558.5
2016-07-22,554.65
2016-07-25,553.15
2016-07-26,533.05
2016-07-27,537.95
2016-07-28,540.7
2016-07-29,555.5
2016-08-01,530.95
2016-08-02,504.9
2016-08-03,477.1
2016-08-04,479.2
2016-08-05,466.25
2016-08-08,500.55
2016-08-09,497.85
2016-08-10,494.6
2016-08-11,493.65
2016-08-12,475.05
2016-08-16,485.65
2016-08-17,471.35
2016-08-18,473.0
2016-08-19,475.1
2016-08-22,465.7
2016-08-23,460.95
2016-08-24,467.3
2016-08-25,485.4
2016-08-26,500.45
2016-08-29,505.55
2016-08-30,498.8
2016-08-31,496.25
2016-09-01,482.8
2016-09-02,479.0
2016-09-06,501.6
2016-09-07,508.6
2016-09-08,499.25
2016-09-09,487.35
2016-09-12,476.55
2016-09-14,464.25
2016-09-15,466.05
2016-09-16,468.8
2016-09-19,473.5
2016-09-20,468.6
2016-09-21,464.9
2016-09-22,467.85
2016-09-23,464.15
2016-09-26,454.85
2016-09-27,443.25
2016-09-28,452.4
2016-09-29,426.0
2016-09-30,430.85
2016-10-03,436.1
2016-10-04,437.85
2016-10-05,432.65
2016-10-06,433.35
2016-10-07,436.4
2016-10-10,434.75
2016-10-13,453.45
2016-10-14,444.35
2016-10-17,442.3
2016-10-18,446.0
2016-10-19,454.95
2016-10-20,450.45
2016-10-21,449.35
2016-10-24,449.45
2016-10-25,448.2
2016-10-26,450.05
2016-10-27,425.55
2016-10-28,423.05
2016-10-30,425.2
2016-11-01,422.2
2016-11-02,420.1
2016-11-03,411.1
2016-11-04,393.6
2016-11-07,392.65
2016-11-08,394.15
2016-11-09,379.05
2016-11-10,396.65
2016-11-11,404.85
2016-11-15,396.7
2016-11-16,395.85
2016-11-17,395.35
2016-11-18,398.65
2016-11-21,382.7
2016-11-22,377.6
2016-11-23,370.05
2016-11-24,368.3
2016-11-25,367.8
2016-11-28,370.5
2016-11-29,377.5
2016-11-30,379.6
2016-12-01,378.75
2016-12-02,373.4
2016-12-05,380.55
2016-12-06,379.4
2016-12-07,380.15
2016-12-08,379.45
2016-12-09,382.25
2016-12-12,378.65
2016-12-13,376.15
2016-12-14,378.75
2016-12-15,389.5
2016-12-16,379.9
2016-12-19,371.4
2016-12-20,353.05
2016-12-21,344.9
2016-12-22,341.45
2016-12-23,339.25
2016-12-26,329.7
2016-12-27,324.1
2016-12-28,322.0
2016-12-29,332.6
2016-12-30,338.95
