Date,HDFCMFGETF
2016-01-01,2363.05
2016-01-04,2374.0
2016-01-05,2393.8
2016-01-06,2441.6
2016-01-07,2433.3
2016-01-08,2430.4
2016-01-11,2428.4
2016-01-12,2418.5
2016-01-13,2391.95
2016-01-14,2424.15
2016-01-15,2411.1
2016-01-18,2452.55
2016-01-19,2461.4
2016-01-20,2477.35
2016-01-21,2463.1
2016-01-22,2446.55
2016-01-25,2458.25
2016-01-27,2488.6
2016-01-28,2524.9
2016-01-29,2490.35
2016-02-01,2507.95
2016-02-02,2512.5
2016-02-03,2532.7
2016-02-04,2563.55
2016-02-05,2571.3
2016-02-08,2601.05
2016-02-09,2628.45
2016-02-10,2619.25
2016-02-11,2668.25
2016-02-12,2707.15
2016-02-15,2644.9
2016-02-16,2651.35
2016-02-17,2654.05
2016-02-18,2652.9
2016-02-19,2679.6
2016-02-22,2658.45
2016-02-23,2692.1
2016-02-24,2683.8
2016-02-25,2721.55
2016-02-26,2701.7
2016-02-29,2705.0
2016-03-01,2717.65
2016-03-02,2682.2
2016-03-03,2689.6
2016-03-04,2734.85
2016-03-08,2758.15
2016-03-09,2750.4
2016-03-10,2710.0
2016-03-11,2741.5
2016-03-14,2745.25
2016-03-15,2723.8
2016-03-16,2687.55
2016-03-17,2717.3
2016-03-18,2687.85
2016-03-21,2700.5
2016-03-22,2691.2
2016-03-23,2653.45
2016-03-28,2616.2
2016-03-29,2625.75
2016-03-30,2636.45
2016-03-31,2627.05
2016-04-01,2663.7
2016-04-04,2632.35
2016-04-05,2662.05
2016-04-06,2661.25
2016-04-07,2681.65
2016-04-08,2683.0
2016-04-11,2684.4
2016-04-12,2719.55
2016-04-13,2701.75
2016-04-18,2714.85
2016-04-20,2735.05
2016-04-21,2753.75
2016-04-22,2760.1
2016-04-25,2733.0
2016-04-26,2715.5
2016-04-27,2727.75
2016-04-28,2754.9
2016-04-29,2799.7
2016-05-02,2838.8
2016-05-03,2820.65
2016-05-04,2814.35
2016-05-05,2790.9
2016-05-06,2799.9
2016-05-09,2789.35
2016-05-10,2789.45
2016-05-11,2784.1
2016-05-12,2783.0
2016-05-13,2801.05
2016-05-16,2820.2
2016-05-17,2794.35
2016-05-18,2793.5
2016-05-19,2771.8
2016-05-20,2785.1
2016-05-23,2777.45
2016-05-24,2766.9
2016-05-25,2708.25
2016-05-26,2711.95
2016-05-27,2698.3
2016-05-30,2683.25
2016-05-31,2683.2
2016-06-01,2691.6
2016-06-02,2682.55
2016-06-03,2676.7
2016-06-06,2717.75
2016-06-07,2706.95
2016-06-08,2737.9
2016-06-09,2729.15
2016-06-10,2766.05
2016-06-13,2780.95
2016-06-14,2788.4
2016-06-15,2784.15
2016-06-16,2823.55
2016-06-17,2781.8
2016-06-20,2794.35
2016-06-21,2783.0
2016-06-22,2762.1
2016-06-23,2780.1
2016-06-24,2838.65
2016-06-27,2861.05
2016-06-28,2860.3
2016-06-29,2852.2
2016-06-30,2849.4
2016-07-01,2870.75
2016-07-04,2901.2
2016-07-05,2886.25
2016-07-07,2915.9
2016-07-08,2916.45
2016-07-11,2904.45
2016-07-12,2911.75
2016-07-13,2917.3
2016-07-14,2918.3
2016-07-15,2877.7
2016-07-18,2863.7
2016-07-19,2874.1
2016-07-20,2863.1
2016-07-21,2859.25
2016-07-22,2857.45
2016-07-25,2863.75
2016-07-26,2867.3
2016-07-27,2868.05
2016-07-28,2906.85
2016-07-29,2877.5
2016-08-01,2910.0
2016-08-02,2915.15
2016-08-03,2922.4
2016-08-04,2906.4
2016-08-05,2921.4
2016-08-08,2872.45
2016-08-09,2885.75
2016-08-10,2925.85
2016-08-11,2924.05
2016-08-12,2917.45
2016-08-16,2936.7
2016-08-17,2934.25
2016-08-18,2939.7
2016-08-19,2937.05
2016-08-22,2921.0
2016-08-23,2924.25
2016-08-24,2926.85
2016-08-25,2903.3
2016-08-26,2908.3
2016-08-29,2896.7
2016-08-30,2896.7
2016-08-31,2883.0
2016-09-01,2868.0
2016-09-02,2871.35
2016-09-06,2893.6
2016-09-07,2927.15
2016-09-08,2919.85
2016-09-09,2906.05
2016-09-12,2906.5
2016-09-14,2908.1
2016-09-15,2904.3
2016-09-16,2891.15
2016-09-19,2909.3
2016-09-20,2912.45
2016-09-21,2912.4
2016-09-22,2929.3
2016-09-23,2926.55
2016-09-26,2924.65
2016-09-27,2919.6
2016-09-28,2901.9
2016-09-29,2912.75
2016-09-30,2930.65
2016-10-03,2927.95
2016-10-04,2917.85
2016-10-05,2861.95
2016-10-06,2857.05
2016-10-07,2839.25
2016-10-10,2855.15
2016-10-13,2853.8
2016-10-14,2836.6
2016-10-17,2814.7
2016-10-18,2820.0
2016-10-19,2821.0
2016-10-20,2825.7
2016-10-21,2824.3
2016-10-24,2806.8
2016-10-25,2797.25
2016-10-26,2808.25
2016-10-27,2812.1
2016-10-28,2840.15
2016-10-30,2861.65
2016-11-01,2826.9
2016-11-02,2847.55
2016-11-03,2849.05
2016-11-04,2863.1
2016-11-07,2857.55
2016-11-08,2841.4
2016-11-09,2876.0
2016-11-10,2837.65
2016-11-11,2803.55
2016-11-15,2781.0
2016-11-16,2761.8
2016-11-17,2750.05
2016-11-18,2721.5
2016-11-21,2721.85
2016-11-22,2722.6
2016-11-23,2730.0
2016-11-24,2694.5
2016-11-25,2680.45
2016-11-28,2690.7
2016-11-29,2686.3
