Date,HITECHGEAR
2016-01-01,317.35
2016-01-04,322.85
2016-01-05,318.8
2016-01-06,315.6
2016-01-07,304.1
2016-01-08,319.9
2016-01-11,322.65
2016-01-12,313.6
2016-01-13,301.6
2016-01-14,298.35
2016-01-15,284.65
2016-01-18,265.95
2016-01-19,274.6
2016-01-20,269.95
2016-01-21,272.6
2016-01-22,277.45
2016-01-25,283.15
2016-01-27,277.8
2016-01-28,277.05
2016-01-29,282.65
2016-02-01,281.7
2016-02-02,277.8
2016-02-03,267.7
2016-02-04,265.8
2016-02-05,267.1
2016-02-08,280.95
2016-02-09,274.75
2016-02-10,273.45
2016-02-11,252.85
2016-02-12,254.25
2016-02-15,254.5
2016-02-16,242.45
2016-02-17,238.7
2016-02-18,240.0
2016-02-19,240.2
2016-02-22,249.25
2016-02-23,247.0
2016-02-24,241.45
2016-02-25,243.2
2016-02-26,236.85
2016-02-29,230.35
2016-03-01,240.3
2016-03-02,247.35
2016-03-03,249.9
2016-03-04,252.4
2016-03-08,255.75
2016-03-09,246.2
2016-03-10,241.7
2016-03-11,242.15
2016-03-14,248.95
2016-03-15,245.45
2016-03-16,243.5
2016-03-17,245.35
2016-03-18,245.95
2016-03-21,250.05
2016-03-22,251.05
2016-03-23,252.15
2016-03-28,243.0
2016-03-29,243.2
2016-03-30,248.05
2016-03-31,247.05
2016-04-01,248.9
2016-04-04,251.95
2016-04-05,250.95
2016-04-06,263.5
2016-04-07,264.6
2016-04-08,256.1
2016-04-11,259.7
2016-04-12,258.1
2016-04-13,259.15
2016-04-18,258.35
2016-04-20,267.55
2016-04-21,269.6
2016-04-22,269.9
2016-04-25,267.7
2016-04-26,268.2
2016-04-27,264.25
2016-04-28,264.5
2016-04-29,262.45
2016-05-02,264.15
2016-05-03,271.85
2016-05-04,266.9
2016-05-05,263.65
2016-05-06,263.3
2016-05-09,259.25
2016-05-10,259.85
2016-05-11,255.65
2016-05-12,253.7
2016-05-13,250.5
2016-05-16,254.8
2016-05-17,258.9
2016-05-18,264.6
2016-05-19,257.7
2016-05-20,251.85
2016-05-23,249.65
2016-05-24,251.95
2016-05-25,251.15
2016-05-26,261.95
2016-05-27,258.9
2016-05-30,255.9
2016-05-31,255.4
2016-06-01,256.35
2016-06-02,262.45
2016-06-03,257.75
2016-06-06,259.4
2016-06-07,255.2
2016-06-08,257.2
2016-06-09,257.1
2016-06-10,250.15
2016-06-13,245.45
2016-06-14,250.0
2016-06-15,255.95
2016-06-16,258.3
2016-06-17,259.7
2016-06-20,256.6
2016-06-21,255.65
2016-06-22,262.65
2016-06-23,255.85
2016-06-24,251.05
2016-06-27,250.15
2016-06-28,252.75
2016-06-29,257.2
2016-06-30,252.9
2016-07-01,268.4
2016-07-04,278.05
2016-07-05,280.35
2016-07-07,283.6
2016-07-08,278.85
2016-07-11,279.8
2016-07-12,280.0
2016-07-13,277.85
2016-07-14,282.15
2016-07-15,286.55
2016-07-18,294.05
2016-07-19,292.7
2016-07-20,294.4
2016-07-21,291.5
2016-07-22,289.4
2016-07-25,283.35
2016-07-26,281.75
2016-07-27,279.25
2016-07-28,279.95
2016-07-29,280.75
2016-08-01,281.4
2016-08-02,283.15
2016-08-03,281.25
2016-08-04,285.85
2016-08-05,303.2
2016-08-08,322.6
2016-08-09,315.65
2016-08-10,308.35
2016-08-11,313.15
2016-08-12,298.15
2016-08-16,296.4
2016-08-17,291.95
2016-08-18,305.3
2016-08-19,312.95
2016-08-22,317.5
2016-08-23,319.1
2016-08-24,321.3
2016-08-25,315.2
2016-08-26,310.75
2016-08-29,305.65
2016-08-30,319.5
2016-08-31,312.3
2016-09-01,312.45
2016-09-02,310.6
2016-09-06,310.4
2016-09-07,311.2
2016-09-08,309.5
2016-09-09,305.1
2016-09-12,300.1
2016-09-14,302.35
2016-09-15,299.55
2016-09-16,309.2
2016-09-19,302.3
2016-09-20,299.7
2016-09-21,300.25
2016-09-22,360.3
2016-09-23,371.45
2016-09-26,373.55
2016-09-27,375.6
2016-09-28,374.6
2016-09-29,335.6
2016-09-30,343.85
2016-10-03,369.85
2016-10-04,365.95
2016-10-05,383.25
2016-10-06,377.7
2016-10-07,378.8
2016-10-10,379.65
2016-10-13,361.35
2016-10-14,362.1
2016-10-17,356.1
2016-10-18,358.15
2016-10-19,353.6
2016-10-20,373.2
2016-10-21,369.0
2016-10-24,378.95
2016-10-25,385.35
2016-10-26,374.1
2016-10-27,372.9
2016-10-28,371.6
2016-10-30,362.0
2016-11-01,355.65
2016-11-02,344.25
2016-11-03,344.45
2016-11-04,325.1
2016-11-07,331.65
2016-11-08,330.45
2016-11-09,310.8
2016-11-10,325.6
2016-11-11,308.7
2016-11-15,280.75
2016-11-16,280.05
2016-11-17,278.25
2016-11-18,277.3
2016-11-21,269.65
2016-11-22,280.6
2016-11-23,286.85
2016-11-24,285.95
2016-11-25,292.7
2016-11-28,304.7
2016-11-29,314.3
2016-11-30,312.0
2016-12-01,304.65
2016-12-02,294.0
2016-12-05,294.8
2016-12-06,299.85
2016-12-07,294.5
2016-12-08,301.55
2016-12-09,324.4
2016-12-12,319.1
2016-12-13,314.0
2016-12-14,307.05
2016-12-15,304.6
2016-12-16,302.15
2016-12-19,305.5
2016-12-20,300.0
2016-12-21,296.65
2016-12-22,293.95
2016-12-23,296.45
2016-12-26,283.55
2016-12-27,288.95
2016-12-28,286.6
2016-12-29,294.0
2016-12-30,295.0
