Date,MAHABANK
2016-01-01,32.25
2016-01-04,31.7
2016-01-05,32.05
2016-01-06,31.85
2016-01-07,31.15
2016-01-08,31.45
2016-01-11,31.35
2016-01-12,30.75
2016-01-13,30.2
2016-01-14,30.1
2016-01-15,29.5
2016-01-18,28.7
2016-01-19,28.9
2016-01-20,28.2
2016-01-21,28.3
2016-01-22,28.7
2016-01-25,29.25
2016-01-27,29.75
2016-01-28,29.95
2016-01-29,29.7
2016-02-01,29.65
2016-02-02,29.65
2016-02-03,28.75
2016-02-04,28.5
2016-02-05,29.85
2016-02-08,29.85
2016-02-09,29.5
2016-02-10,31.9
2016-02-11,29.35
2016-02-12,28.2
2016-02-15,29.95
2016-02-16,28.95
2016-02-17,29.0
2016-02-18,28.55
2016-02-19,28.75
2016-02-22,29.2
2016-02-23,28.7
2016-02-24,28.75
2016-02-25,28.7
2016-02-26,28.35
2016-02-29,28.7
2016-03-01,28.95
2016-03-02,30.15
2016-03-03,29.65
2016-03-04,29.9
2016-03-08,29.6
2016-03-09,29.3
2016-03-10,29.25
2016-03-11,28.85
2016-03-14,29.0
2016-03-15,29.15
2016-03-16,28.85
2016-03-17,29.05
2016-03-18,28.9
2016-03-21,29.35
2016-03-22,29.1
2016-03-23,29.15
2016-03-28,28.75
2016-03-29,28.55
2016-03-30,28.9
2016-03-31,28.95
2016-04-01,29.65
2016-04-04,30.0
2016-04-05,29.75
2016-04-06,29.4
2016-04-07,29.35
2016-04-08,29.2
2016-04-11,29.6
2016-04-12,29.55
2016-04-13,29.4
2016-04-18,29.25
2016-04-20,29.45
2016-04-21,30.0
2016-04-22,30.5
2016-04-25,30.25
2016-04-26,30.25
2016-04-27,30.1
2016-04-28,30.0
2016-04-29,29.6
2016-05-02,29.35
2016-05-03,29.3
2016-05-04,29.1
2016-05-05,28.95
2016-05-06,29.7
2016-05-09,29.8
2016-05-10,30.25
2016-05-11,29.7
2016-05-12,29.7
2016-05-13,29.0
2016-05-16,28.6
2016-05-17,28.6
2016-05-18,28.5
2016-05-19,28.05
2016-05-20,28.0
2016-05-23,27.75
2016-05-24,27.5
2016-05-25,27.6
2016-05-26,27.65
2016-05-27,27.9
2016-05-30,28.1
2016-05-31,28.15
2016-06-01,27.85
2016-06-02,28.55
2016-06-03,28.35
2016-06-06,28.4
2016-06-07,28.55
2016-06-08,28.65
2016-06-09,29.45
2016-06-10,29.15
2016-06-13,28.9
2016-06-14,29.2
2016-06-15,29.75
2016-06-16,30.7
2016-06-17,33.2
2016-06-20,33.7
2016-06-21,33.05
2016-06-22,33.4
2016-06-23,33.0
2016-06-24,31.8
2016-06-27,32.85
2016-06-28,33.25
2016-06-29,33.05
2016-06-30,32.65
2016-07-01,33.05
2016-07-04,33.9
2016-07-05,34.4
2016-07-07,34.9
2016-07-08,34.2
2016-07-11,34.85
2016-07-12,34.55
2016-07-13,33.8
2016-07-14,34.5
2016-07-15,34.35
2016-07-18,33.7
2016-07-19,33.65
2016-07-20,33.8
2016-07-21,33.1
2016-07-22,33.0
2016-07-25,33.35
2016-07-26,33.1
2016-07-27,33.0
2016-07-28,32.8
2016-07-29,32.45
2016-08-01,32.2
2016-08-02,31.85
2016-08-03,31.6
2016-08-04,31.6
2016-08-05,31.9
2016-08-08,31.8
2016-08-09,31.7
2016-08-10,31.4
2016-08-11,31.05
2016-08-12,31.65
2016-08-16,30.95
2016-08-17,30.7
2016-08-18,31.35
2016-08-19,31.55
2016-08-22,31.4
2016-08-23,31.2
2016-08-24,31.15
2016-08-25,30.8
2016-08-26,30.55
2016-08-29,30.3
2016-08-30,30.85
2016-08-31,31.6
2016-09-01,31.05
2016-09-02,30.95
2016-09-06,31.15
2016-09-07,32.15
2016-09-08,32.95
2016-09-09,32.7
2016-09-12,31.5
2016-09-14,31.6
2016-09-15,31.75
2016-09-16,31.35
2016-09-19,31.15
2016-09-20,31.05
2016-09-21,31.1
2016-09-22,31.4
2016-09-23,31.1
2016-09-26,30.9
2016-09-27,30.85
2016-09-28,31.05
2016-09-29,30.05
2016-09-30,30.15
2016-10-03,30.6
2016-10-04,31.2
2016-10-05,31.25
2016-10-06,30.8
2016-10-07,30.55
2016-10-10,30.85
2016-10-13,30.85
2016-10-14,30.5
2016-10-17,29.95
2016-10-18,30.4
2016-10-19,30.35
2016-10-20,30.7
2016-10-21,30.45
2016-10-24,30.8
2016-10-25,30.6
2016-10-26,30.7
2016-10-27,30.75
2016-10-28,30.75
2016-10-30,31.15
2016-11-01,29.2
2016-11-02,29.55
2016-11-03,29.6
2016-11-04,29.1
2016-11-07,28.95
2016-11-08,28.65
2016-11-09,28.3
2016-11-10,30.95
2016-11-11,30.35
2016-11-15,30.65
2016-11-16,29.6
2016-11-17,29.9
2016-11-18,29.8
2016-11-21,29.05
2016-11-22,29.0
2016-11-23,28.7
2016-11-24,29.0
2016-11-25,29.35
2016-11-28,29.3
2016-11-29,29.3
2016-11-30,29.7
2016-12-01,29.35
2016-12-02,29.15
2016-12-05,29.8
2016-12-06,29.55
2016-12-07,29.4
2016-12-08,29.4
2016-12-09,29.55
2016-12-12,29.4
2016-12-13,29.4
2016-12-14,29.35
2016-12-15,29.25
2016-12-16,29.2
2016-12-19,30.95
2016-12-20,29.3
2016-12-21,29.15
2016-12-22,28.9
2016-12-23,29.0
2016-12-26,28.3
2016-12-27,28.45
2016-12-28,28.45
2016-12-29,28.75
2016-12-30,28.65
