Date,SHEMAROO
2016-01-01,296.95
2016-01-04,298.3
2016-01-05,317.7
2016-01-06,322.0
2016-01-07,304.85
2016-01-08,348.5
2016-01-11,334.35
2016-01-12,350.7
2016-01-13,344.55
2016-01-14,331.6
2016-01-15,326.55
2016-01-18,311.55
2016-01-19,317.7
2016-01-20,301.45
2016-01-21,301.0
2016-01-22,309.55
2016-01-25,328.1
2016-01-27,321.1
2016-01-28,321.05
2016-01-29,321.85
2016-02-01,315.7
2016-02-02,298.3
2016-02-03,293.45
2016-02-04,286.75
2016-02-05,284.4
2016-02-08,276.4
2016-02-09,265.1
2016-02-10,267.2
2016-02-11,248.85
2016-02-12,245.45
2016-02-15,267.6
2016-02-16,253.4
2016-02-17,251.7
2016-02-18,258.9
2016-02-19,267.6
2016-02-22,258.7
2016-02-23,253.45
2016-02-24,241.25
2016-02-25,243.3
2016-02-26,238.1
2016-02-29,222.75
2016-03-01,239.7
2016-03-02,256.7
2016-03-03,257.7
2016-03-04,258.85
2016-03-08,262.6
2016-03-09,258.2
2016-03-10,258.35
2016-03-11,260.75
2016-03-14,260.8
2016-03-15,261.8
2016-03-16,261.75
2016-03-17,269.95
2016-03-18,275.3
2016-03-21,289.0
2016-03-22,292.45
2016-03-23,295.35
2016-03-28,296.2
2016-03-29,299.0
2016-03-30,295.95
2016-03-31,295.6
2016-04-01,295.95
2016-04-04,311.35
2016-04-05,302.0
2016-04-06,311.05
2016-04-07,310.85
2016-04-08,315.4
2016-04-11,329.15
2016-04-12,331.1
2016-04-13,330.25
2016-04-18,328.8
2016-04-20,320.1
2016-04-21,320.3
2016-04-22,319.95
2016-04-25,330.5
2016-04-26,327.7
2016-04-27,325.4
2016-04-28,321.25
2016-04-29,323.1
2016-05-02,324.05
2016-05-03,324.9
2016-05-04,320.0
2016-05-05,333.95
2016-05-06,329.45
2016-05-09,334.25
2016-05-10,327.7
2016-05-11,327.0
2016-05-12,326.25
2016-05-13,325.1
2016-05-16,326.05
2016-05-17,324.6
2016-05-18,325.3
2016-05-19,325.25
2016-05-20,325.2
2016-05-23,327.55
2016-05-24,325.35
2016-05-25,323.5
2016-05-26,312.95
2016-05-27,316.4
2016-05-30,312.8
2016-05-31,314.4
2016-06-01,317.55
2016-06-02,316.75
2016-06-03,317.65
2016-06-06,317.3
2016-06-07,325.6
2016-06-08,325.55
2016-06-09,322.0
2016-06-10,318.0
2016-06-13,318.65
2016-06-14,317.25
2016-06-15,324.4
2016-06-16,308.55
2016-06-17,313.2
2016-06-20,318.05
2016-06-21,321.2
2016-06-22,313.8
2016-06-23,312.5
2016-06-24,308.5
2016-06-27,305.65
2016-06-28,304.25
2016-06-29,305.2
2016-06-30,318.85
2016-07-01,313.75
2016-07-04,317.9
2016-07-05,313.9
2016-07-07,315.1
2016-07-08,315.05
2016-07-11,319.15
2016-07-12,360.2
2016-07-13,345.0
2016-07-14,349.1
2016-07-15,348.95
2016-07-18,333.25
2016-07-19,329.95
2016-07-20,335.55
2016-07-21,336.2
2016-07-22,332.9
2016-07-25,331.3
2016-07-26,324.95
2016-07-27,323.85
2016-07-28,329.95
2016-07-29,331.7
2016-08-01,324.95
2016-08-02,337.15
2016-08-03,340.05
2016-08-04,332.7
2016-08-05,321.45
2016-08-08,326.9
2016-08-09,320.5
2016-08-10,324.35
2016-08-11,323.5
2016-08-12,323.0
2016-08-16,319.4
2016-08-17,320.35
2016-08-18,321.0
2016-08-19,325.15
2016-08-22,330.4
2016-08-23,331.0
2016-08-24,333.0
2016-08-25,331.9
2016-08-26,332.05
2016-08-29,332.45
2016-08-30,334.0
2016-08-31,332.65
2016-09-01,334.45
2016-09-02,335.3
2016-09-06,335.05
2016-09-07,335.35
2016-09-08,336.25
2016-09-09,339.3
2016-09-12,334.15
2016-09-14,338.4
2016-09-15,337.75
2016-09-16,338.7
2016-09-19,322.65
2016-09-20,308.2
2016-09-21,317.15
2016-09-22,319.45
2016-09-23,324.05
2016-09-26,317.1
2016-09-27,314.65
2016-09-28,315.85
2016-09-29,295.35
2016-09-30,310.35
2016-10-03,318.55
2016-10-04,315.9
2016-10-05,317.65
2016-10-06,317.85
2016-10-07,318.3
2016-10-10,318.65
2016-10-13,309.35
2016-10-14,312.0
2016-10-17,312.0
2016-10-18,313.2
2016-10-19,311.55
2016-10-20,314.95
2016-10-21,316.5
2016-10-24,320.25
2016-10-25,316.65
2016-10-26,320.6
2016-10-27,322.6
2016-10-28,339.75
2016-10-30,341.25
2016-11-01,340.3
2016-11-02,335.85
2016-11-03,346.65
2016-11-04,332.9
2016-11-07,336.25
2016-11-08,340.25
2016-11-09,330.2
2016-11-10,335.4
2016-11-11,321.25
2016-11-15,314.35
2016-11-16,320.25
2016-11-17,323.05
2016-11-18,324.85
2016-11-21,314.1
2016-11-22,326.7
2016-11-23,334.25
2016-11-24,336.1
2016-11-25,340.3
2016-11-28,370.15
2016-11-29,369.55
2016-11-30,397.45
2016-12-01,416.15
2016-12-02,398.6
2016-12-05,399.4
2016-12-06,397.85
2016-12-07,384.35
2016-12-08,388.65
2016-12-09,384.85
2016-12-12,373.0
2016-12-13,391.4
2016-12-14,382.35
2016-12-15,392.0
2016-12-16,389.1
2016-12-19,394.05
2016-12-20,381.85
2016-12-21,381.0
2016-12-22,374.3
2016-12-23,374.65
2016-12-26,367.25
2016-12-27,377.9
2016-12-28,392.0
2016-12-29,384.9
2016-12-30,391.9
