Date,GNFC
2016-01-01,82.7
2016-01-04,84.1
2016-01-05,81.8
2016-01-06,82.7
2016-01-07,81.95
2016-01-08,82.75
2016-01-11,83.55
2016-01-12,86.7
2016-01-13,83.55
2016-01-14,84.45
2016-01-15,82.35
2016-01-18,77.9
2016-01-19,77.85
2016-01-20,74.4
2016-01-21,75.9
2016-01-22,76.8
2016-01-25,79.75
2016-01-27,81.55
2016-01-28,86.1
2016-01-29,82.5
2016-02-01,81.05
2016-02-02,81.6
2016-02-03,76.5
2016-02-04,74.2
2016-02-05,77.0
2016-02-08,76.7
2016-02-09,74.55
2016-02-10,74.1
2016-02-11,66.4
2016-02-12,70.35
2016-02-15,73.45
2016-02-16,70.55
2016-02-17,72.5
2016-02-18,72.6
2016-02-19,71.15
2016-02-22,72.3
2016-02-23,70.2
2016-02-24,69.9
2016-02-25,69.35
2016-02-26,69.05
2016-02-29,69.15
2016-03-01,69.7
2016-03-02,71.0
2016-03-03,72.5
2016-03-04,71.5
2016-03-08,70.6
2016-03-09,67.1
2016-03-10,75.4
2016-03-11,79.6
2016-03-14,82.8
2016-03-15,82.85
2016-03-16,83.55
2016-03-17,80.55
2016-03-18,79.3
2016-03-21,78.4
2016-03-22,78.45
2016-03-23,78.9
2016-03-28,78.05
2016-03-29,78.5
2016-03-30,81.65
2016-03-31,81.6
2016-04-01,80.35
2016-04-04,83.85
2016-04-05,78.9
2016-04-06,84.6
2016-04-07,82.5
2016-04-08,87.8
2016-04-11,88.55
2016-04-12,89.7
2016-04-13,87.7
2016-04-18,88.75
2016-04-20,89.85
2016-04-21,89.15
2016-04-22,88.9
2016-04-25,92.45
2016-04-26,93.9
2016-04-27,95.6
2016-04-28,95.8
2016-04-29,99.55
2016-05-02,110.35
2016-05-03,111.95
2016-05-04,116.25
2016-05-05,115.05
2016-05-06,114.1
2016-05-09,114.0
2016-05-10,115.75
2016-05-11,116.8
2016-05-12,117.8
2016-05-13,124.85
2016-05-16,126.8
2016-05-17,129.95
2016-05-18,134.65
2016-05-19,134.25
2016-05-20,128.3
2016-05-23,125.45
2016-05-24,121.9
2016-05-25,132.45
2016-05-26,135.5
2016-05-27,133.85
2016-05-30,138.3
2016-05-31,138.85
2016-06-01,136.6
2016-06-02,135.9
2016-06-03,137.85
2016-06-06,135.9
2016-06-07,138.5
2016-06-08,139.3
2016-06-09,139.3
2016-06-10,139.2
2016-06-13,134.8
2016-06-14,137.1
2016-06-15,141.3
2016-06-16,137.8
2016-06-17,138.35
2016-06-20,137.35
2016-06-21,139.3
2016-06-22,136.4
2016-06-23,135.75
2016-06-24,133.3
2016-06-27,136.9
2016-06-28,135.95
2016-06-29,148.8
2016-06-30,155.85
2016-07-01,160.05
2016-07-04,162.35
2016-07-05,162.2
2016-07-07,160.8
2016-07-08,157.75
2016-07-11,160.5
2016-07-12,160.1
2016-07-13,155.2
2016-07-14,164.55
2016-07-15,168.0
2016-07-18,167.5
2016-07-19,169.7
2016-07-20,170.3
2016-07-21,171.2
2016-07-22,158.75
2016-07-25,155.35
2016-07-26,157.25
2016-07-27,156.2
2016-07-28,157.7
2016-07-29,154.35
2016-08-01,149.55
2016-08-02,144.75
2016-08-03,145.15
2016-08-04,142.5
2016-08-05,145.35
2016-08-08,145.25
2016-08-09,141.35
2016-08-10,138.15
2016-08-11,139.7
2016-08-12,146.2
2016-08-16,151.65
2016-08-17,156.05
2016-08-18,155.95
2016-08-19,155.75
2016-08-22,159.1
2016-08-23,160.65
2016-08-24,161.7
2016-08-25,159.0
2016-08-26,153.05
2016-08-29,153.55
2016-08-30,153.0
2016-08-31,154.45
2016-09-01,150.0
2016-09-02,149.8
2016-09-06,155.25
2016-09-07,153.9
2016-09-08,154.0
2016-09-09,150.4
2016-09-12,150.0
2016-09-14,161.7
2016-09-15,158.5
2016-09-16,168.25
2016-09-19,167.7
2016-09-20,174.75
2016-09-21,175.3
2016-09-22,176.0
2016-09-23,172.75
2016-09-26,165.55
2016-09-27,172.55
2016-09-28,180.55
2016-09-29,174.05
2016-09-30,177.7
2016-10-03,182.45
2016-10-04,183.8
2016-10-05,186.05
2016-10-06,187.8
2016-10-07,187.4
2016-10-10,182.05
2016-10-13,185.55
2016-10-14,193.55
2016-10-17,210.2
2016-10-18,208.0
2016-10-19,226.3
2016-10-20,222.4
2016-10-21,241.45
2016-10-24,280.15
2016-10-25,282.6
2016-10-26,272.75
2016-10-27,278.4
2016-10-28,280.8
2016-10-30,282.35
2016-11-01,279.35
2016-11-02,268.7
2016-11-03,221.45
2016-11-04,213.65
2016-11-07,198.9
2016-11-08,200.0
2016-11-09,190.75
2016-11-10,201.75
2016-11-11,203.95
2016-11-15,198.4
2016-11-16,201.85
2016-11-17,201.8
2016-11-18,200.05
2016-11-21,191.15
2016-11-22,190.05
2016-11-23,203.7
2016-11-24,204.45
2016-11-25,214.35
2016-11-28,213.05
2016-11-29,212.45
2016-11-30,216.6
2016-12-01,212.85
2016-12-02,207.4
2016-12-05,207.5
2016-12-06,207.55
2016-12-07,207.2
2016-12-08,211.55
2016-12-09,208.55
2016-12-12,208.2
2016-12-13,212.3
2016-12-14,210.2
2016-12-15,210.35
2016-12-16,216.8
2016-12-19,221.9
2016-12-20,214.15
2016-12-21,214.85
2016-12-22,208.7
2016-12-23,206.95
2016-12-26,204.35
2016-12-27,203.65
2016-12-28,208.6
2016-12-29,209.85
2016-12-30,213.6
